trial	row	vector
32	3	-1 -2 1 1 3 0 2 3 -2 -2 0 1 1 1 -1 1 -2 -1 -1 0 0
32	4	0 1 0 0 1 0 0 1 0 -1 0 0 1 0 0 0 -1 0 -1 -1 0
32	5	0 0 -1 -1 1 0 -1 1 0 0 2 1 1 0 0 1 -1 0 0 -1 0
32	6	0 2 0 0 -1 -1 1 -1 0 1 -1 -1 -1 0 1 -1 1 0 -1 0 -1
32	7	0 0 0 0 0 1 -1 0 0 0 1 0 1 0 0 0 -1 -1 0 0 0
32	8	1 1 -1 0 0 -1 0 0 0 1 0 0 1 0 0 0 0 0 -1 0 0
32	9	0 1 -2 -1 1 -1 -1 -1 1 0 0 0 0 1 0 0 1 1 0 -1 1
32	10	0 0 1 0 -1 0 0 0 -1 1 0 0 0 0 1 0 0 0 0 0 -1
32	11	1 0 -1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 -1 0 0
32	12	-1 -1 0 0 1 1 0 1 -1 -1 1 0 1 0 -1 0 -1 -1 1 -1 1
32	13	2 1 -2 0 0 -1 -1 0 1 1 0 1 1 0 0 1 0 1 -1 -1 0
32	14	0 0 1 0 -1 0 0 0 0 1 0 0 0 0 1 -1 0 0 0 0 -1
32	15	0 0 1 1 0 1 1 0 -1 0 -1 -1 -1 0 0 -1 0 0 -1 0 -1
32	16	1 1 -1 -1 0 0 -2 -1 1 0 1 0 1 0 0 0 0 1 0 -1 0
33	0	-1 1 0 0 0 0 0 -1 0 0 -1 -1 -1 0 0 -1 1 0 0 1 0
33	1	0 0 0 0 1 0 1 1 0 -1 -1 0 1 0 0 0 -1 0 -1 0 0
33	2	0 0 0 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0
33	3	-2 -1 1 1 2 1 0 1 -1 -1 0 0 0 0 -1 0 -1 0 0 0 0
33	4	1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1
33	5	0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0
33	6	-1 1 1 0 -1 0 0 0 0 1 0 -1 -1 0 1 -1 0 0 0 0 -1
33	7	0 1 0 0 0 -1 1 0 -1 1 0 -1 0 0 0 -1 0 0 0 0 -1
33	8	0 -1 0 1 1 0 1 0 -1 -1 -1 0 0 0 -1 1 0 0 0 0 1
33	9	0 1 -1 -1 1 0 -2 -1 1 0 0 0 1 0 -1 0 0 1 0 -1 2
33	10	0 0 0 0 1 0 0 0 0 0 0 -1 1 0 -1 0 -1 0 -1 0 0
33	11	0 0 0 0 -1 0 -1 -1 0 1 0 0 -1 0 1 0 1 1 0 0 0
33	12	0 0 -1 0 1 0 0 1 0 -1 0 1 1 0 0 0 0 0 0 -1 1
33	13	1 2 -1 0 -1 -1 -1 -2 1 1 -1 -1 -1 -1 1 -1 2 1 0 0 0
33	14	-1 -1 1 1 1 0 1 0 -1 -1 -1 0 0 0 -1 1 0 0 0 1 0
33	15	1 2 0 0 -2 -1 0 -2 1 2 -1 -1 -1 0 1 -1 1 1 -1 0 -1
33	16	-1 0 0 -1 1 0 -1 1 -1 -1 1 0 1 0 0 0 0 0 0 -1 1
34	0	0 0 -1 0 1 -1 0 0 0 0 -1 0 1 0 -1 0 0 1 0 0 1
34	1	1 1 -1 0 1 0 0 0 0 0 0 0 1 0 0 0 -1 0 -1 -1 0
34	2	0 0 0 1 2 -1 2 1 -2 0 -2 0 0 1 -1 0 0 0 -1 0 0
34	3	0 -1 0 0 -1 1 0 0 1 0 1 0 0 0 1 0 -1 0 0 0 -1
34	4	1 2 -1 -1 -1 -1 0 -2 1 1 -1 -1 0 0 1 -1 1 1 -1 0 0
34	5	-1 -1 1 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0
34	6	0 1 0 0 -2 0 -1 -1 0 1 0 -1 -1 0 1 -1 1 1 0 0 -1
34	7	-1 1 0 -1 0 0 0 -1 0 0 -1 -1 -1 0 1 -1 1 1 0 0 0
34	8	0 0 0 0 0 1 -1 1 0 -1 1 0 1 0 0 0 -1 0 0 -1 0
34	9	0 0 -1 0 0 0 0 0 1 0 0 0 0 1 0 0 -1 1 0 -1 0
34	10	0 0 0 0 1 0 0 0 -1 0 0 0 1 -1 -1 0 0 0 0 0 1
34	11	0 0 0 0 1 0 0 0 -1 -1 0 -1 0 1 0 -1 0 0 0 -1 0
34	12	0 1 -1 0 2 -1 0 1 -1 -1 -1 0 1 0 0 0 0 0 -1 -1 1
34	13	-1 -1 1 1 1 0 1 1 -1 -1 -1 0 0 0 0 0 0 0 -1 0 0
34	14	1 2 -1 0 -2 -1 -1 -2 1 2 0 -1 -1 -1 1 -1 2 1 0 0 -1
34	15	0 0 0 1 0 0 1 0 -1 0 -1 -1 0 0 0 -1 0 0 0 0 -1
34	16	-1 -1 1 1 1 1 1 1 -1 -1 0 0 0 0 0 0 -1 -1 0 0 0
35	0	1 -1 -1 0 1 0 1 1 0 0 0 1 0 1 0 1 -1 0 -1 -1 0
35	1	-1 0 0 0 0 1 -1 0 0 0 1 0 0 -1 0 0 0 0 0 0 0
35	2	-1 -1 1 1 2 0 2 2 -2 -1 -1 0 1 0 -1 0 -1 -1 -1 0 1
35	3	0 1 -1 -1 -1 -1 -1 -1 1 1 1 0 0 -1 1 0 1 1 0 0 0
35	4	0 -1 0 1 0 0 0 0 0 0 0 1 0 -1 0 1 0 0 0 1 0
35	5	-1 0 0 0 1 1 -1 0 0 -1 1 -1 1 0 -2 0 -1 0 1 -1 1
35	6	0 -2 0 1 2 0 1 1 -1 -2 0 1 1 0 -1 1 -1 0 0 0 1
35	7	0 -1 0 1 1 0 0 1 -1 -1 0 1 1 0 -1 1 -1 0 0 0 1
35	8	0 0 -1 1 1 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0
35	9	-1 1 0 -1 2 0 -1 0 0 0 0 -1 1 0 -1 0 -1 0 0 -1 1
35	10	1 0 -1 0 0 0 0 0 1 0 0 0 -1 1 1 0 0 1 -1 -1 -1
35	11	-1 1 0 0 -1 0 0 -1 0 1 0 -1 0 -1 0 -1 1 0 0 1 0
35	12	1 0 -1 0 0 0 0 1 0 1 1 0 0 1 0 0 -1 0 -1 -1 -1
35	13	1 0 -1 0 0 0 0 0 1 0 1 0 0 1 0 1 -1 0 -1 -1 -1
35	14	0 1 -1 0 1 0 0 0 0 0 -1 0 0 0 0 0 0 1 -1 0 0
35	15	1 0 -1 -1 -1 0 -1 0 1 1 1 0 -1 1 1 0 0 1 0 -1 -1
35	16	0 0 0 1 1 0 1 1 -1 -1 0 0 1 -1 0 0 0 -1 -1 0 0
36	0	0 -1 0 1 2 0 1 1 -1 -1 -1 0 1 0 -1 0 -1 0 -1 0 1
36	1	0 0 0 0 -1 0 -1 -1 0 0 0 0 0 0 0 0 1 1 1 0 0
36	2	0 1 0 0 -1 0 -1 -1 1 1 0 -1 0 0 0 -1 0 1 0 -1 0
36	3	0 0 0 0 -1 0 -1 0 0 1 1 0 0 -1 0 0 0 0 1 0 0
36	4	-1 0 0 0 0 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 1 0
36	5	0 2 -1 -1 0 -1 -1 -1 1 1 0 -1 0 0 0 0 0 1 0 -1 0
36	6	0 0 0 0 -1 0 0 -1 0 0 -1 -1 -1 0 1 -1 1 1 0 0 0
36	7	0 0 -1 0 2 1 -1 1 0 -1 0 0 1 0 -1 0 -1 0 0 -1 1
36	8	0 0 -1 0 0 0 0 0 1 0 1 1 0 0 0 1 -1 0 0 0 0
36	9	0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0
36	10	1 1 -1 0 0 -1 -1 -1 0 1 -1 0 0 0 0 -1 1 1 0 0 1
36	11	-1 -1 1 1 2 0 1 2 -2 -2 0 0 1 0 -1 0 -1 -1 0 0 0
36	12	0 0 0 0 0 0 0 1 0 -1 0 0 1 1 0 0 -1 0 0 -1 0
36	13	-1 0 -1 -1 0 0 -2 -1 1 0 1 0 0 0 0 0 1 1 1 0 1
36	14	-1 -2 1 1 1 1 0 2 -1 -2 0 1 1 0 -1 1 -1 0 1 -1 1
36	15	-1 -1 1 0 0 1 -1 0 0 0 1 0 0 0 0 0 0 0 1 -1 0
36	16	1 2 -2 -1 -1 -1 -1 -2 1 2 0 -1 0 0 0 -1 1 1 0 0 0
37	0	0 0 0 0 0 1 -1 0 0 0 1 0 0 -1 0 0 0 0 0 0 0
37	1	-1 -2 1 2 2 1 1 2 -1 -2 -1 1 0 0 -1 1 -1 0 0 0 0
37	2	0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0
37	3	-1 -1 0 1 2 1 0 2 -1 -1 0 0 0 0 -1 0 -1 0 0 -1 0
37	4	0 0 0 -1 -1 0 -2 -1 1 0 1 0 1 0 0 0 0 1 1 -1 1
37	5	1 -1 -1 0 -1 0 -1 0 1 0 1 1 0 0 1 1 0 1 0 -1 0
37	6	1 0 0 0 -1 0 -1 -1 1 1 0 0 -1 1 0 0 0 1 0 0 -1
37	7	1 0 -1 0 0 -1 -1 -1 1 0 0 1 1 -1 0 1 1 1 0 0 1
37	8	0 -2 1 1 1 1 1 1 -1 -2 -1 1 1 0 -1 1 -1 0 0 0 1
37	9	1 1 -1 0 -1 -1 0 -1 0 1 -1 0 0 0 0 0 1 1 0 0 0
37	10	0 1 -1 0 0 -1 1 0 0 1 0 0 0 0 0 0 0 0 -1 0 0
37	11	0 0 -1 0 1 -1 0 0 0 0 0 0 0 1 0 1 0 0 0 -1 0
37	12	0 0 0 1 0 0 0 0 0 0 -1 -1 0 0 -1 -1 0 1 0 0 0
37	13	1 0 -1 1 0 0 0 1 0 1 0 0 0 1 0 0 -1 0 -1 -1 -1
37	14	-1 2 -1 -1 0 0 -2 -2 1 0 0 -1 -1 -1 0 -1 2 1 1 0 1
37	15	0 -1 -1 0 1 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 1
37	16	0 1 0 0 0 0 -1 -1 0 0 0 -1 1 -1 0 0 0 0 0 0 0
38	0	0 -1 -1 0 1 0 0 0 0 -1 0 1 0 1 0 1 0 1 0 -1 1
38	1	0 0 -1 0 2 0 1 2 -1 -1 0 1 1 0 0 1 -1 -1 -1 0 0
38	2	0 -1 0 1 1 1 0 1 0 -1 0 0 1 0 -1 0 -2 0 0 0 0
38	3	0 -1 0 0 1 1 0 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0
38	4	1 0 -1 0 0 0 -1 0 1 0 0 0 0 1 0 0 0 1 0 -2 0
38	5	0 -1 0 1 1 0 1 1 -1 -1 -1 1 0 0 0 0 0 0 0 0 1
38	6	0 2 -1 -1 0 0 -1 -1 0 1 0 -1 0 0 0 -1 1 1 0 -1 0
38	7	0 1 0 0 0 -1 1 0 0 1 -1 0 0 -1 0 0 0 0 -1 1 0
38	8	-1 0 1 0 -1 0 0 -1 0 1 0 -1 0 -1 0 -1 0 0 1 1 0
38	9	1 0 -1 0 0 0 -1 -1 1 0 -1 1 0 0 0 1 0 1 0 0 1
38	10	-1 -1 0 0 0 1 0 0 0 -1 0 0 -1 1 0 0 0 0 1 0 0
38	11	-1 -2 1 1 1 1 0 1 -1 -1 0 0 0 0 -1 0 -1 0 1 0 1
38	12	0 0 0 0 0 0 0 -1 0 1 -1 0 -1 0 0 0 1 1 0 0 0
38	13	0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 -1
38	14	-1 0 0 0 1 0 0 -1 0 0 0 -1 0 0 -1 -1 0 0 1 0 1
38	15	1 0 -1 0 -1 0 -1 -2 1 1 0 0 -1 0 0 0 1 1 1 0 0
38	16	1 1 -1 0 1 0 0 0 0 0 -1 0 1 1 0 0 -1 0 -1 -1 0
39	0	-1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0
39	1	0 1 -1 -1 0 -1 -1 0 0 1 0 0 0 0 0 0 1 1 0 -1 1
39	2	-1 0 0 0 1 -1 2 0 -1 0 -1 0 0 0 0 0 1 0 -1 1 0
39	3	0 -1 -1 0 1 -1 0 0 0 -1 0 1 0 0 0 1 1 1 0 0 1
39	4	0 1 0 0 -1 0 0 -1 0 1 0 0 -1 0 1 -1 1 0 0 1 -1
39	5	-1 0 1 0 0 0 0 0 -1 0 -1 -1 -1 0 0 -1 1 0 1 0 0
39	6	0 -1 -1 1 1 0 1 1 0 -1 0 1 0 0 0 2 -1 0 -1 0 0
39	7	-1 -1 1 0 1 0 0 0 -1 -1 0 0 1 0 -1 0 0 0 1 0 1
39	8	0 0 0 1 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 0 -1
39	9	0 1 -1 -1 0 0 -1 0 1 0 1 0 0 0 0 0 0 1 0 -1 0
39	10	-1 1 1 0 0 0 0 0 -1 0 0 -1 0 0 0 -1 0 0 0 0 0
39	11	-1 -2 1 1 1 1 0 1 -1 -1 1 1 1 -1 -1 1 -1 0 0 1 0
39	12	0 1 -1 -1 0 -1 0 0 0 1 0 0 0 0 1 0 1 0 -1 0 0
39	13	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 0 0 -1
39	14	-1 2 0 -1 0 -1 0 -1 0 1 -1 -1 -1 0 1 -1 1 0 0 0 0
39	15	0 -2 0 1 1 1 0 1 0 -1 0 1 1 -1 -1 1 -1 0 0 0 1
39	16	0 -2 1 1 1 1 0 1 -1 -2 0 1 1 0 -1 1 -1 0 1 -1 1
40	0	1 1 -2 -1 -1 0 -2 0 2 0 1 0 0 0 1 0 0 1 0 -1 0
40	1	-1 0 -1 0 2 0 -1 1 0 -1 0 0 1 0 -1 1 -1 1 0 -1 1
40	2	1 0 -1 0 0 -1 1 0 0 1 0 0 0 1 0 0 0 0 -1 0 -1
40	3	0 -1 -1 1 2 0 1 2 -1 -2 -1 1 1 1 -1 1 -1 0 -1 -1 1
40	4	0 2 -1 -1 0 -1 -1 -2 0 2 0 -1 0 0 0 -1 1 1 0 0 0
40	5	-1 0 0 0 0 0 0 1 -1 0 1 0 1 -1 0 0 0 0 0 0 0
40	6	-1 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 1 1 0 0 0
40	7	-1 -1 0 0 1 0 0 1 0 -1 0 1 0 0 0 1 0 0 0 0 1
40	8	0 0 0 0 0 0 -1 -1 1 0 0 0 0 0 0 1 0 1 0 0 0
40	9	0 -1 0 0 1 0 0 1 0 0 0 1 1 0 -1 1 -1 0 0 0 1
40	10	1 0 -1 0 0 0 -1 1 1 0 1 1 1 0 0 1 -1 0 0 -1 0
40	11	-1 0 1 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0
40	12	1 1 -1 0 0 0 1 0 0 1 0 0 0 0 0 -1 0 0 -1 0 -1
40	13	0 -1 0 0 1 1 -1 2 0 -1 1 1 1 0 -1 1 -2 0 0 -1 1
40	14	0 -1 1 1 0 0 1 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0
40	15	0 -2 0 2 1 1 2 2 -1 -1 0 1 1 0 -1 1 -2 -1 -1 0 0
40	16	0 1 0 0 1 0 -1 0 0 -1 0 0 1 0 -1 0 0 0 0 -1 1
41	0	1 1 -1 0 -1 -1 0 -2 1 1 -1 0 -1 -1 1 0 2 1 -1 1 0
41	1	-1 0 0 0 1 0 -1 0 0 0 1 0 1 -1 -1 0 0 0 1 0 1
41	2	-1 -1 1 0 1 0 -1 1 -1 -1 1 1 1 -1 -1 1 0 0 1 0 1
41	3	0 -2 1 1 2 1 1 2 -1 -1 0 1 1 0 -1 1 -2 -1 -1 0 0
41	4	1 -1 0 1 0 0 0 0 0 0 0 0 0 0 -1 1 -1 0 0 0 0
41	5	1 1 -2 -1 0 -1 0 -1 1 1 0 0 0 1 0 0 0 1 0 -1 0
41	6	1 1 -1 0 0 0 1 0 0 1 -1 0 -1 1 0 0 0 0 -1 0 -1
41	7	-1 -1 1 0 0 1 0 1 -1 -1 0 0 0 0 0 -1 0 0 1 0 0
41	8	1 -1 -1 1 1 0 1 1 0 -1 -1 1 0 0 0 1 0 0 -1 0 0
41	9	0 1 0 0 0 -1 0 -1 0 1 -1 -1 0 0 0 -1 1 1 -1 0 0
41	10	0 -1 1 2 1 1 1 1 -1 -1 -1 0 0 0 -1 0 -1 -1 0 0 0
41	11	0 -1 0 1 2 1 1 1 -1 -1 -1 0 0 0 -1 0 -1 0 -1 0 0
41	12	0 -1 1 0 0 1 0 1 -1 0 0 1 0 0 0 0 0 0 0 0 0
41	13	-1 2 0 -1 0 0 0 -1 0 1 0 -1 0 -1 0 -1 1 0 0 0 0
41	14	-1 -2 1 1 2 1 1 2 -2 -2 0 1 1 0 -1 0 -1 -1 0 0 1
41	15	0 -1 0 1 0 1 0 0 1 -1 0 1 0 0 0 1 -1 0 0 0 0
41	16	0 -1 0 0 1 0 0 1 0 0 0 1 0 0 -1 1 0 0 0 0 0
42	0	-1 -2 1 1 1 1 1 1 -1 -1 0 1 1 0 -1 1 -1 0 0 0 0
42	1	-1 0 -1 0 1 0 -1 0 0 -1 0 0 0 1 0 0 0 1 0 -1 1
42	2	1 0 -1 0 1 -1 0 1 0 0 0 0 1 1 -1 0 -1 0 0 -1 0
42	3	0 1 0 0 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 -1 0 0
42	4	-1 0 0 0 0 1 -2 0 0 0 1 0 1 -1 -1 0 0 0 1 0 1
42	5	-1 -1 1 1 2 1 1 2 -2 -2 0 0 0 1 -1 0 -1 -1 0 -1 0
42	6	1 0 -1 0 1 0 0 1 0 -1 0 1 1 0 0 1 -1 0 -1 0 0
42	7	-1 2 -1 -2 0 -1 -1 -2 1 1 0 -2 0 0 0 -1 1 1 0 0 1
42	8	0 -1 0 1 2 0 1 1 -1 -1 -1 1 1 1 -1 0 -1 0 0 -1 1
42	9	0 -1 0 0 2 1 0 2 -1 -1 1 1 1 1 -1 1 -2 -1 0 -1 0
42	10	0 -1 1 1 0 0 1 0 -1 0 -1 0 -1 0 0 0 0 0 0 1 -1
42	11	-1 1 0 -1 0 0 -1 -1 0 1 0 -1 0 -1 0 -1 1 0 1 0 1
42	12	0 -2 0 1 0 0 1 1 -1 -1 0 1 0 0 0 1 0 0 0 0 0
42	13	0 -2 0 0 2 1 0 2 -1 -1 1 1 1 1 -1 1 -2 0 0 -1 0
42	14	0 0 0 0 1 0 1 1 -1 0 0 1 1 0 0 0 0 0 -1 0 0
42	15	-1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
42	16	0 -1 0 0 1 1 0 1 0 0 1 1 1 0 -1 1 -2 -1 0 0 0
43	0	0 -1 1 1 1 1 1 1 -1 -1 -1 0 0 1 0 0 -1 0 -1 0 -1
43	1	-1 -2 1 1 2 1 1 2 -1 -2 1 0 1 0 -1 1 -2 -1 -1 0 0
43	2	0 0 0 0 0 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0
43	3	0 0 -1 0 1 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 -1 0
43	4	0 1 -1 -1 0 -1 0 -1 0 1 -1 0 -1 0 1 0 2 1 0 0 0
43	5	0 1 0 0 -1 0 0 -1 0 2 0 -1 0 -1 0 -1 0 0 0 1 -1
43	6	0 -1 1 1 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1
43	7	0 -1 0 1 1 0 1 0 -1 0 -1 1 0 0 -1 1 0 0 0 1 0
43	8	0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 -1 -1 0
43	9	0 -1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 -1 0 0 -1 0
43	10	0 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0
43	11	-1 0 1 1 1 0 0 0 -1 -1 -1 -1 0 0 -1 -1 0 0 1 0 1
43	12	-1 -1 1 1 1 1 0 1 -1 0 0 0 1 0 -1 0 -1 0 0 0 0
43	13	0 1 -1 -1 0 -1 -2 -1 1 1 1 -1 1 0 0 0 0 1 0 -1 0
43	14	0 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 -1 1 0
43	15	0 0 -1 0 1 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 -1 1
43	16	0 0 0 0 -1 1 -1 -1 1 0 1 0 0 -1 0 0 0 0 1 0 0
44	0	1 0 0 0 -1 0 -1 -1 1 1 0 1 0 0 0 1 0 1 0 0 0
44	1	0 -1 0 0 0 1 -1 0 1 -1 1 0 1 0 0 1 -1 0 0 0 0
44	2	0 2 -1 -1 -1 -1 -1 -2 1 2 0 -1 -1 -1 1 -1 2 1 0 0 0
44	3	0 2 0 -1 0 0 0 -1 0 1 -1 -1 0 0 0 -1 0 0 0 0 0
44	4	-1 0 0 0 0 1 -1 0 0 0 1 0 0 0 0 0 -1 0 0 0 0
44	5	0 -1 0 0 0 1 -1 0 1 0 1 0 0 0 0 1 -1 0 0 0 0
44	6	0 2 -1 -2 0 -1 -2 -2 1 1 0 -1 0 0 0 -1 2 1 1 -1 1
44	7	0 2 -1 -1 -1 -1 -1 -1 1 1 0 -1 0 0 1 -1 1 1 0 -1 0
44	8	0 -2 0 1 1 1 1 1 0 -1 0 1 0 0 -1 1 -1 0 0 0 0
44	9	0 2 -1 0 0 -1 1 0 0 0 -1 -1 -1 0 1 -1 1 0 -1 0 -1
44	10	0 1 0 1 0 0 1 0 -1 0 -1 -1 0 0 -1 -1 0 0 0 0 0
44	11	0 0 -1 0 1 0 1 0 -1 0 0 0 1 0 0 0 0 0 -1 0 0
44	12	0 -2 1 1 1 1 0 1 -1 -1 0 1 1 0 -1 1 -1 0 0 0 0
44	13	0 0 -1 0 0 0 -1 1 0 0 1 0 1 0 0 0 0 0 0 -1 0
44	14	0 1 0 -1 0 0 -1 -1 0 0 0 -1 0 0 0 -1 1 0 0 0 0
44	15	1 0 -1 0 -1 0 -2 -1 2 0 1 0 0 0 0 0 0 1 1 -1 0
44	16	0 0 -1 0 1 0 -1 0 1 0 0 1 0 0 -1 1 0 1 0 0 1
45	0	1 0 -1 0 -1 0 -1 0 1 0 1 0 0 0 1 0 0 0 0 -1 -1
45	1	0 1 0 0 -1 0 0 -1 0 1 0 -1 -1 0 0 -1 0 0 0 1 -1
45	2	0 0 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
45	3	-1 0 1 0 1 1 0 1 -1 -1 1 0 1 -1 0 0 -1 -1 0 0 0
45	4	0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 -1 0
45	5	0 0 -1 0 1 1 -1 1 0 -1 1 0 0 1 0 0 -1 0 0 -2 0
45	6	-1 -1 1 1 1 0 1 1 -1 -1 0 0 0 0 0 0 -1 0 0 0 0
45	7	-1 -1 0 0 1 1 -1 0 1 -1 1 0 1 -1 -1 1 -1 0 0 0 1
45	8	0 1 0 0 -1 0 0 0 0 1 0 -1 -1 0 1 -1 0 0 -1 0 -1
45	9	-1 0 0 -1 0 0 -1 0 0 1 1 0 0 0 0 0 0 0 1 0 0
45	10	1 -1 -1 0 1 0 0 1 0 0 0 1 0 1 0 1 -1 0 0 -1 0
45	11	0 0 -1 0 0 -1 0 -1 1 1 -1 0 -1 1 0 0 1 1 0 0 0
45	12	0 0 0 1 1 0 1 1 -1 0 0 0 0 1 0 0 -1 -1 -1 0 -1
45	13	1 0 -1 0 0 -1 0 -1 1 1 -1 0 -1 0 0 0 1 1 0 0 0
45	14	-1 -1 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 1
45	15	-1 2 0 -1 -1 0 -1 -1 1 1 0 -1 0 -1 1 -1 1 0 0 0 0
45	16	-1 0 0 1 1 1 0 0 -1 -1 0 0 1 -1 -1 0 0 0 0 0 1
46	0	1 0 0 1 0 0 1 1 -1 1 -1 0 0 0 0 -1 0 0 -1 0 -1
46	1	-1 -1 0 0 1 0 0 1 -1 0 1 1 0 0 0 1 0 0 0 0 0
46	2	0 0 0 0 1 0 0 1 0 -1 0 0 0 0 0 0 -1 0 -1 0 0
46	3	0 -1 0 0 1 0 0 0 0 -1 1 1 1 0 -1 1 -1 0 0 0 1
46	4	0 0 -1 -1 0 0 -1 1 1 0 2 1 1 0 0 1 -1 0 0 -1 0
46	5	0 -2 0 1 1 1 1 2 -1 -1 0 1 0 1 0 1 -1 0 -1 -1 0
46	6	1 0 -1 1 1 0 1 1 0 0 -1 0 0 1 0 0 -1 0 -1 -1 -1
46	7	0 -1 0 1 1 1 1 2 -1 -1 0 1 1 0 -1 0 -1 -1 0 0 0
46	8	0 1 -1 -1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 -1 -1 -1
46	9	0 2 0 -1 0 0 -1 -1 0 1 0 -1 0 -1 0 -1 1 0 0 0 0
46	10	0 -1 0 1 0 0 2 1 -1 0 -1 0 -1 1 0 0 0 0 -1 0 -1
46	11	-1 -2 1 0 1 1 0 1 -1 -1 1 1 1 0 -1 1 -1 0 1 0 1
46	12	0 1 -1 0 1 -1 0 0 0 0 -1 0 1 0 0 0 0 0 0 -1 1
46	13	0 1 -1 0 0 0 -1 0 1 0 1 0 0 0 0 0 0 0 0 -1 0
46	14	-2 -1 1 1 3 1 1 2 -2 -2 0 0 1 0 -2 0 -2 -1 0 0 1
46	15	0 -1 1 1 1 1 2 2 -1 -1 0 1 0 0 0 1 -2 -1 -1 0 -1
46	16	0 1 0 0 0 0 -1 -1 0 0 0 0 0 -1 0 0 1 0 0 1 0
47	0	1 1 -1 0 0 -1 0 -1 0 2 -1 0 0 0 0 -1 1 1 -1 0 0
47	1	-1 -1 0 0 2 1 0 1 -1 -1 0 0 0 1 0 0 -1 0 0 -1 0
47	2	0 0 0 0 -1 0 -1 0 0 0 1 0 1 -1 0 0 0 0 1 0 0
47	3	1 0 -1 0 0 0 -1 0 1 -1 0 0 0 0 0 1 0 1 0 -1 0
47	4	1 0 -1 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 -1 0
47	5	1 1 -1 0 0 -1 0 -1 1 1 -1 0 1 0 0 0 0 1 -1 0 0
47	6	0 1 -1 -1 0 -1 1 0 0 1 0 0 0 0 1 0 1 0 -1 0 -1
47	7	0 0 0 0 1 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 0
47	8	1 0 -1 1 2 -1 1 1 -1 0 -1 0 1 1 -1 0 -1 0 -1 -1 0
47	9	2 1 -2 0 0 -1 0 -1 2 1 -1 0 0 1 0 0 0 1 -1 -1 0
47	10	1 0 -1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 -1 -1 0
47	11	0 -2 1 2 2 1 2 2 -1 -2 -1 1 1 0 -1 1 -2 -1 -1 0 0
47	12	-1 -1 0 0 1 0 0 2 0 -1 1 1 0 1 0 1 -1 0 0 -1 0
47	13	0 -1 0 0 1 0 1 1 0 0 0 1 1 0 0 1 -1 0 -1 0 0
47	14	0 0 1 0 -1 1 -2 0 0 0 1 0 0 -1 0 0 0 0 1 0 0
47	15	0 -1 0 1 1 0 1 1 0 -1 0 1 1 0 -1 2 -1 0 -1 0 0
47	16	0 0 0 0 1 1 0 1 0 0 1 0 1 0 -1 0 -2 -1 0 -1 0
48	0	0 2 0 -1 -1 0 -1 -1 1 1 1 -1 0 0 1 -1 0 0 0 -1 -1
48	1	-1 1 0 0 1 -1 0 0 -1 0 -1 0 0 0 0 -1 1 0 0 0 1
48	2	-1 -1 1 1 1 1 1 2 -1 0 1 0 1 0 -1 0 -2 -1 -1 0 -1
48	3	-1 0 0 -1 0 1 -2 0 1 -1 2 0 1 -1 0 0 0 0 1 -1 1
48	4	-1 -1 1 1 2 1 0 2 -1 -2 0 1 1 0 -1 1 -1 -1 0 0 0
