priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
9530	57977	0x0e279	6	7	1	7	23	0 0 -1 -1 1 -1 0 0 0 1 0 0 -1 0 0 1 0	-1 1 -2 1 3 -1 2 -1 0 -3 0 -1 1 -1 1 2 0	0 8 1 2 -1 0 -1 1 0 0 -3 0 -1 2 -1 -3 0	-1 0 0 1 1 -1 1 0 0 -1 0 0 0 1 1 -1 0
9531	33684	0x08394	6	7	1	7	22	0 0 -1 -1 1 -1 0 0 0 1 0 0 0 0 -1 1 0	0 1 1 2 3 -3 2 -1 0 -2 0 0 0 -1 2 2 0	6 28 2 1 -1 1 -7 8 1 -1 -7 5 -9 3 -1 -6 -1	0 2 -1 0 1 0 0 -1 1 -1 0 0 0 2 0 -1 0
9532	66235	0x102bb	6	7	1	7	20	0 0 -1 -1 1 -1 0 0 0 1 0 0 0 1 0 0 -1	2 3 1 1 1 -3 0 0 1 1 -2 1 -1 -1 1 -1 1	-14 57 8 34 16 -10 -16 16 10 -1 -11 -2 -5 -6 -25 -12 0	-1 -3 2 3 1 -3 2 1 -2 -1 -2 2 2 0 0 0 1
9533	115623	0x1c3a7	6	7	1	7	21	0 0 -1 -1 1 -1 0 1 -1 0 0 0 0 1 0 0 0	-4 0 -2 0 3 1 5 -2 1 -4 -2 -1 2 -1 -1 2 -2	-8 41 3 29 16 -6 -3 10 1 -6 -5 -7 -4 3 -20 -19 0	1 -3 -1 2 0 -3 2 1 -3 -3 -4 2 2 0 -1 1 1
9534	37237	0x09175	6	7	1	7	21	0 0 -1 -1 1 -1 0 1 -1 1 0 0 0 0 0 0 0	-1 1 0 0 2 -1 2 -1 1 -1 -1 0 1 -1 0 1 0	-12 17 4 25 14 -6 0 3 4 -1 3 -9 3 1 -16 -11 1	1 -2 -1 0 -1 -1 1 0 -1 -2 -2 0 1 0 0 1 0
9535	4424	0x01148	6	7	1	7	22	0 0 -1 -1 1 -1 0 1 0 1 0 -1 0 0 0 0 0	-5 0 -2 -1 3 2 5 -3 1 -3 -1 0 3 -2 -2 3 -2	-2 30 2 17 9 -2 -3 8 1 -4 -3 -3 -5 3 -11 -13 0	0 -2 0 1 0 -2 1 0 -1 -2 -2 0 1 0 0 0 0
9536	105994	0x19e0a	6	7	1	7	17	0 0 -1 -1 1 -1 1 0 -1 0 0 0 0 1 0 0 0	-7 -1 -2 -2 4 3 7 -4 1 -4 -1 -1 3 -2 -3 4 -4	-15 23 4 28 14 -8 -2 4 4 -1 -2 -9 4 -1 -19 -11 1	2 -1 -2 1 0 -2 2 0 -2 -3 -3 1 1 0 0 1 1
9537	48698	0x0be3a	6	7	1	7	21	0 0 -1 -1 1 0 -1 -1 0 1 0 0 0 0 0 1 0	-7 -1 -1 0 4 2 7 -4 0 -4 0 -1 1 -1 -2 4 -4	12 17 -3 -2 -1 5 5 3 -9 -7 -4 0 -8 10 2 -13 -1	0 1 0 1 1 -1 0 0 0 -1 -1 1 1 1 0 -1 0
9538	50377	0x0c4c9	6	7	1	7	19	0 0 -1 -1 1 0 -1 0 -1 1 0 0 0 1 0 0 0	-4 0 0 0 2 0 4 -2 1 -2 -1 -1 0 0 -1 1 -2	2 16 -1 14 10 1 8 2 -6 -7 4 -8 -3 10 -8 -18 0	1 -2 0 1 0 -2 1 1 -2 -2 -3 2 2 0 -1 1 0
9539	63768	0x0f918	6	7	1	7	18	0 0 -1 -1 1 0 -1 0 0 1 0 -1 0 0 0 1 0	-8 -1 -2 0 3 3 7 -5 0 -4 0 0 2 -1 -3 4 -4	20 34 -4 -5 -2 8 1 10 -10 -10 -7 5 -17 12 4 -17 -2	0 0 0 1 1 -2 0 0 -1 -2 -2 1 1 1 -1 -1 0
9540	17652	0x044f4	6	7	1	7	21	0 0 -1 -1 1 0 -1 0 0 1 0 -1 0 1 0 0 0	-8 -1 -2 -1 3 3 7 -4 1 -4 -1 -1 2 -1 -3 3 -4	12 29 -3 6 5 5 5 7 -9 -10 -2 -2 -11 12 -3 -20 -1	0 -2 1 2 1 -3 1 1 -2 -2 -3 2 2 0 -1 0 0
9541	46632	0x0b628	6	7	1	7	23	0 0 -1 -1 1 0 -1 0 0 1 0 0 0 -1 0 1 0	-4 0 -1 1 3 1 5 -3 0 -3 0 0 1 -1 -1 3 -2	7 31 -1 7 4 1 -2 9 -4 -7 -7 1 -10 6 -5 -14 -1	0 0 0 1 0 -1 0 0 0 -1 -1 0 1 1 0 -1 0
9542	56890	0x0de3a	6	7	1	7	24	0 0 -1 -1 1 0 -1 0 0 1 0 0 0 0 -1 1 0	0 1 1 3 2 -3 2 -1 0 -2 0 0 -1 0 2 1 0	15 41 -1 -1 0 4 -6 13 -4 -7 -9 7 -17 8 0 -14 -2	0 1 0 1 1 -1 0 0 0 -1 -1 1 1 2 -1 -1 0
9543	123641	0x1e2f9	6	7	1	7	25	0 0 -1 -1 1 0 -1 0 0 1 0 0 0 0 0 1 -1	2 3 1 3 0 -3 0 -1 0 1 -1 2 -2 0 1 -1 1	3 75 4 21 10 -4 -19 24 4 -7 -18 7 -19 -1 -17 -17 -2	-1 -2 2 3 1 -3 1 1 -2 -1 -2 2 2 1 -1 -1 1
9544	6491	0x0195b	6	7	1	7	20	0 0 -1 -1 1 0 -1 0 0 1 1 -1 0 0 0 0 0	-7 -1 0 -3 4 3 7 -3 1 -3 -1 -1 3 -2 -3 4 -4	4 16 0 8 4 2 4 2 -4 -4 0 -4 -3 7 -4 -12 0	1 -1 0 1 1 -2 1 0 -1 -2 -2 1 1 0 0 0 0
9545	52443	0x0ccdb	6	7	1	7	22	0 0 -1 -1 1 0 -1 1 -1 1 0 0 0 0 0 0 0	-1 1 0 1 1 -1 2 -1 1 -1 -1 0 0 0 0 0 0	-3 30 1 23 15 -3 1 8 -1 -7 1 -7 -5 6 -15 -19 0	1 -3 0 1 -1 -2 1 1 -2 -2 -3 1 2 0 -1 1 0
9546	19686	0x04ce6	6	7	1	7	19	0 0 -1 -1 1 0 -1 1 0 1 0 -1 0 0 0 0 0	-5 0 -2 0 2 2 5 -3 1 -3 -1 0 2 -1 -2 2 -2	7 43 -1 15 10 1 -2 13 -4 -10 -5 -1 -13 8 -10 -21 -1	0 -3 1 2 0 -3 1 1 -2 -2 -3 1 2 0 -1 0 0
9547	39268	0x09964	6	7	1	7	21	0 0 -1 -1 1 0 0 -1 -1 1 0 0 0 1 0 0 0	-7 -1 0 -2 3 2 6 -4 1 -2 0 -1 1 -1 -3 3 -4	-5 -2 0 13 8 -1 9 -4 -3 -2 7 -10 5 6 -7 -10 1	2 0 -1 0 0 -1 1 0 -1 -2 -2 1 1 0 0 1 0
9548	121018	0x1d8ba	6	7	1	7	19	0 0 -1 -1 1 0 0 -1 0 0 0 0 1 0 1 1 0	3 2 -4 2 1 -1 0 0 0 -1 -2 0 -2 2 1 -2 2	-10 59 6 33 14 -8 -14 17 7 -4 -14 -2 -7 -5 -24 -15 0	-2 -3 2 3 1 -3 2 1 -2 0 -2 1 1 0 1 -1 1
9549	114516	0x1bf54	6	7	1	7	21	0 0 -1 -1 1 0 0 -1 0 1 0 0 0 0 0 1 -1	-1 2 1 1 1 -1 2 -3 0 1 0 2 -1 -1 -1 1 -1	-4 57 5 20 8 -6 -18 18 7 -2 -15 5 -11 -5 -16 -9 -1	0 0 1 2 1 -2 1 0 -1 -1 -1 1 1 1 0 -1 1
9550	119099	0x1d13b	6	7	1	7	19	0 0 -1 -1 1 0 0 0 -1 0 -1 1 0 1 0 0 0	-4 0 -3 2 2 1 5 -3 1 -4 -1 -1 0 0 -1 1 -2	-11 46 1 36 22 -9 -3 13 0 -10 -6 -9 -5 3 -26 -24 0	1 -3 0 3 -1 -3 2 2 -3 -2 -4 2 3 0 -1 1 1
9551	96183	0x177b7	6	7	1	7	17	0 0 -1 -1 1 0 0 0 -1 0 0 0 -1 1 0 1 0	-4 0 -3 1 2 1 4 -3 0 -4 0 -1 1 0 -1 2 -2	4 31 -1 8 4 0 -3 9 -3 -6 -7 1 -9 5 -6 -13 -1	1 -1 -1 2 1 -3 2 1 -3 -3 -3 2 1 1 -1 0 1
9552	107081	0x1a249	6	7	1	7	19	0 0 -1 -1 1 0 0 0 -1 0 0 0 -1 1 1 0 0	-8 -1 -5 -2 3 5 7 -4 1 -5 -1 -2 3 -1 -4 3 -4	-12 16 0 27 15 -6 5 2 -2 -6 0 -12 4 3 -18 -16 1	1 -4 0 3 0 -4 3 2 -4 -3 -4 2 2 -1 0 1 1
9553	126329	0x1ed79	6	7	1	7	19	0 0 -1 -1 1 0 0 0 -1 0 0 1 -1 0 1 0 0	-4 0 -4 -1 3 3 5 -2 1 -4 -1 -2 2 -1 -2 2 -2	-25 13 3 39 21 -13 2 1 4 -3 0 -16 11 -3 -27 -13 2	1 -4 0 3 -1 -3 3 2 -3 -2 -3 1 2 -1 1 1 1
9554	104436	0x197f4	6	7	1	7	20	0 0 -1 -1 1 0 0 0 -1 0 1 0 -1 1 0 0 0	-3 0 -1 -2 3 1 4 -1 1 -3 -1 -2 2 -1 -1 2 -2	-12 13 3 21 10 -6 0 1 3 0 0 -8 5 0 -14 -8 1	2 -2 -1 2 1 -3 3 1 -3 -3 -3 2 1 0 0 1 1
9555	28981	0x07135	6	7	1	7	22	0 0 -1 -1 1 0 0 0 -1 1 -1 0 0 0 0 1 0	-5 0 -2 2 1 1 4 -5 0 -2 1 1 0 0 -2 2 -2	6 30 -2 9 7 1 -1 10 -4 -8 -3 0 -11 7 -6 -16 -1	1 0 -1 0 -1 -1 0 0 -1 -2 -2 0 1 1 -1 0 0
9556	33769	0x083e9	6	7	1	7	22	0 0 -1 -1 1 0 0 0 -1 1 -1 1 0 0 0 0 0	-1 1 -1 2 1 -1 2 -2 1 -1 0 0 -1 0 0 0 0	-15 22 2 32 20 -9 0 6 3 -5 2 -11 2 1 -22 -16 1	1 -2 0 1 -2 -1 1 1 -1 -1 -2 0 2 0 0 1 0
9557	56902	0x0de46	6	7	1	7	19	0 0 -1 -1 1 0 0 0 -1 1 0 -1 0 1 0 0 0	-8 -1 -1 -2 2 3 6 -5 1 -2 0 0 2 -1 -4 3 -4	3 15 -1 10 7 2 5 3 -4 -5 4 -5 -4 8 -5 -14 0	2 -1 -1 0 0 -2 1 0 -2 -3 -3 1 1 0 -1 1 0
9558	61595	0x0f09b	6	7	1	7	18	0 0 -1 -1 1 0 0 0 -1 1 0 0 -1 0 1 0 0	-5 0 -3 -2 2 3 4 -3 1 -2 0 -1 2 -1 -3 2 -2	-16 -8 1 23 13 -6 8 -5 1 -1 8 -14 11 1 -14 -8 2	1 -3 0 1 -1 -2 2 1 -2 -2 -2 0 1 -1 1 1 0
9559	96331	0x1784b	6	7	1	7	20	0 0 -1 -1 1 0 0 0 -1 1 0 0 0 0 0 1 -1	2 3 2 2 -1 -3 -1 -2 0 3 0 3 -2 0 0 -1 1	-6 61 6 25 12 -7 -19 20 9 -2 -12 4 -12 -5 -19 -11 -1	1 -1 0 1 0 -2 1 0 -2 -2 -2 1 1 1 -1 0 1
9560	116135	0x1c5a7	6	7	1	7	23	0 0 -1 -1 1 0 0 0 -1 1 0 0 0 1 0 0 -1	2 3 2 1 -1 -3 -1 -1 1 3 -1 2 -2 0 0 -2 1	-14 56 7 36 19 -10 -15 17 10 -2 -7 -3 -6 -5 -26 -14 0	1 -3 1 2 0 -3 2 1 -3 -2 -3 2 2 0 -1 1 1
9561	60008	0x0ea68	6	7	1	7	23	0 0 -1 -1 1 0 0 0 0 1 0 0 -1 1 0 -1 0	-1 1 -2 -1 2 0 2 0 2 -2 -1 -2 1 -1 0 0 0	-19 7 3 30 17 -9 2 0 5 -1 5 -13 9 -1 -20 -10 2	0 -4 2 3 0 -3 3 2 -2 -1 -2 1 2 -1 1 1 0
9562	66389	0x10355	6	7	1	7	20	0 0 -1 -1 1 0 0 0 0 1 0 0 -1 1 0 0 -1	5 4 0 2 -1 -4 -3 1 1 2 -1 1 -2 0 2 -3 3	-15 56 7 33 16 -11 -19 18 12 -1 -11 0 -6 -8 -25 -10 0	-1 -4 3 4 1 -4 3 2 -3 -1 -2 2 2 0 0 0 1
9563	35717	0x08b85	6	7	1	7	21	0 0 -1 -1 1 0 0 0 0 1 0 0 0 1 -1 -1 0	0 1 1 0 2 -2 2 0 2 -1 -1 -1 0 -1 1 0 0	-13 27 4 29 17 -8 -4 7 6 -2 1 -8 1 0 -20 -13 1	1 -2 1 2 0 -2 2 1 -1 -1 -2 1 2 0 0 1 0
9564	107428	0x1a3a4	6	7	1	7	20	0 0 -1 -1 1 0 0 1 -1 0 0 0 0 1 -1 0 0	0 1 0 2 1 -2 2 -1 1 -2 -1 0 0 0 1 0 0	-3 60 3 27 16 -6 -12 19 4 -7 -9 0 -13 2 -20 -20 -1	2 -2 -1 2 0 -3 2 1 -3 -3 -4 2 2 1 -2 1 1
9565	14212	0x03784	6	7	1	7	20	0 0 -1 -1 1 0 0 1 0 1 0 0 -1 0 -1 0 0	6 3 0 3 0 -5 -3 2 1 0 0 0 -1 0 4 -2 4	-8 36 4 20 11 -7 -13 13 9 -1 -5 1 -6 -3 -15 -8 0	0 -2 1 2 0 -2 2 1 -1 -1 -1 0 1 1 0 0 0
9566	117684	0x1cbb4	6	7	1	7	18	0 0 -1 -1 1 0 1 0 -1 0 -1 0 0 1 0 0 0	-8 -1 -4 0 2 4 7 -6 1 -4 0 0 2 -1 -4 3 -4	-10 45 1 32 19 -8 -6 14 2 -8 -6 -6 -6 1 -23 -20 0	2 -2 -1 2 -1 -3 2 1 -3 -3 -4 1 2 0 -1 1 1
9567	106468	0x19fe4	6	7	1	7	19	0 0 -1 -1 1 0 1 0 -1 0 0 0 -1 1 0 0 0	-4 0 -3 -1 2 2 4 -3 1 -3 0 -1 2 -1 -2 2 -2	-16 22 3 27 14 -9 -5 6 6 -1 -2 -7 3 -3 -19 -9 1	2 -2 -1 2 0 -3 3 1 -3 -3 -3 1 1 0 0 1 1
9568	115274	0x1c24a	6	7	1	7	18	0 0 -1 -1 1 1 0 0 -1 0 0 0 -1 1 0 0 0	-4 0 -3 0 1 2 4 -3 1 -3 0 -1 1 0 -2 1 -2	-7 35 0 25 15 -6 -4 11 1 -7 -4 -5 -5 2 -18 -17 0	2 -3 0 3 0 -4 3 2 -4 -3 -4 2 2 0 -1 1 1
9569	101754	0x18d7a	6	7	1	7	24	0 0 -1 -1 1 1 0 0 -1 0 0 1 -1 0 0 0 0	0 1 -2 1 1 0 2 -1 1 -2 0 -1 0 0 0 0 0	-20 32 3 37 21 -13 -7 10 7 -4 -4 -9 2 -4 -27 -14 1	2 -3 0 3 -1 -3 3 2 -3 -2 -3 1 2 0 0 1 1
9570	37016	0x09098	6	7	1	7	20	0 0 -1 -1 1 1 0 0 -1 1 0 0 -1 0 0 0 0	-1 1 -1 0 0 0 1 -2 1 0 1 0 0 0 -1 0 0	-11 11 1 21 13 -6 -1 4 4 -2 4 -7 2 0 -14 -9 1	2 -2 0 1 -1 -2 2 1 -2 -2 -2 0 1 0 0 1 0
9571	68149	0x10a35	6	7	1	7	21	0 0 -1 0 -1 -1 0 1 0 0 1 1 -1 0 0 0 0	-3 -1 0 -1 3 1 4 -1 0 -3 -1 -1 2 -2 0 3 -2	7 -22 -1 -17 -12 6 10 -12 -7 3 1 -1 5 5 13 5 0	-1 0 -1 0 1 -1 0 0 0 -1 0 1 0 0 0 0 1
9572	1352	0x00548	6	7	1	7	22	0 0 -1 0 -1 -1 0 1 0 1 0 1 -1 0 0 0 0	-1 0 0 1 1 -1 1 -1 0 -1 0 0 0 -1 1 1 0	11 -33 -3 -23 -13 9 14 -14 -9 2 7 -1 4 8 18 5 0	-2 0 0 -1 0 0 -1 0 1 0 1 0 0 0 0 0 0
9573	6103	0x017d7	6	7	1	7	21	0 0 -1 0 -1 -1 0 1 0 1 1 0 -1 0 0 0 0	-4 -1 1 -2 2 1 3 -2 0 -1 0 0 2 -2 -1 3 -2	16 -43 -3 -33 -20 13 16 -18 -10 5 9 1 5 9 26 10 0	-1 1 -1 -2 1 0 -1 -1 1 -1 1 0 -1 0 0 0 0
9574	58520	0x0e498	6	7	1	7	22	0 0 -1 0 -1 -1 0 1 1 1 0 0 0 0 -1 0 0	-4 -1 1 1 2 0 4 -3 0 -2 0 1 1 -2 0 3 -2	27 0 -4 -32 -18 14 5 -2 -11 -2 -3 10 -12 11 23 0 -2	-2 2 0 -1 1 0 -2 -1 2 0 1 0 0 1 -1 -1 0
9575	123493	0x1e265	6	7	1	7	19	0 0 -1 0 -1 0 -1 0 0 0 1 1 -1 0 0 1 0	-6 -2 0 0 3 2 6 -3 -1 -4 0 -1 1 -1 -1 4 -4	29 -18 -7 -39 -23 16 14 -10 -18 -3 -3 7 -7 14 28 1 -2	-1 2 -1 0 2 -1 -1 0 0 -1 0 2 0 1 -1 -1 1
9576	79771	0x1379b	6	7	1	7	21	0 0 -1 0 -1 0 -1 0 0 0 1 1 -1 0 1 0 0	-10 -3 -2 -3 4 6 9 -4 0 -5 -1 -2 3 -2 -4 5 -6	13 -33 -6 -20 -12 10 22 -17 -17 -3 4 -6 6 12 16 -2 0	-1 -1 0 1 1 -2 0 1 -1 -1 -1 2 1 -1 0 0 1
9577	60696	0x0ed18	6	7	1	7	18	0 0 -1 0 -1 0 -1 0 0 1 0 1 -1 0 0 1 0	-4 -1 0 2 1 0 3 -3 -1 -2 1 0 -1 0 0 2 -2	33 -29 -9 -45 -24 19 18 -12 -20 -4 3 7 -8 17 33 1 -2	-2 2 0 -1 1 0 -2 0 1 0 1 1 0 1 -1 -1 0
9578	65415	0x0ff87	6	7	1	7	20	0 0 -1 0 -1 0 -1 0 0 1 1 0 -1 0 0 1 0	-7 -2 1 -1 2 2 5 -4 -1 -2 1 0 1 -1 -2 4 -4	38 -39 -9 -55 -31 23 20 -16 -21 -1 5 9 -7 18 41 6 -2	-1 3 -1 -2 2 0 -2 -1 1 -1 1 1 -1 1 -1 -1 0
9579	102532	0x19084	6	7	1	7	24	0 0 -1 0 -1 0 -1 0 1 0 1 1 -1 0 0 0 0	-6 -2 -1 -1 4 3 7 -2 0 -5 -1 -2 2 -2 -1 4 -4	18 -13 -5 -24 -15 10 12 -9 -14 -3 -4 2 -2 10 17 -1 -1	-2 0 1 2 2 -2 0 1 0 0 0 2 1 0 0 -1 1
9580	33945	0x08499	6	7	1	7	19	0 0 -1 0 -1 0 -1 0 1 1 1 0 0 -1 0 0 0	-10 -3 1 -3 4 5 9 -5 0 -3 0 0 3 -3 -4 6 -6	25 -24 -6 -33 -19 15 16 -12 -16 -2 2 3 -3 13 25 1 -1	-1 2 0 -1 1 0 -2 -1 2 0 1 0 0 0 0 -1 0
9581	60555	0x0ec8b	6	7	1	7	20	0 0 -1 0 -1 0 -1 0 1 1 1 0 0 0 -1 0 0	-6 -2 3 -1 3 1 6 -3 0 -2 0 0 1 -2 -1 4 -4	33 -14 -6 -41 -23 18 12 -8 -16 -2 0 9 -10 15 30 1 -2	-1 3 0 -1 2 0 -2 -1 2 0 1 1 0 1 -1 -1 0
9582	107847	0x1a547	6	7	1	7	19	0 0 -1 0 -1 0 -1 1 0 0 1 0 -1 0 0 1 0	-7 -2 -1 0 2 3 6 -4 -1 -4 0 0 2 -1 -2 4 -4	37 -1 -8 -42 -24 19 10 -3 -19 -6 -6 12 -16 16 30 -3 -3	-1 1 -1 0 2 -2 -1 0 -1 -2 -1 2 0 1 -2 -1 1
9583	94393	0x170b9	6	7	1	7	19	0 0 -1 0 -1 0 -1 1 0 0 1 0 -1 0 1 0 0	-11 -3 -3 -3 3 7 9 -5 0 -5 -1 -1 4 -2 -5 5 -6	21 -16 -7 -23 -13 13 18 -10 -18 -6 1 -1 -3 14 18 -6 -1	-1 -2 0 1 1 -3 0 1 -2 -2 -2 2 1 -1 -1 0 1
9584	71851	0x118ab	6	7	1	7	22	0 0 -1 0 -1 0 -1 1 0 0 1 0 -1 1 0 0 0	-7 -2 -1 -1 2 3 6 -3 0 -4 -1 -1 2 -1 -2 3 -4	29 -6 -7 -31 -17 16 14 -6 -18 -6 -1 5 -10 16 23 -6 -2	-1 -1 0 1 2 -3 0 1 -2 -2 -2 3 1 0 -2 0 1
9585	17286	0x04386	6	7	1	7	20	0 0 -1 0 -1 0 -1 1 0 1 1 0 0 -1 0 0 0	-7 -2 2 -2 2 3 6 -4 0 -1 0 1 2 -2 -3 4 -4	23 -20 -5 -28 -15 14 15 -10 -14 -2 5 2 -4 13 22 -1 -1	0 1 -1 -2 0 0 -2 -1 1 -1 0 0 0 0 -1 0 0
9586	11156	0x02b94	6	7	1	7	20	0 0 -1 0 -1 0 -1 1 0 1 1 0 0 0 -1 0 0	-3 -1 4 0 1 -1 3 -2 0 0 0 1 0 -1 0 2 -2	31 -10 -5 -36 -19 17 11 -6 -14 -2 3 8 -11 15 27 -1 -2	0 2 -1 -2 1 0 -2 -1 1 -1 0 1 0 1 -2 0 0
9587	112203	0x1b64b	6	7	1	7	19	0 0 -1 0 -1 0 -1 1 1 0 1 0 0 0 -1 0 0	-6 -2 1 0 3 2 7 -3 0 -4 -1 0 2 -2 -1 4 -4	32 24 -5 -28 -16 14 2 5 -14 -7 -11 12 -19 13 19 -8 -3	-1 1 0 1 2 -2 -1 0 0 -1 -1 2 1 1 -2 -1 1
9588	35464	0x08a88	6	7	1	7	22	0 0 -1 0 -1 0 -1 1 1 0 1 0 0 0 0 0 1	4 0 -3 2 1 -2 -1 3 0 -3 -2 -2 -1 2 4 -2 3	24 -8 -4 -26 -16 14 11 -6 -12 -3 0 4 -7 12 20 -3 -1	-4 -2 2 1 2 -2 0 1 0 1 0 1 0 0 0 -1 0
9589	47414	0x0b936	6	7	1	7	23	0 0 -1 0 -1 0 -1 1 1 1 0 0 0 0 -1 0 0	-4 -1 1 2 1 0 4 -3 0 -2 0 1 0 -1 0 2 -2	36 13 -7 -34 -17 17 6 3 -16 -8 -5 12 -20 16 24 -8 -3	-2 1 1 0 1 -1 -2 0 1 0 0 1 1 1 -2 -1 0
9590	96471	0x178d7	6	7	1	7	21	0 0 -1 0 -1 0 0 0 -1 0 1 1 -1 0 0 1 0	-6 -2 1 -1 2 2 5 -4 -1 -2 1 0 1 -1 -2 4 -4	20 -32 -5 -35 -21 13 14 -14 -13 2 3 4 0 10 26 7 -1	1 3 -3 -2 1 0 -1 -1 0 -2 0 1 -1 1 -1 0 1
9591	109865	0x1ad29	6	7	1	7	21	0 0 -1 0 -1 0 0 0 -1 0 1 1 -1 0 1 0 0	-10 -3 -1 -4 3 6 8 -5 0 -3 0 -1 3 -2 -5 5 -6	4 -47 -4 -16 -10 7 22 -21 -12 2 10 -9 13 8 14 4 1	1 0 -2 -1 0 -1 0 0 -1 -2 -1 1 0 -1 0 1 1
9592	30634	0x077aa	6	7	1	7	21	0 0 -1 0 -1 0 0 0 -1 1 0 1 -1 0 0 1 0	-4 -1 1 1 0 0 2 -4 -1 0 2 1 -1 0 -1 2 -2	24 -43 -7 -41 -22 16 18 -16 -15 1 9 4 -1 13 31 7 -1	0 3 -2 -3 0 1 -2 -1 1 -1 1 0 -1 1 -1 0 0
9593	51782	0x0ca46	6	7	1	7	20	0 0 -1 0 -1 0 0 0 -1 1 0 1 -1 1 0 0 0	-4 -1 1 0 0 0 2 -3 0 0 1 0 -1 0 -1 1 -2	16 -48 -6 -30 -15 13 22 -19 -14 1 14 -3 5 13 24 4 0	0 1 -1 -2 0 0 -1 0 0 -1 0 1 0 0 -1 1 0
9594	34021	0x084e5	6	7	1	7	21	0 0 -1 0 -1 0 0 0 0 -1 1 1 0 0 1 1 0	4 1 -3 2 0 -1 -1 1 -1 -1 -2 0 -2 2 2 -2 2	7 24 2 -4 -8 3 -5 4 -2 0 -13 5 -6 -1 2 -1 -1	-3 -2 1 2 2 -3 1 1 -2 0 -1 2 0 0 0 -1 2
9595	112602	0x1b7da	6	7	1	7	20	0 0 -1 0 -1 0 0 0 0 0 1 1 -1 -1 0 1 0	-6 -2 0 -1 3 3 6 -4 -1 -3 1 0 2 -2 -2 5 -4	17 -22 -4 -31 -20 10 8 -10 -10 2 -3 6 -1 6 22 8 -1	0 3 -2 -1 1 0 -1 -1 1 -1 1 0 -1 1 0 -1 1
9596	90660	0x16224	6	7	1	7	20	0 0 -1 0 -1 0 0 0 0 0 1 1 -1 -1 1 0 0	-10 -3 -2 -4 4 7 9 -5 0 -4 0 -1 4 -3 -5 6 -6	1 -37 -3 -12 -9 4 16 -17 -9 2 4 -7 12 4 10 5 1	0 0 -1 0 0 -1 0 0 0 -1 0 0 0 -1 1 0 1
9597	16138	0x03f0a	6	7	1	7	22	0 0 -1 0 -1 0 0 0 0 0 1 1 0 -1 1 0 1	1 -1 -3 -1 2 1 1 1 0 -2 -1 -2 0 1 1 0 1	-1 -49 -1 -11 -9 5 19 -21 -6 5 11 -10 16 4 11 7 2	-2 -1 0 -1 0 0 0 0 1 1 1 -1 -1 -1 2 0 0
9598	120375	0x1d637	6	7	1	7	19	0 0 -1 0 -1 0 0 0 0 0 1 1 0 -1 1 1 0	7 2 -1 2 -1 -3 -4 2 -1 2 -1 1 -3 2 3 -3 4	3 0 3 -8 -10 3 -2 -3 1 5 -5 3 1 -3 6 7 0	-3 -1 1 0 1 -1 0 0 0 1 1 0 -1 0 1 -1 1
9599	47271	0x0b8a7	6	7	1	7	20	0 0 -1 0 -1 0 0 0 0 1 0 1 -1 -1 0 1 0	-4 -1 0 1 1 1 3 -4 -1 -1 2 1 0 -1 -1 3 -2	21 -33 -6 -37 -21 13 12 -12 -12 1 3 6 -2 9 27 8 -1	-1 3 -1 -2 0 1 -2 -1 2 0 2 -1 -1 1 0 -1 0
9600	53429	0x0d0b5	6	7	1	7	19	0 0 -1 0 -1 0 0 0 0 1 0 1 -1 0 -1 1 0	0 0 2 3 0 -3 0 -2 -1 0 2 1 -2 0 2 1 0	29 -23 -6 -45 -25 16 8 -8 -12 1 1 12 -9 11 32 8 -2	-1 4 -1 -2 1 1 -2 -1 2 0 2 0 -1 2 -1 -1 0
9601	58632	0x0e508	6	7	1	7	21	0 0 -1 0 -1 0 0 0 0 1 1 1 -1 0 0 -1 0	-3 -1 2 -3 2 1 3 -1 1 0 0 -1 1 -2 -1 2 -2	-3 -56 -1 -13 -8 4 19 -23 -5 7 15 -10 18 4 12 10 2	0 0 0 -1 0 0 0 0 1 0 1 0 0 -1 1 1 0
9602	101384	0x18c08	6	7	1	7	20	0 0 -1 0 -1 0 0 0 1 -1 1 0 1 0 0 0 1	-5 -3 -4 -1 4 4 7 -2 0 -6 -2 -2 2 0 -1 3 -3	19 8 -3 -16 -12 10 7 -2 -11 -4 -7 3 -7 9 12 -6 -1	-2 0 0 1 2 -2 0 0 0 0 -1 1 0 0 0 -1 1
9603	57050	0x0deda	6	7	1	7	21	0 0 -1 0 -1 0 0 0 1 0 1 0 1 -1 0 0 1	-2 -2 -2 -1 3 2 4 -1 0 -3 -1 -1 1 0 0 2 -1	15 -16 -2 -20 -14 10 10 -9 -8 1 1 1 0 7 16 2 0	-2 1 0 -1 1 0 -1 -1 2 1 1 -1 -1 0 1 -1 0
9604	22903	0x05977	6	7	1	7	21	0 0 -1 0 -1 0 0 0 1 1 0 0 0 1 -1 -1 0	-7 -2 1 -1 2 2 6 -4 1 -2 0 0 1 -2 -2 3 -4	21 -10 -5 -24 -12 12 11 -6 -12 -3 3 3 -6 12 18 -3 -1	-1 1 1 0 1 -1 -1 0 1 0 0 1 1 0 -1 0 0
