priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
9605	43947	0x0abab	6	7	1	7	21	0 0 -1 0 -1 0 0 0 1 1 0 1 0 -1 -1 0 0	-3 -1 2 1 2 0 4 -3 0 -1 1 1 0 -2 0 3 -2	16 -8 -3 -23 -13 8 4 -4 -7 0 -2 6 -5 6 16 3 -1	-1 3 0 -1 0 1 -2 -1 3 1 2 -1 0 1 0 -1 0
9606	5703	0x01647	6	7	1	7	19	0 0 -1 0 -1 0 0 0 1 1 0 1 0 0 -1 -1 0	-3 -1 2 0 2 0 4 -2 1 -1 0 0 0 -2 0 2 -2	8 -13 -2 -12 -6 5 8 -7 -6 0 3 -1 1 6 9 0 0	-1 1 1 0 0 0 -1 0 2 1 1 0 1 0 0 0 0
9607	25909	0x06535	6	7	1	7	24	0 0 -1 0 -1 0 0 0 1 1 1 0 -1 0 0 -1 0	-7 -2 0 -4 3 4 6 -3 1 -2 0 -1 3 -3 -3 4 -4	7 -43 -3 -21 -13 8 16 -18 -8 4 9 -4 10 6 17 8 1	-1 0 1 0 1 -1 0 0 1 0 1 0 0 -1 1 0 0
9608	1240	0x004d8	6	7	1	7	19	0 0 -1 0 -1 0 0 0 1 1 1 0 0 0 -1 -1 0	-6 -2 3 -3 3 2 6 -3 1 -1 0 0 2 -3 -2 4 -4	13 -23 -2 -22 -13 9 10 -11 -7 3 5 1 2 7 17 5 0	0 2 0 -1 1 0 -1 -1 2 0 1 0 0 0 0 0 0
9609	129172	0x1f894	6	7	1	7	20	0 0 -1 0 -1 0 0 1 -1 0 0 1 -1 0 1 0 0	-8 -2 -3 -1 1 5 6 -5 0 -3 0 0 2 -1 -4 3 -4	7 -20 -5 -9 -4 6 16 -10 -12 -4 5 -6 3 9 8 -5 0	0 -2 -1 0 -1 -2 0 1 -2 -2 -2 1 1 -1 -1 1 1
9610	98841	0x18219	6	7	1	7	22	0 0 -1 0 -1 0 0 1 -1 0 1 0 -1 1 0 0 0	-7 -2 0 -2 1 3 5 -4 0 -2 0 0 2 -1 -3 3 -4	20 -20 -5 -27 -15 13 14 -10 -13 -1 5 2 -3 12 21 0 -1	1 0 -2 -1 1 -2 0 0 -2 -3 -2 2 0 0 -2 1 1
9611	53451	0x0d0cb	6	7	1	7	23	0 0 -1 0 -1 0 0 1 -1 1 1 0 -1 0 0 0 0	-4 -1 2 -2 0 1 2 -3 0 1 1 1 1 -1 -2 2 -2	16 -44 -4 -31 -17 13 17 -17 -10 4 13 0 4 10 25 8 0	1 1 -2 -3 0 0 -1 -1 0 -2 0 0 -1 0 -1 1 0
9612	76538	0x12afa	6	7	1	7	20	0 0 -1 0 -1 0 0 1 0 -1 1 0 0 0 1 0 1	-3 -2 -6 -1 2 4 4 -1 0 -5 -2 -2 2 1 -1 1 -1	11 -8 -3 -10 -8 8 12 -7 -10 -3 0 -3 0 8 9 -5 0	-2 -3 0 1 1 -3 1 1 -2 -1 -2 1 0 -1 0 0 1
9613	82664	0x142e8	6	7	1	7	20	0 0 -1 0 -1 0 0 1 0 -1 1 0 0 1 0 0 1	1 -1 -4 1 1 0 1 1 0 -4 -2 -2 0 2 2 -1 1	19 2 -3 -18 -12 11 8 -3 -10 -3 -2 3 -7 10 14 -5 -1	-2 -2 0 1 2 -3 1 1 -2 -1 -2 2 0 0 -1 0 1
9614	84759	0x14b17	6	7	1	7	21	0 0 -1 0 -1 0 0 1 0 -1 1 0 1 0 0 0 1	-2 -2 -3 0 2 2 4 -1 0 -4 -2 -1 1 1 0 1 -1	17 12 -2 -11 -8 9 6 0 -9 -4 -4 2 -8 9 9 -8 -1	-1 -1 -1 0 1 -2 0 0 -1 -1 -2 1 0 0 -1 0 1
9615	99210	0x1838a	6	7	1	7	20	0 0 -1 0 -1 0 0 1 0 0 0 1 0 1 -1 -1 0	-3 -1 1 1 1 0 4 -2 1 -2 -1 0 0 -1 0 1 -2	10 15 -2 -3 0 4 4 2 -7 -5 -2 0 -7 8 2 -10 -1	0 -1 0 1 0 -2 0 1 -1 -1 -2 2 2 0 -2 1 1
9616	102677	0x19115	6	7	1	7	17	0 0 -1 0 -1 0 0 1 0 0 1 0 0 1 -1 -1 0	-6 -2 2 -2 2 2 6 -3 1 -2 -1 0 2 -2 -2 3 -4	15 5 -2 -13 -7 8 6 -2 -8 -2 0 2 -6 9 10 -5 -1	1 0 -1 0 1 -2 0 0 -1 -2 -2 2 1 0 -2 1 1
9617	22261	0x056f5	6	7	1	7	24	0 0 -1 0 -1 0 0 1 0 0 1 1 -1 0 0 0 -1	3 2 2 1 -1 -2 -1 0 0 2 -1 2 -1 -1 1 -1 1	0 31 4 3 -2 -2 -12 8 4 2 -12 6 -6 -5 -4 1 -1	-1 -2 1 2 1 -3 1 1 -2 -1 -1 2 1 0 -1 0 2
9618	91081	0x163c9	6	7	1	7	22	0 0 -1 0 -1 0 0 1 0 0 1 1 0 -1 -1 0 0	-2 -1 3 0 2 0 4 -2 0 -1 0 1 1 -2 0 3 -2	10 7 0 -12 -8 4 -1 0 -3 1 -5 5 -5 3 8 1 -1	1 2 -2 -1 0 0 -1 -1 1 -1 0 0 0 1 -1 0 1
9619	65413	0x0ff85	6	7	1	7	20	0 0 -1 0 -1 0 0 1 0 1 0 0 -1 1 0 -1 0	-5 -1 -1 -1 0 2 3 -3 1 -1 0 0 1 -1 -2 1 -2	13 -26 -5 -18 -8 10 16 -11 -11 -2 10 -3 1 11 15 -2 0	-1 -2 1 0 0 -2 0 1 -1 -1 -1 1 1 -1 -1 1 0
9620	40552	0x09e68	6	7	1	7	17	0 0 -1 0 -1 0 0 1 0 1 0 0 0 1 -1 -1 0	-4 -1 2 0 0 0 3 -3 1 0 0 1 0 -1 -1 1 -2	19 -6 -4 -19 -8 11 10 -4 -10 -3 6 2 -7 12 15 -5 -1	0 0 0 -1 0 -1 -1 0 0 -1 -1 1 1 0 -2 1 0
9621	27828	0x06cb4	6	7	1	7	21	0 0 -1 0 -1 0 0 1 0 1 0 1 0 -1 -1 0 0	0 0 3 2 0 -2 1 -2 0 1 1 2 -1 -1 1 1 0	14 -4 -2 -18 -9 7 3 -2 -5 0 1 5 -6 6 13 1 -1	0 2 -1 -2 -1 1 -2 -1 2 0 1 -1 0 1 -1 0 0
9622	53592	0x0d158	6	7	1	7	20	0 0 -1 0 -1 0 0 1 0 1 0 1 0 0 -1 -1 0	0 0 3 1 0 -2 1 -1 1 1 0 1 -1 -1 1 0 0	6 -9 -1 -7 -2 4 7 -5 -4 0 6 -2 0 6 6 -2 0	0 0 0 -1 -1 0 -1 0 1 0 0 0 1 0 -1 1 0
9623	50119	0x0c3c7	6	7	1	7	22	0 0 -1 0 -1 0 0 1 0 1 1 0 0 0 -1 -1 0	-3 -1 4 -2 1 0 3 -2 1 1 0 1 1 -2 -1 2 -2	11 -19 -1 -17 -9 8 9 -9 -5 3 8 0 1 7 14 3 0	1 1 -1 -2 0 0 -1 -1 1 -1 0 0 0 0 -1 1 0
9624	101861	0x18de5	6	7	1	7	20	0 0 -1 0 -1 0 0 1 1 -1 1 0 0 0 0 0 1	1 -1 -5 1 2 1 2 1 0 -5 -2 -2 1 1 2 0 1	16 12 -2 -14 -11 8 2 1 -7 -3 -8 5 -8 6 10 -4 -1	-3 -2 1 2 2 -3 1 1 -1 0 -1 1 0 0 0 -1 1
9625	85127	0x14c87	6	7	1	7	20	0 0 -1 0 -1 0 0 1 1 0 0 1 0 0 -1 -1 0	-3 -1 0 1 2 1 5 -2 1 -3 -1 0 1 -2 0 2 -2	7 25 -1 1 1 1 -2 6 -4 -5 -8 2 -8 4 -2 -9 -1	-1 -1 1 2 0 -2 0 1 0 0 -1 1 2 0 -1 0 1
9626	123892	0x1e3f4	6	7	1	7	21	0 0 -1 0 -1 0 0 1 1 0 1 0 0 -1 -1 0 0	-6 -2 1 -1 3 3 7 -4 0 -3 0 1 3 -3 -2 5 -4	20 20 -2 -20 -13 8 -4 5 -6 -2 -11 11 -13 5 13 -1 -2	0 2 -1 0 1 -1 -1 -1 1 -1 0 0 0 1 -1 -1 1
9627	46885	0x0b725	6	7	1	7	23	0 0 -1 0 -1 0 0 1 1 0 1 0 0 0 -1 0 1	8 1 -1 3 0 -5 -4 4 0 -1 -1 -1 -2 2 6 -3 5	20 -2 -1 -26 -17 11 1 -2 -4 2 -2 9 -8 6 19 4 -1	-3 0 1 0 2 -1 0 0 1 1 1 0 -1 1 0 -1 0
9628	12424	0x03088	6	7	1	7	22	0 0 -1 0 -1 0 0 1 1 1 0 0 -1 0 0 -1 0	-5 -1 -2 -1 1 3 4 -3 1 -2 0 0 2 -2 -2 2 -2	10 -16 -4 -14 -7 7 10 -7 -8 -2 4 -1 0 7 11 -1 0	-2 -2 2 1 0 -2 0 1 0 0 0 0 1 -1 0 0 0
9629	60553	0x0ec89	6	7	1	7	21	0 0 -1 0 -1 0 0 1 1 1 0 0 0 -1 -1 0 0	-4 -1 1 1 1 1 4 -4 0 -1 1 2 1 -2 -1 3 -2	24 9 -4 -26 -14 11 0 3 -8 -3 -5 11 -14 8 18 -1 -2	-1 2 0 -1 0 0 -2 -1 2 0 1 -1 0 1 -1 -1 0
9630	24293	0x05ee5	6	7	1	7	23	0 0 -1 0 -1 0 1 -1 0 0 0 1 1 0 0 0 1	-2 -2 -2 0 2 1 3 -2 0 -2 0 -1 -1 1 0 1 -1	6 -34 -2 -15 -10 7 15 -15 -7 3 8 -5 8 6 13 4 1	-1 2 -1 -2 0 1 -1 -1 2 1 1 -1 -1 0 1 0 0
9631	109766	0x1acc6	6	7	1	7	21	0 0 -1 0 -1 0 1 0 -1 0 0 1 0 1 -1 0 0	-6 -2 2 0 1 1 5 -5 0 -1 1 1 0 -1 -2 3 -4	14 -8 -3 -19 -10 8 7 -5 -8 0 2 3 -4 8 14 0 -1	2 3 -3 -2 0 0 -1 -1 0 -2 -1 1 0 1 -2 1 1
9632	84757	0x14b15	6	7	1	7	19	0 0 -1 0 -1 0 1 0 0 -1 0 0 1 1 0 0 1	-6 -3 -5 0 2 4 6 -4 0 -5 -1 -1 1 1 -2 2 -3	18 7 -4 -14 -9 10 8 -1 -11 -5 -3 2 -8 10 11 -8 -1	-1 0 -1 0 1 -2 0 0 -1 -1 -2 1 0 0 -1 0 1
9633	71354	0x116ba	6	7	1	7	20	0 0 -1 0 -1 0 1 0 0 -1 1 0 1 0 0 0 1	-5 -3 -3 -2 3 4 6 -3 0 -4 -1 -1 2 0 -2 3 -3	10 -6 -1 -12 -10 7 7 -6 -6 1 -1 0 0 5 10 0 0	0 1 -2 -1 1 -1 0 -1 0 -1 -1 0 -1 0 0 0 1
9634	27830	0x06cb6	6	7	1	7	21	0 0 -1 0 -1 0 1 0 0 -1 1 1 0 0 1 0 0	4 1 -3 0 0 0 -1 1 0 0 -2 0 -1 1 1 -2 2	-13 15 6 15 2 -6 -7 1 7 5 -8 -3 6 -9 -11 3 1	-2 -3 1 2 1 -3 2 1 -2 0 -1 1 0 -1 1 0 2
9635	81508	0x13e64	6	7	1	7	19	0 0 -1 0 -1 0 1 0 0 0 -1 1 0 1 -1 0 0	-7 -2 -1 2 1 2 6 -6 0 -3 1 1 0 -1 -2 3 -4	19 15 -5 -17 -8 8 2 4 -10 -6 -6 7 -13 9 11 -7 -2	0 2 -1 0 0 -1 -1 0 0 -1 -1 1 1 1 -2 0 1
9636	29141	0x071d5	6	7	1	7	19	0 0 -1 0 -1 0 1 0 0 0 0 0 1 1 -1 0 1	1 -1 -1 2 0 -2 0 -1 0 -1 0 0 -2 2 2 -1 1	22 -7 -3 -26 -15 13 7 -4 -8 0 3 6 -8 10 20 0 -1	-1 2 -1 -2 1 0 -1 -1 1 0 0 0 -1 1 -1 0 0
9637	14106	0x0371a	6	7	1	7	24	0 0 -1 0 -1 0 1 0 0 0 0 1 0 1 -1 0 1	8 1 -1 4 -1 -6 -5 3 0 0 0 -1 -4 3 6 -4 5	11 -20 -1 -21 -13 8 6 -8 -3 4 5 3 0 5 16 6 0	-2 1 0 -1 1 0 0 0 1 1 1 0 -1 1 0 0 0
9638	50117	0x0c3c5	6	7	1	7	22	0 0 -1 0 -1 0 1 0 0 1 0 0 0 1 -1 -1 0	-7 -2 2 -2 1 2 5 -5 1 0 1 1 1 -2 -3 3 -4	12 -24 -3 -20 -10 9 11 -10 -7 2 9 0 1 8 16 3 0	1 2 -1 -2 0 0 -1 -1 1 -1 0 0 0 0 -1 1 0
9639	36085	0x08cf5	6	7	1	7	20	0 0 -1 0 -1 0 1 0 0 1 0 1 0 0 -1 -1 0	-3 -1 3 -1 1 0 3 -3 1 1 1 1 0 -2 -1 2 -2	-1 -27 0 -8 -4 2 8 -11 -1 5 9 -4 8 2 7 6 1	1 2 -1 -2 -1 1 -1 -1 2 0 1 -1 0 0 0 1 0
9640	89626	0x15e1a	6	7	1	7	21	0 0 -1 0 -1 0 1 0 1 0 0 0 0 1 -1 -1 0	-10 -3 -1 -2 3 5 9 -6 1 -4 0 0 3 -3 -4 5 -6	13 10 -3 -12 -7 6 2 1 -7 -3 -5 4 -7 6 8 -4 -1	0 1 0 1 1 -2 0 0 0 -1 -1 1 1 0 -1 0 1
9641	48856	0x0bed8	6	7	1	7	26	0 0 -1 0 -1 0 1 0 1 0 0 0 1 0 -1 0 1	1 -1 -2 2 1 -1 1 -1 0 -2 0 0 -1 1 2 0 1	19 3 -2 -22 -14 10 1 0 -5 0 -3 8 -9 6 16 1 -1	-2 2 0 -1 1 0 -1 -1 2 1 1 -1 -1 1 0 -1 0
9642	69930	0x1112a	6	7	1	7	18	0 0 -1 0 -1 0 1 0 1 0 0 1 0 0 -1 -1 0	-6 -2 0 -1 3 3 7 -4 1 -3 0 0 2 -3 -2 4 -4	0 7 0 0 -1 -1 -1 0 -1 0 -5 0 0 0 -1 -1 0	0 1 0 1 0 -1 0 0 1 0 0 0 1 0 0 0 1
9643	3272	0x00cc8	6	7	1	7	20	0 0 -1 0 -1 0 1 0 1 1 0 0 0 0 -1 -1 0	-7 -2 1 -2 2 3 6 -5 1 -1 1 1 2 -3 -3 4 -4	9 -14 -2 -16 -9 6 5 -6 -4 2 3 2 0 4 12 4 0	0 2 0 -1 0 0 -1 -1 2 0 1 -1 0 0 0 0 0
9644	107732	0x1a4d4	6	7	1	7	22	0 0 -1 0 -1 0 1 1 -1 0 0 1 0 0 -1 0 0	-3 -1 2 1 0 0 3 -4 0 0 1 2 0 -1 -1 2 -2	9 6 -1 -10 -5 4 0 1 -3 0 -1 4 -6 4 7 -1 -1	2 2 -3 -2 -1 0 -1 -1 0 -2 -1 0 0 1 -2 1 1
9645	71511	0x11757	6	7	1	7	20	0 0 -1 0 -1 0 1 1 0 -1 1 0 0 0 0 0 1	1 -1 -4 0 1 1 1 0 0 -3 -1 -1 1 1 1 0 1	7 -2 0 -10 -9 5 2 -3 -2 2 -2 2 -1 2 8 2 0	-1 -1 -1 0 1 -2 1 0 -1 -1 -1 0 -1 0 0 0 1
9646	77078	0x12d16	6	7	1	7	21	0 0 -1 0 -1 0 1 1 0 0 0 0 -1 1 -1 0 0	-4 -1 -1 1 0 1 3 -4 0 -2 1 1 1 -1 -1 2 -2	21 9 -4 -25 -14 10 -1 3 -7 -2 -5 11 -13 7 17 0 -2	0 1 -1 0 1 -2 0 0 -1 -2 -1 1 0 1 -2 0 1
9647	129256	0x1f8e8	6	7	1	7	17	0 0 -1 0 -1 0 1 1 0 0 0 0 -1 1 0 -1 0	-8 -2 -3 -2 1 5 6 -5 1 -3 0 0 3 -2 -4 3 -4	5 -6 -3 -6 -3 4 7 -4 -6 -2 2 -2 0 5 5 -3 0	0 -2 0 1 0 -3 1 1 -2 -2 -2 1 1 -1 -1 1 1
9648	115882	0x1c4aa	6	7	1	7	19	0 0 -1 0 -1 0 1 1 0 0 1 0 0 0 -1 -1 0	-6 -2 2 -3 2 3 6 -4 1 -1 0 1 3 -3 -3 4 -4	3 1 1 -5 -4 2 0 -2 0 3 0 1 0 1 4 2 0	2 1 -2 -1 0 -1 0 -1 0 -2 -1 0 0 0 -1 1 1
9649	52183	0x0cbd7	6	7	1	7	23	0 0 -1 0 -1 0 1 1 0 1 0 0 0 0 -1 -1 0	-4 -1 2 -1 0 1 3 -4 1 1 1 2 1 -2 -2 2 -2	7 -10 -1 -11 -5 5 4 -4 -2 2 6 1 -1 4 9 2 0	1 1 -1 -2 -1 0 -1 -1 1 -1 0 -1 0 0 -1 1 0
9650	87560	0x15608	6	7	1	7	16	0 0 -1 0 -1 0 1 1 1 0 0 0 0 0 -1 -1 0	-7 -2 -1 -1 2 4 7 -5 1 -3 0 1 3 -3 -3 4 -4	8 24 -1 -3 -2 2 -5 7 -2 -3 -8 5 -9 2 1 -5 -1	0 0 0 1 0 -2 0 0 0 -1 -1 0 1 0 -1 0 1
9651	2742	0x00ab6	6	7	1	7	21	0 0 -1 0 -1 1 -1 0 0 0 1 1 0 0 0 0 1	5 0 -1 2 0 -3 -2 3 0 -1 -1 -2 -3 3 4 -3 3	16 -26 -4 -21 -12 11 16 -12 -11 -1 7 -2 1 11 17 -1 0	-2 -1 1 0 1 -1 0 1 0 1 0 1 0 0 0 0 0
9652	120741	0x1d7a5	6	7	1	7	20	0 0 -1 0 -1 1 -1 0 1 0 1 0 -1 0 0 0 0	-10 -3 -2 -2 3 6 9 -5 0 -5 0 -1 3 -2 -4 5 -6	28 -1 -8 -30 -17 14 10 -3 -17 -7 -6 7 -11 13 21 -5 -2	-1 0 1 2 2 -3 0 1 -1 -1 -1 2 1 0 -1 -1 1
9653	35467	0x08a8b	6	7	1	7	19	0 0 -1 0 -1 1 -1 0 1 0 1 0 0 0 0 0 1	1 -1 -3 1 1 0 1 1 0 -3 -1 -2 -1 2 2 -1 1	26 -13 -6 -29 -17 15 13 -7 -14 -4 1 4 -7 13 22 -3 -1	-3 -1 2 1 2 -2 0 1 0 1 0 1 0 0 0 -1 0
9654	94551	0x17157	6	7	1	7	22	0 0 -1 0 -1 1 -1 1 0 0 1 0 0 0 -1 0 0	-6 -2 2 0 1 2 6 -4 0 -2 0 1 1 -1 -2 3 -4	32 23 -6 -26 -13 14 3 6 -14 -8 -7 11 -20 14 18 -10 -3	1 1 -1 0 1 -2 -1 0 -1 -2 -2 2 1 1 -3 0 1
9655	19860	0x04d94	6	7	1	7	20	0 0 -1 0 -1 1 -1 1 0 0 1 0 0 0 0 0 1	4 0 -2 2 -1 -2 -2 2 0 -1 -1 -1 -2 3 3 -3 3	24 -9 -5 -24 -13 14 12 -5 -12 -4 4 3 -8 13 19 -5 -1	-2 -2 1 0 1 -2 0 1 -1 0 -1 1 0 0 -1 0 0
9656	22299	0x0571b	6	7	1	7	21	0 0 -1 0 -1 1 0 -1 0 0 1 1 0 0 0 0 1	2 -1 -1 0 1 -1 0 1 0 -1 0 -2 -2 2 2 -1 1	9 -44 -3 -22 -14 9 17 -18 -8 4 10 -4 9 7 18 7 1	-1 1 0 -1 1 0 0 0 1 1 1 0 -1 0 1 0 0
9657	129175	0x1f897	6	7	1	7	22	0 0 -1 0 -1 1 0 0 -1 0 0 1 -1 0 1 0 0	-11 -3 -3 -2 1 7 8 -7 0 -3 1 0 2 -1 -6 4 -6	9 -25 -7 -12 -5 7 18 -11 -14 -5 6 -6 3 10 10 -5 0	1 -1 -1 0 -1 -2 0 1 -2 -2 -2 1 1 -1 -1 1 1
9658	79974	0x13866	6	7	1	7	22	0 0 -1 0 -1 1 0 0 0 -1 0 1 0 0 1 0 1	-3 -2 -7 1 1 4 4 -2 0 -5 -1 -2 0 2 -1 0 -1	8 -3 -5 -3 -2 5 12 -4 -11 -7 -1 -5 -1 8 3 -10 0	-2 -3 1 2 0 -3 1 2 -2 0 -2 1 1 -1 0 0 1
9659	86132	0x15074	6	7	1	7	21	0 0 -1 0 -1 1 0 0 0 -1 0 1 0 1 0 0 1	1 -1 -5 3 0 0 1 0 0 -4 -1 -2 -2 3 2 -2 1	16 7 -5 -11 -6 8 8 0 -11 -7 -3 1 -8 10 8 -10 -1	-2 -2 1 2 1 -3 1 2 -2 0 -2 2 1 0 -1 0 1
9660	88459	0x1598b	6	7	1	7	20	0 0 -1 0 -1 1 0 0 0 -1 0 1 1 0 0 0 1	-2 -2 -4 2 1 2 4 -2 0 -4 -1 -1 -1 2 0 0 -1	14 17 -4 -4 -2 6 6 3 -10 -8 -5 0 -9 9 3 -13 -1	-1 -1 0 1 0 -2 0 1 -1 0 -2 1 1 0 -1 0 1
9661	76537	0x12af9	6	7	1	7	19	0 0 -1 0 -1 1 0 0 0 -1 1 0 0 0 1 0 1	-6 -3 -6 -2 2 6 6 -3 0 -5 -1 -2 2 1 -3 2 -3	13 -13 -5 -13 -9 9 14 -8 -12 -4 1 -3 0 9 11 -5 0	-1 -2 0 1 1 -3 1 1 -2 -1 -2 1 0 -1 0 0 1
9662	82667	0x142eb	6	7	1	7	19	0 0 -1 0 -1 1 0 0 0 -1 1 0 0 1 0 0 1	-2 -2 -4 0 1 2 3 -1 0 -4 -1 -2 0 2 0 0 -1	21 -3 -5 -21 -13 12 10 -4 -12 -4 -1 3 -7 11 16 -5 -1	-1 -1 0 1 2 -3 1 1 -2 -1 -2 2 0 0 -1 0 1
9663	84756	0x14b14	6	7	1	7	20	0 0 -1 0 -1 1 0 0 0 -1 1 0 1 0 0 0 1	-5 -3 -3 -1 2 4 6 -3 0 -4 -1 -1 1 1 -2 2 -3	19 7 -4 -14 -9 10 8 -1 -11 -5 -3 2 -8 10 11 -8 -1	0 0 -1 0 1 -2 0 0 -1 -1 -2 1 0 0 -1 0 1
9664	99209	0x18389	6	7	1	7	18	0 0 -1 0 -1 1 0 0 0 0 0 1 0 1 -1 -1 0	-6 -2 1 0 1 2 6 -4 1 -2 0 0 0 -1 -2 2 -4	12 10 -4 -6 -1 5 6 1 -9 -6 -1 0 -7 9 4 -10 -1	1 0 0 1 0 -2 0 1 -1 -1 -2 2 2 0 -2 1 1
9665	127227	0x1f0fb	6	7	1	7	21	0 0 -1 0 -1 1 0 0 0 0 1 0 -1 1 0 -1 0	-10 -3 -1 -4 2 6 8 -5 1 -3 0 -1 3 -2 -5 4 -6	11 -20 -5 -15 -8 8 14 -10 -11 -2 5 -3 2 9 12 -2 0	1 -1 0 1 1 -3 1 1 -2 -2 -2 2 1 -1 -1 1 1
9666	14107	0x0371b	6	7	1	7	20	0 0 -1 0 -1 1 0 0 0 0 1 1 0 0 -1 0 1	9 1 1 3 -1 -6 -5 4 0 1 0 -1 -4 3 6 -4 5	12 -20 -1 -21 -13 8 6 -8 -3 4 5 3 0 5 16 6 0	-1 1 0 -1 1 0 0 0 1 1 1 0 -1 1 0 0 0
9667	53595	0x0d15b	6	7	1	7	20	0 0 -1 0 -1 1 0 0 0 1 0 1 0 0 -1 -1 0	-3 -1 3 0 0 0 3 -3 1 1 1 1 -1 -1 -1 1 -2	8 -14 -3 -10 -3 5 9 -6 -6 -1 7 -2 0 7 8 -2 0	1 1 0 -1 -1 0 -1 0 1 0 0 0 1 0 -1 1 0
9668	41513	0x0a229	6	7	1	7	24	0 0 -1 0 -1 1 0 0 0 1 1 0 -1 0 0 -1 0	-7 -2 1 -4 1 4 5 -4 1 0 1 0 2 -2 -4 3 -4	7 -44 -4 -19 -10 8 17 -17 -8 3 13 -5 9 7 16 6 1	1 0 0 -1 0 -1 0 0 0 -1 0 0 0 -1 0 1 0
9669	101862	0x18de6	6	7	1	7	19	0 0 -1 0 -1 1 0 0 1 -1 1 0 0 0 0 0 1	-2 -2 -5 0 2 3 4 -1 0 -5 -1 -2 1 1 0 1 -1	18 7 -4 -17 -12 9 4 0 -9 -4 -7 5 -8 7 12 -4 -1	-2 -1 1 2 2 -3 1 1 -1 0 -1 1 0 0 0 -1 1
9670	85124	0x14c84	6	7	1	7	21	0 0 -1 0 -1 1 0 0 1 0 0 1 0 0 -1 -1 0	-6 -2 0 0 2 3 7 -4 1 -3 0 0 1 -2 -2 3 -4	9 20 -3 -2 0 2 0 5 -6 -6 -7 2 -8 5 0 -9 -1	0 0 1 2 0 -2 0 1 0 0 -1 1 2 0 -1 0 1
9671	125448	0x1ea08	6	7	1	7	18	0 0 -1 0 -1 1 0 0 1 0 1 0 -1 0 -1 0 0	-6 -2 0 -1 2 3 6 -4 0 -3 1 0 2 -2 -2 4 -4	24 5 -5 -30 -18 11 0 1 -9 -2 -8 12 -12 7 20 2 -2	0 2 0 1 2 -2 0 0 0 -1 0 1 0 1 -1 -1 1
9672	81910	0x13ff6	6	7	1	7	21	0 0 -1 0 -1 1 0 0 1 0 1 0 -1 0 0 -1 0	-10 -3 -2 -4 3 7 9 -5 1 -4 0 -1 4 -3 -5 5 -6	8 -10 -4 -11 -7 5 8 -6 -8 -2 -1 -1 1 5 8 -1 0	0 -1 1 2 1 -3 1 1 -1 -1 -1 1 1 -1 0 0 1
9673	89627	0x15e1b	6	7	1	7	18	0 0 -1 0 -1 1 0 0 1 0 1 0 0 0 -1 -1 0	-9 -3 1 -3 3 5 9 -5 1 -3 0 0 3 -3 -4 5 -6	14 10 -3 -12 -7 6 2 1 -7 -3 -5 4 -7 6 8 -4 -1	1 1 0 1 1 -2 0 0 0 -1 -1 1 1 0 -1 0 1
9674	58741	0x0e575	6	7	1	7	21	0 0 -1 0 -1 1 0 0 1 1 0 0 -1 0 -1 0 0	-4 -1 0 1 0 1 3 -4 0 -1 2 1 0 -1 -1 2 -2	28 -6 -7 -36 -19 14 4 -1 -11 -3 -2 12 -13 10 25 2 -2	-1 2 1 0 1 -1 -1 0 1 0 1 0 0 1 -1 -1 0
9675	20838	0x05166	6	7	1	7	19	0 0 -1 0 -1 1 0 0 1 1 0 0 0 0 -1 -1 0	-7 -2 1 -1 1 3 6 -5 1 -1 1 1 1 -2 -3 3 -4	18 -1 -5 -18 -8 9 6 -1 -9 -4 1 4 -8 9 13 -4 -1	0 1 1 0 0 -1 -1 0 1 0 0 0 1 0 -1 0 0
9676	129402	0x1f97a	6	7	1	7	21	0 0 -1 0 -1 1 0 1 -1 0 0 1 0 0 -1 0 0	-3 -1 2 2 -1 0 3 -4 0 0 1 2 -1 0 -1 1 -2	18 19 -4 -12 -4 7 1 6 -8 -6 -3 6 -14 9 8 -9 -2	2 1 -2 -1 -1 -1 -1 0 -1 -2 -2 1 1 1 -3 1 1
9677	88166	0x15866	6	7	1	7	21	0 0 -1 0 -1 1 0 1 0 -1 0 1 0 0 0 0 1	4 0 -5 4 -1 -1 -1 1 0 -3 -1 -1 -2 3 3 -3 3	11 21 -3 -2 -1 4 1 6 -6 -7 -6 2 -10 6 1 -11 -1	-2 -3 1 2 0 -3 1 2 -2 0 -2 1 1 0 -1 0 1
9678	94392	0x170b8	6	7	1	7	20	0 0 -1 0 -1 1 0 1 0 0 0 0 -1 1 -1 0 0	-4 -1 -1 2 -1 1 3 -4 0 -2 1 1 0 0 -1 1 -2	30 22 -7 -27 -13 13 0 8 -12 -8 -7 13 -21 12 18 -8 -3	0 0 0 1 1 -3 0 1 -2 -2 -2 2 1 1 -3 0 1
9679	107846	0x1a546	6	7	1	7	20	0 0 -1 0 -1 1 0 1 0 0 0 0 -1 1 0 -1 0	-8 -2 -3 -1 0 5 6 -5 1 -3 0 0 2 -1 -4 2 -4	14 7 -6 -8 -2 7 8 1 -11 -8 0 0 -8 10 6 -11 -1	0 -3 1 2 0 -4 1 2 -3 -2 -3 2 2 -1 -2 1 1
