priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
19707	115328	0x1c280	8	8	2	9	2	-1 1 0 0 1 0 -1 0 0 1 0 0 -2 0 1 0 -1	2 2 -1 -1 0 0 -1 2 1 0 -1 -1 1 -1 0 -1 1	-29 6 5 34 17 -15 -4 0 9 2 -2 -12 14 -10 -25 -2 2	0 -6 2 4 0 -4 4 3 -4 -1 -2 2 2 -2 1 1 1
19708	125534	0x1ea5e	8	8	2	9	3	-1 1 0 0 1 0 -1 0 0 2 0 -1 -1 -1 0 0 0	-4 -1 1 -3 2 2 3 -1 1 -1 1 -1 3 -2 -2 3 -2	-10 -39 -1 3 3 -2 13 -14 -1 3 13 -11 15 2 0 3 2	2 -1 -1 -1 -1 0 1 0 0 -1 0 -1 0 -1 1 1 -1
19709	46960	0x0b770	8	8	2	9	4	-1 1 0 0 1 0 -1 0 0 2 0 -1 0 -1 0 0 -1	-1 1 4 -2 0 0 1 -1 1 3 0 2 1 -2 -2 1 -1	-16 15 5 24 13 -9 -6 4 8 2 0 -6 5 -6 -17 -3 1	2 -2 0 0 -1 -1 1 0 -1 -1 -1 0 1 -1 0 1 0
19710	57186	0x0df62	8	8	2	9	5	-1 1 0 0 1 0 -1 0 0 2 0 -1 0 0 -1 0 -1	3 2 6 0 -1 -4 -2 1 1 4 0 2 -1 -1 1 -1 1	-8 25 5 16 9 -6 -10 8 8 2 -2 0 -2 -4 -12 -3 0	2 -1 0 0 0 -1 1 0 -1 -1 -1 1 1 0 -1 1 0
19711	61887	0x0f1bf	8	8	2	9	2	-1 1 0 0 1 0 -1 0 0 2 0 0 -1 -1 0 0 -1	6 3 4 0 -1 -4 -4 3 1 4 0 1 -1 -1 2 -2 3	-27 2 7 29 15 -14 -7 0 13 6 2 -9 13 -11 -21 3 2	1 -3 1 1 -1 -1 2 1 -1 0 0 0 1 -1 1 1 0
19712	91551	0x1659f	8	8	2	9	3	-1 1 0 0 1 0 -1 0 1 1 0 -2 0 0 0 0 -1	-8 -1 0 -3 2 5 7 -4 1 -2 -1 1 4 -3 -5 4 -5	-2 52 2 20 10 -5 -12 16 2 -6 -14 2 -10 -2 -16 -13 -1	1 -3 1 3 1 -4 2 1 -3 -2 -3 2 2 -1 -1 0 1
19713	69778	0x11092	8	8	2	9	4	-1 1 0 0 1 0 0 -2 0 0 -1 0 1 1 0 1 0	1 0 -2 2 1 -1 1 0 0 -2 -1 -1 -2 2 1 -1 0	-9 34 3 22 10 -7 -7 9 3 -3 -10 -3 -2 -3 -17 -10 0	0 -1 0 2 1 -2 2 1 -2 0 -2 2 1 0 0 0 1
19714	92703	0x16a1f	8	8	2	9	5	-1 1 0 0 1 0 0 -2 0 0 0 -1 1 0 1 1 0	-6 -2 -3 -3 3 5 6 -3 0 -3 -1 -1 2 0 -4 3 -4	-12 14 3 20 7 -6 -1 1 2 0 -6 -7 6 -4 -14 -5 1	1 -1 -1 1 1 -2 2 0 -2 -1 -2 1 0 -1 1 0 1
19715	73582	0x11f6e	8	8	2	9	3	-1 1 0 0 1 0 0 -2 0 1 -1 0 0 0 0 1 -1	-7 -1 1 -1 2 3 6 -5 0 -1 1 1 1 -2 -4 4 -5	-11 22 2 17 8 -8 -7 6 3 -1 -9 -2 1 -5 -14 -4 0	2 1 -1 1 0 -1 1 0 -1 -1 -1 1 1 0 0 0 1
19716	68492	0x10b8c	8	8	2	9	1	-1 1 0 0 1 0 0 -1 -1 0 -1 0 0 0 1 2 0	3 1 -4 3 -1 -1 -2 0 -1 -1 0 0 -2 3 1 -2 2	-9 23 2 17 7 -6 -6 7 3 -2 -8 -2 -1 -4 -13 -6 0	0 -2 -1 1 0 -2 2 1 -3 -1 -2 1 0 0 0 0 1
19717	122482	0x1de72	8	8	2	9	3	-1 1 0 0 1 0 0 -1 -1 0 -1 0 0 0 2 1 0	-1 0 -6 0 0 3 1 -1 0 -2 -1 -1 0 2 -2 -1 0	-25 8 3 36 18 -12 2 0 4 -2 -1 -15 12 -6 -25 -9 2	0 -5 0 2 -1 -3 3 2 -4 -1 -3 1 1 -2 1 1 1
19718	89679	0x15e4f	8	8	2	9	4	-1 1 0 0 1 0 0 -1 0 0 -1 -1 2 0 0 1 0	-3 -1 -2 1 1 2 4 -3 0 -2 -1 1 0 1 -2 1 -2	-3 61 3 26 13 -6 -13 19 3 -7 -15 1 -12 -2 -20 -17 -1	1 -1 -1 1 0 -2 1 0 -2 -1 -3 1 1 0 -1 0 1
19719	84691	0x14ad3	8	8	2	9	3	-1 1 0 0 1 0 0 -1 0 1 -2 0 0 0 0 1 -1	-5 0 -1 2 0 2 4 -5 0 -1 1 2 0 -1 -3 2 -3	-8 49 1 24 14 -9 -13 17 3 -7 -14 1 -9 -4 -20 -13 -1	1 -1 0 2 -1 -2 1 1 -2 -1 -2 1 2 0 -1 0 1
19720	128831	0x1f73f	8	8	2	9	2	-1 1 0 0 1 0 0 -1 0 1 -2 0 0 1 0 0 -1	-5 0 -1 1 0 2 4 -4 1 -1 0 1 0 -1 -3 1 -3	-16 44 2 35 21 -12 -9 14 4 -7 -9 -6 -3 -4 -27 -16 0	1 -3 1 3 -1 -3 2 2 -3 -1 -3 2 3 -1 -1 1 1
19721	101297	0x18bb1	8	8	2	9	3	-1 1 0 0 1 0 0 -1 0 2 -1 -1 0 0 -1 0 0	-7 -2 2 -2 2 2 5 -4 1 -1 2 0 2 -2 -3 4 -4	-3 -24 -2 -1 2 0 9 -8 -2 1 10 -6 7 4 2 0 1	3 2 -2 -2 -1 1 0 -1 1 -1 0 -1 0 0 0 1 -1
19722	36944	0x09050	8	8	2	9	4	-1 1 0 0 1 0 0 -1 0 2 -1 0 0 0 -1 0 -1	3 2 5 1 -1 -4 -2 0 1 4 1 2 -2 -1 1 -1 1	-20 17 6 25 14 -12 -11 6 12 4 -1 -4 5 -9 -19 0 1	2 0 0 0 -1 0 1 0 0 0 0 0 1 0 0 1 0
19723	58146	0x0e322	8	8	2	9	6	-1 1 0 0 1 0 0 -1 0 2 0 -1 -1 0 0 0 -1	-1 1 3 -3 0 0 0 -1 1 3 1 1 1 -2 -2 1 -1	-21 -13 5 16 7 -9 -3 -5 10 8 5 -7 14 -9 -11 8 2	2 -1 0 0 0 -1 2 0 -1 -1 0 0 0 -1 1 1 0
19724	68193	0x10a61	8	8	2	9	3	-1 1 0 0 1 0 0 0 -1 2 -1 0 -1 0 -1 0 0	3 1 3 1 -1 -4 -3 1 1 2 2 0 -1 0 2 -1 2	-16 -33 1 9 8 -6 7 -10 5 5 15 -10 14 -1 -5 4 2	3 0 -2 -2 -2 1 1 0 0 -1 0 -1 0 0 0 2 -1
19725	13986	0x036a2	8	8	2	9	4	-1 1 0 0 1 0 0 0 -1 2 -1 0 -1 0 0 0 -1	5 3 3 1 -3 -4 -5 1 1 5 1 2 -2 0 1 -3 3	-28 1 6 31 18 -14 -6 1 13 5 6 -10 12 -10 -22 1 2	2 -3 0 0 -2 -1 2 1 -2 -1 -1 0 1 -1 0 2 0
19726	36062	0x08cde	8	8	2	9	5	-1 1 0 0 1 0 0 0 0 1 -2 -1 0 1 -1 0 0	-8 -2 -2 1 1 3 6 -5 1 -4 1 0 2 -1 -3 3 -4	4 27 -4 10 10 -1 0 10 -5 -10 -3 -1 -10 7 -8 -17 -1	2 -1 -1 1 -1 -2 1 1 -2 -2 -3 1 2 0 -2 1 0
19727	37309	0x091bd	8	8	2	9	2	-1 1 0 0 1 0 0 0 0 2 -1 0 -1 0 -1 0 -1	9 4 4 3 -3 -7 -7 3 1 5 1 2 -3 0 4 -4 5	-23 21 7 27 15 -14 -16 9 16 5 -2 -2 4 -12 -21 2 1	1 -2 1 1 -1 -1 2 1 -1 0 0 0 1 0 0 1 0
19728	33570	0x08322	8	8	2	9	7	-1 1 0 0 1 0 0 0 0 2 0 -1 -1 0 -1 0 -1	6 3 5 0 -2 -5 -5 2 1 5 1 2 -1 -1 2 -2 3	-18 11 7 17 8 -10 -14 5 15 8 0 0 5 -11 -13 7 1	2 -1 0 0 0 -1 2 0 -1 -1 0 0 0 0 0 1 0
19729	83245	0x1452d	8	8	2	9	2	-1 1 0 0 1 0 1 -2 0 0 -1 0 1 0 0 1 0	1 0 -2 1 1 0 1 -1 0 -1 0 0 -1 1 0 0 0	-21 30 6 30 13 -13 -13 9 11 2 -10 -4 4 -11 -23 -3 1	1 0 -1 1 0 -1 2 0 -1 0 -1 0 0 0 1 0 1
19730	107139	0x1a283	8	8	2	9	1	-1 1 0 0 1 1 -1 0 0 1 0 0 -2 0 0 0 -1	6 3 1 1 -2 -3 -4 3 1 2 0 0 -1 0 2 -3 3	-24 25 5 32 17 -15 -13 9 12 1 -6 -5 5 -11 -25 -3 1	1 -5 2 4 0 -4 4 3 -4 -1 -2 2 2 -1 0 1 1
19731	19019	0x04a4b	8	8	2	9	5	-1 1 0 1 0 0 -2 0 0 1 0 0 -1 -1 0 1 0	-6 -3 1 -1 2 3 5 -2 -1 -3 1 -1 2 -1 -2 4 -4	20 -39 -8 -33 -17 12 19 -15 -17 -3 4 1 1 12 24 3 -1	1 1 -2 -1 0 0 -1 0 0 -1 0 1 0 0 -1 0 0
19732	104757	0x19935	8	8	2	9	2	-1 1 0 1 0 0 -1 -1 0 0 0 0 0 -1 1 2 0	1 -1 -2 1 0 1 0 0 -2 -1 0 0 -1 2 0 0 0	11 -6 -2 -18 -14 6 3 -4 -7 0 -8 5 -2 1 12 5 -1	-1 0 -1 0 1 -1 0 0 -1 0 0 1 -1 0 0 -1 1
19733	85195	0x14ccb	8	8	2	9	3	-1 1 0 1 0 0 -1 -1 0 0 0 0 0 -1 2 1 0	-3 -2 -4 -2 1 5 3 -1 -1 -2 -1 -1 1 1 -3 1 -2	-5 -21 -1 1 -3 0 11 -11 -6 0 -1 -8 11 -1 0 2 1	-1 -3 0 1 0 -2 1 1 -2 0 -1 1 0 -2 1 0 1
19734	60613	0x0ecc5	8	8	2	9	3	-1 1 0 1 0 0 -1 -1 2 1 0 -1 0 0 0 0 0	4 0 -1 0 0 -1 -2 3 0 0 -1 -1 -1 1 2 -2 2	6 -7 0 -12 -10 4 1 -4 -2 2 -4 3 1 -1 8 6 0	-3 -2 3 2 2 -2 1 1 0 2 1 1 0 -1 1 -1 0
19735	47480	0x0b978	8	8	2	9	2	-1 1 0 1 0 0 -1 0 0 1 -1 1 -2 0 0 0 0	0 -1 -1 1 0 0 0 1 0 -2 1 -2 0 0 1 0 0	-3 -48 -5 -11 -4 1 17 -17 -8 0 9 -8 13 4 8 5 1	0 -2 0 1 -1 -1 1 2 -1 0 0 1 1 -1 0 1 0
19736	104228	0x19724	8	8	2	9	3	-1 1 0 1 0 0 -1 0 0 1 0 0 -2 0 1 0 -1	-1 0 0 -2 -1 2 0 0 0 1 0 0 1 -1 -2 0 -1	-10 -24 0 1 -1 -3 6 -10 -1 3 2 -6 12 -4 -1 7 1	0 -4 1 2 0 -3 2 2 -3 -1 -1 2 1 -2 0 1 1
19737	58583	0x0e4d7	8	8	2	9	5	-1 1 0 1 0 0 -1 0 0 1 0 1 -2 -1 0 0 0	1 -1 1 -1 1 0 0 2 0 -1 1 -2 1 -1 1 1 0	-11 -61 -2 -9 -5 -2 16 -22 -3 6 11 -10 21 -1 7 13 2	1 -1 -1 0 -1 0 1 1 0 0 1 0 0 -1 1 1 0
19738	63924	0x0f9b4	8	8	2	9	3	-1 1 0 1 0 0 -1 0 0 2 -1 0 -1 0 0 0 -1	2 1 3 1 -3 -2 -3 0 0 4 1 2 -2 0 0 -2 1	0 -15 -1 -6 -2 1 4 -5 -2 1 4 -1 3 0 4 4 0	0 -2 1 0 -1 -1 0 1 -1 0 0 1 1 -1 -1 1 0
19739	120808	0x1d7e8	8	8	2	9	4	-1 1 0 1 0 0 -1 0 0 2 0 -1 -1 0 -1 0 0	-3 -2 4 -2 0 0 1 -1 0 1 2 0 1 -1 -1 2 -2	17 -59 -6 -38 -19 13 19 -20 -11 4 15 1 6 10 29 12 0	2 2 -2 -3 0 1 -1 -1 1 -1 1 0 -1 0 -1 1 -1
19740	60203	0x0eb2b	8	8	2	9	2	-1 1 0 1 0 0 -1 0 0 2 0 -1 -1 0 0 0 -1	-1 0 4 -2 -2 0 -1 -1 0 4 1 2 0 -1 -2 0 -1	5 -25 -1 -16 -9 5 6 -9 -3 4 6 1 4 1 12 9 0	1 -1 0 -1 0 -1 0 0 -1 -1 0 1 0 -1 -1 1 0
19741	104664	0x198d8	8	8	2	9	4	-1 1 0 1 0 0 -1 0 0 2 0 0 -1 -1 -1 0 0	1 -1 5 -1 0 -2 -1 1 0 2 2 0 0 -1 1 1 0	4 -62 -3 -26 -13 6 16 -21 -5 7 15 -3 13 4 20 15 1	2 2 -2 -3 -1 2 -1 -1 2 0 2 -1 -1 0 0 1 -1
19742	42011	0x0a41b	8	8	2	9	3	-1 1 0 1 0 0 -1 0 0 2 0 0 -1 -1 0 0 -1	3 1 5 -1 -2 -2 -3 1 0 5 1 2 -1 -1 0 -1 1	-8 -28 2 -4 -3 -2 3 -10 3 7 6 -3 11 -5 3 12 1	1 -1 0 -1 -1 0 0 0 0 0 1 0 0 -1 0 1 0
19743	3320	0x00cf8	8	8	2	9	4	-1 1 0 1 0 0 -1 0 1 1 0 0 -2 0 -1 0 0	1 -1 1 0 1 -1 0 2 0 -2 1 -2 1 -1 2 1 0	7 -38 -4 -25 -14 5 9 -13 -6 3 3 2 6 3 17 11 0	0 0 0 1 1 -1 1 1 0 0 1 1 0 0 0 0 0
19744	77883	0x1303b	8	8	2	9	3	-1 1 0 1 0 0 -1 0 1 1 0 0 -2 0 0 0 -1	3 1 1 0 -1 -1 -2 2 0 1 0 0 0 -1 1 -1 1	-5 -4 1 -3 -4 -3 -4 -2 2 3 -6 2 4 -6 0 8 0	-1 -3 2 3 1 -3 2 2 -2 0 0 2 1 -1 0 0 1
19745	128804	0x1f724	8	8	2	9	2	-1 1 0 1 0 0 -1 1 0 1 0 0 -2 0 0 0 -1	6 2 2 1 -3 -3 -5 3 0 3 0 1 -1 0 2 -3 3	-7 0 2 2 0 -4 -5 0 4 3 -3 1 3 -6 -3 6 0	0 -4 1 2 0 -3 2 2 -3 -1 -1 2 1 -1 -1 1 1
19746	77092	0x12d24	8	8	2	9	4	-1 1 0 1 0 0 0 -2 0 0 -1 0 1 0 1 1 0	-6 -3 -3 -1 1 5 5 -4 -1 -2 0 0 0 1 -4 2 -4	2 -6 -2 -3 -4 2 7 -5 -7 -2 -4 -3 3 1 2 -1 0	0 0 -1 0 0 -1 0 0 -1 0 -1 1 0 -1 0 0 1
19747	100923	0x18a3b	8	8	2	9	3	-1 1 0 1 0 0 0 -2 1 0 -1 0 1 0 0 1 0	-2 -2 -2 1 1 2 3 -2 -1 -2 0 0 -1 1 -1 1 -2	7 14 -1 -7 -7 2 -3 3 -4 -2 -12 5 -5 -1 3 0 -1	-1 1 0 1 1 -1 0 0 0 1 0 1 0 0 0 -1 1
19748	53526	0x0d116	8	8	2	9	5	-1 1 0 1 0 0 0 -2 1 1 -1 0 0 0 0 1 0	4 0 -1 2 -1 -2 -3 1 -1 1 1 0 -3 2 2 -2 2	5 -20 -1 -18 -13 4 2 -7 -2 4 -2 4 3 -2 12 11 0	-2 1 1 0 1 0 0 0 1 2 2 0 -1 0 1 -1 0
19749	69769	0x11089	8	8	2	9	4	-1 1 0 1 0 0 1 -2 0 0 -1 0 1 0 0 1 0	-2 -2 -1 0 0 2 2 -3 -1 0 1 1 -1 1 -2 1 -2	-2 0 1 -3 -5 -1 -3 -1 1 3 -6 2 2 -5 1 6 0	1 2 -2 -1 0 0 0 -1 0 0 0 0 -1 0 0 0 1
19750	90728	0x16268	8	8	2	9	4	-1 1 0 1 0 0 1 -2 1 0 -1 0 1 0 0 0 0	-2 -2 -2 -1 1 3 3 -2 0 -1 0 0 0 0 -2 1 -2	-13 5 3 12 3 -7 -5 0 5 3 -7 -3 7 -9 -10 4 1	0 0 0 1 0 -1 1 0 0 1 0 0 0 -1 1 0 1
19751	65462	0x0ffb6	8	8	2	9	3	-1 1 0 1 0 1 -2 0 0 1 0 0 -1 -1 0 0 0	-6 -3 1 -2 1 4 5 -2 0 -2 1 -1 2 -1 -3 3 -4	9 -35 -7 -16 -6 6 18 -13 -13 -4 7 -5 5 9 12 -1 0	2 -1 -1 0 -1 -1 0 1 -1 -1 -1 1 1 -1 -1 1 0
19752	27899	0x06cfb	8	8	2	9	3	-1 1 0 1 0 1 -1 0 -1 1 0 0 -2 0 0 0 0	-3 -2 1 -2 -1 2 1 -1 0 0 2 -1 1 0 -2 1 -2	2 -59 -6 -19 -8 5 20 -20 -9 2 15 -7 13 6 15 8 1	3 -1 -2 -1 -1 -1 1 1 -2 -2 -1 1 0 -1 -1 2 0
19753	114196	0x1be14	8	8	2	9	4	-1 1 0 1 0 1 -1 0 0 0 0 1 -2 -1 0 0 0	-2 -2 -1 -1 1 3 3 0 0 -3 1 -2 2 -1 -1 2 -2	-10 -28 -3 1 1 -5 8 -10 -3 0 1 -7 12 -2 -2 4 1	2 -2 -1 2 -1 -2 2 2 -2 -1 -1 1 1 -1 0 1 1
19754	7706	0x01e1a	8	8	2	9	2	-1 1 0 1 0 1 -1 0 0 1 0 0 -2 0 0 -1 0	-3 -2 0 -3 0 3 2 0 1 -1 1 -2 2 -1 -2 1 -2	-9 -54 -4 -4 0 -1 18 -19 -5 2 14 -12 18 2 4 6 2	2 -3 0 1 -1 -2 2 2 -2 -1 -1 1 1 -2 0 2 0
19755	129334	0x1f936	8	8	2	9	1	-1 1 0 1 0 1 -1 1 0 0 0 0 -2 -1 0 0 0	-3 -2 -2 -1 0 4 3 -1 0 -3 1 -1 3 -1 -2 2 -2	-2 -11 -4 -2 0 -2 4 -3 -4 -3 -2 -2 3 0 0 0 0	2 -3 -1 2 -1 -3 2 2 -3 -2 -2 1 1 -1 -1 1 1
19756	96521	0x17909	8	8	2	9	3	-1 1 0 1 0 1 0 0 -1 0 -1 1 -2 0 0 0 0	-3 -2 -2 0 -1 3 2 -2 0 -2 2 -1 1 0 -2 1 -2	-11 -29 -4 3 4 -5 9 -9 -3 -1 5 -8 11 -1 -3 2 1	3 -2 -2 1 -2 -2 2 2 -3 -2 -2 1 1 -1 -1 2 1
19757	9143	0x023b7	8	8	2	9	4	-1 1 0 1 0 1 0 0 0 1 0 0 -2 0 -1 -1 0	1 -1 2 -2 -1 0 -1 1 1 1 2 -1 1 -1 0 0 0	-13 -48 -1 -4 -1 -4 8 -15 3 7 12 -7 17 -4 3 13 2	3 -1 -1 0 -1 -1 2 1 -1 -1 0 0 0 -1 0 2 0
19758	61644	0x0f0cc	8	8	2	9	2	-1 1 0 1 1 0 -2 0 0 1 0 -1 -1 0 0 0 0	-6 -3 0 -3 2 4 5 -1 0 -3 0 -2 3 -1 -3 3 -4	7 -24 -5 -10 -4 5 15 -10 -11 -4 5 -5 4 8 8 -3 0	2 -2 -1 1 0 -2 1 1 -2 -2 -2 2 1 -1 -1 1 0
19759	91280	0x16490	8	8	2	9	3	-1 1 0 1 1 0 -1 -2 0 0 0 0 0 0 1 1 0	2 -1 -2 -1 1 1 0 2 -1 -1 -1 -2 -1 2 0 -1 0	-10 -8 2 8 0 -4 3 -6 0 2 -4 -6 10 -5 -6 3 1	0 -2 0 2 1 -2 2 1 -2 0 -1 2 0 -1 1 0 1
19760	35758	0x08bae	8	8	2	9	3	-1 1 0 1 1 0 -1 0 0 1 -2 0 0 0 -1 0 0	-3 -2 0 2 0 1 3 -2 0 -2 1 0 0 0 -1 1 -2	4 15 -4 5 7 -1 2 6 -6 -9 -3 -1 -7 5 -5 -12 -1	2 -1 -1 1 -2 -1 0 1 -1 -1 -2 1 2 0 -2 1 0
19761	112493	0x1b76d	8	8	2	9	2	-1 1 0 1 1 0 -1 0 0 1 0 0 -2 0 0 0 -1	7 2 2 0 -2 -3 -5 4 0 3 0 0 -1 0 2 -3 3	-20 3 5 17 7 -11 -9 1 10 5 -4 -3 9 -12 -14 7 1	1 -4 1 3 0 -3 3 2 -3 -1 -1 2 1 -1 0 1 1
19762	66706	0x10492	8	8	2	9	6	-1 1 0 1 1 0 0 -2 0 0 -1 0 0 1 0 1 0	5 0 -2 2 -1 -2 -3 2 -1 0 0 -1 -3 3 2 -3 2	-6 11 2 6 0 -4 -6 3 3 1 -8 1 1 -6 -6 2 0	0 -1 0 2 1 -2 2 1 -2 0 -1 2 0 0 0 0 1
19763	119148	0x1d16c	8	8	2	9	3	-1 1 0 1 1 0 0 -2 0 0 -1 0 0 1 1 0 0	1 -1 -4 -1 0 2 0 1 0 -1 -1 -2 -1 2 -1 -2 0	-22 -4 3 25 11 -10 2 -4 4 1 -1 -12 14 -8 -18 -1 2	0 -4 1 3 0 -3 3 2 -3 0 -2 2 1 -2 1 1 1
19764	110721	0x1b081	8	8	2	9	3	-1 1 0 1 1 0 0 -2 0 0 -1 0 1 1 0 0 0	2 -1 -1 0 0 0 0 1 0 0 -1 -1 -2 2 0 -2 0	-16 16 4 24 11 -9 -4 3 5 0 -5 -7 6 -7 -18 -4 1	1 -2 0 2 0 -2 2 1 -2 0 -2 2 1 -1 0 1 1
19765	47122	0x0b812	8	8	2	9	4	-1 1 0 1 1 0 0 -1 0 0 -2 0 0 1 0 0 1	1 -2 -6 2 0 1 0 1 0 -4 0 -3 -1 3 1 -2 1	-7 -11 -3 10 7 -3 9 -4 -4 -5 3 -9 6 2 -7 -7 1	0 -3 0 2 -1 -2 2 2 -2 0 -2 1 1 -1 0 1 0
19766	45549	0x0b1ed	8	8	2	9	5	-1 1 0 1 1 0 0 -1 0 0 -2 0 1 0 0 0 1	-2 -3 -5 1 1 3 3 -1 0 -4 0 -2 0 2 -1 0 -1	-9 -1 -2 17 11 -5 7 -1 -3 -6 1 -10 5 1 -12 -10 1	1 -2 -1 1 -2 -1 1 1 -1 0 -2 0 1 -1 0 1 0
19767	125632	0x1eac0	8	8	2	9	4	-1 1 0 1 1 0 0 -1 0 1 -2 0 0 0 0 0 -1	-4 -1 0 0 -1 3 3 -4 0 1 1 2 0 -1 -4 1 -3	-15 31 2 26 15 -11 -10 11 5 -4 -9 -3 -1 -8 -21 -7 0	2 -2 0 2 -2 -2 1 1 -2 -1 -2 1 2 -1 -1 1 1
19768	1021	0x003fd	8	8	2	9	2	-1 1 0 1 1 0 0 -1 0 1 -2 0 0 0 0 1 0	10 2 -2 5 -4 -5 -8 3 -1 3 1 1 -5 4 4 -6 6	-7 14 2 9 4 -5 -9 7 6 0 -5 2 -2 -7 -8 1 0	-1 -2 1 1 -1 -1 1 1 -1 1 0 0 0 0 0 0 0
19769	28913	0x070f1	8	8	2	9	3	-1 1 0 1 1 0 0 0 -1 1 -2 0 -1 0 0 0 0	-4 -2 -2 0 -1 3 2 -3 0 -1 2 0 1 0 -3 1 -2	-11 -19 -3 10 9 -5 8 -5 -2 -3 7 -9 8 0 -7 -3 1	3 -2 -2 0 -3 -1 1 1 -2 -2 -2 0 1 -1 -1 2 0
19770	4380	0x0111c	8	8	2	9	3	-1 1 0 1 1 0 0 0 -1 1 -2 0 0 0 -1 0 0	-3 -2 1 1 -1 1 2 -3 0 0 2 1 0 0 -2 1 -2	-5 1 -2 9 9 -4 2 2 -1 -4 3 -4 0 1 -7 -6 0	4 0 -3 -1 -3 0 0 0 -1 -2 -2 0 1 0 -2 2 0
19771	37153	0x09121	8	8	2	9	4	-1 1 0 1 1 0 0 0 0 1 -2 -1 0 0 -1 0 0	-7 -3 -1 0 0 4 5 -5 0 -2 2 1 2 -1 -4 3 -4	5 14 -4 1 4 0 -1 7 -4 -7 -3 2 -8 3 -2 -8 -1	3 0 -2 0 -2 -1 0 0 -1 -2 -2 0 1 0 -2 1 0
19772	25597	0x063fd	8	8	2	9	4	-1 1 0 1 1 0 0 0 0 1 -2 0 0 0 -1 -1 0	-3 -2 0 0 0 2 3 -2 1 -1 1 0 1 -1 -2 1 -2	-16 6 0 24 17 -10 0 3 3 -4 2 -9 5 -3 -18 -8 1	3 -2 -1 1 -3 -1 1 1 -1 -1 -2 0 2 -1 -1 2 0
19773	126145	0x1ecc1	8	8	2	9	4	-1 1 0 1 1 0 1 -2 0 0 -1 0 0 1 0 0 0	5 0 -2 0 -1 -1 -3 2 0 1 0 -1 -2 2 1 -3 2	-26 2 6 25 10 -13 -8 0 12 6 -3 -7 13 -14 -19 6 2	1 -2 0 2 0 -2 3 1 -2 0 -1 1 0 -1 1 1 1
19774	41720	0x0a2f8	8	8	2	9	4	-1 1 0 2 0 0 0 0 1 0 -1 0 0 0 -1 -1 1	6 -2 -2 1 -1 -1 -3 4 0 -1 0 -2 -1 2 3 -3 3	-4 -25 -1 -5 -3 -1 5 -8 0 2 3 -3 8 -3 3 7 1	0 -2 0 1 -1 -1 1 1 0 1 0 0 0 -1 0 1 0
19775	37007	0x0908f	8	8	2	9	4	-1 1 1 0 0 -1 0 0 1 0 0 -2 1 0 0 1 0	-4 -1 -1 -1 2 2 3 -1 0 -3 -1 0 3 -1 -1 3 -2	9 12 0 -9 -7 4 -3 3 -2 0 -7 6 -6 2 6 0 -1	-1 1 -1 -1 2 0 0 -1 0 0 0 0 -1 0 0 -1 0
19776	37149	0x0911d	8	8	2	9	1	-1 1 1 0 0 0 -1 0 0 0 0 -1 0 -1 1 2 0	-1 0 -2 1 0 1 0 0 -1 -2 0 0 1 1 0 1 0	10 -3 -3 -13 -8 5 3 -1 -6 -2 -4 4 -4 4 9 0 -1	-1 0 -1 -1 1 0 0 0 -1 0 0 0 -1 0 0 -1 0
19777	17635	0x044e3	8	8	2	9	4	-1 1 1 0 0 0 -1 0 0 0 0 -1 0 -1 2 1 0	-5 -1 -4 -2 1 5 3 -1 0 -3 -1 -1 3 0 -3 2 -2	-6 -18 -2 6 3 -1 11 -8 -5 -2 3 -9 9 2 -3 -3 1	-1 -3 0 0 0 -1 1 1 -2 0 -1 0 0 -2 1 0 0
19778	107553	0x1a421	8	8	2	9	4	-1 1 1 0 0 0 -1 0 0 2 0 -1 -1 0 0 0 -1	-2 1 5 -2 -1 -1 -1 0 1 3 1 1 1 -2 -1 1 -1	-4 -39 -1 -8 -2 1 10 -13 -1 5 13 -5 11 2 7 8 1	1 0 0 -2 0 1 0 0 0 0 1 0 0 -1 0 1 -1
19779	32561	0x07f31	8	8	2	9	4	-1 1 1 0 0 0 -1 0 1 1 0 -2 0 0 0 0 -1	-12 -2 2 -4 2 6 8 -5 1 -2 0 1 5 -4 -6 6 -7	8 8 -3 -5 -1 3 2 2 -6 -4 -3 2 -5 5 3 -5 -1	1 0 0 0 1 -1 0 0 -1 -1 -1 1 1 -1 -1 0 0
19780	17633	0x044e1	8	8	2	9	3	-1 1 1 0 0 0 0 -1 0 0 -1 -1 2 0 0 1 0	-7 -2 0 0 1 3 5 -4 0 -2 0 1 1 0 -3 3 -4	7 17 -2 1 2 2 1 5 -5 -5 -4 1 -7 5 -1 -9 -1	1 2 -2 -2 0 1 -1 -1 0 0 -1 0 0 0 -1 0 0
19781	85407	0x14d9f	8	8	2	9	3	-1 1 1 0 0 0 0 -1 0 0 0 -1 0 0 2 1 -1	-2 1 -2 -2 -1 3 0 -1 0 1 -1 1 1 0 -3 0 -1	-17 8 4 19 7 -8 -5 1 6 3 -5 -5 8 -9 -14 2 1	-1 -3 1 1 1 -2 2 1 -3 0 -1 1 0 -2 1 0 1
