priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
26218	36763	0x08f9b	128757	10	10	1	4	-1 -1 0 1 -1 0 0 1 -1 -1 1 1 0 0 0 1 0	1 0 -1 0 1 -1 -1 1 0 -1 1 0 -1 -1 -1 1 -1
26219	40347	0x09d9b	121521	10	10	1	3	-1 -1 0 1 -1 0 0 1 -1 0 1 1 -1 0 0 1 0	-1 0 -2 2 1 -1 -2 3 0 -3 2 1 -1 -2 -1 1 -1
26220	44443	0x0ad9b	114028	10	10	1	4	-1 -1 0 1 -1 0 0 1 -1 0 1 1 0 -1 0 1 0	0 0 -1 1 0 -1 -1 2 -1 -2 1 1 -1 -1 0 1 -1
26221	52635	0x0cd9b	124018	10	10	1	3	-1 -1 0 1 -1 0 0 1 -1 0 1 1 0 0 -1 1 0	0 1 0 0 1 -1 -1 2 0 -2 1 0 0 -1 -1 1 -1
26222	44379	0x0ad5b	113953	10	10	1	4	-1 -1 0 1 -1 0 1 0 -1 0 1 1 0 -1 0 1 0	-1 0 -2 2 0 -1 -2 2 -1 -2 1 1 -1 -1 0 1 -1
26223	44635	0x0ae5b	114344	10	10	1	4	-1 -1 0 1 -1 0 1 0 0 -1 1 1 0 -1 0 1 0	0 0 -2 1 0 -1 -2 1 0 -1 1 1 -1 -1 0 1 -1
26224	107883	0x1a56b	77247	10	10	1	5	-1 -1 0 1 0 -1 -1 0 -1 0 1 0 0 1 0 1 1	-3 -1 -3 1 -1 -1 -2 3 1 -2 1 1 0 -3 -2 2 -1
26225	79211	0x1356b	115404	10	10	1	3	-1 -1 0 1 0 -1 -1 0 -1 0 1 0 1 1 0 0 1	0 0 -1 -1 -2 -2 -1 1 0 -1 0 0 0 -2 -1 1 -1
26226	46443	0x0b56b	99792	10	10	1	4	-1 -1 0 1 0 -1 -1 0 -1 0 1 0 1 1 0 1 0	-2 0 -2 2 1 0 -1 3 -1 -2 1 0 0 -2 -2 1 -1
26227	104043	0x1966b	84459	10	10	1	4	-1 -1 0 1 0 -1 -1 0 0 -1 1 0 1 0 0 1 1	-1 -1 -2 -1 -2 -1 -1 1 1 0 0 1 0 -2 -1 2 -1
26228	79467	0x1366b	115013	10	10	1	4	-1 -1 0 1 0 -1 -1 0 0 -1 1 0 1 1 0 0 1	1 0 -1 -2 -2 -2 -1 0 1 0 0 0 0 -2 -1 1 -1
26229	46699	0x0b66b	99929	10	10	1	5	-1 -1 0 1 0 -1 -1 0 0 -1 1 0 1 1 0 1 0	-1 0 -2 1 1 0 -1 2 0 -1 1 0 0 -2 -2 1 -1
26230	40555	0x09e6b	121305	10	10	1	4	-1 -1 0 1 0 -1 -1 0 0 -1 1 1 1 0 0 1 0	-1 0 -2 3 1 0 -1 3 -1 -2 2 1 -1 -2 -1 1 -1
26231	48235	0x0bc6b	102976	10	10	1	3	-1 -1 0 1 0 -1 -1 0 0 0 1 -1 1 1 0 1 0	-2 0 -2 0 0 0 -1 2 0 -1 0 0 1 -2 -2 1 -1
26232	62571	0x0f46b	103646	10	10	1	5	-1 -1 0 1 0 -1 -1 0 0 0 1 0 1 1 -1 1 0	-2 1 -1 1 1 0 -1 3 0 -2 1 0 1 -2 -2 1 -1
26233	40299	0x09d6b	121424	10	10	1	3	-1 -1 0 1 0 -1 -1 0 1 0 1 -1 1 0 0 1 0	-2 0 -2 0 -1 0 -1 2 0 -1 0 1 1 -2 -1 1 -1
26234	99819	0x185eb	84842	10	10	1	3	-1 -1 0 1 0 -1 -1 1 -1 0 1 0 0 0 0 1 1	-2 -1 -2 -1 -2 -1 -1 2 1 -1 0 1 0 -2 -1 2 -1
26235	75243	0x125eb	115652	10	10	1	4	-1 -1 0 1 0 -1 -1 1 -1 0 1 0 0 1 0 0 1	0 0 -1 -2 -2 -2 -1 1 1 -1 0 0 0 -2 -1 1 -1
26236	42475	0x0a5eb	99544	10	10	1	3	-1 -1 0 1 0 -1 -1 1 -1 0 1 0 0 1 0 1 0	-2 0 -2 1 1 0 -1 3 0 -2 1 0 0 -2 -2 1 -1
26237	36331	0x08deb	121688	10	10	1	2	-1 -1 0 1 0 -1 -1 1 -1 0 1 1 0 0 0 1 0	-2 0 -2 3 1 0 -1 4 -1 -3 2 1 -1 -2 -1 1 -1
26238	100075	0x186eb	84195	10	10	1	4	-1 -1 0 1 0 -1 -1 1 0 -1 1 0 0 0 0 1 1	-1 -1 -2 -2 -2 -1 -1 1 2 0 0 1 0 -2 -1 2 -1
26239	50923	0x0c6eb	122447	10	10	1	2	-1 -1 0 1 0 -1 -1 1 0 -1 1 0 0 0 1 1 0	-1 -1 -3 1 0 0 -1 2 0 -1 1 1 -1 -2 -1 1 -1
26240	14059	0x036eb	92194	10	10	1	4	-1 -1 0 1 0 -1 -1 1 0 -1 1 0 1 1 0 0 0	2 1 0 -2 0 -1 0 0 0 0 0 -1 0 -1 -1 0 -1
26241	7915	0x01eeb	79778	10	10	1	5	-1 -1 0 1 0 -1 -1 1 0 -1 1 1 1 0 0 0 0	2 1 0 0 0 -1 0 1 -1 -1 1 0 -1 -1 0 0 -1
26242	54507	0x0d4eb	127499	10	10	1	4	-1 -1 0 1 0 -1 -1 1 0 0 1 0 1 0 -1 1 0	-1 1 0 -1 0 0 0 2 0 -1 0 0 1 -1 -1 1 -1
26243	34795	0x087eb	118593	10	10	1	2	-1 -1 0 1 0 -1 -1 1 1 -1 1 0 0 0 0 1 0	-1 0 -2 0 0 0 -1 2 1 -1 1 1 0 -2 -1 1 -1
26244	6123	0x017eb	73778	10	10	1	5	-1 -1 0 1 0 -1 -1 1 1 -1 1 0 1 0 0 0 0	2 1 0 -2 -1 -1 0 0 0 0 0 0 0 -1 0 0 -1
26245	102187	0x18f2b	89918	10	10	1	4	-1 -1 0 1 0 -1 0 0 -1 -1 1 1 0 0 0 1 1	-2 -1 -3 1 -1 -1 -2 2 1 -1 1 1 -1 -2 -1 2 -1
26246	127275	0x1f12b	12611	10	10	1	3	-1 -1 0 1 0 -1 0 0 -1 0 0 0 1 1 -1 1 1	3 1 2 0 0 0 1 -2 -1 0 0 0 -1 1 2 -2 0
26247	96555	0x1792b	58989	10	10	1	5	-1 -1 0 1 0 -1 0 0 -1 0 0 1 1 1 -1 0 1	1 0 1 -1 0 1 1 -2 0 1 -1 0 0 1 1 -1 0
26248	120107	0x1d52b	95716	10	10	1	4	-1 -1 0 1 0 -1 0 0 -1 0 1 0 1 0 -1 1 1	-2 0 -1 -2 -2 -1 -1 1 1 0 -1 0 1 -1 -1 2 -1
26249	95531	0x1752b	130378	10	10	1	2	-1 -1 0 1 0 -1 0 0 -1 0 1 0 1 1 -1 0 1	0 1 0 -3 -2 -2 -1 0 1 0 -1 -1 1 -1 -1 1 -1
26250	118059	0x1cd2b	85433	10	10	1	5	-1 -1 0 1 0 -1 0 0 -1 0 1 1 0 0 -1 1 1	-3 0 -2 1 -1 -1 -2 3 1 -2 1 1 0 -2 -1 2 -1
26251	56619	0x0dd2b	124374	10	10	1	4	-1 -1 0 1 0 -1 0 0 -1 0 1 1 1 0 -1 1 0	-2 1 -1 2 1 0 -1 3 -1 -2 1 0 0 -1 -1 1 -1
26252	120363	0x1d62b	95853	10	10	1	4	-1 -1 0 1 0 -1 0 0 0 -1 1 0 1 0 -1 1 1	-1 0 -1 -3 -2 -1 -1 0 2 1 -1 0 1 -1 -1 2 -1
26253	48683	0x0be2b	114497	10	10	1	3	-1 -1 0 1 0 -1 0 0 0 -1 1 1 1 -1 0 1 0	-1 0 -2 2 0 0 -1 2 -1 -1 1 1 -1 -1 0 1 -1
26254	89643	0x15e2b	106819	10	10	1	3	-1 -1 0 1 0 -1 0 0 0 -1 1 1 1 0 -1 0 1	1 1 0 -2 -2 -2 -1 0 1 0 0 0 0 -1 0 1 -1
26255	55083	0x0d72b	127439	10	10	1	3	-1 -1 0 1 0 -1 0 0 1 -1 1 0 1 0 -1 1 0	-1 1 -1 -1 0 0 -1 1 1 0 0 0 1 -1 -1 1 -1
26256	69547	0x10fab	110917	10	10	1	4	-1 -1 0 1 0 -1 0 1 -1 -1 1 1 0 0 0 0 1	1 0 -1 -2 -2 -2 -1 0 1 0 0 0 -1 -1 0 1 -1
26257	36779	0x08fab	128601	10	10	1	5	-1 -1 0 1 0 -1 0 1 -1 -1 1 1 0 0 0 1 0	-1 0 -2 1 1 0 -1 2 0 -1 1 0 -1 -1 -1 1 -1
26258	94635	0x171ab	57144	10	10	1	2	-1 -1 0 1 0 -1 0 1 -1 0 0 0 1 1 -1 0 1	0 0 0 3 1 1 0 0 -1 -1 1 1 -1 0 1 -1 0
26259	117163	0x1c9ab	28619	10	10	1	4	-1 -1 0 1 0 -1 0 1 -1 0 0 1 0 0 -1 1 1	3 1 2 -1 0 0 1 -3 -1 1 -1 -1 0 1 1 -2 0
26260	92587	0x169ab	59237	10	10	1	4	-1 -1 0 1 0 -1 0 1 -1 0 0 1 0 1 -1 0 1	1 0 1 0 0 1 1 -2 -1 1 -1 0 0 1 1 -1 0
26261	52651	0x0cdab	124126	10	10	1	4	-1 -1 0 1 0 -1 0 1 -1 0 1 1 0 0 -1 1 0	-2 1 -1 1 1 0 -1 3 0 -2 1 0 0 -1 -1 1 -1
26262	88747	0x15aab	33585	10	10	1	2	-1 -1 0 1 0 -1 0 1 0 -1 0 1 1 0 -1 0 1	-1 0 0 2 1 1 0 0 -1 -1 0 0 0 0 0 -1 0
26263	55979	0x0daab	50221	10	10	1	4	-1 -1 0 1 0 -1 0 1 0 -1 0 1 1 0 -1 1 0	1 0 1 -1 -2 -1 0 -2 0 0 -1 0 0 0 1 -1 0
26264	52907	0x0ceab	124759	10	10	1	3	-1 -1 0 1 0 -1 0 1 0 -1 1 1 0 0 -1 1 0	-1 1 -1 0 1 0 -1 2 1 -1 1 0 0 -1 -1 1 -1
26265	24235	0x05eab	67620	10	10	1	4	-1 -1 0 1 0 -1 0 1 0 -1 1 1 1 0 -1 0 0	2 2 1 -2 0 -1 0 0 0 0 0 -1 0 0 0 0 -1
26266	42923	0x0a7ab	109017	10	10	1	3	-1 -1 0 1 0 -1 0 1 1 -1 1 0 0 -1 0 1 0	-1 0 -2 -1 -1 0 -1 1 1 0 0 1 0 -1 0 1 -1
26267	54731	0x0d5cb	121919	10	10	1	2	-1 -1 0 1 0 0 -1 1 -1 0 1 0 -1 0 1 1 0	-1 -1 -3 1 -1 -1 -2 2 0 -2 1 1 -1 -2 -1 1 -1
26268	40395	0x09dcb	121505	10	10	1	2	-1 -1 0 1 0 0 -1 1 -1 0 1 1 -1 0 0 1 0	-1 0 -2 2 0 -1 -2 3 0 -3 2 1 -1 -2 -1 1 -1
26269	52683	0x0cdcb	124002	10	10	1	3	-1 -1 0 1 0 0 -1 1 -1 0 1 1 0 0 -1 1 0	0 1 0 0 0 -1 -1 2 0 -2 1 0 0 -1 -1 1 -1
26270	44747	0x0aecb	114421	10	10	1	3	-1 -1 0 1 0 0 -1 1 0 -1 1 1 0 -1 0 1 0	1 0 -1 0 -1 -1 -1 1 0 -1 1 1 -1 -1 0 1 -1
26271	52939	0x0cecb	124907	10	10	1	2	-1 -1 0 1 0 0 -1 1 0 -1 1 1 0 0 -1 1 0	1 1 0 -1 0 -1 -1 1 1 -1 1 0 0 -1 -1 1 -1
26272	102091	0x18ecb	94535	10	10	1	5	-1 -1 0 1 0 0 -1 1 0 -1 1 1 0 0 0 1 -1	1 1 -1 2 2 0 -1 2 -1 -2 2 0 -1 -1 -1 0 -1
26273	40843	0x09f8b	128928	10	10	1	4	-1 -1 0 1 0 0 0 1 -1 -1 1 1 -1 0 0 1 0	0 0 -2 0 0 -1 -2 1 1 -1 1 0 -1 -1 -1 1 -1
26274	44939	0x0af8b	102525	10	10	1	4	-1 -1 0 1 0 0 0 1 -1 -1 1 1 0 -1 0 1 0	1 0 -1 -1 -1 -1 -1 0 0 0 0 0 -1 0 0 1 -1
26275	53131	0x0cf8b	117091	10	10	1	4	-1 -1 0 1 0 0 0 1 -1 -1 1 1 0 0 -1 1 0	1 1 0 -2 0 -1 -1 0 1 0 0 -1 0 0 -1 1 -1
26276	48523	0x0bd8b	113721	10	10	1	5	-1 -1 0 1 0 0 0 1 -1 0 1 1 -1 -1 0 1 0	-1 0 -2 1 -1 -1 -2 2 0 -2 1 1 -1 -1 0 1 -1
26277	48779	0x0be8b	114608	10	10	1	2	-1 -1 0 1 0 0 0 1 0 -1 1 1 -1 -1 0 1 0	0 0 -2 0 -1 -1 -2 1 1 -1 1 1 -1 -1 0 1 -1
26278	61067	0x0ee8b	98675	10	10	1	5	-1 -1 0 1 0 0 0 1 0 -1 1 1 0 -1 -1 1 0	1 1 0 -2 -1 -1 -1 0 1 0 0 0 0 0 0 1 -1
26279	110219	0x1ae8b	71647	10	10	1	4	-1 -1 0 1 0 0 0 1 0 -1 1 1 0 -1 0 1 -1	1 1 -1 1 1 0 -1 1 -1 -1 1 0 -1 0 0 0 -1
26280	42363	0x0a57b	99461	10	10	1	4	-1 -1 0 1 1 -1 -1 0 -1 0 1 0 0 1 0 1 0	-3 0 -3 2 0 0 -2 3 0 -2 1 0 0 -2 -2 1 -1
26281	13947	0x0367b	92287	10	10	1	3	-1 -1 0 1 1 -1 -1 0 0 -1 1 0 1 1 0 0 0	1 1 -1 -1 -1 -1 -1 0 0 0 0 -1 0 -1 -1 0 -1
26282	40059	0x09c7b	128200	10	10	1	3	-1 -1 0 1 1 -1 -1 0 0 0 1 -1 1 0 0 1 0	-2 0 -2 -1 -2 0 -1 1 0 0 -1 0 1 -1 -1 1 -1
26283	54395	0x0d47b	127574	10	10	1	4	-1 -1 0 1 1 -1 -1 0 0 0 1 0 1 0 -1 1 0	-2 1 -1 0 -1 0 -1 2 0 -1 0 0 1 -1 -1 1 -1
26284	34299	0x085fb	123472	10	10	1	4	-1 -1 0 1 1 -1 -1 1 -1 0 1 0 0 0 0 1 0	-2 0 -2 0 -1 0 -1 2 0 -1 0 0 0 -1 -1 1 -1
26285	21407	0x0539f	15650	10	10	1	3	-1 -1 1 -1 -1 0 0 1 -1 1 0 0 -1 0 1 0 0	0 1 0 2 2 1 0 2 -1 -2 1 1 -1 -1 0 0 0
26286	21343	0x0535f	15727	10	10	1	4	-1 -1 1 -1 -1 0 1 0 -1 1 0 0 -1 0 1 0 0	-1 1 -1 3 2 1 -1 2 -1 -2 1 1 -1 -1 0 0 0
26287	123183	0x1e12f	12291	10	10	1	4	-1 -1 1 -1 0 -1 0 0 -1 0 0 0 0 1 1 -1 1	1 1 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0
26288	27439	0x06b2f	25350	10	10	1	5	-1 -1 1 -1 0 -1 0 0 -1 1 0 -1 0 1 1 0 0	-2 1 -1 2 2 2 0 2 -1 -1 0 0 0 -1 -1 0 0
26289	58159	0x0e32f	46120	10	10	1	4	-1 -1 1 -1 0 -1 0 0 -1 1 0 0 0 1 1 -1 0	0 2 0 3 2 1 0 2 -2 -2 1 0 -1 -1 0 -1 0
26290	76207	0x129af	55526	10	10	1	5	-1 -1 1 -1 0 -1 0 1 -1 0 0 1 0 1 0 0 1	2 -1 1 -2 -2 -1 1 -3 0 2 -2 -1 1 2 1 -1 0
26291	24831	0x060ff	22986	10	10	1	5	-1 -1 1 -1 1 -1 -1 1 0 0 0 0 0 1 1 0 0	-2 1 -2 3 2 2 -1 3 -1 -2 2 1 -1 -2 -1 0 0
26292	12543	0x030ff	26377	10	10	1	6	-1 -1 1 -1 1 -1 -1 1 0 0 0 0 1 1 0 0 0	-1 2 0 1 2 2 0 2 -1 -1 1 0 0 -1 -1 0 0
26293	123191	0x1e137	12320	10	10	1	4	-1 -1 1 0 -1 -1 0 0 -1 0 0 0 0 1 1 -1 1	2 0 0 0 0 -1 0 0 0 0 0 0 -1 -1 0 0 0
26294	27447	0x06b37	25381	10	10	1	5	-1 -1 1 0 -1 -1 0 0 -1 1 0 -1 0 1 1 0 0	-1 0 -1 2 2 1 0 2 -1 -1 0 0 0 -1 -1 0 0
26295	76215	0x129b7	55493	10	10	1	3	-1 -1 1 0 -1 -1 0 1 -1 0 0 1 0 1 0 0 1	1 0 1 -2 -2 0 1 -3 0 2 -2 -1 1 2 1 -1 0
26296	68087	0x109f7	48733	10	10	1	3	-1 -1 1 0 -1 -1 1 1 -1 0 0 1 0 0 0 0 1	1 0 1 -1 -1 0 1 -2 0 1 -1 -1 1 1 0 -1 0
26297	28007	0x06d67	93195	10	10	1	4	-1 -1 1 0 0 -1 -1 0 -1 0 1 -1 0 1 1 0 0	1 1 0 -1 0 0 0 0 0 0 -1 -1 0 -1 -1 0 -1
26298	91495	0x16567	130105	10	10	1	4	-1 -1 1 0 0 -1 -1 0 -1 0 1 0 0 1 1 0 1	-1 0 -2 1 -1 -1 -2 2 0 -2 1 1 -1 -3 -1 1 -1
26299	79207	0x13567	115450	10	10	1	5	-1 -1 1 0 0 -1 -1 0 -1 0 1 0 1 1 0 0 1	0 1 0 -1 -1 -1 -1 1 0 -1 0 0 0 -2 -1 1 -1
26300	27495	0x06b67	25397	10	10	1	6	-1 -1 1 0 0 -1 -1 0 -1 1 0 -1 0 1 1 0 0	-1 0 -1 2 1 1 0 2 -1 -1 0 0 0 -1 -1 0 0
26301	106983	0x1a1e7	4091	10	10	1	5	-1 -1 1 0 0 -1 -1 1 -1 0 0 0 0 1 0 1 1	3 1 2 -1 -1 -1 1 -3 -1 1 -1 -1 0 2 2 -2 0
26302	14823	0x039e7	28858	10	10	1	4	-1 -1 1 0 0 -1 -1 1 -1 0 0 1 1 1 0 0 0	0 1 0 3 3 1 0 3 -2 -2 2 0 -1 -1 -1 0 0
26303	50663	0x0c5e7	122352	10	10	1	5	-1 -1 1 0 0 -1 -1 1 -1 0 1 0 0 0 1 1 0	-2 0 -2 2 1 1 -1 3 -1 -2 1 1 -1 -2 -1 1 -1
26304	75239	0x125e7	115698	10	10	1	4	-1 -1 1 0 0 -1 -1 1 -1 0 1 0 0 1 0 0 1	0 1 0 -2 -1 -1 -1 1 1 -1 0 0 0 -2 -1 1 -1
26305	26087	0x065e7	87390	10	10	1	4	-1 -1 1 0 0 -1 -1 1 -1 0 1 0 0 1 1 0 0	0 1 -1 1 1 0 -1 2 -1 -2 1 0 -1 -2 -1 0 -1
26306	36327	0x08de7	121710	10	10	1	1	-1 -1 1 0 0 -1 -1 1 -1 0 1 1 0 0 0 1 0	-2 1 -1 3 2 1 -1 4 -1 -3 2 1 -1 -2 -1 1 -1
26307	11751	0x02de7	86976	10	10	1	3	-1 -1 1 0 0 -1 -1 1 -1 0 1 1 0 1 0 0 0	0 2 0 2 2 0 -1 3 -1 -3 2 0 -1 -2 -1 0 -1
26308	74727	0x123e7	52428	10	10	1	3	-1 -1 1 0 0 -1 -1 1 -1 1 0 0 0 1 0 0 1	2 0 1 -1 0 0 1 -3 0 2 -1 -1 0 2 1 -1 0
26309	78567	0x132e7	58113	10	10	1	4	-1 -1 1 0 0 -1 -1 1 0 -1 0 0 1 1 0 0 1	-1 0 0 2 0 0 0 0 -1 -1 0 0 0 1 1 -1 0
26310	15079	0x03ae7	29491	10	10	1	5	-1 -1 1 0 0 -1 -1 1 0 -1 0 1 1 1 0 0 0	1 1 0 2 3 1 0 2 -1 -1 2 0 -1 -1 -1 0 0
26311	50919	0x0c6e7	122489	10	10	1	5	-1 -1 1 0 0 -1 -1 1 0 -1 1 0 0 0 1 1 0	-1 0 -2 1 1 1 -1 2 0 -1 1 1 -1 -2 -1 1 -1
26312	36583	0x08ee7	121063	10	10	1	2	-1 -1 1 0 0 -1 -1 1 0 -1 1 1 0 0 0 1 0	-1 1 -1 2 2 1 -1 3 0 -2 2 1 -1 -2 -1 1 -1
26313	20199	0x04ee7	67927	10	10	1	5	-1 -1 1 0 0 -1 -1 1 0 -1 1 1 0 0 1 0 0	1 1 -1 2 1 0 -1 2 -1 -2 2 1 -2 -2 0 0 -1
26314	7911	0x01ee7	79764	10	10	1	4	-1 -1 1 0 0 -1 -1 1 0 -1 1 1 1 0 0 0 0	2 2 1 0 1 0 0 1 -1 -1 1 0 -1 -1 0 0 -1
26315	96551	0x17927	58971	10	10	1	5	-1 -1 1 0 0 -1 0 0 -1 0 0 1 1 1 -1 0 1	1 -1 0 -1 -1 0 1 -2 0 1 -1 0 0 1 1 -1 0
26316	76711	0x12ba7	62932	10	10	1	4	-1 -1 1 0 0 -1 0 1 -1 -1 0 1 0 1 0 0 1	0 0 1 0 -1 0 1 -1 -1 0 -1 0 1 1 1 -1 0
26317	79271	0x135a7	115383	10	10	1	4	-1 -1 1 0 0 -1 0 1 -1 0 -1 0 1 1 0 0 1	1 1 1 0 -1 -1 0 -1 0 -1 0 0 0 0 1 -1 -1
26318	77223	0x12da7	129770	10	10	1	4	-1 -1 1 0 0 -1 0 1 -1 0 -1 1 0 1 0 0 1	2 1 2 -3 -2 -1 1 -3 0 1 -2 -1 1 1 1 -1 -1
26319	92583	0x169a7	59219	10	10	1	5	-1 -1 1 0 0 -1 0 1 -1 0 0 1 0 1 -1 0 1	1 -1 0 0 -1 0 1 -2 -1 1 -1 0 0 1 1 -1 0
26320	108967	0x1a9a7	14051	10	10	1	4	-1 -1 1 0 0 -1 0 1 -1 0 0 1 0 1 0 -1 1	1 1 0 0 0 -1 -1 1 0 -1 1 0 -1 -1 0 0 0
26321	75687	0x127a7	126707	10	10	1	6	-1 -1 1 0 0 -1 0 1 -1 1 -1 0 0 1 0 0 1	3 1 2 -2 -1 -1 1 -3 0 1 -1 -1 0 1 1 -1 -1
26322	36807	0x08fc7	128723	10	10	1	3	-1 -1 1 0 0 0 -1 1 -1 -1 1 1 0 0 0 1 0	1 1 0 0 1 0 -1 1 0 -1 1 0 -1 -1 -1 1 -1
26323	40391	0x09dc7	121495	10	10	1	2	-1 -1 1 0 0 0 -1 1 -1 0 1 1 -1 0 0 1 0	-1 1 -1 2 1 0 -2 3 0 -3 2 1 -1 -2 -1 1 -1
26324	78199	0x13177	57557	10	10	1	3	-1 -1 1 0 1 -1 -1 0 -1 0 0 0 1 1 0 0 1	1 0 1 0 1 0 1 -1 0 0 0 0 0 1 1 -1 0
26325	41463	0x0a1f7	42689	10	10	1	3	-1 -1 1 0 1 -1 -1 1 -1 0 0 0 0 1 0 1 0	3 0 2 -2 -2 -2 1 -3 0 1 -1 0 0 1 2 -1 0
26326	25079	0x061f7	30577	10	10	1	4	-1 -1 1 0 1 -1 -1 1 -1 0 0 0 0 1 1 0 0	-1 0 -2 2 1 1 -1 2 -1 -1 1 0 -1 -1 -1 0 0
26327	12791	0x031f7	18866	10	10	1	6	-1 -1 1 0 1 -1 -1 1 -1 0 0 0 1 1 0 0 0	0 1 0 0 1 1 0 1 -1 0 0 -1 0 0 -1 0 0
26328	10743	0x029f7	29167	10	10	1	4	-1 -1 1 0 1 -1 -1 1 -1 0 0 1 0 1 0 0 0	-1 1 -1 3 2 1 -1 3 -1 -2 2 0 -1 -1 -1 0 0
26329	13047	0x032f7	19003	10	10	1	5	-1 -1 1 0 1 -1 -1 1 0 -1 0 0 1 1 0 0 0	1 1 0 -1 1 1 0 0 0 1 0 -1 0 0 -1 0 0
26330	78143	0x1313f	57574	10	10	1	4	-1 -1 1 1 -1 -1 0 0 -1 0 0 0 1 1 0 0 1	0 1 1 0 0 1 1 -1 0 0 0 0 0 1 1 -1 0
26331	99647	0x1853f	84786	10	10	1	4	-1 -1 1 1 -1 -1 0 0 -1 0 1 0 0 0 0 1 1	-2 -1 -2 0 -1 -1 -2 2 1 -1 0 1 0 -2 -1 2 -1
26332	98751	0x181bf	26944	10	10	1	4	-1 -1 1 1 -1 -1 0 1 -1 0 0 0 0 0 0 1 1	2 2 2 0 0 0 1 -2 -1 0 0 -1 0 1 1 -2 0
26333	74175	0x121bf	57838	10	10	1	4	-1 -1 1 1 -1 -1 0 1 -1 0 0 0 0 1 0 0 1	0 1 1 1 0 1 1 -1 -1 0 0 0 0 1 1 -1 0
26334	68031	0x109bf	48750	10	10	1	3	-1 -1 1 1 -1 -1 0 1 -1 0 0 1 0 0 0 0 1	0 1 1 -1 0 1 1 -2 0 1 -1 -1 1 1 0 -1 0
26335	34271	0x085df	123625	10	10	1	3	-1 -1 1 1 -1 0 -1 1 -1 0 1 0 0 0 0 1 0	1 0 0 -1 0 -1 -1 1 0 -1 0 0 0 -1 -1 1 -1
26336	78191	0x1316f	57590	10	10	1	4	-1 -1 1 1 0 -1 -1 0 -1 0 0 0 1 1 0 0 1	0 1 1 0 1 1 1 -1 0 0 0 0 0 1 1 -1 0
26337	99695	0x1856f	84770	10	10	1	4	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 0 0 0 1 1	-2 -1 -2 0 -2 -1 -2 2 1 -1 0 1 0 -2 -1 2 -1
26338	50543	0x0c56f	122254	10	10	1	4	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 0 0 1 1 0	-2 -1 -3 3 0 0 -2 3 -1 -2 1 1 -1 -2 -1 1 -1
26339	75119	0x1256f	115596	10	10	1	5	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 0 1 0 0 1	0 0 -1 -1 -2 -2 -2 1 1 -1 0 0 0 -2 -1 1 -1
26340	42351	0x0a56f	99472	10	10	1	5	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 0 1 0 1 0	-2 0 -2 2 1 0 -2 3 0 -2 1 0 0 -2 -2 1 -1
26341	38255	0x0956f	123725	10	10	1	4	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 1 0 0 1 0	-1 0 -1 1 0 0 -1 2 -1 -1 0 0 0 -1 -1 1 -1
26342	13679	0x0356f	93155	10	10	1	3	-1 -1 1 1 0 -1 -1 0 -1 0 1 0 1 1 0 0 0	1 1 0 0 0 -1 -1 1 -1 -1 0 -1 0 -1 -1 0 -1
26343	50799	0x0c66f	122375	10	10	1	3	-1 -1 1 1 0 -1 -1 0 0 -1 1 0 0 0 1 1 0	-1 -1 -3 2 0 0 -2 2 0 -1 1 1 -1 -2 -1 1 -1
26344	13935	0x0366f	92266	10	10	1	3	-1 -1 1 1 0 -1 -1 0 0 -1 1 0 1 1 0 0 0	2 1 0 -1 0 -1 -1 0 0 0 0 -1 0 -1 -1 0 -1
26345	52335	0x0cc6f	117278	10	10	1	2	-1 -1 1 1 0 -1 -1 0 0 0 1 -1 0 0 1 1 0	-2 -1 -3 1 -1 0 -2 2 0 -1 0 1 0 -2 -1 1 -1
26346	40047	0x09c6f	128221	10	10	1	5	-1 -1 1 1 0 -1 -1 0 0 0 1 -1 1 0 0 1 0	-1 0 -1 -1 -1 0 -1 1 0 0 -1 0 1 -1 -1 1 -1
26347	98799	0x181ef	26960	10	10	1	4	-1 -1 1 1 0 -1 -1 1 -1 0 0 0 0 0 0 1 1	2 2 2 0 1 0 1 -2 -1 0 0 -1 0 1 1 -2 0
26348	41455	0x0a1ef	42722	10	10	1	5	-1 -1 1 1 0 -1 -1 1 -1 0 0 0 0 1 0 1 0	2 1 2 -2 -2 -1 1 -3 0 1 -1 0 0 1 2 -1 0
26349	12783	0x031ef	18833	10	10	1	5	-1 -1 1 1 0 -1 -1 1 -1 0 0 0 1 1 0 0 0	1 0 0 0 1 0 0 1 -1 0 0 -1 0 0 -1 0 0
26350	9711	0x025ef	92907	10	10	1	4	-1 -1 1 1 0 -1 -1 1 -1 0 1 0 0 1 0 0 0	1 1 0 -1 0 -1 -1 1 0 -1 0 -1 0 -1 -1 0 -1
26351	37615	0x092ef	49846	10	10	1	3	-1 -1 1 1 0 -1 -1 1 0 -1 0 0 1 0 0 1 0	0 1 1 0 -1 -1 0 -1 0 -1 0 0 0 0 1 -1 0
