priority_rank	orbit_mask	orbit_hex	short_orbit_mask	coefficient_l1	support_count	maximum_absolute_coefficient	minimal_unoriented_count	section_basis_w	short_basis_w
26083	91504	0x16570	130095	10	9	2	3	0 0 0 0 -1 1 1 0 -1 0 1 0 -2 -1 1 0 -1	3 1 1 -1 0 -1 0 -2 0 0 -1 -1 -1 1 1 -1 -1
26084	58736	0x0e570	113459	10	9	2	4	0 0 0 0 -1 1 1 0 -1 0 1 0 -2 -1 1 1 0	-1 -1 -2 0 -1 -1 -2 0 1 -1 0 1 -1 -1 0 1 -1
26085	28016	0x06d70	93213	10	9	2	2	0 0 0 0 -1 1 1 0 -1 0 1 1 -2 -1 1 0 0	1 0 -1 1 -1 -2 -2 0 0 -2 1 1 -2 -1 1 0 -1
26086	40304	0x09d70	121456	10	9	2	3	0 0 0 0 -1 1 1 0 -1 0 1 1 -1 -2 0 1 0	0 0 0 0 -1 -1 -1 0 0 -1 0 1 -1 0 1 1 -1
26087	52080	0x0cb70	60301	10	9	2	5	0 0 0 0 -1 1 1 0 -1 1 0 -1 -2 0 1 -1 0	3 0 1 -3 -2 -2 0 -3 1 1 -2 -1 0 1 1 -1 0
26088	84848	0x14b70	44177	10	9	2	3	0 0 0 0 -1 1 1 0 -1 1 0 -1 -2 0 1 0 -1	1 0 0 0 1 0 0 -1 0 0 -1 -1 0 1 0 -1 0
26089	43888	0x0ab70	45715	10	9	2	4	0 0 0 0 -1 1 1 0 -1 1 0 1 -2 -1 0 1 0	3 1 2 -4 -1 0 2 -3 0 3 -2 -2 1 1 0 -1 0
26090	92784	0x16a70	58497	10	9	2	3	0 0 0 0 -1 1 1 0 0 1 0 -1 -2 -1 1 0 -1	1 0 0 0 0 0 0 -1 0 0 -1 0 0 1 1 -1 0
26091	101232	0x18b70	32033	10	9	2	3	0 0 0 0 -1 1 1 0 1 -1 0 1 0 -2 0 1 -1	-1 0 0 -2 -2 -1 0 0 1 0 -1 -1 1 -1 -1 0 0
26092	72944	0x11cf0	111529	10	9	2	3	0 0 0 0 -1 1 1 1 -2 0 -1 1 -1 0 0 0 1	-1 2 0 1 0 1 0 1 -1 -1 0 0 1 -1 0 -1 -1
26093	71408	0x116f0	108464	10	9	2	5	0 0 0 0 -1 1 1 1 -2 1 -1 0 -1 0 0 0 1	0 2 0 2 1 1 0 1 -1 -1 1 0 0 -1 0 -1 -1
26094	57840	0x0e1f0	39233	10	9	2	3	0 0 0 0 -1 1 1 1 -1 0 0 0 -2 -1 1 1 0	1 2 2 0 0 0 1 0 -1 0 0 -1 1 0 0 -1 0
26095	76272	0x129f0	55491	10	9	2	2	0 0 0 0 -1 1 1 1 -1 0 0 1 -2 -1 0 0 1	-1 1 0 2 2 2 1 1 -2 0 0 -1 1 0 -1 -1 0
26096	11248	0x02bf0	23784	10	9	2	4	0 0 0 0 -1 1 1 1 -1 1 0 1 -2 -1 0 0 0	0 0 0 -1 0 1 1 -1 0 2 -1 -1 1 0 -1 0 0
26097	119024	0x1d0f0	31038	10	9	2	3	0 0 0 0 -1 1 1 1 0 0 0 0 -1 -2 1 1 -1	0 1 1 -1 -1 -1 0 0 1 0 0 -1 1 -1 -1 0 0
26098	81200	0x13d30	130036	10	9	2	3	0 0 0 0 -1 1 2 0 -1 0 -1 1 -1 -1 0 0 1	0 2 1 0 1 1 1 1 -1 -1 0 -1 1 -1 -1 -1 -1
26099	128144	0x1f490	81189	10	9	2	3	0 0 0 0 -1 2 0 -1 0 0 1 0 -1 -1 1 1 -1	1 0 -1 2 0 -1 -2 0 -1 -2 1 1 -1 -1 0 0 -1
26100	127760	0x1f310	7390	10	9	2	4	0 0 0 0 -1 2 0 0 -1 1 0 0 -1 -1 1 1 -1	0 -1 -1 3 1 0 -1 1 -2 -2 1 1 -1 0 0 0 0
26101	112400	0x1b710	65895	10	9	2	2	0 0 0 0 -1 2 0 0 -1 1 1 0 -1 -1 0 1 -1	1 1 1 0 0 -1 -1 0 -1 -2 0 0 0 0 0 0 -1
26102	128528	0x1f610	69737	10	9	2	3	0 0 0 0 -1 2 0 0 0 -1 1 0 -1 -1 1 1 -1	3 0 0 -1 0 -1 -1 -2 0 0 0 0 -1 0 0 0 -1
26103	114192	0x1be10	71415	10	9	2	4	0 0 0 0 -1 2 0 0 0 -1 1 1 -1 -1 0 1 -1	3 1 1 0 1 -1 -1 -1 0 -1 1 0 -1 0 0 0 -1
26104	130064	0x1fc10	66672	10	9	2	3	0 0 0 0 -1 2 0 0 0 0 1 -1 -1 -1 1 1 -1	2 0 0 -2 -1 -1 -1 -2 0 0 -1 0 0 0 0 0 -1
26105	127376	0x1f190	12690	10	9	2	4	0 0 0 0 -1 2 0 1 -1 0 0 0 -1 -1 1 1 -1	-2 1 0 0 -1 0 0 1 1 0 0 0 1 -1 0 0 0
26106	111504	0x1b390	8981	10	9	2	3	0 0 0 0 -1 2 0 1 -1 1 0 0 -1 -1 0 1 -1	-1 0 -1 0 -1 0 0 0 1 1 0 0 0 -1 0 0 0
26107	113296	0x1ba90	13445	10	9	2	4	0 0 0 0 -1 2 0 1 0 -1 0 1 -1 -1 0 1 -1	-3 0 -1 0 -2 0 0 1 0 0 -1 0 1 -1 0 0 0
26108	127312	0x1f150	12767	10	9	2	3	0 0 0 0 -1 2 1 0 -1 0 0 0 -1 -1 1 1 -1	-1 1 1 -1 -1 0 1 1 1 0 0 0 1 -1 0 0 0
26109	63824	0x0f950	41453	10	9	2	3	0 0 0 0 -1 2 1 0 -1 0 0 1 -1 -1 -1 1 0	-1 0 -1 1 0 1 1 1 -1 0 0 0 0 -1 0 -1 0
26110	15824	0x03dd0	86575	10	9	2	6	0 0 0 0 -1 2 1 1 -1 0 -1 1 -1 -1 0 0 0	-3 1 -1 1 0 1 0 2 0 -1 0 0 1 -2 -1 0 -1
26111	130112	0x1fc40	66656	10	9	2	4	0 0 0 0 0 -2 1 0 0 0 -1 1 1 1 -1 -1 1	2 0 0 -2 -2 -1 -1 -2 0 0 -1 0 0 0 0 0 -1
26112	128576	0x1f640	69753	10	9	2	4	0 0 0 0 0 -2 1 0 0 1 -1 0 1 1 -1 -1 1	3 0 0 -1 -1 -1 -1 -2 0 0 0 0 -1 0 0 0 -1
26113	123808	0x1e3a0	7546	10	9	2	3	0 0 0 0 0 -1 0 -1 -1 1 0 -2 0 1 1 -1 1	0 1 0 3 3 1 -1 2 -1 -2 3 1 -1 0 0 0 0
26114	105376	0x19ba0	31801	10	9	2	4	0 0 0 0 0 -1 0 -1 -1 1 0 -1 1 2 0 -1 1	-1 0 0 -1 -1 -1 0 0 0 0 -1 -1 1 -1 -1 0 0
26115	119712	0x1d3a0	31399	10	9	2	4	0 0 0 0 0 -1 0 -1 -1 1 0 0 1 2 -1 -1 1	-1 1 1 0 0 -1 0 1 0 -1 0 -1 1 -1 -1 0 0
26116	106144	0x19ea0	94350	10	9	2	4	0 0 0 0 0 -1 0 -1 0 1 -1 -1 1 2 0 -1 1	2 1 1 -1 0 0 0 -1 0 0 0 0 -1 1 1 0 -1
26117	124320	0x1e5a0	70212	10	9	2	4	0 0 0 0 0 -1 0 -1 1 0 -1 0 2 1 -1 -1 1	0 0 -1 0 0 0 -1 0 0 -1 0 0 -1 0 0 0 -1
26118	124704	0x1e720	81672	10	9	2	2	0 0 0 0 0 -1 0 0 1 -1 -1 0 2 1 -1 -1 1	-2 0 -2 3 0 0 -2 2 -1 -3 1 1 -1 -1 0 0 -1
26119	109408	0x1ab60	7081	10	9	2	3	0 0 0 0 0 -1 1 -2 -1 1 0 -1 0 1 0 -1 1	1 0 0 1 2 1 0 1 -1 -1 2 1 -1 0 0 0 0
26120	62688	0x0f4e0	103587	10	9	2	6	0 0 0 0 0 -1 1 -1 0 0 -1 0 1 1 -1 -1 2	1 1 0 2 2 1 0 1 -2 -2 1 0 -1 0 0 -1 -1
26121	116192	0x1c5e0	95452	10	9	2	2	0 0 0 0 0 -1 1 -1 1 0 -1 0 2 0 -1 -1 1	0 0 -1 1 1 0 -1 1 0 -2 1 0 -1 -1 -1 0 -1
26122	60768	0x0ed60	98875	10	9	2	5	0 0 0 0 0 -1 1 0 -1 0 -1 1 0 1 -1 -1 2	1 1 0 1 1 1 0 0 -2 -1 0 0 0 0 0 -1 -1
26123	59232	0x0e760	103970	10	9	2	3	0 0 0 0 0 -1 1 0 -1 1 -1 0 0 1 -1 -1 2	2 1 0 2 2 1 0 0 -2 -1 1 0 -1 0 0 -1 -1
26124	97376	0x17c60	125674	10	9	2	4	0 0 0 0 0 -1 1 0 0 0 -1 1 1 1 -1 -2 1	-2 -1 -2 1 0 1 -1 1 0 -1 0 1 0 -1 -1 1 -1
26125	127584	0x1f260	13050	10	9	2	4	0 0 0 0 0 -1 1 0 0 1 -2 0 1 1 -1 -1 1	2 1 0 -1 -1 -1 -1 -1 0 -1 0 0 -1 -1 0 0 -2
26126	126528	0x1ee40	75812	10	9	2	3	0 0 0 0 0 0 -1 0 2 -1 1 -1 0 -1 1 1 -1	0 0 -1 0 0 1 0 0 0 0 0 1 0 -1 0 0 -1
26127	129664	0x1fa80	2835	10	9	2	2	0 0 0 0 0 0 0 -1 -2 1 0 -1 -1 1 1 -1 1	1 -1 0 -2 -3 -2 0 -2 1 1 -2 -1 0 0 0 0 0
26128	44935	0x0af87	102475	10	10	1	2	-1 -1 -1 0 0 0 0 1 1 -1 1 1 0 -1 0 1 0	-1 1 -2 1 0 0 -1 2 0 -2 2 2 -1 -2 0 1 -1
26129	40359	0x09da7	121387	10	10	1	2	-1 -1 -1 0 0 1 0 1 -1 0 1 1 -1 0 0 1 0	-1 1 -2 1 0 -1 -2 2 0 -3 2 1 -1 -2 -1 1 -1
26130	46199	0x0b477	109438	10	10	1	4	-1 -1 -1 0 1 -1 -1 0 0 0 1 0 1 1 0 1 0	-4 1 -3 3 1 1 -1 4 -1 -3 2 1 0 -3 -2 1 -1
26131	38263	0x09577	123758	10	10	1	3	-1 -1 -1 0 1 -1 -1 0 1 0 1 0 1 0 0 1 0	-4 1 -3 3 0 1 -1 4 -1 -3 2 2 0 -3 -1 1 -1
26132	56375	0x0dc37	117624	10	10	1	3	-1 -1 -1 0 1 -1 0 0 0 0 1 1 1 0 -1 1 0	-4 2 -2 3 1 1 -1 4 -1 -3 2 1 0 -2 -1 1 -1
26133	38711	0x09737	118383	10	10	1	3	-1 -1 -1 0 1 -1 0 0 1 -1 1 0 1 0 0 1 0	-3 1 -3 1 0 1 -1 2 0 -1 1 1 0 -2 -1 1 -1
26134	54583	0x0d537	122088	10	10	1	4	-1 -1 -1 0 1 -1 0 0 1 0 1 0 1 0 -1 1 0	-4 2 -2 1 0 1 -1 3 0 -2 1 1 1 -2 -1 1 -1
26135	36567	0x08ed7	120907	10	10	1	3	-1 -1 -1 0 1 0 -1 1 0 -1 1 1 0 0 0 1 0	-1 1 -2 1 0 0 -1 2 0 -2 2 1 -1 -2 -1 1 -1
26136	119855	0x1d42f	88937	10	10	1	4	-1 -1 -1 1 0 -1 0 0 0 0 1 0 1 0 -1 1 1	-3 0 -2 -1 -2 -1 -1 2 1 -1 0 1 1 -2 -1 2 -1
26137	56367	0x0dc2f	117595	10	10	1	5	-1 -1 -1 1 0 -1 0 0 0 0 1 1 1 0 -1 1 0	-3 1 -2 3 1 0 -1 4 -1 -3 2 1 0 -2 -1 1 -1
26138	38703	0x0972f	118348	10	10	1	4	-1 -1 -1 1 0 -1 0 0 1 -1 1 0 1 0 0 1 0	-2 0 -3 1 0 0 -1 2 0 -1 1 1 0 -2 -1 1 -1
26139	54575	0x0d52f	122059	10	10	1	3	-1 -1 -1 1 0 -1 0 0 1 0 1 0 1 0 -1 1 0	-3 1 -2 1 0 0 -1 3 0 -2 1 1 1 -2 -1 1 -1
26140	56847	0x0de0f	124646	10	10	1	4	-1 -1 -1 1 0 0 0 0 0 -1 1 1 1 0 -1 1 0	0 1 -1 0 0 -1 -1 1 0 -1 1 0 0 -1 -1 1 -1
26141	52623	0x0cd8f	124007	10	10	1	3	-1 -1 -1 1 0 0 0 1 -1 0 1 1 0 0 -1 1 0	-1 1 -1 0 0 -1 -1 2 0 -2 1 0 0 -1 -1 1 -1
26142	44687	0x0ae8f	114416	10	10	1	3	-1 -1 -1 1 0 0 0 1 0 -1 1 1 0 -1 0 1 0	0 0 -2 0 -1 -1 -1 1 0 -1 1 1 -1 -1 0 1 -1
26143	52879	0x0ce8f	124910	10	10	1	3	-1 -1 -1 1 0 0 0 1 0 -1 1 1 0 0 -1 1 0	0 1 -1 -1 0 -1 -1 1 1 -1 1 0 0 -1 -1 1 -1
26144	54335	0x0d43f	127571	10	10	1	3	-1 -1 -1 1 1 -1 0 0 0 0 1 0 1 0 -1 1 0	-3 1 -2 0 -1 0 -1 2 0 -1 0 0 1 -1 -1 1 -1
26145	86875	0x1535b	37952	10	10	1	2	-1 -1 0 -1 -1 0 1 0 -1 1 0 0 -1 0 1 0 1	2 0 2 -2 0 0 1 -2 0 2 -1 -2 1 2 0 -1 0
26146	22363	0x0575b	73557	10	10	1	3	-1 -1 0 -1 -1 0 1 0 -1 1 1 0 -1 0 1 0 0	-1 2 -1 2 1 0 -1 2 -1 -3 1 1 -1 -2 0 0 -1
26147	21467	0x053db	15655	10	10	1	3	-1 -1 0 -1 -1 0 1 1 -1 1 0 0 -1 0 1 0 0	-1 1 -1 2 2 1 0 2 -1 -2 1 1 -1 -1 0 0 0
26148	21371	0x0537b	15830	10	10	1	4	-1 -1 0 -1 -1 1 1 0 -1 1 0 0 -1 0 1 0 0	0 1 -1 2 1 0 -1 1 -1 -2 1 1 -1 -1 0 0 0
26149	92971	0x16b2b	51753	10	10	1	4	-1 -1 0 -1 0 -1 0 0 -1 1 0 -1 0 1 1 0 1	3 0 2 -1 0 -1 0 -2 0 1 0 -1 0 2 1 -1 0
26150	123691	0x1e32b	7431	10	10	1	4	-1 -1 0 -1 0 -1 0 0 -1 1 0 0 0 1 1 -1 1	-1 1 -1 2 0 0 0 2 -1 -2 1 1 -1 -2 0 0 0
26151	107371	0x1a36b	8833	10	10	1	4	-1 -1 0 -1 0 -1 1 0 -1 1 0 0 0 1 0 -1 1	-1 2 0 0 0 0 0 1 0 -1 0 0 0 -1 0 0 0
26152	78075	0x130fb	52774	10	10	1	4	-1 -1 0 -1 1 -1 -1 1 0 0 0 0 1 1 0 0 1	2 -1 1 0 0 -1 0 -2 0 1 -1 -1 0 2 1 -1 0
26153	14587	0x038fb	24084	10	10	1	5	-1 -1 0 -1 1 -1 -1 1 0 0 0 1 1 1 0 0 0	-2 2 -1 4 3 2 0 4 -2 -3 3 1 -1 -2 -1 0 0
26154	12795	0x031fb	18820	10	10	1	5	-1 -1 0 -1 1 -1 -1 1 1 0 0 0 1 1 0 0 0	-2 2 -1 2 2 2 0 3 -1 -2 2 1 0 -2 -1 0 0
26155	76219	0x129bb	55539	10	10	1	3	-1 -1 0 -1 1 -1 0 1 -1 0 0 1 0 1 0 0 1	3 -1 2 -2 -1 -1 1 -3 0 2 -2 -1 1 2 1 -1 0
26156	107379	0x1a373	8866	10	10	1	2	-1 -1 0 0 -1 -1 1 0 -1 1 0 0 0 1 0 -1 1	0 1 0 0 0 -1 0 1 0 -1 0 0 0 -1 0 0 0
26157	57107	0x0df13	116808	10	10	1	3	-1 -1 0 0 -1 0 0 0 -1 1 1 -1 -1 0 1 1 0	-2 0 -2 1 0 0 -1 2 0 -2 0 1 0 -2 -1 1 -1
26158	62803	0x0f553	113353	10	10	1	5	-1 -1 0 0 -1 0 1 0 -1 0 1 0 -1 -1 1 1 0	-1 0 -2 1 0 0 -1 1 0 -1 0 1 -1 -1 0 1 -1
26159	40371	0x09db3	121406	10	10	1	4	-1 -1 0 0 -1 1 0 1 -1 0 1 1 -1 0 0 1 0	0 1 -1 1 1 -1 -2 2 0 -3 2 1 -1 -2 -1 1 -1
26160	28515	0x06f63	82191	10	10	1	3	-1 -1 0 0 0 -1 -1 0 -1 1 1 -1 0 1 1 0 0	-1 1 -1 1 0 0 0 2 -1 -2 0 0 0 -2 -1 0 -1
26161	77283	0x12de3	129775	10	10	1	3	-1 -1 0 0 0 -1 -1 1 -1 0 1 1 0 1 0 0 1	-1 1 -1 1 0 -1 -1 3 0 -3 2 1 -1 -3 -1 1 -1
26162	40675	0x09ee3	121255	10	10	1	3	-1 -1 0 0 0 -1 -1 1 0 -1 1 1 1 0 0 1 0	-1 1 -1 2 2 1 0 3 -1 -2 2 1 -1 -2 -1 1 -1
26163	16099	0x03ee3	86281	10	10	1	4	-1 -1 0 0 0 -1 -1 1 0 -1 1 1 1 1 0 0 0	1 2 0 1 2 0 0 2 -1 -2 2 0 -1 -2 -1 0 -1
26164	38883	0x097e3	118327	10	10	1	3	-1 -1 0 0 0 -1 -1 1 1 -1 1 0 1 0 0 1 0	-1 1 -1 0 1 1 0 2 0 -1 1 1 0 -2 -1 1 -1
26165	8163	0x01fe3	71961	10	10	1	5	-1 -1 0 0 0 -1 -1 1 1 -1 1 1 1 0 0 0 0	1 2 0 1 1 0 0 2 -1 -2 2 1 -1 -2 0 0 -1
26166	28579	0x06fa3	82242	10	10	1	5	-1 -1 0 0 0 -1 0 -1 -1 1 1 -1 0 1 1 0 0	-2 1 -2 2 0 0 -1 2 -1 -2 0 0 0 -2 -1 0 -1
26167	97571	0x17d23	115809	10	10	1	4	-1 -1 0 0 0 -1 0 0 -1 0 1 1 1 1 -1 0 1	-1 2 0 0 0 -1 -1 2 0 -2 1 0 0 -2 -1 1 -1
26168	48931	0x0bf23	102906	10	10	1	3	-1 -1 0 0 0 -1 0 0 1 -1 1 1 1 -1 0 1 0	-2 1 -2 3 1 1 -1 3 -1 -2 2 2 -1 -2 0 1 -1
26169	96931	0x17aa3	58778	10	10	1	3	-1 -1 0 0 0 -1 0 1 0 -1 0 1 1 1 -1 0 1	0 -1 0 1 -1 0 0 -1 -1 0 -1 0 0 1 1 -1 0
26170	44963	0x0afa3	102642	10	10	1	1	-1 -1 0 0 0 -1 0 1 1 -1 1 1 0 -1 0 1 0	-2 1 -2 2 1 1 -1 3 0 -2 2 2 -1 -2 0 1 -1
26171	96611	0x17963	58974	10	10	1	4	-1 -1 0 0 0 -1 1 0 -1 0 0 1 1 1 -1 0 1	2 -1 1 -1 -1 0 1 -2 0 1 -1 0 0 1 1 -1 0
26172	56771	0x0ddc3	124180	10	10	1	2	-1 -1 0 0 0 0 -1 1 -1 0 1 1 -1 0 1 1 0	-2 0 -3 4 1 0 -2 4 -1 -4 3 2 -2 -3 -1 1 -1
26173	64899	0x0fd83	99212	10	10	1	5	-1 -1 0 0 0 0 0 1 -1 0 1 1 -1 -1 1 1 0	-2 0 -3 3 0 0 -2 3 -1 -3 2 2 -2 -2 0 1 -1
26174	65155	0x0fe83	98309	10	10	1	2	-1 -1 0 0 0 0 0 1 0 -1 1 1 -1 -1 1 1 0	-1 0 -3 2 0 0 -2 2 0 -2 2 2 -2 -2 0 1 -1
26175	110467	0x1af83	80228	10	10	1	4	-1 -1 0 0 0 0 0 1 1 -1 1 1 0 -1 0 1 -1	0 2 -1 2 2 1 -1 2 -1 -2 2 1 -1 -1 0 0 -1
26176	54755	0x0d5e3	122032	10	10	1	3	-1 -1 0 0 0 1 -1 1 -1 0 1 0 -1 0 1 1 0	0 0 -2 0 -1 -1 -2 1 0 -2 1 1 -1 -2 -1 1 -1
26177	40419	0x09de3	121390	10	10	1	1	-1 -1 0 0 0 1 -1 1 -1 0 1 1 -1 0 0 1 0	0 1 -1 1 0 -1 -2 2 0 -3 2 1 -1 -2 -1 1 -1
26178	48547	0x0bda3	113846	10	10	1	5	-1 -1 0 0 0 1 0 1 -1 0 1 1 -1 -1 0 1 0	0 1 -1 0 -1 -1 -2 1 0 -2 1 1 -1 -1 0 1 -1
26179	107891	0x1a573	77212	10	10	1	2	-1 -1 0 0 1 -1 -1 0 -1 0 1 0 0 1 0 1 1	-4 0 -3 1 -1 0 -2 3 1 -2 1 1 0 -3 -2 2 -1
26180	79219	0x13573	115439	10	10	1	5	-1 -1 0 0 1 -1 -1 0 -1 0 1 0 1 1 0 0 1	-1 1 -1 -1 -2 -1 -1 1 0 -1 0 0 0 -2 -1 1 -1
26181	46451	0x0b573	99827	10	10	1	4	-1 -1 0 0 1 -1 -1 0 -1 0 1 0 1 1 0 1 0	-3 1 -2 2 1 1 -1 3 -1 -2 1 0 0 -2 -2 1 -1
26182	79475	0x13673	115046	10	10	1	3	-1 -1 0 0 1 -1 -1 0 0 -1 1 0 1 1 0 0 1	0 1 -1 -2 -2 -1 -1 0 1 0 0 0 0 -2 -1 1 -1
26183	46707	0x0b673	99962	10	10	1	4	-1 -1 0 0 1 -1 -1 0 0 -1 1 0 1 1 0 1 0	-2 1 -2 1 1 1 -1 2 0 -1 1 0 0 -2 -2 1 -1
26184	40563	0x09e73	121338	10	10	1	4	-1 -1 0 0 1 -1 -1 0 0 -1 1 1 1 0 0 1 0	-2 1 -2 3 1 1 -1 3 -1 -2 2 1 -1 -2 -1 1 -1
26185	15987	0x03e73	86356	10	10	1	3	-1 -1 0 0 1 -1 -1 0 0 -1 1 1 1 1 0 0 0	0 2 -1 2 1 0 -1 2 -1 -2 2 0 -1 -2 -1 0 -1
26186	48243	0x0bc73	103011	10	10	1	4	-1 -1 0 0 1 -1 -1 0 0 0 1 -1 1 1 0 1 0	-3 1 -2 0 0 1 -1 2 0 -1 0 0 1 -2 -2 1 -1
26187	62579	0x0f473	103677	10	10	1	4	-1 -1 0 0 1 -1 -1 0 0 0 1 0 1 1 -1 1 0	-3 2 -1 1 1 1 -1 3 0 -2 1 0 1 -2 -2 1 -1
26188	14195	0x03773	83652	10	10	1	4	-1 -1 0 0 1 -1 -1 0 1 -1 1 0 1 1 0 0 0	0 2 -1 0 0 0 -1 1 0 -1 1 0 0 -2 -1 0 -1
26189	40307	0x09d73	121459	10	10	1	4	-1 -1 0 0 1 -1 -1 0 1 0 1 -1 1 0 0 1 0	-3 1 -2 0 -1 1 -1 2 0 -1 0 1 1 -2 -1 1 -1
26190	103795	0x19573	84545	10	10	1	4	-1 -1 0 0 1 -1 -1 0 1 0 1 0 1 0 0 1 -1	-3 2 -2 4 2 2 -1 4 -2 -3 2 1 0 -2 -1 0 -1
26191	106995	0x1a1f3	4078	10	10	1	5	-1 -1 0 0 1 -1 -1 1 -1 0 0 0 0 1 0 1 1	4 1 3 -1 0 -1 1 -3 -1 1 -1 -1 0 2 2 -2 0
26192	78323	0x131f3	57501	10	10	1	5	-1 -1 0 0 1 -1 -1 1 -1 0 0 0 1 1 0 0 1	1 0 1 1 1 0 0 -1 0 0 0 0 0 1 1 -1 0
26193	76275	0x129f3	55488	10	10	1	2	-1 -1 0 0 1 -1 -1 1 -1 0 0 1 0 1 0 0 1	2 0 2 -2 0 0 1 -3 0 2 -2 -1 1 2 1 -1 0
26194	75251	0x125f3	115687	10	10	1	4	-1 -1 0 0 1 -1 -1 1 -1 0 1 0 0 1 0 0 1	-1 1 -1 -2 -2 -1 -1 1 1 -1 0 0 0 -2 -1 1 -1
26195	42483	0x0a5f3	99579	10	10	1	4	-1 -1 0 0 1 -1 -1 1 -1 0 1 0 0 1 0 1 0	-3 1 -2 1 1 1 -1 3 0 -2 1 0 0 -2 -2 1 -1
26196	36339	0x08df3	121723	10	10	1	2	-1 -1 0 0 1 -1 -1 1 -1 0 1 1 0 0 0 1 0	-3 1 -2 3 1 1 -1 4 -1 -3 2 1 -1 -2 -1 1 -1
26197	11763	0x02df3	86997	10	10	1	3	-1 -1 0 0 1 -1 -1 1 -1 0 1 1 0 1 0 0 0	-1 2 -1 2 1 0 -1 3 -1 -3 2 0 -1 -2 -1 0 -1
26198	78579	0x132f3	58132	10	10	1	3	-1 -1 0 0 1 -1 -1 1 0 -1 0 0 1 1 0 0 1	0 0 1 2 1 0 0 0 -1 -1 0 0 0 1 1 -1 0
26199	15091	0x03af3	29478	10	10	1	5	-1 -1 0 0 1 -1 -1 1 0 -1 0 1 1 1 0 0 0	0 1 -1 2 2 1 0 2 -1 -1 2 0 -1 -1 -1 0 0
26200	50931	0x0c6f3	122476	10	10	1	3	-1 -1 0 0 1 -1 -1 1 0 -1 1 0 0 0 1 1 0	-2 0 -3 1 0 1 -1 2 0 -1 1 1 -1 -2 -1 1 -1
26201	38643	0x096f3	123055	10	10	1	1	-1 -1 0 0 1 -1 -1 1 0 -1 1 0 1 0 0 1 0	-1 1 -1 -1 0 1 0 1 0 0 0 0 0 -1 -1 1 -1
26202	14067	0x036f3	92161	10	10	1	5	-1 -1 0 0 1 -1 -1 1 0 -1 1 0 1 1 0 0 0	1 2 0 -2 0 0 0 0 0 0 0 -1 0 -1 -1 0 -1
26203	12019	0x02ef3	86108	10	10	1	4	-1 -1 0 0 1 -1 -1 1 0 -1 1 1 0 1 0 0 0	0 2 -1 1 1 0 -1 2 0 -2 2 0 -1 -2 -1 0 -1
26204	7923	0x01ef3	79745	10	10	1	6	-1 -1 0 0 1 -1 -1 1 0 -1 1 1 1 0 0 0 0	1 2 0 0 0 0 0 1 -1 -1 1 0 -1 -1 0 0 -1
26205	94451	0x170f3	61843	10	10	1	6	-1 -1 0 0 1 -1 -1 1 0 0 0 0 1 1 -1 0 1	1 -1 0 2 1 0 0 -1 -1 0 0 0 -1 1 1 -1 0
26206	61683	0x0f0f3	46735	10	10	1	4	-1 -1 0 0 1 -1 -1 1 0 0 0 0 1 1 -1 1 0	3 -1 1 -1 -2 -2 0 -3 0 1 -1 0 -1 1 2 -1 0
26207	30963	0x078f3	24993	10	10	1	5	-1 -1 0 0 1 -1 -1 1 0 0 0 1 1 1 -1 0 0	-1 2 0 2 2 1 0 3 -1 -2 2 0 0 -1 -1 0 0
26208	37875	0x093f3	60440	10	10	1	6	-1 -1 0 0 1 -1 -1 1 1 -1 0 0 1 0 0 1 0	2 0 2 -1 -1 -2 0 -2 0 0 -1 -1 0 1 1 -1 0
26209	13299	0x033f3	25782	10	10	1	5	-1 -1 0 0 1 -1 -1 1 1 -1 0 0 1 1 0 0 0	0 1 -1 0 1 1 0 1 0 0 1 0 0 -1 -1 0 0
26210	34803	0x087f3	118626	10	10	1	2	-1 -1 0 0 1 -1 -1 1 1 -1 1 0 0 0 0 1 0	-2 1 -2 0 0 1 -1 2 1 -1 1 1 0 -2 -1 1 -1
26211	6131	0x017f3	73745	10	10	1	6	-1 -1 0 0 1 -1 -1 1 1 -1 1 0 1 0 0 0 0	1 2 0 -2 -1 0 0 0 0 0 0 0 0 -1 0 0 -1
26212	96563	0x17933	58958	10	10	1	6	-1 -1 0 0 1 -1 0 0 -1 0 0 1 1 1 -1 0 1	2 -1 1 -1 0 0 1 -2 0 1 -1 0 0 1 1 -1 0
26213	92595	0x169b3	59206	10	10	1	4	-1 -1 0 0 1 -1 0 1 -1 0 0 1 0 1 -1 0 1	2 -1 1 0 0 0 1 -2 -1 1 -1 0 0 1 1 -1 0
26214	36819	0x08fd3	128710	10	10	1	4	-1 -1 0 0 1 0 -1 1 -1 -1 1 1 0 0 0 1 0	0 1 -1 0 0 0 -1 1 0 -1 1 0 -1 -1 -1 1 -1
26215	54739	0x0d5d3	121884	10	10	1	5	-1 -1 0 0 1 0 -1 1 -1 0 1 0 -1 0 1 1 0	-2 0 -3 1 -1 0 -2 2 0 -2 1 1 -1 -2 -1 1 -1
26216	40403	0x09dd3	121474	10	10	1	3	-1 -1 0 0 1 0 -1 1 -1 0 1 1 -1 0 0 1 0	-2 1 -2 2 0 0 -2 3 0 -3 2 1 -1 -2 -1 1 -1
26217	102099	0x18ed3	94564	10	10	1	4	-1 -1 0 0 1 0 -1 1 0 -1 1 1 0 0 0 1 -1	0 2 -1 2 2 1 -1 2 -1 -2 2 0 -1 -1 -1 0 -1
