mask	hex	bit_vector	representative_norm	half_representative_norm
110828	0x1b0ec	00110111000011011	94	47/2
110829	0x1b0ed	10110111000011011	122	61/2
110837	0x1b0f5	10101111000011011	118	59/2
110838	0x1b0f6	01101111000011011	110	55/2
110845	0x1b0fd	10111111000011011	150	75/2
110850	0x1b102	01000000100011011	66	33/2
110851	0x1b103	11000000100011011	94	47/2
110853	0x1b105	10100000100011011	98	49/2
110855	0x1b107	11100000100011011	114	57/2
110857	0x1b109	10010000100011011	106	53/2
110858	0x1b10a	01010000100011011	90	45/2
110859	0x1b10b	11010000100011011	122	61/2
110861	0x1b10d	10110000100011011	126	63/2
110864	0x1b110	00001000100011011	74	37/2
110866	0x1b112	01001000100011011	86	43/2
110868	0x1b114	00101000100011011	94	47/2
110869	0x1b115	10101000100011011	122	61/2
110873	0x1b119	10011000100011011	130	65/2
110877	0x1b11d	10111000100011011	154	77/2
110878	0x1b11e	01111000100011011	138	69/2
110879	0x1b11f	11111000100011011	174	87/2
110882	0x1b122	01000100100011011	54	27/2
110884	0x1b124	00100100100011011	58	29/2
110885	0x1b125	10100100100011011	82	41/2
110889	0x1b129	10010100100011011	90	45/2
110890	0x1b12a	01010100100011011	74	37/2
110893	0x1b12d	10110100100011011	106	53/2
110894	0x1b12e	01110100100011011	90	45/2
110895	0x1b12f	11110100100011011	122	61/2
110898	0x1b132	01001100100011011	70	35/2
110899	0x1b133	11001100100011011	98	49/2
110901	0x1b135	10101100100011011	102	51/2
110903	0x1b137	11101100100011011	118	59/2
110904	0x1b138	00011100100011011	82	41/2
110905	0x1b139	10011100100011011	110	55/2
110906	0x1b13a	01011100100011011	94	47/2
110909	0x1b13d	10111100100011011	130	65/2
110910	0x1b13e	01111100100011011	114	57/2
110912	0x1b140	00000010100011011	70	35/2
110915	0x1b143	11000010100011011	114	57/2
110921	0x1b149	10010010100011011	126	63/2
110923	0x1b14b	11010010100011011	146	73/2
110927	0x1b14f	11110010100011011	170	85/2
110932	0x1b154	00101010100011011	114	57/2
110935	0x1b157	11101010100011011	166	83/2
110937	0x1b159	10011010100011011	154	77/2
110940	0x1b15c	00111010100011011	146	73/2
110948	0x1b164	00100110100011011	70	35/2
110951	0x1b167	11100110100011011	114	57/2
110952	0x1b168	00010110100011011	78	39/2
110956	0x1b16c	00110110100011011	94	47/2
110974	0x1b17e	01111110100011011	138	69/2
110975	0x1b17f	11111110100011011	174	87/2
110977	0x1b181	10000001100011011	102	51/2
110979	0x1b183	11000001100011011	118	59/2
110980	0x1b184	00100001100011011	94	47/2
110981	0x1b185	10100001100011011	122	61/2
110984	0x1b188	00010001100011011	102	51/2
110987	0x1b18b	11010001100011011	150	75/2
110988	0x1b18c	00110001100011011	122	61/2
110989	0x1b18d	10110001100011011	154	77/2
110991	0x1b18f	11110001100011011	174	87/2
110997	0x1b195	10101001100011011	150	75/2
111005	0x1b19d	10111001100011011	186	93/2
111010	0x1b1a2	01000101100011011	74	37/2
111011	0x1b1a3	11000101100011011	102	51/2
111012	0x1b1a4	00100101100011011	78	39/2
111014	0x1b1a6	01100101100011011	90	45/2
111018	0x1b1aa	01010101100011011	98	49/2
111020	0x1b1ac	00110101100011011	102	51/2
111023	0x1b1af	11110101100011011	150	75/2
111026	0x1b1b2	01001101100011011	94	47/2
111033	0x1b1b9	10011101100011011	138	69/2
111034	0x1b1ba	01011101100011011	122	61/2
111048	0x1b1c8	00010011100011011	122	61/2
111049	0x1b1c9	10010011100011011	154	77/2
111053	0x1b1cd	10110011100011011	178	89/2
111055	0x1b1cf	11110011100011011	202	101/2
111056	0x1b1d0	00001011100011011	118	59/2
111059	0x1b1d3	11001011100011011	170	85/2
111060	0x1b1d4	00101011100011011	142	71/2
111062	0x1b1d6	01101011100011011	162	81/2
111063	0x1b1d7	11101011100011011	198	99/2
111065	0x1b1d9	10011011100011011	186	93/2
111067	0x1b1db	11011011100011011	210	105/2
111069	0x1b1dd	10111011100011011	214	107/2
111073	0x1b1e1	10000111100011011	102	51/2
111074	0x1b1e2	01000111100011011	90	45/2
111080	0x1b1e8	00010111100011011	102	51/2
111082	0x1b1ea	01010111100011011	118	59/2
111087	0x1b1ef	11110111100011011	174	87/2
111088	0x1b1f0	00001111100011011	98	49/2
111089	0x1b1f1	10001111100011011	126	63/2
111090	0x1b1f2	01001111100011011	114	57/2
111091	0x1b1f3	11001111100011011	146	73/2
111098	0x1b1fa	01011111100011011	146	73/2
111104	0x1b200	00000000010011011	30	15/2
111106	0x1b202	01000000010011011	38	19/2
111110	0x1b206	01100000010011011	50	25/2
111111	0x1b207	11100000010011011	74	37/2
111113	0x1b209	10010000010011011	66	33/2
111114	0x1b20a	01010000010011011	54	27/2
111120	0x1b210	00001000010011011	42	21/2
111121	0x1b211	10001000010011011	62	31/2
111125	0x1b215	10101000010011011	78	39/2
111127	0x1b217	11101000010011011	94	47/2
111134	0x1b21e	01111000010011011	90	45/2
111138	0x1b222	01000100010011011	34	17/2
111139	0x1b223	11000100010011011	54	27/2
111144	0x1b228	00010100010011011	38	19/2
111145	0x1b229	10010100010011011	58	29/2
111146	0x1b22a	01010100010011011	46	23/2
111147	0x1b22b	11010100010011011	70	35/2
111148	0x1b22c	00110100010011011	46	23/2
111151	0x1b22f	11110100010011011	82	41/2
111153	0x1b231	10001100010011011	54	27/2
111155	0x1b233	11001100010011011	66	33/2
111156	0x1b234	00101100010011011	46	23/2
111160	0x1b238	00011100010011011	50	25/2
111163	0x1b23b	11011100010011011	86	43/2
111166	0x1b23e	01111100010011011	74	37/2
111168	0x1b240	00000010010011011	42	21/2
111170	0x1b242	01000010010011011	54	27/2
111172	0x1b244	00100010010011011	54	27/2
111180	0x1b24c	00110010010011011	74	37/2
111184	0x1b250	00001010010011011	58	29/2
111187	0x1b253	11001010010011011	98	49/2
111188	0x1b254	00101010010011011	74	37/2
111189	0x1b255	10101010010011011	98	49/2
111190	0x1b256	01101010010011011	90	45/2
111193	0x1b259	10011010010011011	106	53/2
111196	0x1b25c	00111010010011011	98	49/2
111197	0x1b25d	10111010010011011	126	63/2
111201	0x1b261	10000110010011011	54	27/2
111202	0x1b262	01000110010011011	46	23/2
111208	0x1b268	00010110010011011	50	25/2
111221	0x1b275	10101110010011011	82	41/2
111222	0x1b276	01101110010011011	74	37/2
111224	0x1b278	00011110010011011	66	33/2
111225	0x1b279	10011110010011011	90	45/2
111236	0x1b284	00100001010011011	54	27/2
111238	0x1b286	01100001010011011	66	33/2
111247	0x1b28f	11110001010011011	118	59/2
111248	0x1b290	00001001010011011	58	29/2
111250	0x1b292	01001001010011011	70	35/2
111257	0x1b299	10011001010011011	106	53/2
111258	0x1b29a	01011001010011011	94	47/2
111263	0x1b29f	11111001010011011	146	73/2
111264	0x1b2a0	00000101010011011	38	19/2
111266	0x1b2a2	01000101010011011	46	23/2
111269	0x1b2a5	10100101010011011	66	33/2
111273	0x1b2a9	10010101010011011	74	37/2
111274	0x1b2aa	01010101010011011	62	31/2
111279	0x1b2af	11110101010011011	102	51/2
111281	0x1b2b1	10001101010011011	70	35/2
111292	0x1b2bc	00111101010011011	82	41/2
111295	0x1b2bf	11111101010011011	126	63/2
111300	0x1b2c4	00100011010011011	70	35/2
111303	0x1b2c7	11100011010011011	114	57/2
111306	0x1b2ca	01010011010011011	94	47/2
111308	0x1b2cc	00110011010011011	94	47/2
111309	0x1b2cd	10110011010011011	122	61/2
111316	0x1b2d4	00101011010011011	94	47/2
111319	0x1b2d7	11101011010011011	142	71/2
111320	0x1b2d8	00011011010011011	102	51/2
111321	0x1b2d9	10011011010011011	130	65/2
111326	0x1b2de	01111011010011011	142	71/2
111332	0x1b2e4	00100111010011011	58	29/2
111335	0x1b2e7	11100111010011011	98	49/2
111336	0x1b2e8	00010111010011011	66	33/2
111337	0x1b2e9	10010111010011011	90	45/2
111342	0x1b2ee	01110111010011011	94	47/2
111345	0x1b2f1	10001111010011011	86	43/2
111346	0x1b2f2	01001111010011011	78	39/2
111350	0x1b2f6	01101111010011011	94	47/2
111351	0x1b2f7	11101111010011011	122	61/2
111354	0x1b2fa	01011111010011011	102	51/2
111361	0x1b301	10000000110011011	66	33/2
111363	0x1b303	11000000110011011	78	39/2
111364	0x1b304	00100000110011011	58	29/2
111365	0x1b305	10100000110011011	82	41/2
111368	0x1b308	00010000110011011	62	31/2
111372	0x1b30c	00110000110011011	78	39/2
111373	0x1b30d	10110000110011011	106	53/2
111374	0x1b30e	01110000110011011	90	45/2
111380	0x1b314	00101000110011011	78	39/2
111382	0x1b316	01101000110011011	90	45/2
111384	0x1b318	00011000110011011	82	41/2
111385	0x1b319	10011000110011011	110	55/2
111397	0x1b325	10100100110011011	70	35/2
111405	0x1b32d	10110100110011011	90	45/2
111408	0x1b330	00001100110011011	50	25/2
111410	0x1b332	01001100110011011	58	29/2
111417	0x1b339	10011100110011011	94	47/2
111429	0x1b345	10100010110011011	98	49/2
111430	0x1b346	01100010110011011	86	43/2
111432	0x1b348	00010010110011011	78	39/2
111441	0x1b351	10001010110011011	102	51/2
111442	0x1b352	01001010110011011	90	45/2
111454	0x1b35e	01111010110011011	142	71/2
111455	0x1b35f	11111010110011011	178	89/2
111456	0x1b360	00000110110011011	46	23/2
111459	0x1b363	11000110110011011	82	41/2
111460	0x1b364	00100110110011011	58	29/2
111461	0x1b365	10100110110011011	82	41/2
111462	0x1b366	01100110110011011	70	35/2
111463	0x1b367	11100110110011011	98	49/2
111472	0x1b370	00001110110011011	62	31/2
111473	0x1b371	10001110110011011	86	43/2
111474	0x1b372	01001110110011011	74	37/2
111475	0x1b373	11001110110011011	102	51/2
111482	0x1b37a	01011110110011011	98	49/2
111490	0x1b382	01000001110011011	70	35/2
111491	0x1b383	11000001110011011	98	49/2
111493	0x1b385	10100001110011011	102	51/2
111495	0x1b387	11100001110011011	118	59/2
111496	0x1b388	00010001110011011	82	41/2
111497	0x1b389	10010001110011011	110	55/2
111499	0x1b38b	11010001110011011	126	63/2
111502	0x1b38e	01110001110011011	114	57/2
111505	0x1b391	10001001110011011	106	53/2
111507	0x1b393	11001001110011011	122	61/2
111510	0x1b396	01101001110011011	114	57/2
111511	0x1b397	11101001110011011	146	73/2
111512	0x1b398	00011001110011011	106	53/2
111515	0x1b39b	11011001110011011	154	77/2
111521	0x1b3a1	10000101110011011	74	37/2
111523	0x1b3a3	11000101110011011	86	43/2
111526	0x1b3a6	01100101110011011	74	37/2
111527	0x1b3a7	11100101110011011	102	51/2
111528	0x1b3a8	00010101110011011	70	35/2
111531	0x1b3ab	11010101110011011	110	55/2
111538	0x1b3b2	01001101110011011	78	39/2
111539	0x1b3b3	11001101110011011	106	53/2
111541	0x1b3b5	10101101110011011	110	55/2
111544	0x1b3b8	00011101110011011	90	45/2
111545	0x1b3b9	10011101110011011	118	59/2
111546	0x1b3ba	01011101110011011	102	51/2
111547	0x1b3bb	11011101110011011	134	67/2
111549	0x1b3bd	10111101110011011	138	69/2
111552	0x1b3c0	00000011110011011	74	37/2
111555	0x1b3c3	11000011110011011	118	59/2
111561	0x1b3c9	10010011110011011	130	65/2
111563	0x1b3cb	11010011110011011	150	75/2
111566	0x1b3ce	01110011110011011	138	69/2
111567	0x1b3cf	11110011110011011	174	87/2
111568	0x1b3d0	00001011110011011	98	49/2
111569	0x1b3d1	10001011110011011	126	63/2
111570	0x1b3d2	01001011110011011	114	57/2
111571	0x1b3d3	11001011110011011	146	73/2
111574	0x1b3d6	01101011110011011	138	69/2
111578	0x1b3da	01011011110011011	146	73/2
111579	0x1b3db	11011011110011011	182	91/2
111583	0x1b3df	11111011110011011	210	105/2
111584	0x1b3e0	00000111110011011	62	31/2
111585	0x1b3e1	10000111110011011	86	43/2
111586	0x1b3e2	01000111110011011	74	37/2
111587	0x1b3e3	11000111110011011	102	51/2
111594	0x1b3ea	01010111110011011	98	49/2
111595	0x1b3eb	11010111110011011	130	65/2
111597	0x1b3ed	10110111110011011	130	65/2
111599	0x1b3ef	11110111110011011	150	75/2
111600	0x1b3f0	00001111110011011	82	41/2
111603	0x1b3f3	11001111110011011	126	63/2
111609	0x1b3f9	10011111110011011	138	69/2
111611	0x1b3fb	11011111110011011	158	79/2
111618	0x1b402	01000000001011011	66	33/2
111621	0x1b405	10100000001011011	94	47/2
111625	0x1b409	10010000001011011	102	51/2
111626	0x1b40a	01010000001011011	90	45/2
111628	0x1b40c	00110000001011011	94	47/2
111633	0x1b411	10001000001011011	94	47/2
111636	0x1b414	00101000001011011	90	45/2
111638	0x1b416	01101000001011011	106	53/2
111644	0x1b41c	00111000001011011	118	59/2
111647	0x1b41f	11111000001011011	170	85/2
111653	0x1b425	10100100001011011	78	39/2
111655	0x1b427	11100100001011011	94	47/2
111658	0x1b42a	01010100001011011	74	37/2
111661	0x1b42d	10110100001011011	102	51/2
111662	0x1b42e	01110100001011011	90	45/2
111665	0x1b431	10001100001011011	78	39/2
111667	0x1b433	11001100001011011	94	47/2
111670	0x1b436	01101100001011011	86	43/2
111671	0x1b437	11101100001011011	114	57/2
111681	0x1b441	10000010001011011	94	47/2
111682	0x1b442	01000010001011011	86	43/2
111683	0x1b443	11000010001011011	114	57/2
111686	0x1b446	01100010001011011	106	53/2
111690	0x1b44a	01010010001011011	114	57/2
111691	0x1b44b	11010010001011011	146	73/2
111695	0x1b44f	11110010001011011	170	85/2
111699	0x1b453	11001010001011011	138	69/2
111705	0x1b459	10011010001011011	150	75/2
111707	0x1b45b	11011010001011011	174	87/2
111710	0x1b45e	01111010001011011	166	83/2
111711	0x1b45f	11111010001011011	202	101/2
111717	0x1b465	10100110001011011	94	47/2
111719	0x1b467	11100110001011011	114	57/2
111724	0x1b46c	00110110001011011	94	47/2
111735	0x1b477	11101110001011011	138	69/2
111740	0x1b47c	00111110001011011	118	59/2
111742	0x1b47e	01111110001011011	138	69/2
111757	0x1b48d	10110001001011011	150	75/2
111758	0x1b48e	01110001001011011	138	69/2
111766	0x1b496	01101001001011011	134	67/2
111767	0x1b497	11101001001011011	166	83/2
111769	0x1b499	10011001001011011	154	77/2
111770	0x1b49a	01011001001011011	142	71/2
111782	0x1b4a6	01100101001011011	90	45/2
111783	0x1b4a7	11100101001011011	118	59/2
111793	0x1b4b1	10001101001011011	102	51/2
111797	0x1b4b5	10101101001011011	122	61/2
111799	0x1b4b7	11101101001011011	142	71/2
111805	0x1b4bd	10111101001011011	154	77/2
111806	0x1b4be	01111101001011011	142	71/2
111809	0x1b4c1	10000011001011011	118	59/2
111810	0x1b4c2	01000011001011011	110	55/2
111818	0x1b4ca	01010011001011011	142	71/2
111822	0x1b4ce	01110011001011011	166	83/2
111823	0x1b4cf	11110011001011011	202	101/2
111829	0x1b4d5	10101011001011011	170	85/2
111830	0x1b4d6	01101011001011011	162	81/2
111832	0x1b4d8	00011011001011011	150	75/2
111833	0x1b4d9	10011011001011011	182	91/2
111839	0x1b4df	11111011001011011	238	119/2
111845	0x1b4e5	10100111001011011	118	59/2
111846	0x1b4e6	01100111001011011	110	55/2
111853	0x1b4ed	10110111001011011	150	75/2
111855	0x1b4ef	11110111001011011	174	87/2
111857	0x1b4f1	10001111001011011	122	61/2
111858	0x1b4f2	01001111001011011	114	57/2
111866	0x1b4fa	01011111001011011	146	73/2
111870	0x1b4fe	01111111001011011	170	85/2
111871	0x1b4ff	11111111001011011	206	103/2
111890	0x1b512	01001000101011011	110	55/2
111891	0x1b513	11001000101011011	142	71/2
111895	0x1b517	11101000101011011	170	85/2
111897	0x1b519	10011000101011011	158	79/2
111898	0x1b51a	01011000101011011	142	71/2
111899	0x1b51b	11011000101011011	178	89/2
111902	0x1b51e	01111000101011011	170	85/2
111910	0x1b526	01100100101011011	90	45/2
111919	0x1b52f	11110100101011011	150	75/2
111922	0x1b532	01001100101011011	90	45/2
111924	0x1b534	00101100101011011	98	49/2
111925	0x1b535	10101100101011011	126	63/2
111929	0x1b539	10011100101011011	134	67/2
111930	0x1b53a	01011100101011011	118	59/2
111934	0x1b53e	01111100101011011	142	71/2
111935	0x1b53f	11111100101011011	178	89/2
111940	0x1b544	00100010101011011	114	57/2
111943	0x1b547	11100010101011011	166	83/2
111948	0x1b54c	00110010101011011	146	73/2
111950	0x1b54e	01110010101011011	166	83/2
111953	0x1b551	10001010101011011	146	73/2
111954	0x1b552	01001010101011011	134	67/2
111956	0x1b554	00101010101011011	142	71/2
111957	0x1b555	10101010101011011	174	87/2
111958	0x1b556	01101010101011011	162	81/2
111959	0x1b557	11101010101011011	198	99/2
111960	0x1b558	00011010101011011	150	75/2
111962	0x1b55a	01011010101011011	170	85/2
111964	0x1b55c	00111010101011011	178	89/2
111965	0x1b55d	10111010101011011	214	107/2
111983	0x1b56f	11110110101011011	174	87/2
111986	0x1b572	01001110101011011	110	55/2
111989	0x1b575	10101110101011011	146	73/2
111990	0x1b576	01101110101011011	134	67/2
111994	0x1b57a	01011110101011011	142	71/2
111995	0x1b57b	11011110101011011	178	89/2
111997	0x1b57d	10111110101011011	182	91/2
111999	0x1b57f	11111110101011011	206	103/2
112002	0x1b582	01000001101011011	114	57/2
112003	0x1b583	11000001101011011	146	73/2
112004	0x1b584	00100001101011011	122	61/2
112009	0x1b589	10010001101011011	162	81/2
112010	0x1b58a	01010001101011011	146	73/2
112019	0x1b593	11001001101011011	174	87/2
112027	0x1b59b	11011001101011011	214	107/2
112029	0x1b59d	10111001101011011	222	111/2
112030	0x1b59e	01111001101011011	206	103/2
112031	0x1b59f	11111001101011011	246	123/2
112033	0x1b5a1	10000101101011011	110	55/2
112036	0x1b5a4	00100101101011011	102	51/2
112037	0x1b5a5	10100101101011011	130	65/2
112045	0x1b5ad	10110101101011011	162	81/2
112046	0x1b5ae	01110101101011011	146	73/2
112050	0x1b5b2	01001101101011011	118	59/2
112051	0x1b5b3	11001101101011011	150	75/2
112052	0x1b5b4	00101101101011011	126	63/2
112054	0x1b5b6	01101101101011011	142	71/2
112057	0x1b5b9	10011101101011011	166	83/2
112058	0x1b5ba	01011101101011011	150	75/2
112063	0x1b5bf	11111101101011011	214	107/2
112068	0x1b5c4	00100011101011011	142	71/2
112069	0x1b5c5	10100011101011011	174	87/2
112070	0x1b5c6	01100011101011011	162	81/2
112071	0x1b5c7	11100011101011011	198	99/2
112076	0x1b5cc	00110011101011011	178	89/2
112080	0x1b5d0	00001011101011011	146	73/2
112081	0x1b5d1	10001011101011011	178	89/2
112082	0x1b5d2	01001011101011011	166	83/2
112083	0x1b5d3	11001011101011011	202	101/2
112084	0x1b5d4	00101011101011011	174	87/2
112087	0x1b5d7	11101011101011011	234	117/2
112098	0x1b5e2	01000111101011011	114	57/2
112106	0x1b5ea	01010111101011011	146	73/2
112107	0x1b5eb	11010111101011011	182	91/2
112108	0x1b5ec	00110111101011011	150	75/2
112116	0x1b5f4	00101111101011011	146	73/2
112117	0x1b5f5	10101111101011011	178	89/2
112118	0x1b5f6	01101111101011011	166	83/2
112119	0x1b5f7	11101111101011011	202	101/2
112125	0x1b5fd	10111111101011011	218	109/2
112141	0x1b60d	10110000011011011	102	51/2
112145	0x1b611	10001000011011011	78	39/2
112147	0x1b613	11001000011011011	94	47/2
112148	0x1b614	00101000011011011	74	37/2
112158	0x1b61e	01111000011011011	114	57/2
112165	0x1b625	10100100011011011	66	33/2
112175	0x1b62f	11110100011011011	102	51/2
112176	0x1b630	00001100011011011	46	23/2
112189	0x1b63d	10111100011011011	106	53/2
112190	0x1b63e	01111100011011011	94	47/2
112193	0x1b641	10000010011011011	78	39/2
112194	0x1b642	01000010011011011	70	35/2
112200	0x1b648	00010010011011011	78	39/2
112209	0x1b651	10001010011011011	98	49/2
112211	0x1b653	11001010011011011	118	59/2
112212	0x1b654	00101010011011011	94	47/2
112220	0x1b65c	00111010011011011	122	61/2
112222	0x1b65e	01111010011011011	142	71/2
112227	0x1b663	11000110011011011	82	41/2
112228	0x1b664	00100110011011011	58	29/2
112231	0x1b667	11100110011011011	98	49/2
112241	0x1b671	10001110011011011	82	41/2
112250	0x1b67a	01011110011011011	98	49/2
112254	0x1b67e	01111110011011011	118	59/2
112255	0x1b67f	11111110011011011	150	75/2
112256	0x1b680	00000001011011011	58	29/2
112258	0x1b682	01000001011011011	70	35/2
112260	0x1b684	00100001011011011	74	37/2
112266	0x1b68a	01010001011011011	94	47/2
112270	0x1b68e	01110001011011011	114	57/2
112274	0x1b692	01001001011011011	90	45/2
112275	0x1b693	11001001011011011	118	59/2
112280	0x1b698	00011001011011011	102	51/2
112281	0x1b699	10011001011011011	130	65/2
112282	0x1b69a	01011001011011011	118	59/2
112283	0x1b69b	11011001011011011	150	75/2
112286	0x1b69e	01111001011011011	142	71/2
112292	0x1b6a4	00100101011011011	62	31/2
112294	0x1b6a6	01100101011011011	74	37/2
112303	0x1b6af	11110101011011011	126	63/2
112305	0x1b6b1	10001101011011011	86	43/2
112307	0x1b6b3	11001101011011011	102	51/2
112310	0x1b6b6	01101101011011011	94	47/2
112311	0x1b6b7	11101101011011011	122	61/2
112312	0x1b6b8	00011101011011011	86	43/2
112315	0x1b6bb	11011101011011011	130	65/2
112322	0x1b6c2	01000011011011011	90	45/2
112323	0x1b6c3	11000011011011011	118	59/2
112330	0x1b6ca	01010011011011011	118	59/2
112331	0x1b6cb	11010011011011011	150	75/2
112335	0x1b6cf	11110011011011011	174	87/2
112337	0x1b6d1	10001011011011011	122	61/2
112338	0x1b6d2	01001011011011011	114	57/2
112340	0x1b6d4	00101011011011011	118	59/2
112342	0x1b6d6	01101011011011011	138	69/2
112343	0x1b6d7	11101011011011011	170	85/2
112344	0x1b6d8	00011011011011011	126	63/2
112355	0x1b6e3	11000111011011011	102	51/2
112363	0x1b6eb	11010111011011011	130	65/2
112366	0x1b6ee	01110111011011011	118	59/2
112367	0x1b6ef	11110111011011011	150	75/2
112372	0x1b6f4	00101111011011011	98	49/2
