mask	hex	bit_vector	representative_norm	half_representative_norm
59113	0x0e6e9	10010111011001110	46	23/2
59114	0x0e6ea	01010111011001110	42	21/2
59115	0x0e6eb	11010111011001110	62	31/2
59116	0x0e6ec	00110111011001110	42	21/2
59119	0x0e6ef	11110111011001110	78	39/2
59126	0x0e6f6	01101111011001110	58	29/2
59129	0x0e6f9	10011111011001110	62	31/2
59130	0x0e6fa	01011111011001110	58	29/2
59145	0x0e709	10010000111001110	50	25/2
59147	0x0e70b	11010000111001110	62	31/2
59156	0x0e714	00101000111001110	50	25/2
59159	0x0e717	11101000111001110	82	41/2
59160	0x0e718	00011000111001110	46	23/2
59161	0x0e719	10011000111001110	66	33/2
59171	0x0e723	11000100111001110	38	19/2
59178	0x0e72a	01010100111001110	30	15/2
59179	0x0e72b	11010100111001110	50	25/2
59181	0x0e72d	10110100111001110	54	27/2
59183	0x0e72f	11110100111001110	66	33/2
59191	0x0e737	11101100111001110	66	33/2
59197	0x0e73d	10111100111001110	70	35/2
59202	0x0e742	01000010111001110	38	19/2
59203	0x0e743	11000010111001110	58	29/2
59205	0x0e745	10100010111001110	62	31/2
59207	0x0e747	11100010111001110	78	39/2
59209	0x0e749	10010010111001110	62	31/2
59211	0x0e74b	11010010111001110	78	39/2
59218	0x0e752	01001010111001110	54	27/2
59225	0x0e759	10011010111001110	82	41/2
59226	0x0e75a	01011010111001110	74	37/2
59231	0x0e75f	11111010111001110	126	63/2
59233	0x0e761	10000110111001110	34	17/2
59240	0x0e768	00010110111001110	30	15/2
59243	0x0e76b	11010110111001110	62	31/2
59260	0x0e77c	00111110111001110	62	31/2
59263	0x0e77f	11111110111001110	102	51/2
59264	0x0e780	00000001111001110	30	15/2
59265	0x0e781	10000001111001110	46	23/2
59266	0x0e782	01000001111001110	38	19/2
59267	0x0e783	11000001111001110	58	29/2
59268	0x0e784	00100001111001110	46	23/2
59271	0x0e787	11100001111001110	78	39/2
59275	0x0e78b	11010001111001110	78	39/2
59282	0x0e792	01001001111001110	54	27/2
59288	0x0e798	00011001111001110	62	31/2
59295	0x0e79f	11111001111001110	126	63/2
59310	0x0e7ae	01110101111001110	58	29/2
59311	0x0e7af	11110101111001110	82	41/2
59313	0x0e7b1	10001101111001110	50	25/2
59316	0x0e7b4	00101101111001110	50	25/2
59319	0x0e7b7	11101101111001110	82	41/2
59328	0x0e7c0	00000011111001110	38	19/2
59330	0x0e7c2	01000011111001110	50	25/2
59334	0x0e7c6	01100011111001110	70	35/2
59335	0x0e7c7	11100011111001110	94	47/2
59337	0x0e7c9	10010011111001110	78	39/2
59338	0x0e7ca	01010011111001110	70	35/2
59348	0x0e7d4	00101011111001110	78	39/2
59350	0x0e7d6	01101011111001110	94	47/2
59353	0x0e7d9	10011011111001110	102	51/2
59354	0x0e7da	01011011111001110	94	47/2
59359	0x0e7df	11111011111001110	150	75/2
59362	0x0e7e2	01000111111001110	38	19/2
59363	0x0e7e3	11000111111001110	58	29/2
59364	0x0e7e4	00100111111001110	42	21/2
59368	0x0e7e8	00010111111001110	42	21/2
59369	0x0e7e9	10010111111001110	62	31/2
59371	0x0e7eb	11010111111001110	78	39/2
59372	0x0e7ec	00110111111001110	58	29/2
59375	0x0e7ef	11110111111001110	98	49/2
59378	0x0e7f2	01001111111001110	54	27/2
59382	0x0e7f6	01101111111001110	74	37/2
59383	0x0e7f7	11101111111001110	98	49/2
59385	0x0e7f9	10011111111001110	82	41/2
59397	0x0e805	10100000000101110	42	21/2
59398	0x0e806	01100000000101110	38	19/2
59400	0x0e808	00010000000101110	26	13/2
59401	0x0e809	10010000000101110	42	21/2
59407	0x0e80f	11110000000101110	74	37/2
59408	0x0e810	00001000000101110	26	13/2
59411	0x0e813	11001000000101110	54	27/2
59413	0x0e815	10101000000101110	58	29/2
59414	0x0e816	01101000000101110	54	27/2
59415	0x0e817	11101000000101110	74	37/2
59417	0x0e819	10011000000101110	58	29/2
59419	0x0e81b	11011000000101110	74	37/2
59432	0x0e828	00010100000101110	18	9/2
59434	0x0e82a	01010100000101110	26	13/2
59438	0x0e82e	01110100000101110	38	19/2
59439	0x0e82f	11110100000101110	58	29/2
59444	0x0e834	00101100000101110	30	15/2
59451	0x0e83b	11011100000101110	58	29/2
59456	0x0e840	00000010000101110	22	11/2
59458	0x0e842	01000010000101110	34	17/2
59463	0x0e847	11100010000101110	70	35/2
59465	0x0e849	10010010000101110	54	27/2
59466	0x0e84a	01010010000101110	50	25/2
59474	0x0e852	01001010000101110	50	25/2
59476	0x0e854	00101010000101110	54	27/2
59478	0x0e856	01101010000101110	70	35/2
59480	0x0e858	00011010000101110	54	27/2
59481	0x0e859	10011010000101110	74	37/2
59482	0x0e85a	01011010000101110	70	35/2
59483	0x0e85b	11011010000101110	94	47/2
59489	0x0e861	10000110000101110	26	13/2
59493	0x0e865	10100110000101110	38	19/2
59495	0x0e867	11100110000101110	54	27/2
59508	0x0e874	00101110000101110	38	19/2
59515	0x0e87b	11011110000101110	74	37/2
59516	0x0e87c	00111110000101110	54	27/2
59517	0x0e87d	10111110000101110	74	37/2
59518	0x0e87e	01111110000101110	70	35/2
59519	0x0e87f	11111110000101110	94	47/2
59524	0x0e884	00100001000101110	38	19/2
59526	0x0e886	01100001000101110	50	25/2
59536	0x0e890	00001001000101110	38	19/2
59537	0x0e891	10001001000101110	54	27/2
59539	0x0e893	11001001000101110	70	35/2
59541	0x0e895	10101001000101110	74	37/2
59546	0x0e89a	01011001000101110	70	35/2
59547	0x0e89b	11011001000101110	94	47/2
59551	0x0e89f	11111001000101110	118	59/2
59553	0x0e8a1	10000101000101110	30	15/2
59557	0x0e8a5	10100101000101110	42	21/2
59572	0x0e8b4	00101101000101110	42	21/2
59573	0x0e8b5	10101101000101110	58	29/2
59576	0x0e8b8	00011101000101110	42	21/2
59578	0x0e8ba	01011101000101110	54	27/2
59580	0x0e8bc	00111101000101110	58	29/2
59581	0x0e8bd	10111101000101110	78	39/2
59589	0x0e8c5	10100011000101110	66	33/2
59591	0x0e8c7	11100011000101110	86	43/2
59592	0x0e8c8	00010011000101110	50	25/2
59593	0x0e8c9	10010011000101110	70	35/2
59594	0x0e8ca	01010011000101110	66	33/2
59595	0x0e8cb	11010011000101110	90	45/2
59600	0x0e8d0	00001011000101110	50	25/2
59602	0x0e8d2	01001011000101110	66	33/2
59604	0x0e8d4	00101011000101110	70	35/2
59605	0x0e8d5	10101011000101110	90	45/2
59609	0x0e8d9	10011011000101110	94	47/2
59610	0x0e8da	01011011000101110	90	45/2
59612	0x0e8dc	00111011000101110	94	47/2
59613	0x0e8dd	10111011000101110	118	59/2
59614	0x0e8de	01111011000101110	114	57/2
59615	0x0e8df	11111011000101110	142	71/2
59620	0x0e8e4	00100111000101110	34	17/2
59621	0x0e8e5	10100111000101110	50	25/2
59625	0x0e8e9	10010111000101110	54	27/2
59626	0x0e8ea	01010111000101110	50	25/2
59628	0x0e8ec	00110111000101110	50	25/2
59629	0x0e8ed	10110111000101110	70	35/2
59630	0x0e8ee	01110111000101110	66	33/2
59631	0x0e8ef	11110111000101110	90	45/2
59634	0x0e8f2	01001111000101110	50	25/2
59637	0x0e8f5	10101111000101110	70	35/2
59639	0x0e8f7	11101111000101110	90	45/2
59640	0x0e8f8	00011111000101110	54	27/2
59645	0x0e8fd	10111111000101110	94	47/2
59646	0x0e8fe	01111111000101110	90	45/2
59653	0x0e905	10100000100101110	62	31/2
59654	0x0e906	01100000100101110	54	27/2
59656	0x0e908	00010000100101110	42	21/2
59657	0x0e909	10010000100101110	62	31/2
59661	0x0e90d	10110000100101110	82	41/2
59663	0x0e90f	11110000100101110	98	49/2
59667	0x0e913	11001000100101110	74	37/2
59668	0x0e914	00101000100101110	62	31/2
59669	0x0e915	10101000100101110	82	41/2
59670	0x0e916	01101000100101110	74	37/2
59671	0x0e917	11101000100101110	98	49/2
59675	0x0e91b	11011000100101110	98	49/2
59677	0x0e91d	10111000100101110	106	53/2
59688	0x0e928	00010100100101110	30	15/2
59690	0x0e92a	01010100100101110	38	19/2
59695	0x0e92f	11110100100101110	78	39/2
59699	0x0e933	11001100100101110	58	29/2
59703	0x0e937	11101100100101110	78	39/2
59707	0x0e93b	11011100100101110	78	39/2
59712	0x0e940	00000010100101110	34	17/2
59714	0x0e942	01000010100101110	46	23/2
59718	0x0e946	01100010100101110	66	33/2
59719	0x0e947	11100010100101110	90	45/2
59721	0x0e949	10010010100101110	74	37/2
59722	0x0e94a	01010010100101110	66	33/2
59731	0x0e953	11001010100101110	90	45/2
59737	0x0e959	10011010100101110	98	49/2
59738	0x0e95a	01011010100101110	90	45/2
59739	0x0e95b	11011010100101110	118	59/2
59743	0x0e95f	11111010100101110	146	73/2
59744	0x0e960	00000110100101110	22	11/2
59745	0x0e961	10000110100101110	38	19/2
59749	0x0e965	10100110100101110	54	27/2
59751	0x0e967	11100110100101110	70	35/2
59757	0x0e96d	10110110100101110	74	37/2
59761	0x0e971	10001110100101110	54	27/2
59763	0x0e973	11001110100101110	70	35/2
59764	0x0e974	00101110100101110	54	27/2
59765	0x0e975	10101110100101110	74	37/2
59768	0x0e978	00011110100101110	54	27/2
59771	0x0e97b	11011110100101110	94	47/2
59773	0x0e97d	10111110100101110	98	49/2
59775	0x0e97f	11111110100101110	118	59/2
59777	0x0e981	10000001100101110	58	29/2
59778	0x0e982	01000001100101110	50	25/2
59780	0x0e984	00100001100101110	58	29/2
59781	0x0e985	10100001100101110	78	39/2
59782	0x0e986	01100001100101110	70	35/2
59783	0x0e987	11100001100101110	94	47/2
59784	0x0e988	00010001100101110	58	29/2
59788	0x0e98c	00110001100101110	78	39/2
59792	0x0e990	00001001100101110	58	29/2
59797	0x0e995	10101001100101110	102	51/2
59798	0x0e996	01101001100101110	94	47/2
59803	0x0e99b	11011001100101110	122	61/2
59805	0x0e99d	10111001100101110	130	65/2
59807	0x0e99f	11111001100101110	150	75/2
59808	0x0e9a0	00000101100101110	30	15/2
59813	0x0e9a5	10100101100101110	62	31/2
59814	0x0e9a6	01100101100101110	54	27/2
59821	0x0e9ad	10110101100101110	82	41/2
59823	0x0e9af	11110101100101110	98	49/2
59828	0x0e9b4	00101101100101110	62	31/2
59832	0x0e9b8	00011101100101110	62	31/2
59834	0x0e9ba	01011101100101110	74	37/2
59836	0x0e9bc	00111101100101110	82	41/2
59837	0x0e9bd	10111101100101110	106	53/2
59842	0x0e9c2	01000011100101110	62	31/2
59843	0x0e9c3	11000011100101110	86	43/2
59847	0x0e9c7	11100011100101110	110	55/2
59848	0x0e9c8	00010011100101110	70	35/2
59850	0x0e9ca	01010011100101110	86	43/2
59854	0x0e9ce	01110011100101110	110	55/2
59858	0x0e9d2	01001011100101110	86	43/2
59860	0x0e9d4	00101011100101110	94	47/2
59861	0x0e9d5	10101011100101110	118	59/2
59865	0x0e9d9	10011011100101110	122	61/2
59874	0x0e9e2	01000111100101110	46	23/2
59876	0x0e9e4	00100111100101110	50	25/2
59877	0x0e9e5	10100111100101110	70	35/2
59881	0x0e9e9	10010111100101110	74	37/2
59884	0x0e9ec	00110111100101110	70	35/2
59887	0x0e9ef	11110111100101110	114	57/2
59893	0x0e9f5	10101111100101110	94	47/2
59897	0x0e9f9	10011111100101110	98	49/2
59901	0x0e9fd	10111111100101110	122	61/2
59905	0x0ea01	10000000010101110	22	11/2
59909	0x0ea05	10100000010101110	34	17/2
59912	0x0ea08	00010000010101110	18	9/2
59914	0x0ea0a	01010000010101110	26	13/2
59916	0x0ea0c	00110000010101110	30	15/2
59917	0x0ea0d	10110000010101110	46	23/2
59924	0x0ea14	00101000010101110	34	17/2
59928	0x0ea18	00011000010101110	30	15/2
59929	0x0ea19	10011000010101110	46	23/2
59940	0x0ea24	00100100010101110	18	9/2
59944	0x0ea28	00010100010101110	14	7/2
59945	0x0ea29	10010100010101110	26	13/2
59948	0x0ea2c	00110100010101110	22	11/2
59953	0x0ea31	10001100010101110	26	13/2
59956	0x0ea34	00101100010101110	26	13/2
59957	0x0ea35	10101100010101110	38	19/2
59960	0x0ea38	00011100010101110	22	11/2
59970	0x0ea42	01000010010101110	26	13/2
59971	0x0ea43	11000010010101110	42	21/2
59973	0x0ea45	10100010010101110	42	21/2
59975	0x0ea47	11100010010101110	58	29/2
59976	0x0ea48	00010010010101110	26	13/2
59977	0x0ea49	10010010010101110	42	21/2
59978	0x0ea4a	01010010010101110	38	19/2
59979	0x0ea4b	11010010010101110	58	29/2
59985	0x0ea51	10001010010101110	42	21/2
59987	0x0ea53	11001010010101110	58	29/2
59992	0x0ea58	00011010010101110	42	21/2
59995	0x0ea5b	11011010010101110	78	39/2
60001	0x0ea61	10000110010101110	22	11/2
60003	0x0ea63	11000110010101110	34	17/2
60007	0x0ea67	11100110010101110	46	23/2
60008	0x0ea68	00010110010101110	18	9/2
60011	0x0ea6b	11010110010101110	46	23/2
60019	0x0ea73	11001110010101110	46	23/2
60024	0x0ea78	00011110010101110	30	15/2
60025	0x0ea79	10011110010101110	46	23/2
60026	0x0ea7a	01011110010101110	42	21/2
60027	0x0ea7b	11011110010101110	62	31/2
60037	0x0ea85	10100001010101110	42	21/2
60038	0x0ea86	01100001010101110	38	19/2
60040	0x0ea88	00010001010101110	26	13/2
60041	0x0ea89	10010001010101110	42	21/2
60050	0x0ea92	01001001010101110	38	19/2
60058	0x0ea9a	01011001010101110	54	27/2
60062	0x0ea9e	01111001010101110	74	37/2
60063	0x0ea9f	11111001010101110	98	49/2
60064	0x0eaa0	00000101010101110	14	7/2
60067	0x0eaa3	11000101010101110	34	17/2
60068	0x0eaa4	00100101010101110	22	11/2
60069	0x0eaa5	10100101010101110	34	17/2
60070	0x0eaa6	01100101010101110	30	15/2
60071	0x0eaa7	11100101010101110	46	23/2
60073	0x0eaa9	10010101010101110	34	17/2
60076	0x0eaac	00110101010101110	30	15/2
60077	0x0eaad	10110101010101110	46	23/2
60080	0x0eab0	00001101010101110	22	11/2
60082	0x0eab2	01001101010101110	30	15/2
60083	0x0eab3	11001101010101110	46	23/2
60084	0x0eab4	00101101010101110	34	17/2
60090	0x0eaba	01011101010101110	42	21/2
60091	0x0eabb	11011101010101110	62	31/2
60092	0x0eabc	00111101010101110	46	23/2
60096	0x0eac0	00000011010101110	22	11/2
60098	0x0eac2	01000011010101110	34	17/2
60103	0x0eac7	11100011010101110	70	35/2
60105	0x0eac9	10010011010101110	54	27/2
60106	0x0eaca	01010011010101110	50	25/2
60113	0x0ead1	10001011010101110	54	27/2
60117	0x0ead5	10101011010101110	74	37/2
60119	0x0ead7	11101011010101110	94	47/2
60130	0x0eae2	01000111010101110	26	13/2
60132	0x0eae4	00100111010101110	26	13/2
60134	0x0eae6	01100111010101110	38	19/2
60136	0x0eae8	00010111010101110	26	13/2
60137	0x0eae9	10010111010101110	42	21/2
60138	0x0eaea	01010111010101110	38	19/2
60139	0x0eaeb	11010111010101110	58	29/2
60140	0x0eaec	00110111010101110	38	19/2
60143	0x0eaef	11110111010101110	74	37/2
60148	0x0eaf4	00101111010101110	42	21/2
60155	0x0eafb	11011111010101110	78	39/2
60156	0x0eafc	00111111010101110	58	29/2
60157	0x0eafd	10111111010101110	78	39/2
60158	0x0eafe	01111111010101110	74	37/2
60159	0x0eaff	11111111010101110	98	49/2
60161	0x0eb01	10000000110101110	34	17/2
60162	0x0eb02	01000000110101110	26	13/2
60164	0x0eb04	00100000110101110	34	17/2
60165	0x0eb05	10100000110101110	50	25/2
60166	0x0eb06	01100000110101110	42	21/2
60167	0x0eb07	11100000110101110	62	31/2
60168	0x0eb08	00010000110101110	30	15/2
60170	0x0eb0a	01010000110101110	38	19/2
60172	0x0eb0c	00110000110101110	46	23/2
60173	0x0eb0d	10110000110101110	66	33/2
60180	0x0eb14	00101000110101110	50	25/2
60183	0x0eb17	11101000110101110	82	41/2
60185	0x0eb19	10011000110101110	66	33/2
60196	0x0eb24	00100100110101110	26	13/2
60199	0x0eb27	11100100110101110	50	25/2
60200	0x0eb28	00010100110101110	22	11/2
60201	0x0eb29	10010100110101110	38	19/2
60209	0x0eb31	10001100110101110	38	19/2
60210	0x0eb32	01001100110101110	30	15/2
60213	0x0eb35	10101100110101110	54	27/2
60226	0x0eb42	01000010110101110	34	17/2
60227	0x0eb43	11000010110101110	54	27/2
60229	0x0eb45	10100010110101110	58	29/2
60231	0x0eb47	11100010110101110	74	37/2
60232	0x0eb48	00010010110101110	38	19/2
60233	0x0eb49	10010010110101110	58	29/2
60237	0x0eb4d	10110010110101110	78	39/2
60241	0x0eb51	10001010110101110	58	29/2
60248	0x0eb58	00011010110101110	58	29/2
60251	0x0eb5b	11011010110101110	98	49/2
60257	0x0eb61	10000110110101110	30	15/2
60264	0x0eb68	00010110110101110	26	13/2
60267	0x0eb6b	11010110110101110	58	29/2
60280	0x0eb78	00011110110101110	42	21/2
60281	0x0eb79	10011110110101110	62	31/2
60285	0x0eb7d	10111110110101110	82	41/2
60293	0x0eb85	10100001110101110	62	31/2
60294	0x0eb86	01100001110101110	54	27/2
60297	0x0eb89	10010001110101110	62	31/2
60301	0x0eb8d	10110001110101110	82	41/2
60303	0x0eb8f	11110001110101110	98	49/2
60314	0x0eb9a	01011001110101110	74	37/2
60319	0x0eb9f	11111001110101110	126	63/2
60320	0x0eba0	00000101110101110	22	11/2
60323	0x0eba3	11000101110101110	46	23/2
60324	0x0eba4	00100101110101110	34	17/2
60325	0x0eba5	10100101110101110	50	25/2
60326	0x0eba6	01100101110101110	42	21/2
60327	0x0eba7	11100101110101110	62	31/2
60329	0x0eba9	10010101110101110	50	25/2
60331	0x0ebab	11010101110101110	62	31/2
60333	0x0ebad	10110101110101110	66	33/2
60336	0x0ebb0	00001101110101110	34	17/2
60337	0x0ebb1	10001101110101110	50	25/2
60338	0x0ebb2	01001101110101110	42	21/2
60339	0x0ebb3	11001101110101110	62	31/2
60340	0x0ebb4	00101101110101110	50	25/2
60343	0x0ebb7	11101101110101110	82	41/2
60346	0x0ebba	01011101110101110	58	29/2
60347	0x0ebbb	11011101110101110	82	41/2
60352	0x0ebc0	00000011110101110	34	17/2
60354	0x0ebc2	01000011110101110	46	23/2
60358	0x0ebc6	01100011110101110	66	33/2
60359	0x0ebc7	11100011110101110	90	45/2
60361	0x0ebc9	10010011110101110	74	37/2
60362	0x0ebca	01010011110101110	66	33/2
60368	0x0ebd0	00001011110101110	54	27/2
60369	0x0ebd1	10001011110101110	74	37/2
60373	0x0ebd5	10101011110101110	98	49/2
60375	0x0ebd7	11101011110101110	118	59/2
60381	0x0ebdd	10111011110101110	126	63/2
60386	0x0ebe2	01000111110101110	34	17/2
60387	0x0ebe3	11000111110101110	54	27/2
60388	0x0ebe4	00100111110101110	38	19/2
60392	0x0ebe8	00010111110101110	38	19/2
60393	0x0ebe9	10010111110101110	58	29/2
60395	0x0ebeb	11010111110101110	74	37/2
60396	0x0ebec	00110111110101110	54	27/2
60399	0x0ebef	11110111110101110	94	47/2
60401	0x0ebf1	10001111110101110	58	29/2
60403	0x0ebf3	11001111110101110	74	37/2
60404	0x0ebf4	00101111110101110	58	29/2
60405	0x0ebf5	10101111110101110	78	39/2
60408	0x0ebf8	00011111110101110	58	29/2
60411	0x0ebfb	11011111110101110	98	49/2
60413	0x0ebfd	10111111110101110	102	51/2
60415	0x0ebff	11111111110101110	122	61/2
60426	0x0ec0a	01010000001101110	54	27/2
60430	0x0ec0e	01110000001101110	74	37/2
60431	0x0ec0f	11110000001101110	98	49/2
60456	0x0ec28	00010100001101110	30	15/2
60457	0x0ec29	10010100001101110	46	23/2
60482	0x0ec42	01000010001101110	50	25/2
60484	0x0ec44	00100010001101110	54	27/2
60486	0x0ec46	01100010001101110	70	35/2
60488	0x0ec48	00010010001101110	54	27/2
60489	0x0ec49	10010010001101110	74	37/2
60490	0x0ec4a	01010010001101110	70	35/2
60491	0x0ec4b	11010010001101110	94	47/2
60509	0x0ec5d	10111010001101110	122	61/2
60513	0x0ec61	10000110001101110	38	19/2
60515	0x0ec63	11000110001101110	54	27/2
60520	0x0ec68	00010110001101110	38	19/2
60523	0x0ec6b	11010110001101110	74	37/2
60527	0x0ec6f	11110110001101110	94	47/2
60530	0x0ec72	01001110001101110	50	25/2
60532	0x0ec74	00101110001101110	54	27/2
60534	0x0ec76	01101110001101110	70	35/2
60536	0x0ec78	00011110001101110	54	27/2
60537	0x0ec79	10011110001101110	74	37/2
60538	0x0ec7a	01011110001101110	70	35/2
60539	0x0ec7b	11011110001101110	94	47/2
60548	0x0ec84	00100001001101110	58	29/2
60551	0x0ec87	11100001001101110	94	47/2
60558	0x0ec8e	01110001001101110	94	47/2
60562	0x0ec92	01001001001101110	70	35/2
60565	0x0ec95	10101001001101110	98	49/2
60567	0x0ec97	11101001001101110	118	59/2
60568	0x0ec98	00011001001101110	78	39/2
60570	0x0ec9a	01011001001101110	94	47/2
60579	0x0eca3	11000101001101110	58	29/2
60585	0x0eca9	10010101001101110	62	31/2
60590	0x0ecae	01110101001101110	74	37/2
60591	0x0ecaf	11110101001101110	98	49/2
60594	0x0ecb2	01001101001101110	54	27/2
60598	0x0ecb6	01101101001101110	74	37/2
60602	0x0ecba	01011101001101110	74	37/2
60603	0x0ecbb	11011101001101110	98	49/2
60605	0x0ecbd	10111101001101110	102	51/2
60607	0x0ecbf	11111101001101110	122	61/2
60612	0x0ecc4	00100011001101110	70	35/2
60617	0x0ecc9	10010011001101110	94	47/2
60618	0x0ecca	01010011001101110	90	45/2
60620	0x0eccc	00110011001101110	94	47/2
60621	0x0eccd	10110011001101110	118	59/2
60622	0x0ecce	01110011001101110	114	57/2
60623	0x0eccf	11110011001101110	142	71/2
60625	0x0ecd1	10001011001101110	90	45/2
60628	0x0ecd4	00101011001101110	94	47/2
60630	0x0ecd6	01101011001101110	114	57/2
60643	0x0ece3	11000111001101110	70	35/2
60649	0x0ece9	10010111001101110	74	37/2
60662	0x0ecf6	01101111001101110	90	45/2
60673	0x0ed01	10000000101101110	62	31/2
60674	0x0ed02	01000000101101110	54	27/2
60680	0x0ed08	00010000101101110	62	31/2
60682	0x0ed0a	01010000101101110	74	37/2
60686	0x0ed0e	01110000101101110	98	49/2
60693	0x0ed15	10101000101101110	106	53/2
60694	0x0ed16	01101000101101110	98	49/2
60697	0x0ed19	10011000101101110	106	53/2
60709	0x0ed25	10100100101101110	66	33/2
60710	0x0ed26	01100100101101110	58	29/2
60712	0x0ed28	00010100101101110	46	23/2
60713	0x0ed29	10010100101101110	66	33/2
60717	0x0ed2d	10110100101101110	86	43/2
60719	0x0ed2f	11110100101101110	102	51/2
60721	0x0ed31	10001100101101110	62	31/2
60722	0x0ed32	01001100101101110	54	27/2
60728	0x0ed38	00011100101101110	62	31/2
60730	0x0ed3a	01011100101101110	74	37/2
60738	0x0ed42	01000010101101110	66	33/2
60739	0x0ed43	11000010101101110	90	45/2
60742	0x0ed46	01100010101101110	90	45/2
60745	0x0ed49	10010010101101110	98	49/2
60751	0x0ed4f	11110010101101110	146	73/2
60757	0x0ed55	10101010101101110	122	61/2
60763	0x0ed5b	11011010101101110	146	73/2
60764	0x0ed5c	00111010101101110	126	63/2
60769	0x0ed61	10000110101101110	54	27/2
60772	0x0ed64	00100110101101110	54	27/2
60773	0x0ed65	10100110101101110	74	37/2
60776	0x0ed68	00010110101101110	54	27/2
60783	0x0ed6f	11110110101101110	118	59/2
60786	0x0ed72	01001110101101110	66	33/2
60787	0x0ed73	11001110101101110	90	45/2
60793	0x0ed79	10011110101101110	98	49/2
60794	0x0ed7a	01011110101101110	90	45/2
60795	0x0ed7b	11011110101101110	118	59/2
60799	0x0ed7f	11111110101101110	146	73/2
60807	0x0ed87	11100001101101110	122	61/2
60809	0x0ed89	10010001101101110	106	53/2
60820	0x0ed94	00101001101101110	106	53/2
60829	0x0ed9d	10111001101101110	162	81/2
60841	0x0eda9	10010101101101110	86	43/2
60843	0x0edab	11010101101101110	102	51/2
60846	0x0edae	01110101101101110	98	49/2
60847	0x0edaf	11110101101101110	126	63/2
60849	0x0edb1	10001101101101110	82	41/2
60858	0x0edba	01011101101101110	98	49/2
60866	0x0edc2	01000011101101110	86	43/2
60868	0x0edc4	00100011101101110	94	47/2
60869	0x0edc5	10100011101101110	118	59/2
60873	0x0edc9	10010011101101110	122	61/2
60874	0x0edca	01010011101101110	114	57/2
60879	0x0edcf	11110011101101110	174	87/2
60886	0x0edd6	01101011101101110	142	71/2
60895	0x0eddf	11111011101101110	210	105/2
60901	0x0ede5	10100111101101110	94	47/2
60903	0x0ede7	11100111101101110	114	57/2
60905	0x0ede9	10010111101101110	98	49/2
60909	0x0eded	10110111101101110	122	61/2
60913	0x0edf1	10001111101101110	94	47/2
60915	0x0edf3	11001111101101110	114	57/2
60932	0x0ee04	00100000011101110	34	17/2
60935	0x0ee07	11100000011101110	62	31/2
60936	0x0ee08	00010000011101110	30	15/2
60937	0x0ee09	10010000011101110	46	23/2
60940	0x0ee0c	00110000011101110	46	23/2
60944	0x0ee10	00001000011101110	30	15/2
60947	0x0ee13	11001000011101110	58	29/2
60953	0x0ee19	10011000011101110	62	31/2
60961	0x0ee21	10000100011101110	26	13/2
60964	0x0ee24	00100100011101110	26	13/2
60967	0x0ee27	11100100011101110	50	25/2
60968	0x0ee28	00010100011101110	22	11/2
60970	0x0ee2a	01010100011101110	30	15/2
60976	0x0ee30	00001100011101110	22	11/2
60977	0x0ee31	10001100011101110	34	17/2
60979	0x0ee33	11001100011101110	46	23/2
60981	0x0ee35	10101100011101110	50	25/2
60992	0x0ee40	00000010011101110	26	13/2
60994	0x0ee42	01000010011101110	38	19/2
60996	0x0ee44	00100010011101110	42	21/2
61007	0x0ee4f	11110010011101110	98	49/2
61010	0x0ee52	01001010011101110	54	27/2
61013	0x0ee55	10101010011101110	78	39/2
61016	0x0ee58	00011010011101110	58	29/2
61017	0x0ee59	10011010011101110	78	39/2
61018	0x0ee5a	01011010011101110	74	37/2
61019	0x0ee5b	11011010011101110	98	49/2
61024	0x0ee60	00000110011101110	18	9/2
61025	0x0ee61	10000110011101110	30	15/2
61041	0x0ee71	10001110011101110	42	21/2
61043	0x0ee73	11001110011101110	58	29/2
61048	0x0ee78	00011110011101110	42	21/2
61051	0x0ee7b	11011110011101110	78	39/2
61074	0x0ee92	01001001011101110	54	27/2
61075	0x0ee93	11001001011101110	74	37/2
61076	0x0ee94	00101001011101110	62	31/2
61082	0x0ee9a	01011001011101110	74	37/2
61083	0x0ee9b	11011001011101110	98	49/2
61089	0x0eea1	10000101011101110	34	17/2
61091	0x0eea3	11000101011101110	46	23/2
61092	0x0eea4	00100101011101110	34	17/2
61095	0x0eea7	11100101011101110	62	31/2
61102	0x0eeae	01110101011101110	58	29/2
61105	0x0eeb1	10001101011101110	46	23/2
61106	0x0eeb2	01001101011101110	42	21/2
61112	0x0eeb8	00011101011101110	46	23/2
61122	0x0eec2	01000011011101110	50	25/2
61124	0x0eec4	00100011011101110	54	27/2
61126	0x0eec6	01100011011101110	70	35/2
61128	0x0eec8	00010011011101110	54	27/2
61129	0x0eec9	10010011011101110	74	37/2
61130	0x0eeca	01010011011101110	70	35/2
61131	0x0eecb	11010011011101110	94	47/2
61132	0x0eecc	00110011011101110	74	37/2
61135	0x0eecf	11110011011101110	118	59/2
61142	0x0eed6	01101011011101110	94	47/2
61145	0x0eed9	10011011011101110	98	49/2
61146	0x0eeda	01011011011101110	94	47/2
61170	0x0eef2	01001111011101110	54	27/2
61171	0x0eef3	11001111011101110	74	37/2
61172	0x0eef4	00101111011101110	58	29/2
61174	0x0eef6	01101111011101110	74	37/2
61176	0x0eef8	00011111011101110	58	29/2
61177	0x0eef9	10011111011101110	78	39/2
61178	0x0eefa	01011111011101110	74	37/2
61179	0x0eefb	11011111011101110	98	49/2
