rank	mask	hex	multiplicity	witness
20888	15589	0x03ce5	20	1 0 -1 0 0 1 1 -1 0 0 1 1 -1 -1 0 0 0
20889	15602	0x03cf2	20	2 1 2 2 5 -7 -11 3 -4 2 -1 -7 -1 5 -4 -2 -4
20890	15617	0x03d01	20	1 0 0 0 2 0 -2 0 -1 0 1 -1 -1 1 -2 0 -2
20891	15620	0x03d04	20	2 -2 -1 -2 2 2 2 -2 -1 -2 3 1 1 -3 0 0 0
20892	15634	0x03d12	20	2 -1 0 0 1 2 2 -2 -1 -2 1 1 1 -3 0 0 0
20893	15643	0x03d1b	20	1 1 2 3 3 -4 -8 2 -3 2 -1 -5 -1 3 -4 0 -4
20894	15645	0x03d1d	20	1 0 1 1 3 -2 -4 0 -3 0 1 -3 -1 1 -2 0 -2
20895	15682	0x03d42	20	2 -1 0 0 2 0 -1 0 -1 0 1 -1 -1 -1 -2 0 -2
20896	15712	0x03d60	20	0 0 0 0 2 1 -1 -2 -1 -2 1 -1 1 -1 0 0 0
20897	15746	0x03d82	20	2 1 2 2 4 -6 -10 3 -3 2 -1 -7 -1 5 -4 -2 -4
20898	15769	0x03d99	20	1 0 0 1 1 0 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
20899	15778	0x03da2	20	2 -1 0 0 2 -1 -2 1 -1 2 1 -1 -1 1 -2 0 -2
20900	15785	0x03da9	20	1 0 0 1 2 -1 -4 1 -1 0 1 -3 -1 1 -2 0 -2
20901	15793	0x03db1	20	1 0 0 0 1 -1 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
20902	15796	0x03db4	20	0 0 1 0 1 -1 -2 1 -1 0 -1 -1 1 1 0 0 0
20903	15799	0x03db7	20	1 -1 -1 0 -1 1 2 -1 1 0 1 1 -1 -1 0 0 0
20904	15801	0x03db9	20	1 0 0 1 1 -1 -2 -1 -1 0 1 -1 -1 -1 -2 0 0
20905	15808	0x03dc0	20	2 0 0 0 4 -2 -5 1 -3 0 1 -3 -1 1 -2 0 -2
20906	15825	0x03dd1	20	1 0 0 0 1 0 -1 -1 -1 0 1 -1 -1 -1 -2 0 0
20907	15827	0x03dd3	20	1 1 2 2 5 -6 -11 3 -3 2 -1 -7 -1 5 -4 -2 -4
20908	15830	0x03dd6	20	2 -1 1 0 1 0 -1 -1 -1 0 1 -1 -1 -1 -2 0 0
20909	15834	0x03dda	20	2 -1 0 1 3 -2 -5 1 -3 0 1 -3 -1 1 -2 0 -2
20910	15849	0x03de9	20	1 0 0 1 2 -1 -3 1 -1 0 1 -3 -1 1 -2 0 -2
20911	15855	0x03def	20	1 1 1 1 2 -3 -5 1 -1 0 -1 -3 -1 3 -2 -2 -2
20912	15864	0x03df8	20	2 0 0 1 3 -3 -5 1 -3 0 1 -3 -1 1 -2 0 -2
20913	15882	0x03e0a	20	0 1 0 1 2 -2 -4 0 0 1 1 -3 -1 1 -2 0 -2
20914	15905	0x03e21	20	1 0 0 0 2 -1 -2 0 0 1 1 -1 -1 1 -2 0 -2
20915	15920	0x03e30	20	0 0 0 0 1 -1 -2 0 0 1 1 -1 -1 1 -2 0 -2
20916	15943	0x03e47	20	1 1 1 2 2 -2 -5 0 -2 1 1 -3 -1 1 -2 0 -2
20917	15962	0x03e5a	20	2 -1 0 -1 1 -2 -1 0 0 -1 -1 -1 1 1 0 -2 -2
20918	15964	0x03e5c	20	2 0 1 1 3 -2 -5 0 -2 1 1 -3 -1 1 -2 0 -2
20919	15974	0x03e66	20	2 -1 1 0 2 -1 -3 0 -2 1 1 -1 -1 1 -2 0 -2
20920	16049	0x03eb1	20	1 0 0 0 3 -3 -4 1 -2 1 1 -3 -1 1 -2 0 -2
20921	16056	0x03eb8	20	2 0 0 1 3 -1 -4 1 -2 1 1 -3 -1 1 -2 0 -2
20922	16082	0x03ed2	20	2 1 2 2 5 -6 -11 3 -4 1 -1 -7 -1 5 -4 -2 -4
20923	16097	0x03ee1	20	1 0 2 2 4 -3 -7 1 -4 1 1 -5 -1 1 -4 0 -2
20924	16105	0x03ee9	20	1 0 0 1 2 -3 -5 1 -2 1 1 -3 -1 1 -2 0 -2
20925	16132	0x03f04	20	0 0 1 2 2 -2 -4 0 -1 1 1 -3 -1 1 -2 0 -2
20926	16180	0x03f34	20	0 0 1 2 3 -1 -4 0 -1 1 1 -3 -1 1 -2 0 -2
20927	16193	0x03f41	20	1 0 0 0 2 -2 -3 0 -1 1 1 -1 -1 1 -2 0 -2
20928	16198	0x03f46	20	0 1 1 2 2 -2 -5 0 -1 1 1 -3 -1 1 -2 0 -2
20929	16216	0x03f58	20	2 -2 0 -1 1 2 3 -2 -1 -3 1 1 1 -3 0 0 0
20930	16224	0x03f60	20	2 0 0 0 2 -1 -3 0 -1 1 1 -1 -1 1 -2 0 -2
20931	16228	0x03f64	20	0 0 1 2 2 -1 -3 0 -1 1 1 -3 -1 1 -2 0 -2
20932	16232	0x03f68	20	0 0 0 1 2 -1 -3 0 -1 1 1 -1 -1 1 -2 0 -2
20933	16249	0x03f79	20	1 0 0 1 3 -1 -3 0 -1 1 1 -3 -1 1 -2 0 -2
20934	16260	0x03f84	20	0 0 1 0 0 -2 -2 1 -1 1 -1 -1 1 1 0 0 0
20935	16264	0x03f88	20	0 0 0 1 2 -2 -4 1 -1 1 1 -3 -1 1 -2 0 -2
20936	16271	0x03f8f	20	1 1 1 1 2 -4 -6 1 -1 1 -1 -3 -1 3 -2 -2 -2
20937	16300	0x03fac	20	0 0 1 1 0 -1 -2 1 -1 1 -1 -1 1 1 0 0 0
20938	16314	0x03fba	20	0 1 0 1 1 -3 -4 1 1 1 -1 -3 -1 3 -2 -2 -2
20939	16328	0x03fc8	20	0 0 0 1 2 -2 -3 1 -1 1 1 -3 -1 1 -2 0 -2
20940	16369	0x03ff1	20	1 0 2 2 3 -3 -7 1 -3 1 1 -5 -1 1 -4 0 -2
20941	16407	0x04017	20	1 -1 -1 0 1 0 0 0 0 0 0 0 0 0 -1 0 -2
20942	16441	0x04039	20	1 0 0 1 1 -1 -2 0 0 0 0 -2 0 0 -1 0 -2
20943	16491	0x0406b	20	1 -1 2 1 2 -1 -3 0 -2 0 0 -2 0 0 -3 0 -2
20944	16495	0x0406f	20	1 -1 1 1 2 -1 -3 0 -2 0 0 -2 0 0 -3 0 -2
20945	16498	0x04072	20	2 -1 0 0 3 -1 -3 0 -2 0 2 -2 0 0 -1 0 -2
20946	16546	0x040a2	20	0 1 2 2 2 -3 -6 1 -2 2 0 -4 -2 2 -3 0 -2
20947	16549	0x040a5	20	1 -2 -1 -2 -2 3 6 -1 0 -2 0 4 2 -2 3 0 2
20948	16562	0x040b2	20	0 1 2 2 3 -3 -6 1 -2 2 0 -4 -2 2 -3 0 -2
20949	16566	0x040b6	20	0 1 1 2 3 -3 -6 1 -2 2 0 -4 -2 2 -3 0 -2
20950	16569	0x040b9	20	1 0 0 -1 1 -3 -2 1 0 0 0 -2 0 2 -1 -2 -2
20951	16581	0x040c5	20	1 -2 -1 -2 -2 2 5 -1 0 -2 0 4 2 -2 3 0 2
20952	16599	0x040d7	20	1 1 1 2 3 -4 -7 1 -2 2 0 -4 -2 2 -3 0 -2
20953	16607	0x040df	20	1 -1 -1 -1 1 0 1 -1 0 0 2 0 0 -2 -1 0 0
20954	16609	0x040e1	20	1 0 2 2 2 -3 -5 1 -2 2 0 -4 -2 2 -3 0 -2
20955	16630	0x040f6	20	0 1 1 2 1 -3 -5 1 0 2 0 -4 -2 2 -3 0 -2
20956	16639	0x040ff	20	1 1 1 3 3 -3 -7 1 -2 2 0 -4 -2 2 -3 0 -2
20957	16666	0x0411a	20	2 -1 0 -1 1 0 0 0 -1 0 0 0 0 0 -1 0 -2
20958	16682	0x0412a	20	2 -1 0 -1 2 1 0 -2 -1 -2 2 0 0 -2 -1 0 0
20959	16695	0x04137	20	1 -1 1 2 1 -1 -2 0 -1 0 0 -2 0 0 -1 0 -2
20960	16753	0x04171	20	1 0 0 0 1 -1 -1 0 -1 0 0 0 0 0 -1 0 -2
20961	16770	0x04182	20	0 1 2 2 2 -2 -6 1 -1 2 0 -4 -2 2 -3 0 -2
20962	16773	0x04185	20	1 0 1 0 2 -2 -4 1 -1 2 0 -2 -2 2 -3 0 -2
20963	16774	0x04186	20	0 1 1 2 2 -4 -6 1 -1 2 0 -4 -2 2 -3 0 -2
20964	16789	0x04195	20	1 0 1 2 1 -2 -4 1 -1 2 0 -2 -2 2 -3 0 -2
20965	16791	0x04197	20	1 1 1 2 3 -2 -6 1 -1 2 0 -4 -2 2 -3 0 -2
20966	16838	0x041c6	20	0 1 1 2 2 -2 -5 1 -1 2 0 -4 -2 2 -3 0 -2
20967	16842	0x041ca	20	0 1 2 3 2 -2 -5 1 -1 2 0 -4 -2 2 -3 0 -2
20968	16845	0x041cd	20	1 0 1 1 2 -2 -5 1 -1 2 0 -2 -2 2 -3 0 -2
20969	16866	0x041e2	20	0 1 2 2 2 -3 -5 1 -1 2 0 -4 -2 2 -3 0 -2
20970	16867	0x041e3	20	1 1 2 2 4 -5 -9 3 -3 2 0 -6 -2 4 -3 0 -4
20971	16871	0x041e7	20	1 1 1 2 2 -3 -5 1 -1 2 0 -4 -2 2 -3 0 -2
20972	16885	0x041f5	20	1 -2 -1 -2 -3 3 7 -1 1 -2 0 4 2 -4 3 0 2
20973	16888	0x041f8	20	0 2 2 3 3 -5 -9 3 -1 2 -2 -6 -2 6 -3 -2 -4
20974	16891	0x041fb	20	1 1 2 3 3 -3 -7 1 -3 2 0 -4 -2 2 -3 0 -2
20975	16907	0x0420b	20	1 -1 0 -1 0 2 2 -2 0 -1 2 2 0 -2 -1 0 0
20976	16919	0x04217	20	1 -1 -1 -2 1 2 2 -2 0 -1 2 2 0 -2 -1 0 0
20977	16965	0x04245	20	1 0 1 2 2 0 -3 0 -2 -1 0 -2 0 0 -1 0 -2
20978	16982	0x04256	20	2 -1 1 0 1 0 -1 0 -2 -1 0 0 0 0 -1 0 -2
20979	16986	0x0425a	20	2 -1 0 -1 1 2 1 -2 0 -1 2 0 0 -2 -1 0 0
20980	16999	0x04267	20	1 -1 1 2 2 -1 -3 0 -2 -1 0 -2 0 0 -1 0 -2
20981	17023	0x0427f	20	1 -1 -1 -1 1 1 1 -2 0 -1 2 0 0 -2 -1 0 0
20982	17025	0x04281	20	1 0 2 2 2 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -2
20983	17046	0x04296	20	0 1 1 2 3 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -2
20984	17051	0x0429b	20	1 1 2 1 3 -2 -6 1 -2 1 0 -4 -2 2 -3 0 -2
20985	17067	0x042ab	20	1 1 2 3 4 -5 -10 3 -4 3 0 -6 -2 4 -5 0 -4
20986	17073	0x042b1	20	1 0 2 2 3 -3 -6 1 -2 1 0 -4 -2 2 -3 0 -2
20987	17081	0x042b9	20	1 0 2 1 3 -3 -6 1 -2 1 0 -4 -2 2 -3 0 -2
20988	17090	0x042c2	20	0 1 2 2 2 -2 -5 1 -2 1 0 -4 -2 2 -3 0 -2
20989	17091	0x042c3	20	1 1 2 2 2 -2 -5 1 -2 1 0 -4 -2 2 -3 0 -2
20990	17109	0x042d5	20	1 0 1 2 3 -2 -5 1 -2 1 0 -4 -2 2 -3 0 -2
20991	17125	0x042e5	20	1 0 1 2 2 -3 -5 1 -2 1 0 -4 -2 2 -3 0 -2
20992	17142	0x042f6	20	0 1 1 2 3 -3 -7 1 -2 1 0 -4 -2 2 -3 0 -2
20993	17154	0x04302	20	2 -1 0 0 2 2 0 -2 -1 -1 2 0 0 -2 -1 0 0
20994	17188	0x04324	20	0 0 1 2 2 -1 -4 0 -1 1 0 -2 0 2 -1 0 -2
20995	17193	0x04329	20	1 0 0 -1 2 1 0 -2 -1 -1 2 0 0 -2 -1 0 0
20996	17207	0x04337	20	1 -1 1 0 1 1 0 -2 -1 -1 2 0 0 -2 -1 0 0
20997	17223	0x04347	20	1 -1 -1 -2 0 2 3 -2 1 -1 2 2 0 -2 -1 0 0
20998	17229	0x0434d	20	1 0 1 1 2 0 -3 0 -1 -1 0 -2 0 0 -1 0 -2
20999	17231	0x0434f	20	1 -1 -1 -1 0 2 3 -2 1 -1 2 2 0 -2 1 0 0
21000	17237	0x04355	20	1 -2 -1 -2 -1 2 5 -2 1 -1 0 4 2 -2 1 0 0
21001	17239	0x04357	20	1 -1 1 0 1 2 1 -2 -1 -1 2 0 0 -2 -1 0 0
21002	17257	0x04369	20	1 0 0 1 2 -1 -3 0 -1 -1 0 -2 0 0 -1 0 -2
21003	17258	0x0436a	20	2 -1 0 -1 2 1 1 -2 -1 -1 2 0 0 -2 -1 0 0
21004	17269	0x04375	20	1 -2 -1 -2 -1 3 5 -2 1 -1 0 4 2 -2 1 0 0
21005	17284	0x04384	20	0 2 1 2 2 -2 -6 1 -1 1 0 -4 -2 2 -3 0 -2
21006	17296	0x04390	20	2 0 2 2 3 -2 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21007	17297	0x04391	20	1 0 2 2 3 -2 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21008	17299	0x04393	20	1 1 2 2 3 -2 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21009	17300	0x04394	20	0 2 1 2 3 -2 -6 1 -1 1 0 -4 -2 2 -3 0 -2
21010	17303	0x04397	20	1 1 1 2 3 -2 -6 1 -1 1 0 -4 -2 2 -3 0 -2
21011	17315	0x043a3	20	1 1 2 2 4 -5 -10 3 -3 3 0 -6 -2 4 -5 0 -4
21012	17319	0x043a7	20	1 1 1 2 2 -3 -6 1 -1 1 0 -4 -2 2 -3 0 -2
21013	17328	0x043b0	20	2 0 2 2 3 -3 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21014	17333	0x043b5	20	1 0 1 2 3 -3 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21015	17334	0x043b6	20	0 1 1 2 3 -3 -6 1 -1 1 0 -4 -2 2 -3 0 -2
21016	17335	0x043b7	20	1 1 1 2 3 -3 -6 1 -3 1 0 -4 -2 2 -3 0 -2
21017	17354	0x043ca	20	0 1 2 1 2 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
21018	17356	0x043cc	20	0 0 1 1 0 0 -1 1 -1 -1 0 -2 0 0 1 0 0
21019	17359	0x043cf	20	1 1 1 1 2 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
21020	17371	0x043db	20	1 1 2 3 3 -2 -7 1 -3 1 0 -4 -2 2 -3 0 -2
21021	17373	0x043dd	20	1 0 1 1 3 -2 -5 1 -1 1 0 -4 -2 2 -3 0 -2
21022	17382	0x043e6	20	0 1 1 2 2 -3 -5 1 -1 1 0 -4 -2 2 -3 0 -2
21023	17387	0x043eb	20	1 1 2 3 2 -3 -7 1 -3 1 0 -4 -2 2 -3 0 -2
21024	17389	0x043ed	20	1 0 1 1 2 -3 -5 1 -1 1 0 -4 -2 2 -3 0 -2
21025	17417	0x04409	20	1 0 0 1 2 0 -2 0 0 0 1 -2 0 0 -1 0 -2
21026	17442	0x04422	20	2 -1 0 0 2 1 0 -2 -2 -2 1 0 0 -2 -1 0 0
21027	17451	0x0442b	20	1 -1 0 -1 0 1 2 -2 0 0 1 2 0 -2 -1 0 0
21028	17466	0x0443a	20	2 -1 2 1 3 -1 -4 0 -4 0 1 -2 0 0 -3 0 -2
21029	17470	0x0443e	20	2 -1 1 1 3 -1 -4 0 -4 0 1 -2 0 0 -3 0 -2
21030	17475	0x04443	20	1 1 0 0 2 -2 -3 0 0 0 -1 -2 0 2 -1 -2 -2
21031	17511	0x04467	20	1 -1 1 0 2 -1 -3 0 -2 0 1 -2 0 0 -3 0 -2
21032	17546	0x0448a	20	0 1 2 3 2 -2 -6 1 -2 2 1 -4 -2 2 -3 0 -2
21033	17604	0x044c4	20	0 0 1 0 0 0 1 1 0 0 -1 0 0 0 1 0 0
21034	17643	0x044eb	20	1 1 2 3 4 -5 -9 3 -4 2 -1 -6 -2 4 -3 0 -4
21035	17656	0x044f8	20	0 2 2 3 3 -5 -9 3 -2 2 -1 -6 -2 4 -3 0 -4
21036	17662	0x044fe	20	0 1 1 3 3 -3 -7 1 -2 2 1 -4 -2 2 -3 0 -2
21037	17670	0x04506	20	2 -1 1 0 2 -2 -4 0 -3 0 1 -2 0 0 -3 0 -2
21038	17682	0x04512	20	2 -1 0 0 3 -2 -4 0 -3 0 1 -2 0 0 -3 0 -2
21039	17701	0x04525	20	1 0 1 0 2 -1 -2 0 -1 0 1 -2 0 0 -1 0 -2
21040	17721	0x04539	20	1 0 0 1 1 -1 -2 0 -1 0 1 -2 0 0 -1 0 -2
21041	17727	0x0453f	20	1 -1 1 1 3 -1 -4 0 -3 0 1 -2 0 0 -3 0 -2
21042	17780	0x04574	20	2 -2 1 0 3 -1 -3 0 -3 0 1 -2 0 0 -3 0 -2
21043	17785	0x04579	20	1 0 0 -1 1 -1 -1 0 1 0 -1 0 0 2 -1 -2 -2
21044	17793	0x04581	20	1 0 0 0 2 -2 -4 1 -1 2 1 -2 -2 2 -3 0 -2
21045	17796	0x04584	20	0 2 1 2 2 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21046	17797	0x04585	20	1 0 1 0 2 -2 -4 1 -1 2 1 -2 -2 2 -3 0 -2
21047	17806	0x0458e	20	0 1 1 3 2 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21048	17815	0x04597	20	1 1 1 2 3 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21049	17823	0x0459f	20	1 1 1 1 3 -2 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21050	17828	0x045a4	20	0 2 1 2 2 -3 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21051	17831	0x045a7	20	1 1 1 2 2 -3 -6 1 -1 2 1 -4 -2 2 -3 0 -2
21052	17835	0x045ab	20	1 -1 0 -1 0 -1 0 1 -1 -2 -1 0 2 0 1 -2 0
21053	17841	0x045b1	20	1 0 2 2 3 -3 -6 1 -3 2 1 -4 -2 2 -3 0 -2
21054	17844	0x045b4	20	2 0 1 2 3 -3 -6 1 -3 2 1 -4 -2 2 -3 0 -2
21055	17845	0x045b5	20	1 0 1 2 3 -3 -6 1 -3 2 1 -4 -2 2 -3 0 -2
21056	17854	0x045be	20	2 -1 1 1 3 -1 -4 -1 -3 0 1 -2 0 0 -3 0 -2
21057	17879	0x045d7	20	1 1 1 2 3 -4 -7 1 -3 2 1 -4 -2 2 -3 0 -2
21058	17895	0x045e7	20	1 1 1 2 4 -3 -7 1 -3 2 1 -4 -2 2 -3 0 -2
21059	17919	0x045ff	20	1 1 1 3 3 -3 -7 1 -3 2 1 -4 -2 2 -3 0 -2
21060	17943	0x04617	20	1 1 1 2 3 -2 -6 0 -2 1 1 -4 -2 2 -3 0 -2
21061	17951	0x0461f	20	1 -1 -1 -1 1 2 2 -2 0 -1 1 2 0 -2 -1 0 0
21062	17967	0x0462f	20	1 -1 -1 -1 0 1 2 -2 0 -1 1 2 0 -2 -1 0 0
21063	17992	0x04648	20	2 -2 0 -1 0 2 3 -2 0 -1 1 2 0 -2 -1 0 0
21064	17993	0x04649	20	1 -2 0 -1 0 2 3 -2 0 -1 1 2 0 -2 -1 0 0
21065	17995	0x0464b	20	1 -1 0 -1 0 2 3 -2 0 -1 1 2 0 -2 -1 0 0
21066	18001	0x04651	20	1 0 0 0 1 2 1 -2 0 -1 1 0 0 -2 -1 0 0
21067	18006	0x04656	20	2 -1 1 0 3 0 -3 0 -2 -1 1 -2 0 0 -1 0 -2
21068	18028	0x0466c	20	0 0 1 1 2 -1 -3 0 0 1 -1 -2 0 2 -1 0 -2
21069	18040	0x04678	20	2 -2 0 -1 1 3 3 -2 -2 -1 3 2 0 -4 -1 2 0
21070	18063	0x0468f	20	1 1 1 1 4 -2 -6 1 -2 1 1 -4 -2 2 -3 0 -2
21071	18065	0x04691	20	1 0 2 2 3 -2 -6 1 -2 1 1 -4 -2 2 -3 0 -2
21072	18076	0x0469c	20	2 0 1 1 3 -2 -6 1 -2 1 1 -4 -2 2 -3 0 -2
21073	18106	0x046ba	20	0 1 2 3 3 -5 -8 3 -2 3 -1 -6 -2 4 -3 0 -4
21074	18107	0x046bb	20	1 1 0 1 3 -3 -6 1 -2 1 1 -4 -2 2 -3 0 -2
21075	18113	0x046c1	20	1 0 2 2 2 -2 -5 1 -2 1 1 -4 -2 2 -3 0 -2
21076	18137	0x046d9	20	1 0 2 1 3 -2 -5 1 -2 1 1 -4 -2 2 -3 0 -2
21077	18146	0x046e2	20	2 -1 0 0 2 -3 -3 1 -2 -1 -1 -2 0 2 -1 -2 -2
21078	18177	0x04701	20	1 0 0 0 2 0 -2 0 -1 -1 1 -2 0 0 -1 0 -2
21079	18180	0x04704	20	0 0 1 2 2 -2 -4 0 -1 1 -1 -2 0 2 -1 0 -2
21080	18181	0x04705	20	1 0 1 0 2 0 -2 0 -1 -1 1 -2 0 0 -1 0 -2
21081	18193	0x04711	20	1 0 0 0 1 0 0 -2 -1 -1 1 0 0 -2 -1 0 0
21082	18194	0x04712	20	2 -1 0 0 1 0 0 -2 -1 -1 1 0 0 -2 -1 0 0
21083	18195	0x04713	20	1 -1 0 0 1 0 0 -2 -1 -1 1 0 0 -2 -1 0 0
21084	18200	0x04718	20	2 -2 0 -1 1 2 2 -2 -1 -1 1 2 0 -2 -1 0 0
21085	18228	0x04734	20	2 -2 1 0 3 -1 -2 0 -3 -1 1 -2 0 0 -1 0 -2
21086	18233	0x04739	20	1 0 0 1 1 1 0 -2 -1 -1 1 0 0 -2 -1 0 0
21087	18238	0x0473e	20	2 -1 1 1 3 -1 -4 0 -3 1 1 -2 0 0 -3 0 -2
21088	18274	0x04762	20	2 1 2 2 4 -5 -9 2 -3 1 -1 -6 0 4 -3 -2 -4
21089	18290	0x04772	20	2 -1 0 0 1 1 1 -2 -1 -1 1 0 0 -2 -1 0 0
21090	18295	0x04777	20	1 1 1 2 5 -5 -9 2 -3 1 -1 -6 0 4 -3 -2 -4
21091	18309	0x04785	20	1 0 1 2 4 -2 -6 1 -3 1 1 -4 -2 2 -3 0 -2
21092	18347	0x047ab	20	1 1 2 3 4 -5 -10 3 -3 3 -1 -6 -2 4 -5 0 -4
21093	18352	0x047b0	20	0 0 0 0 1 -3 -2 1 1 1 -1 -2 0 2 -1 -2 -2
21094	18356	0x047b4	20	2 0 1 2 3 -3 -6 1 -3 1 1 -4 -2 2 -3 0 -2
21095	18367	0x047bf	20	1 1 1 1 3 -3 -6 1 -3 1 1 -4 -2 2 -3 0 -2
21096	18381	0x047cd	20	1 0 1 1 2 -2 -5 1 -1 1 1 -4 -2 2 -3 0 -2
21097	18386	0x047d2	20	0 1 0 0 1 -2 -3 1 1 1 -1 -2 0 2 -1 -2 -2
21098	18401	0x047e1	20	1 0 2 2 2 -3 -5 3 -3 1 -1 -4 0 2 -1 0 -2
21099	18405	0x047e5	20	1 0 1 2 4 -3 -7 1 -3 1 1 -4 -2 2 -3 0 -2
21100	18408	0x047e8	20	2 0 0 -1 2 -3 -3 1 -1 -1 -1 -2 0 2 -1 -2 -2
21101	18417	0x047f1	20	1 0 2 2 3 -3 -7 1 -3 1 1 -4 -2 2 -3 0 -2
21102	18421	0x047f5	20	1 0 1 2 3 -3 -7 1 -3 1 1 -4 -2 2 -3 0 -2
21103	18434	0x04802	20	2 -1 0 0 2 0 -2 0 -2 0 2 -1 0 0 -1 0 -2
21104	18435	0x04803	20	1 -1 0 0 0 2 2 -2 0 0 2 1 0 -2 -1 0 0
21105	18439	0x04807	20	1 1 1 2 4 -4 -8 2 -2 2 0 -5 -2 4 -3 0 -4
21106	18546	0x04872	20	2 -1 0 0 3 1 -1 -2 -2 -2 2 -1 0 -2 -1 0 0
21107	18600	0x048a8	20	2 0 0 1 2 -3 -4 1 -2 0 0 -3 0 2 -1 -2 -2
21108	18631	0x048c7	20	1 1 1 2 2 -2 -5 1 -2 2 0 -3 -2 2 -3 0 -2
21109	18659	0x048e3	20	1 -1 0 0 2 1 -1 -1 -2 -2 2 -1 0 -2 -1 0 0
21110	18668	0x048ec	20	2 0 1 1 2 -3 -5 1 -2 2 0 -3 -2 2 -3 0 -2
21111	18669	0x048ed	20	1 0 1 1 2 -3 -5 1 -2 2 0 -3 -2 2 -3 0 -2
21112	18683	0x048fb	20	1 1 2 3 5 -5 -11 3 -4 2 0 -7 -2 4 -5 0 -4
21113	18698	0x0490a	20	2 -1 0 -1 2 -2 -2 0 -1 0 0 -1 0 2 -1 -2 -2
21114	18753	0x04941	20	1 0 0 0 2 -2 -3 0 -1 0 0 -1 0 2 -1 -2 -2
21115	18779	0x0495b	20	1 -1 0 -1 1 2 1 -2 -1 -2 2 1 0 -2 -1 0 0
21116	18794	0x0496a	20	2 -1 0 -1 2 -1 -1 0 -1 0 0 -1 0 0 -1 0 -2
21117	18805	0x04975	20	1 0 1 0 1 -1 -1 0 -1 0 0 -1 0 0 -1 0 -2
21118	18817	0x04981	20	1 0 2 2 4 -4 -8 3 -3 2 0 -5 -2 4 -3 0 -4
21119	18818	0x04982	20	0 1 2 2 2 -2 -6 1 -1 2 0 -3 -2 2 -3 0 -2
21120	18821	0x04985	20	1 0 1 2 2 -2 -4 1 -1 2 0 -3 -2 2 -3 0 -2
21121	18827	0x0498b	20	1 1 0 1 2 -2 -4 1 -1 0 0 -3 0 2 -1 -2 -2
21122	18858	0x049aa	20	0 1 2 3 2 -3 -6 1 -1 2 0 -5 -2 2 -3 0 -2
21123	18877	0x049bd	20	1 0 1 1 1 -3 -4 1 -1 2 0 -3 -2 2 -3 0 -2
21124	18889	0x049c9	20	1 0 2 1 2 -2 -5 1 -1 2 0 -3 -2 2 -3 0 -2
21125	18890	0x049ca	20	0 1 2 1 2 -2 -5 1 -1 2 0 -3 -2 2 -3 0 -2
21126	18933	0x049f5	20	1 0 1 2 1 -3 -5 1 -1 2 0 -3 -2 2 -3 0 -2
21127	18943	0x049ff	20	1 1 1 1 1 -3 -5 1 -1 2 0 -3 -2 2 -3 0 -2
21128	18947	0x04a03	20	1 -1 0 0 0 2 2 -2 0 -1 2 1 0 -2 -1 0 0
21129	18954	0x04a0a	20	2 -1 0 -1 0 2 2 -2 0 -1 2 1 0 -2 -1 0 0
21130	18961	0x04a11	20	1 0 0 0 1 -2 -2 0 0 1 0 -1 0 2 -1 -2 -2
21131	19015	0x04a47	20	1 -1 1 0 2 0 -1 0 -2 -1 0 -1 0 0 -1 0 -2
21132	19045	0x04a65	20	1 0 1 2 2 -1 -3 0 -2 -1 0 -3 0 0 -1 0 -2
21133	19066	0x04a7a	20	2 -1 0 -1 1 1 1 -2 -2 -1 2 1 0 -2 -1 0 0
21134	19075	0x04a83	20	1 1 2 2 2 -2 -6 1 -2 1 0 -3 -2 2 -3 0 -2
21135	19079	0x04a87	20	1 1 1 2 2 -2 -6 1 -2 1 0 -3 -2 2 -3 0 -2
21136	19081	0x04a89	20	1 0 2 1 2 -2 -4 1 -2 1 0 -3 -2 2 -3 0 -2
21137	19087	0x04a8f	20	1 -1 -1 -1 0 2 2 -1 0 -1 2 1 0 -2 -1 0 0
21138	19095	0x04a97	20	1 1 1 2 3 -2 -6 1 -2 1 0 -3 -2 2 -3 0 -2
21139	19102	0x04a9e	20	0 1 1 1 1 -2 -4 1 0 1 0 -3 -2 2 -3 0 -2
21140	19107	0x04aa3	20	1 1 2 2 2 -3 -6 1 -2 1 0 -5 -2 2 -3 0 -2
21141	19112	0x04aa8	20	2 -2 0 -1 0 1 2 -1 -2 -1 2 1 0 -2 -1 0 0
21142	19118	0x04aae	20	0 1 1 1 2 -1 -4 1 0 1 0 -3 -2 2 -3 0 -2
