rank	mask	hex	multiplicity	witness
21143	19119	0x04aaf	20	1 1 1 1 2 -3 -6 1 -2 1 0 -3 -2 2 -3 0 -2
21144	19121	0x04ab1	20	1 0 2 2 3 -3 -6 1 -2 1 0 -5 -2 2 -3 0 -2
21145	19123	0x04ab3	20	1 1 2 2 3 -3 -6 1 -2 1 0 -5 -2 2 -3 0 -2
21146	19127	0x04ab7	20	1 1 1 2 3 -3 -6 1 -2 1 0 -5 -2 2 -3 0 -2
21147	19129	0x04ab9	20	1 0 0 1 1 -1 -2 1 0 1 0 -1 -2 2 -1 0 -2
21148	19133	0x04abd	20	1 0 1 1 3 -3 -6 1 -2 1 0 -3 -2 2 -3 0 -2
21149	19143	0x04ac7	20	1 1 1 2 2 -2 -5 1 -2 1 0 -3 -2 2 -3 0 -2
21150	19160	0x04ad8	20	0 2 2 3 3 -2 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21151	19173	0x04ae5	20	1 0 1 2 2 -3 -5 1 -2 1 0 -3 -2 2 -3 0 -2
21152	19176	0x04ae8	20	0 2 2 3 2 -3 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21153	19177	0x04ae9	20	1 0 2 1 2 -3 -5 1 -2 1 0 -3 -2 2 -3 0 -2
21154	19179	0x04aeb	20	1 1 2 3 2 -3 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21155	19186	0x04af2	20	0 1 2 2 3 -3 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21156	19190	0x04af6	20	0 1 1 2 1 -3 -5 1 0 3 0 -3 -2 2 -3 0 -2
21157	19191	0x04af7	20	1 1 1 2 3 -3 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21158	19197	0x04afd	20	1 0 1 1 3 -3 -5 1 -2 1 0 -3 -2 2 -3 0 -2
21159	19198	0x04afe	20	0 1 1 3 3 -3 -7 1 -2 1 0 -5 -2 2 -3 0 -2
21160	19211	0x04b0b	20	1 -1 0 -1 0 2 2 -2 1 -1 2 1 0 -2 -1 0 0
21161	19226	0x04b1a	20	2 -1 0 -1 1 2 2 -2 -1 -1 2 1 0 -2 -1 0 0
21162	19229	0x04b1d	20	1 0 1 1 1 0 -2 0 -1 -1 0 -1 0 0 -1 0 -2
21163	19231	0x04b1f	20	1 -1 -1 -1 1 2 2 -2 1 -1 2 1 0 -2 -1 0 0
21164	19232	0x04b20	20	2 0 2 2 4 -5 -8 2 -3 1 -2 -5 0 4 -3 -2 -4
21165	19234	0x04b22	20	2 -1 0 0 2 1 0 -2 -1 -1 2 -1 0 -2 -1 0 0
21166	19235	0x04b23	20	1 -1 0 0 2 1 0 -2 -1 -1 2 -1 0 -2 -1 0 0
21167	19237	0x04b25	20	3 -2 1 0 2 -1 -2 0 -3 -1 0 -1 0 0 -1 0 -2
21168	19303	0x04b67	20	1 -1 1 0 2 1 -1 0 -1 -1 0 -1 0 0 -1 0 -2
21169	19305	0x04b69	20	1 0 0 1 2 1 -1 -2 -1 -1 2 -1 0 -2 -1 0 0
21170	19314	0x04b72	20	2 -1 0 -2 1 1 1 -2 -1 -1 2 1 0 -2 -1 0 0
21171	19317	0x04b75	20	1 0 1 2 3 -1 -5 0 -3 1 2 -3 -2 0 -3 2 -2
21172	19327	0x04b7f	20	1 -1 -1 -1 1 1 1 -2 -1 -1 2 1 0 -2 -1 0 0
21173	19334	0x04b86	20	0 1 1 2 2 -2 -6 1 -1 1 0 -3 -2 2 -3 0 -2
21174	19373	0x04bad	20	1 0 1 1 2 -1 -4 1 -1 1 0 -3 -2 2 -3 0 -2
21175	19382	0x04bb6	20	0 1 1 2 3 -3 -6 1 -1 1 0 -5 -2 2 -3 0 -2
21176	19387	0x04bbb	20	1 1 2 3 3 -3 -8 1 -3 1 0 -5 -2 2 -3 0 -2
21177	19395	0x04bc3	20	3 -1 0 0 2 0 -1 -1 -3 -1 2 -1 0 -2 -1 0 0
21178	19402	0x04bca	20	0 1 2 1 2 -2 -5 1 -1 1 0 -3 -2 2 -3 0 -2
21179	19426	0x04be2	20	0 1 2 2 2 -1 -5 1 -1 1 0 -3 -2 2 -3 0 -2
21180	19430	0x04be6	20	0 1 1 2 2 -1 -5 1 -1 1 0 -3 -2 2 -3 0 -2
21181	19437	0x04bed	20	1 0 1 1 2 -3 -5 1 -1 1 0 -3 -2 2 -3 0 -2
21182	19438	0x04bee	20	0 1 1 1 2 -3 -5 1 -1 1 0 -3 -2 2 -3 0 -2
21183	19444	0x04bf4	20	0 2 1 2 3 -3 -7 1 -1 1 0 -5 -2 2 -3 0 -2
21184	19486	0x04c1e	20	2 -1 1 1 3 -2 -4 0 -4 0 1 -3 0 0 -3 0 -2
21185	19510	0x04c36	20	2 -1 1 0 3 -1 -4 0 -2 0 1 -3 0 0 -3 0 -2
21186	19529	0x04c49	20	1 0 0 -1 2 0 -1 0 0 0 1 -1 0 0 -1 0 -2
21187	19538	0x04c52	20	0 1 0 0 1 0 -1 -2 0 0 1 -1 0 0 -1 0 0
21188	19572	0x04c74	20	2 -2 1 0 1 -1 -1 0 -2 0 1 -1 0 0 -1 0 -2
21189	19574	0x04c76	20	2 -1 1 0 3 -1 -3 0 -2 0 1 -3 0 0 -3 0 -2
21190	19581	0x04c7d	20	1 0 1 1 3 -1 -5 0 -2 0 1 -3 0 0 -3 0 -2
21191	19595	0x04c8b	20	1 1 2 3 2 -4 -8 3 -2 2 -1 -5 -2 4 -3 0 -4
21192	19599	0x04c8f	20	1 -1 -1 -1 0 0 2 -1 0 0 1 1 0 -2 -1 0 0
21193	19621	0x04ca5	20	1 0 1 2 2 -3 -6 1 -2 2 1 -3 -2 2 -3 0 -2
21194	19622	0x04ca6	20	0 1 1 2 2 -3 -6 1 -2 2 1 -3 -2 2 -3 0 -2
21195	19623	0x04ca7	20	1 1 1 2 2 -3 -6 1 -2 2 1 -3 -2 2 -3 0 -2
21196	19630	0x04cae	20	0 1 1 1 2 -1 -4 1 0 2 1 -3 -2 2 -3 0 -2
21197	19636	0x04cb4	20	0 0 1 0 -1 1 2 1 0 0 -1 1 0 0 1 0 0
21198	19645	0x04cbd	20	1 0 1 1 3 -1 -4 -1 -2 0 1 -3 0 0 -3 0 -2
21199	19657	0x04cc9	20	1 0 2 1 2 -2 -5 1 -2 2 1 -3 -2 2 -3 0 -2
21200	19663	0x04ccf	20	1 1 1 1 2 -2 -5 1 -2 2 1 -3 -2 2 -3 0 -2
21201	19669	0x04cd5	20	1 0 1 2 3 -2 -5 1 -2 2 1 -3 -2 2 -3 0 -2
21202	19685	0x04ce5	20	1 0 1 2 2 -3 -5 1 -2 2 1 -3 -2 2 -3 0 -2
21203	19687	0x04ce7	20	1 1 1 2 4 -3 -7 1 -2 2 1 -5 -2 2 -3 0 -2
21204	19699	0x04cf3	20	1 1 2 2 3 -3 -7 1 -2 2 1 -5 -2 2 -3 0 -2
21205	19705	0x04cf9	20	1 0 0 1 3 -3 -5 1 -2 2 1 -3 -2 2 -3 0 -2
21206	19706	0x04cfa	20	0 1 2 3 3 -3 -7 1 -2 2 1 -5 -2 2 -3 0 -2
21207	19708	0x04cfc	20	0 2 1 3 3 -3 -7 1 -2 2 1 -5 -2 2 -3 0 -2
21208	19717	0x04d05	20	1 0 1 0 2 0 -2 0 -1 0 1 -1 0 0 -1 0 -2
21209	19718	0x04d06	20	2 -1 1 0 4 -2 -4 0 -3 0 1 -3 0 0 -3 0 -2
21210	19727	0x04d0f	20	1 -1 1 1 2 0 -2 0 -1 0 1 -1 0 0 -1 0 -2
21211	19737	0x04d19	20	1 0 0 -1 1 -2 -2 0 1 0 -1 -1 0 2 -1 -2 -2
21212	19790	0x04d4e	20	2 -1 1 1 4 -2 -5 0 -3 0 1 -3 0 0 -3 0 -2
21213	19802	0x04d5a	20	2 -1 0 -1 1 2 1 -2 -1 -2 1 1 0 -2 -1 0 0
21214	19810	0x04d62	20	2 -1 0 0 2 -1 -1 0 -1 0 1 -1 0 0 -1 0 -2
21215	19814	0x04d66	20	2 -1 1 0 2 -1 -3 0 -3 0 1 -1 0 0 -3 0 -2
21216	19822	0x04d6e	20	2 -1 1 1 4 -1 -5 0 -3 0 1 -3 0 0 -3 0 -2
21217	19823	0x04d6f	20	1 -1 1 1 2 1 -1 0 -1 0 1 -1 0 0 -1 0 -2
21218	19843	0x04d83	20	1 1 2 2 4 -4 -8 3 -3 2 -1 -5 -2 4 -3 0 -4
21219	19845	0x04d85	20	1 0 1 0 2 -2 -4 1 -1 2 1 -3 -2 2 -3 0 -2
21220	19891	0x04db3	20	1 1 2 2 3 -5 -8 3 -3 2 -1 -5 -2 4 -3 0 -4
21221	19893	0x04db5	20	1 0 1 2 3 -3 -6 1 -3 2 1 -3 -2 2 -3 0 -2
21222	19908	0x04dc4	20	0 0 1 2 2 -2 -5 1 -1 2 1 -3 -2 2 -3 0 -2
21223	19931	0x04ddb	20	1 1 0 1 3 -2 -5 1 -1 2 1 -3 -2 2 -3 0 -2
21224	19933	0x04ddd	20	1 0 1 1 3 -2 -5 1 -1 2 1 -3 -2 2 -3 0 -2
21225	19945	0x04de9	20	1 0 0 1 2 -3 -5 1 -1 2 1 -3 -2 2 -3 0 -2
21226	19956	0x04df4	20	0 2 1 2 3 -3 -7 1 -1 2 1 -5 -2 2 -3 0 -2
21227	20008	0x04e28	20	2 -2 0 -1 0 1 2 -2 0 -1 1 1 0 -2 -1 0 0
21228	20010	0x04e2a	20	2 -1 0 -1 0 1 2 -2 0 -1 1 1 0 -2 -1 0 0
21229	20023	0x04e37	20	1 1 1 2 3 -5 -8 2 -2 1 -1 -5 0 4 -3 -2 -4
21230	20035	0x04e43	20	1 -1 0 0 0 2 1 -2 0 -1 1 1 0 -2 -1 0 0
21231	20039	0x04e47	20	3 -1 1 0 4 -2 -5 0 -4 -1 1 -3 0 0 -3 0 -2
21232	20045	0x04e4d	20	1 0 1 1 4 -4 -7 2 -2 1 -1 -5 0 4 -3 -2 -4
21233	20052	0x04e54	20	2 -2 1 0 1 0 -1 0 -2 -1 1 -1 0 0 -1 0 -2
21234	20057	0x04e59	20	1 0 0 -1 1 2 1 -2 0 -1 1 1 0 -2 -1 0 0
21235	20059	0x04e5b	20	1 -1 0 -1 1 2 1 -2 0 -1 1 1 0 -2 -1 0 0
21236	20065	0x04e61	20	1 0 0 0 0 1 1 -2 0 -1 1 1 0 -2 -1 0 0
21237	20114	0x04e92	20	2 -1 0 0 3 0 -2 -1 -2 -1 1 -1 0 0 -1 0 -2
21238	20116	0x04e94	20	0 0 1 0 -1 0 0 1 0 -1 -1 -1 0 0 1 0 0
21239	20147	0x04eb3	20	1 -1 0 -2 -1 -1 2 1 0 -1 -1 1 2 0 1 -2 0
21240	20149	0x04eb5	20	1 0 1 2 3 -3 -6 1 -2 1 1 -5 -2 2 -3 0 -2
21241	20150	0x04eb6	20	0 1 1 2 3 -3 -6 1 -2 1 1 -5 -2 2 -3 0 -2
21242	20169	0x04ec9	20	1 0 2 1 2 -2 -5 1 -2 1 1 -3 -2 2 -3 0 -2
21243	20175	0x04ecf	20	1 1 1 1 2 -2 -5 1 -2 1 1 -3 -2 2 -3 0 -2
21244	20180	0x04ed4	20	2 0 1 0 3 -2 -5 1 -2 1 1 -3 -2 2 -3 0 -2
21245	20194	0x04ee2	20	2 -1 0 0 2 1 -1 -1 -2 -1 3 -1 0 -2 -1 0 0
21246	20199	0x04ee7	20	1 1 1 2 4 -3 -7 1 -2 1 1 -5 -2 2 -3 0 -2
21247	20200	0x04ee8	20	2 -2 0 -1 0 1 1 -1 0 -1 1 1 0 -2 -1 0 0
21248	20212	0x04ef4	20	0 2 1 2 3 -3 -7 1 -2 1 1 -5 -2 2 -3 0 -2
21249	20221	0x04efd	20	1 0 1 1 3 -1 -5 1 -2 1 1 -3 -2 2 -3 0 -2
21250	20222	0x04efe	20	0 1 1 3 3 -3 -7 1 -2 1 1 -5 -2 2 -3 0 -2
21251	20226	0x04f02	20	0 1 0 0 0 -2 -2 2 -1 1 -1 -1 0 2 1 0 0
21252	20227	0x04f03	20	1 -1 0 0 0 2 2 -2 1 -1 1 1 0 -2 -1 0 0
21253	20229	0x04f05	20	3 -2 1 0 2 0 -2 0 -3 -1 1 -1 0 0 -1 0 -2
21254	20230	0x04f06	20	2 -1 1 0 2 0 -2 0 -3 -1 1 -1 0 0 -1 0 -2
21255	20242	0x04f12	20	0 1 0 0 1 -2 -2 0 1 1 -1 -1 0 2 -1 -2 -2
21256	20249	0x04f19	20	1 -2 0 -1 1 2 2 -2 -1 -3 1 1 2 -2 1 0 0
21257	20255	0x04f1f	20	1 -1 -1 -1 1 2 2 -2 1 -1 1 1 0 -2 -1 0 0
21258	20261	0x04f25	20	1 0 1 2 4 -5 -8 2 -3 1 -1 -5 0 4 -3 -2 -4
21259	20262	0x04f26	20	2 -1 1 0 4 -1 -4 0 -3 -1 1 -3 0 0 -3 0 -2
21260	20263	0x04f27	20	1 1 1 2 4 -5 -8 2 -3 1 -1 -5 0 4 -3 -2 -4
21261	20265	0x04f29	20	1 0 2 1 4 -5 -8 2 -3 1 -1 -5 0 4 -3 -2 -4
21262	20296	0x04f48	20	2 0 2 1 4 -4 -7 2 -3 1 -1 -5 0 4 -3 -2 -4
21263	20327	0x04f67	20	1 1 1 2 4 -5 -9 2 -3 1 -1 -5 0 4 -3 -2 -4
21264	20341	0x04f75	20	1 -2 -1 -2 -1 3 5 -2 1 -1 1 3 2 -2 1 0 0
21265	20360	0x04f88	20	0 2 2 3 2 -4 -8 3 -1 3 -1 -5 -2 4 -3 0 -4
21266	20378	0x04f9a	20	0 1 2 3 3 -4 -8 3 -1 3 -1 -5 -2 4 -3 0 -4
21267	20380	0x04f9c	20	2 0 1 1 3 -2 -6 1 -3 1 1 -3 -2 2 -3 0 -2
21268	20384	0x04fa0	20	2 0 0 0 2 -3 -4 1 -1 -1 -1 -3 0 2 -1 -2 -2
21269	20385	0x04fa1	20	1 0 2 2 2 -1 -4 1 -3 1 1 -3 -2 0 -3 2 -2
21270	20386	0x04fa2	20	2 -1 2 2 2 -1 -4 1 -3 1 1 -3 -2 0 -3 2 -2
21271	20387	0x04fa3	20	1 1 2 2 4 -3 -8 1 -3 1 1 -5 -2 2 -3 0 -2
21272	20413	0x04fbd	20	1 0 1 1 3 -3 -6 1 -3 1 1 -3 -2 2 -3 0 -2
21273	20419	0x04fc3	20	1 -1 0 0 2 0 -1 -1 -1 -1 1 -1 0 0 -1 0 -2
21274	20457	0x04fe9	20	1 0 2 3 2 -1 -5 1 -3 1 1 -3 -2 0 -3 2 -2
21275	20465	0x04ff1	20	1 0 2 2 3 -3 -7 1 -3 1 1 -5 -2 2 -3 0 -2
21276	20490	0x0500a	20	0 1 0 1 2 -2 -4 0 0 2 0 -2 -1 2 -3 0 -2
21277	20502	0x05016	20	0 1 1 2 3 -2 -6 0 -2 0 0 -4 -1 2 -3 0 -2
21278	20529	0x05031	20	1 0 2 2 3 -3 -6 2 -2 2 0 -4 -1 2 -3 0 -4
21279	20532	0x05034	20	2 0 1 2 3 -3 -6 2 -2 2 0 -4 -1 2 -3 0 -4
21280	20547	0x05043	20	1 -1 0 0 2 0 -1 0 -2 0 0 0 1 0 -1 0 -2
21281	20553	0x05049	20	1 0 0 -1 2 -2 -3 0 0 0 0 -2 1 2 -1 -2 -2
21282	20557	0x0504d	20	1 -2 -1 -1 0 2 3 -2 0 -2 2 2 1 -2 1 0 0
21283	20559	0x0504f	20	3 -1 1 1 4 -2 -5 0 -4 0 2 -4 -1 0 -3 0 -2
21284	20580	0x05064	20	0 0 1 2 2 -1 -3 0 -2 0 0 -2 1 0 -1 0 -2
21285	20584	0x05068	20	0 0 0 1 2 -1 -3 0 0 0 0 -2 -1 2 -1 0 -2
21286	20590	0x0506e	20	2 -1 1 1 2 -1 -3 0 -2 0 0 -2 -1 0 -3 0 -2
21287	20592	0x05070	20	2 -2 0 0 1 -1 -1 0 -2 0 0 0 1 0 -1 0 -2
21288	20607	0x0507f	20	1 -1 -1 -1 1 3 3 -2 0 -2 2 2 1 -2 1 0 0
21289	20610	0x05082	20	0 1 0 0 2 -2 -4 1 0 2 0 -2 -1 2 -3 0 -2
21290	20613	0x05085	20	1 2 1 2 4 -6 -10 3 -2 2 -2 -6 -1 6 -3 -2 -4
21291	20620	0x0508c	20	2 0 1 1 4 -2 -6 1 -4 0 2 -4 -1 0 -3 0 -2
21292	20625	0x05091	20	1 0 0 0 1 -2 -2 1 0 0 0 -2 -1 2 -1 -2 -2
21293	20640	0x050a0	20	0 0 0 0 0 1 0 -1 0 0 2 0 -1 0 -1 0 0
21294	20645	0x050a5	20	1 0 1 2 2 -3 -6 1 -2 2 0 -4 -1 2 -3 0 -2
21295	20651	0x050ab	20	1 -1 0 -1 0 -1 0 1 -2 0 0 0 1 0 1 0 0
21296	20656	0x050b0	20	0 0 0 0 1 1 0 -1 0 0 2 0 -1 0 -1 0 0
21297	20657	0x050b1	20	1 0 0 0 1 1 0 -1 0 0 2 0 -1 -2 -1 0 0
21298	20665	0x050b9	20	1 0 0 -1 1 1 0 -1 0 0 2 0 -1 0 -1 0 0
21299	20674	0x050c2	20	0 1 0 0 0 0 -1 -1 0 0 0 0 -1 0 -1 0 0
21300	20677	0x050c5	20	1 -2 -1 -2 -2 2 5 -1 0 -2 0 4 1 -2 3 0 2
21301	20695	0x050d7	20	1 1 1 2 3 -6 -9 3 -2 2 -2 -6 -1 6 -3 -2 -4
21302	20703	0x050df	20	3 -1 1 1 3 -2 -5 1 -4 0 2 -4 -1 0 -3 0 -2
21303	20716	0x050ec	20	2 0 1 1 4 -3 -7 1 -4 0 0 -4 -1 2 -3 0 -2
21304	20753	0x05111	20	1 0 2 2 3 -2 -6 0 -3 0 0 -4 -1 2 -3 0 -2
21305	20757	0x05115	20	1 -2 -1 -2 -1 4 6 -4 1 -2 2 4 1 -4 1 0 2
21306	20762	0x0511a	20	2 -1 0 -1 1 0 0 0 -1 0 0 0 1 0 -1 0 -2
21307	20763	0x0511b	20	1 -1 0 1 1 2 0 -2 -1 0 2 0 -1 -2 -1 2 0
21308	20773	0x05125	20	1 -2 -1 -2 0 3 4 -2 1 -2 2 2 1 -2 1 0 0
21309	20780	0x0512c	20	2 -2 1 -1 2 1 0 -2 -3 -2 2 0 1 -2 -1 0 0
21310	20784	0x05130	20	2 0 2 2 3 -3 -6 2 -3 2 0 -4 -1 2 -3 0 -4
21311	20786	0x05132	20	2 -1 2 2 3 -3 -6 2 -3 2 0 -4 -1 2 -3 0 -4
21312	20790	0x05136	20	2 -1 1 0 3 -1 -4 0 -3 0 2 -2 -1 0 -3 0 -2
21313	20811	0x0514b	20	1 1 2 3 4 -4 -9 2 -3 2 0 -6 -1 4 -3 0 -4
21314	20843	0x0516b	20	1 -1 0 -1 2 -1 -1 0 -1 0 0 0 1 0 -1 0 -2
21315	20845	0x0516d	20	1 0 1 1 2 -1 -3 0 -1 0 0 -2 -1 0 -3 0 -2
21316	20858	0x0517a	20	2 -1 0 -1 3 1 -1 -2 -3 -2 2 0 1 -2 -1 0 0
21317	20859	0x0517b	20	1 -1 0 -1 1 1 1 -2 -1 -2 2 0 1 -2 -1 0 0
21318	20870	0x05186	20	0 1 -1 0 0 0 0 -1 1 0 0 0 -1 0 -1 0 0
21319	20872	0x05188	20	0 0 0 1 2 -2 -4 1 -1 2 0 -2 -1 2 -3 0 -2
21320	20878	0x0518e	20	2 -1 1 1 2 -2 -4 1 -3 0 0 -2 -1 0 -3 0 -2
21321	20880	0x05190	20	0 0 0 0 1 0 0 1 -1 0 0 0 1 0 1 0 0
21322	20882	0x05192	20	2 -1 0 0 1 0 0 -1 -1 0 2 0 -1 -2 -1 0 0
21323	20903	0x051a7	20	1 1 1 2 4 -7 -10 3 -3 2 -2 -6 -1 6 -3 -2 -4
21324	20905	0x051a9	20	1 0 0 -1 0 -1 0 1 -1 0 0 0 1 0 1 0 0
21325	20928	0x051c0	20	2 0 0 0 2 -2 -3 1 -1 0 0 -2 -1 2 -1 -2 -2
21326	20931	0x051c3	20	1 -1 0 0 2 0 -1 -1 -1 0 0 0 1 0 -1 0 -2
21327	20940	0x051cc	20	0 2 1 1 4 -6 -9 3 -1 2 -2 -6 -1 6 -3 -2 -4
21328	20953	0x051d9	20	1 0 0 -1 1 0 -1 -1 -1 0 2 0 -1 0 -1 0 0
21329	20958	0x051de	20	2 -1 1 1 3 -2 -5 1 -3 0 2 -4 -1 0 -3 0 -2
21330	20975	0x051ef	20	1 1 1 1 2 -5 -7 3 -1 2 -2 -4 -1 4 -3 -2 -4
21331	21003	0x0520b	20	1 -1 0 1 2 2 0 -2 -2 -1 2 0 -1 -2 -1 2 0
21332	21015	0x05217	20	1 1 1 2 3 -2 -6 0 -2 1 0 -4 -1 2 -3 0 -2
21333	21023	0x0521f	20	1 -1 1 1 1 2 0 -2 -2 -1 2 0 -1 -2 -1 2 0
21334	21028	0x05224	20	2 -2 1 0 2 -1 -2 0 -2 -1 0 -2 1 0 -1 0 -2
21335	21032	0x05228	20	0 0 0 1 2 -1 -2 0 0 1 0 -2 -1 2 -1 0 -2
21336	21052	0x0523c	20	2 0 1 1 3 -3 -6 2 -2 1 0 -4 -1 2 -3 0 -4
21337	21069	0x0524d	20	1 0 1 1 2 -2 -5 0 -2 1 0 -2 -1 2 -3 0 -2
21338	21091	0x05263	20	1 -1 0 -2 -2 1 3 0 0 -1 0 2 1 -2 1 0 2
21339	21097	0x05269	20	1 0 0 1 2 -1 -3 0 0 1 0 -2 -1 2 -1 0 -2
21340	21108	0x05274	20	0 2 1 2 3 -3 -7 0 -2 1 0 -4 -1 2 -3 0 -2
21341	21127	0x05287	20	1 -1 1 0 0 0 0 1 -2 -1 0 0 1 0 1 0 0
21342	21131	0x0528b	20	1 -1 0 -1 0 0 0 1 -2 -1 0 0 1 0 1 0 0
21343	21175	0x052b7	20	1 1 1 0 3 -3 -6 1 -2 1 0 -4 -1 2 -3 0 -2
21344	21207	0x052d7	20	1 -3 -1 -2 -3 6 9 -3 0 -3 2 6 1 -6 3 2 4
21345	21215	0x052df	20	1 1 1 1 3 -4 -7 1 -2 1 0 -4 -1 2 -3 0 -2
21346	21255	0x05307	20	1 -1 -1 -2 0 2 4 -2 1 -1 2 2 1 -2 1 0 0
21347	21283	0x05323	20	1 -1 0 0 2 1 0 -2 -1 -1 2 0 1 -2 -1 0 0
21348	21292	0x0532c	20	0 0 1 1 2 -1 -4 0 -1 1 0 -2 -1 2 -3 0 -2
21349	21295	0x0532f	20	3 -1 1 1 4 -3 -6 2 -3 1 0 -4 -1 2 -3 0 -4
21350	21326	0x0534e	20	0 1 1 1 2 -2 -5 0 -1 1 0 -2 -1 2 -3 0 -2
21351	21334	0x05356	20	0 1 1 2 3 -2 -5 0 -1 1 0 -4 -1 2 -3 0 -2
21352	21348	0x05364	20	2 0 1 2 4 -3 -7 2 -3 1 0 -4 -1 2 -3 0 -4
21353	21355	0x0536b	20	1 -1 0 -1 -2 1 3 0 -1 -1 0 2 1 -2 1 0 2
21354	21379	0x05383	20	1 -1 0 0 0 0 0 1 -1 -1 0 0 1 0 1 0 0
21355	21397	0x05395	20	1 0 1 2 3 -4 -6 1 -3 1 0 -4 -1 2 -3 0 -2
21356	21400	0x05398	20	0 0 0 1 -1 0 0 -1 1 1 0 0 -1 0 -1 0 0
21357	21413	0x053a5	20	1 0 1 2 2 -3 -6 1 -3 1 0 -4 -1 2 -3 0 -2
21358	21423	0x053af	20	1 1 1 1 2 -3 -6 1 -1 1 0 -4 -1 2 -3 0 -2
21359	21442	0x053c2	20	0 1 0 0 0 0 -1 -1 1 1 0 0 -1 0 -1 0 0
21360	21447	0x053c7	20	1 1 1 2 2 -4 -7 1 -3 1 0 -4 -1 2 -3 0 -2
21361	21505	0x05401	20	1 0 0 0 2 -2 -2 0 0 0 -1 -2 1 2 -1 -2 -2
21362	21509	0x05405	20	1 -2 -1 -2 0 2 4 -2 0 -2 1 2 1 -2 1 0 0
21363	21547	0x0542b	20	1 -1 0 -1 2 1 0 -2 -2 -2 1 0 1 -2 -1 0 0
21364	21548	0x0542c	20	2 0 1 1 2 -1 -4 0 -2 0 1 -2 -1 0 -3 0 -2
21365	21558	0x05436	20	2 -1 1 0 3 -1 -4 0 -2 0 1 -2 -1 0 -3 0 -2
21366	21607	0x05467	20	3 -1 1 0 2 -1 -3 0 -2 0 1 -2 -1 0 -3 0 -2
21367	21617	0x05471	20	1 0 2 2 3 -1 -5 0 -2 0 1 -4 -1 0 -3 0 -2
21368	21627	0x0547b	20	1 -1 0 -1 1 -1 -1 0 0 0 -1 0 1 2 -1 -2 -2
21369	21628	0x0547c	20	2 0 1 1 3 -5 -7 2 -2 2 -1 -4 -1 4 -3 -2 -4
21370	21640	0x05488	20	0 0 0 1 2 0 -2 -1 0 0 1 -2 -1 0 -1 0 0
21371	21655	0x05497	20	1 -1 -1 0 1 0 0 -1 0 0 1 0 -1 0 -1 0 0
21372	21667	0x054a3	20	1 -1 0 0 0 1 0 -1 0 0 1 0 -1 0 -1 0 0
21373	21679	0x054af	20	3 -1 1 1 4 -3 -6 1 -4 0 1 -4 -1 0 -3 0 -2
21374	21682	0x054b2	20	0 1 0 2 3 -3 -6 1 -2 2 1 -4 -1 2 -3 0 -2
21375	21684	0x054b4	20	0 0 1 0 -1 -1 0 1 0 0 -1 0 1 0 1 0 0
21376	21688	0x054b8	20	0 0 0 1 1 -1 -2 -1 0 0 1 -2 -1 0 -1 0 0
21377	21691	0x054bb	20	1 1 0 1 3 -3 -6 1 -2 2 1 -4 -1 2 -3 0 -2
21378	21707	0x054cb	20	1 -1 0 -1 0 0 1 1 0 0 -1 0 1 0 1 0 0
21379	21720	0x054d8	20	0 0 0 1 1 0 -1 -1 0 0 1 -2 -1 0 -1 0 0
21380	21740	0x054ec	20	0 0 1 1 0 -1 -1 1 -2 0 -1 0 1 0 1 0 0
21381	21741	0x054ed	20	1 0 1 1 4 -3 -7 1 -4 0 1 -4 -1 2 -3 0 -2
21382	21755	0x054fb	20	1 -1 0 -1 -1 -1 1 1 0 0 -1 0 1 0 1 0 0
21383	21759	0x054ff	20	1 1 1 1 3 -5 -7 3 -2 2 -1 -4 -1 4 -3 -2 -4
21384	21764	0x05504	20	2 0 1 2 4 -2 -6 0 -3 0 1 -4 -1 0 -3 0 -2
21385	21766	0x05506	20	2 -1 1 0 2 0 -2 0 -1 0 1 -2 -1 0 -3 0 -2
21386	21773	0x0550d	20	1 0 1 1 4 -2 -6 0 -3 0 1 -4 -1 2 -3 0 -2
21387	21778	0x05512	20	2 -1 0 0 1 0 0 0 -1 0 1 0 -1 0 -1 0 -2
21388	21796	0x05524	20	2 -2 1 0 2 1 0 -2 -3 -2 1 0 1 -2 -1 0 0
21389	21819	0x0553b	20	1 -1 0 -1 1 1 0 -2 -1 -2 1 0 1 -2 -1 0 0
21390	21833	0x05549	20	1 0 0 1 2 -2 -3 0 -1 0 -1 -2 1 2 -1 -2 -2
21391	21835	0x0554b	20	1 1 2 3 4 -4 -9 2 -3 2 -1 -6 -1 4 -3 0 -4
21392	21847	0x05557	20	1 1 1 2 3 -4 -7 2 -1 2 -1 -4 -1 4 -3 -2 -4
21393	21872	0x05570	20	2 0 2 2 3 -1 -5 0 -3 0 1 -4 -1 0 -3 0 -2
21394	21877	0x05575	20	3 -2 1 0 3 -1 -3 0 -3 0 1 -2 -1 0 -3 0 -2
21395	21879	0x05577	20	3 -1 1 0 3 -1 -3 0 -3 0 1 -2 -1 0 -3 0 -2
21396	21924	0x055a4	20	0 0 1 0 0 -1 0 1 -1 0 -1 0 1 0 1 0 0
21397	21926	0x055a6	20	0 1 -1 0 0 1 0 -1 1 0 1 0 -1 0 -1 0 0
