priority	mask	hex	multiplicity	witness_index	representative
124	74715	0x123db	27	3	1 -1 0 -1 1 0 1 -1 -1 -1 0 0 2 -1 0 0 -1
124	74715	0x123db	27	4	1 1 0 1 1 -2 -3 1 -1 1 0 -2 -2 1 -2 0 -1
125	90933	0x16335	26	1	1 0 1 2 3 -3 -6 2 -3 1 0 -4 -2 3 -3 0 -3
125	90933	0x16335	26	2	1 0 1 2 3 -3 -6 2 -1 3 0 -4 -2 3 -3 0 -3
125	90933	0x16335	26	3	1 0 -1 0 1 -1 -2 0 -1 1 0 0 0 1 -1 0 -1
125	90933	0x16335	26	4	1 0 1 2 3 -3 -6 2 -3 1 0 -4 0 1 -3 0 -3
126	119443	0x1d293	26	1	1 1 2 2 3 -2 -6 1 -2 1 0 -4 -1 2 -3 -1 -3
126	119443	0x1d293	26	2	1 -1 0 -2 1 0 0 -1 0 -1 0 0 1 0 -1 -1 -1
126	119443	0x1d293	26	3	1 -1 0 0 1 0 0 -1 0 -1 0 0 1 0 -1 -1 -1
126	119443	0x1d293	26	4	1 -1 -2 -2 -1 4 6 -3 2 -1 2 4 1 -4 1 1 1
127	65419	0x0ff8b	27	1	1 -1 0 -1 -2 2 4 -1 -1 -1 1 3 1 -3 1 1 2
127	65419	0x0ff8b	27	2	1 -1 0 -1 0 2 2 -1 -1 -1 1 1 1 -3 1 1 2
127	65419	0x0ff8b	27	3	1 -1 0 -1 0 0 0 1 -1 -1 -1 1 1 1 1 -1 0
127	65419	0x0ff8b	27	4	1 -1 0 1 0 0 0 -1 -1 1 1 1 -1 -1 -1 1 0
128	20159	0x04ebf	26	1	1 1 1 1 3 -3 -6 1 -2 1 1 -5 -2 2 -3 0 -2
128	20159	0x04ebf	26	2	1 1 1 3 3 -5 -8 3 -2 3 -1 -5 -2 4 -3 0 -4
128	20159	0x04ebf	26	3	1 -1 -1 -1 1 1 2 -1 0 -1 1 1 0 -2 -1 0 0
128	20159	0x04ebf	26	4	1 -1 1 -1 -1 1 2 1 0 -1 -1 1 0 0 1 0 0
129	23135	0x05a5f	27	1	1 1 1 1 3 -2 -5 0 -2 1 0 -3 -1 2 -3 0 -2
129	23135	0x05a5f	27	2	1 -1 -1 -1 1 2 1 -2 0 -1 2 1 1 -2 -1 0 0
129	23135	0x05a5f	27	3	1 -1 -1 -1 1 2 3 -2 0 -1 2 1 1 -2 1 0 0
129	23135	0x05a5f	27	4	1 -1 1 1 1 0 -1 0 -2 -1 0 -1 1 0 -1 0 -2
130	117197	0x1c9cd	27	1	1 0 -1 -1 0 0 1 -1 1 0 0 1 0 0 -1 -1 -1
130	117197	0x1c9cd	27	2	1 0 1 1 4 -4 -7 1 -3 0 0 -5 0 2 -3 -1 -3
130	117197	0x1c9cd	27	3	1 -2 -1 -1 0 4 5 -3 1 -2 2 3 0 -4 1 1 1
130	117197	0x1c9cd	27	4	1 0 1 1 2 -2 -3 1 -1 0 0 -3 0 2 -1 -1 -3
131	86455	0x151b7	26	1	1 1 1 2 3 -3 -6 1 -1 2 0 -4 -1 2 -3 0 -3
131	86455	0x151b7	26	2	1 -1 1 0 1 1 0 -1 -1 -2 0 0 1 -2 -1 0 -1
131	86455	0x151b7	26	3	1 -1 1 0 1 1 0 -1 -1 0 0 0 1 0 -1 0 -1
131	86455	0x151b7	26	4	1 -1 1 0 -1 1 2 -1 -1 -2 0 0 1 -2 1 0 1
132	93540	0x16d64	26	1	2 0 1 2 4 -3 -7 2 -3 2 1 -5 -2 3 -3 0 -3
132	93540	0x16d64	26	2	0 0 1 2 2 -3 -5 2 -1 2 -1 -3 -2 3 -3 0 -3
132	93540	0x16d64	26	3	0 0 1 0 0 -1 -1 2 -1 0 -1 -1 0 1 1 0 -1
132	93540	0x16d64	26	4	2 0 1 0 4 -5 -7 2 -3 0 -1 -5 0 3 -3 -2 -3
133	5736	0x01668	26	1	0 0 0 1 2 -1 -3 0 0 1 1 -2 -1 2 -2 0 -2
133	5736	0x01668	26	2	2 -2 0 -1 2 1 1 -2 -2 -3 1 0 1 -2 0 0 0
133	5736	0x01668	26	3	0 0 0 1 0 1 1 -2 0 -1 1 0 1 -2 0 0 0
133	5736	0x01668	26	4	2 -2 0 -1 0 3 3 -2 0 -1 1 2 1 -2 0 0 0
134	99898	0x1863a	26	1	0 1 0 1 1 -1 -2 0 0 1 1 -2 -2 0 -2 1 -1
134	99898	0x1863a	26	2	2 1 2 3 5 -7 -12 4 -4 3 -1 -8 -2 6 -4 -1 -5
134	99898	0x1863a	26	3	2 -1 0 -1 3 -1 -2 0 -2 -1 1 -2 0 0 -2 -1 -1
134	99898	0x1863a	26	4	0 1 0 1 1 -3 -4 0 0 1 -1 -2 0 2 -2 -1 -1
135	15576	0x03cd8	26	1	0 0 0 1 1 0 -1 -1 0 0 1 -1 -1 -1 -2 0 0
135	15576	0x03cd8	26	2	2 0 0 1 3 -2 -5 1 -2 0 1 -3 -1 1 -2 0 -2
135	15576	0x03cd8	26	3	2 -2 0 -1 1 2 1 -1 -2 0 3 1 -1 -3 -2 2 0
135	15576	0x03cd8	26	4	0 0 0 1 1 -2 -3 1 0 2 -1 -1 -1 3 -2 0 -2
136	57597	0x0e0fd	26	1	1 0 1 1 1 -1 -3 1 0 2 0 -2 -2 1 -3 1 -2
136	57597	0x0e0fd	26	2	1 -2 -1 -3 -3 3 7 -1 2 -2 0 4 2 -3 3 -1 2
136	57597	0x0e0fd	26	3	1 0 -1 -1 1 -1 -1 -1 0 0 0 0 0 1 -1 -1 0
136	57597	0x0e0fd	26	4	1 0 1 1 3 -3 -5 1 -2 0 0 -4 0 1 -3 -1 -2
137	114200	0x1be18	25	1	2 0 0 1 3 -4 -6 2 -2 1 -1 -3 -1 3 -2 -1 -3
137	114200	0x1be18	25	2	0 0 0 1 1 0 -2 0 0 1 1 -1 -1 -1 -2 1 -1
137	114200	0x1be18	25	3	0 0 0 1 3 -2 -4 0 -2 1 1 -3 -1 1 -2 1 -1
137	114200	0x1be18	25	4	0 0 0 1 1 0 -2 0 0 1 1 -1 -1 1 -2 1 -1
138	94610	0x17192	25	1	2 -1 0 0 1 0 0 -1 -1 0 2 0 -1 -1 -1 0 -1
138	94610	0x17192	25	2	2 -1 2 2 3 -2 -6 1 -3 0 0 -4 -1 1 -3 0 -3
138	94610	0x17192	25	3	0 1 2 2 3 -2 -6 1 -1 2 0 -4 -1 3 -3 0 -3
138	94610	0x17192	25	4	2 -1 0 0 3 0 -2 -1 -3 -2 2 -2 1 -1 -1 0 -1
139	86867	0x15353	24	1	1 -1 0 0 1 0 -1 0 -1 1 2 0 -1 0 -1 0 -1
139	86867	0x15353	24	2	1 -1 0 0 1 0 -1 0 -1 -1 0 0 -1 0 -1 0 -1
139	86867	0x15353	24	3	1 -1 0 0 -1 0 1 0 1 1 0 0 -1 0 -1 0 -1
139	86867	0x15353	24	4	1 -1 0 -2 -1 2 3 0 1 -1 0 2 1 -2 1 0 1
140	106383	0x19f8f	25	1	1 -1 1 1 2 0 -2 -1 -1 1 1 -1 -1 0 -2 1 -1
140	106383	0x19f8f	25	2	1 -1 -1 -1 2 0 0 -1 -1 -1 1 1 1 0 0 -1 -1
140	106383	0x19f8f	25	3	1 -1 -1 -1 0 0 2 -1 1 -1 -1 1 1 0 0 -1 -1
140	106383	0x19f8f	25	4	1 -1 1 1 2 0 -2 -1 -3 -1 1 -1 1 -2 -2 1 -1
141	60293	0x0eb85	24	1	1 0 1 2 4 -2 -6 1 -3 1 2 -5 -2 1 -3 1 -2
141	60293	0x0eb85	24	2	1 -2 -1 -2 -2 2 6 -1 1 -3 0 3 2 -3 3 -1 2
141	60293	0x0eb85	24	3	1 0 1 0 2 -2 -4 1 -1 1 0 -3 0 1 -3 -1 -2
141	60293	0x0eb85	24	4	1 0 -1 0 2 -2 -2 1 -1 1 0 -1 0 1 -1 -1 -2
142	10367	0x0287f	24	1	1 -1 -1 -1 1 1 1 -2 0 0 2 1 0 -1 0 0 0
142	10367	0x0287f	24	2	1 1 1 1 3 -1 -5 0 -2 0 0 -3 0 1 -2 0 -2
142	10367	0x0287f	24	3	1 -1 1 1 3 -1 -3 0 -2 0 0 -3 0 1 -2 0 -2
142	10367	0x0287f	24	4	1 -1 1 1 1 -1 -3 0 -2 0 0 -1 0 1 -2 0 -2
143	117701	0x1cbc5	24	1	1 0 1 2 4 -4 -7 1 -3 1 0 -5 0 2 -3 -1 -3
143	117701	0x1cbc5	24	2	1 0 1 0 2 0 -1 -1 -1 -1 0 -1 0 0 -1 -1 -1
143	117701	0x1cbc5	24	3	3 -2 1 0 2 0 -1 -1 -3 -1 2 -1 0 -2 -1 1 -1
143	117701	0x1cbc5	24	4	1 -2 -1 -2 0 4 5 -3 -1 -3 2 3 2 -4 1 1 1
144	25279	0x062bf	25	1	1 1 1 1 3 -3 -6 1 -2 1 0 -4 -2 3 -3 0 -2
144	25279	0x062bf	25	2	1 -1 -1 -1 1 1 0 -1 0 -1 2 0 0 -1 -1 0 0
144	25279	0x062bf	25	3	1 -1 1 -1 -1 1 2 1 0 -1 0 0 0 -1 1 0 0
144	25279	0x062bf	25	4	1 1 1 1 3 -3 -6 1 -2 1 0 -4 0 1 -3 0 -2
145	96263	0x17807	25	1	1 -1 1 0 0 0 0 0 -2 -2 0 -1 1 -1 1 0 1
145	96263	0x17807	25	2	1 -1 -1 0 0 2 2 -2 0 0 2 1 -1 -3 -1 2 1
145	96263	0x17807	25	3	1 1 1 2 4 -4 -8 2 -4 2 0 -5 -1 3 -3 0 -3
145	96263	0x17807	25	4	1 1 1 2 4 -4 -8 2 -2 2 0 -5 -1 3 -3 0 -3
146	124607	0x1e6bf	25	1	1 -1 -1 -1 1 3 2 -3 0 -1 3 2 0 -3 -1 1 1
146	124607	0x1e6bf	25	2	1 1 1 1 3 -3 -6 1 -2 1 -1 -4 0 3 -3 -1 -3
146	124607	0x1e6bf	25	3	1 -1 1 1 3 1 -2 -1 -2 -1 1 -2 0 -1 -1 1 -1
146	124607	0x1e6bf	25	4	1 -1 1 1 1 1 0 -1 -2 -1 1 0 0 -1 -1 1 -1
147	13898	0x0364a	24	1	2 -1 0 1 2 -2 -3 0 -2 1 1 -2 -1 1 -2 0 -2
147	13898	0x0364a	24	2	0 1 0 1 2 0 -3 0 0 1 1 -2 -1 1 -2 0 -2
147	13898	0x0364a	24	3	2 -1 0 -1 0 2 3 -2 0 -1 1 2 1 -3 0 0 0
147	13898	0x0364a	24	4	0 1 0 1 0 -2 -3 2 0 1 -1 -2 -1 1 0 0 0
148	122495	0x1de7f	24	1	1 1 1 1 3 -5 -7 2 -2 1 -1 -5 -1 4 -3 -1 -3
148	122495	0x1de7f	24	2	1 1 1 1 3 -1 -5 0 -2 1 1 -3 -1 0 -3 1 -1
148	122495	0x1de7f	24	3	1 -1 1 1 1 -1 -3 0 -2 1 1 -1 -1 0 -3 1 -1
148	122495	0x1de7f	24	4	1 -1 -1 -1 1 1 1 0 0 1 1 1 -1 0 -1 1 -1
149	42094	0x0a46e	24	1	2 -1 1 1 2 -1 -3 0 -2 0 1 -2 0 1 -2 -1 -2
149	42094	0x0a46e	24	2	0 1 1 1 2 -1 -3 0 0 0 -1 -2 0 1 -2 -1 -2
149	42094	0x0a46e	24	3	0 1 1 1 0 -3 -3 2 -2 0 -1 -2 0 1 0 -1 0
149	42094	0x0a46e	24	4	2 -1 1 1 2 -1 -3 0 -2 0 1 -2 0 -1 -2 1 -2
150	6903	0x01af7	25	1	1 1 1 2 3 -5 -7 3 -2 1 -2 -5 -1 4 -2 -2 -4
150	6903	0x01af7	25	2	1 -1 1 0 1 -1 -1 1 0 1 0 -1 -1 0 -2 0 -2
150	6903	0x01af7	25	3	1 1 1 2 3 -3 -7 1 -2 1 0 -5 -1 2 -2 0 -2
150	6903	0x01af7	25	4	1 1 1 2 1 -3 -5 1 -2 1 0 -3 -1 2 -2 0 -2
151	37064	0x090c8	24	1	0 0 0 1 2 -2 -3 1 0 2 0 -2 -1 2 -2 -1 -2
151	37064	0x090c8	24	2	0 0 0 1 2 0 -3 -1 -2 0 2 -2 -1 0 -2 1 0
151	37064	0x090c8	24	3	2 0 2 1 4 -6 -9 3 -4 2 0 -6 -1 4 -4 -1 -4
151	37064	0x090c8	24	4	2 0 2 1 2 -2 -5 1 -2 0 0 -4 -1 2 -2 -1 -2
152	63652	0x0f8a4	24	1	2 0 1 0 2 -3 -4 1 -2 0 0 -3 -1 1 -3 -1 -2
152	63652	0x0f8a4	24	2	0 0 1 0 -2 -1 0 1 0 0 -2 1 1 1 1 -1 0
152	63652	0x0f8a4	24	3	0 0 1 0 0 -1 0 1 0 0 -2 -1 1 1 1 -1 0
152	63652	0x0f8a4	24	4	2 0 1 2 4 -5 -8 3 -4 2 0 -5 -1 3 -3 -1 -4
153	80340	0x139d4	25	1	2 0 1 2 3 -2 -5 1 -3 0 0 -3 -1 1 -2 0 -3
153	80340	0x139d4	25	2	0 0 1 2 3 -2 -5 1 -1 2 0 -3 -1 3 -2 0 -3
153	80340	0x139d4	25	3	2 -2 -1 -2 1 2 3 -3 -1 -2 2 3 1 -3 0 0 1
153	80340	0x139d4	25	4	0 0 1 0 1 0 -1 1 -1 0 0 -1 1 1 0 0 -1
154	96780	0x17a0c	24	1	0 0 1 1 0 0 0 0 -2 -1 0 -1 1 -1 1 0 1
154	96780	0x17a0c	24	2	2 0 1 1 2 -2 -4 2 -2 1 0 -3 -1 1 -3 0 -3
154	96780	0x17a0c	24	3	2 0 1 1 4 -4 -8 2 -4 1 0 -5 -1 3 -3 0 -3
154	96780	0x17a0c	24	4	0 0 1 1 0 -2 -2 0 0 1 0 -1 -1 1 -1 0 -1
155	30561	0x07761	25	1	1 0 0 0 2 -1 -3 0 -1 1 1 -2 -1 1 -3 0 -2
155	30561	0x07761	25	2	1 0 0 2 2 -1 -3 0 -1 1 1 -2 -1 1 -1 0 -2
155	30561	0x07761	25	3	1 0 2 2 4 -3 -7 2 -3 1 -1 -4 -1 3 -3 0 -4
155	30561	0x07761	25	4	1 0 0 0 2 -3 -3 0 -1 -1 -1 -2 1 1 -1 -2 -2
156	44478	0x0adbe	25	1	0 1 1 1 1 -3 -4 1 1 2 -1 -3 -2 3 -2 -1 -2
156	44478	0x0adbe	25	2	2 -1 1 1 3 -1 -4 1 -3 0 1 -3 -2 1 -2 1 -2
156	44478	0x0adbe	25	3	0 1 1 3 1 -1 -4 1 -1 2 1 -3 -2 1 -2 1 -2
156	44478	0x0adbe	25	4	0 1 1 1 1 -3 -4 3 -1 0 -3 -3 0 3 0 -1 -2
157	65147	0x0fe7b	25	1	1 1 2 3 3 -3 -7 2 -2 1 -1 -5 -1 3 -3 -1 -4
157	65147	0x0fe7b	25	2	1 -1 0 -1 1 1 1 -2 0 -1 1 1 1 -1 -1 -1 0
157	65147	0x0fe7b	25	3	1 -1 0 -1 1 -1 -1 0 0 -1 -1 -1 1 1 -1 -1 -2
157	65147	0x0fe7b	25	4	1 -1 0 -1 1 1 1 0 -2 -1 1 1 1 -1 1 1 0
158	61142	0x0eed6	25	1	0 1 1 2 3 -4 -7 3 0 3 -1 -5 -2 5 -3 -1 -4
158	61142	0x0eed6	25	2	2 -1 1 2 3 -2 -5 1 -4 1 1 -3 -2 1 -3 1 -2
158	61142	0x0eed6	25	3	2 -1 -1 -2 1 0 1 -1 0 -1 1 1 0 -1 -1 -1 0
158	61142	0x0eed6	25	4	0 1 1 2 3 -4 -7 1 -2 1 -1 -5 0 3 -3 -1 -2
159	36107	0x08d0b	25	1	1 1 0 1 2 -4 -6 2 -1 2 -1 -3 -2 4 -2 -1 -2
159	36107	0x08d0b	25	2	1 -1 0 -1 0 0 2 0 -1 -2 -1 1 2 0 2 -1 0
159	36107	0x08d0b	25	3	1 1 2 3 4 -6 -10 4 -3 2 -1 -7 -2 4 -4 -1 -4
159	36107	0x08d0b	25	4	1 -1 0 -1 -2 4 6 -2 1 -2 1 3 0 -4 2 1 2
160	45800	0x0b2e8	24	1	0 2 0 1 2 -3 -5 1 0 1 0 -4 -1 3 -2 -1 -2
160	45800	0x0b2e8	24	2	0 0 0 1 0 1 -1 -1 0 1 2 0 -1 -1 -2 1 0
160	45800	0x0b2e8	24	3	2 0 2 1 4 -5 -9 3 -4 1 0 -6 -1 3 -4 -1 -4
160	45800	0x0b2e8	24	4	0 0 0 1 2 -1 -3 1 0 1 0 -2 -1 1 -2 1 -2
161	73661	0x11fbd	24	1	1 0 1 1 1 -1 -2 -1 -1 1 1 -1 -1 0 -2 0 -1
161	73661	0x11fbd	24	2	1 0 1 1 3 -1 -4 1 -1 1 1 -3 -1 2 -2 0 -3
161	73661	0x11fbd	24	3	1 0 1 1 3 -1 -4 -1 -3 -1 1 -3 1 0 -2 0 -1
161	73661	0x11fbd	24	4	3 -2 -1 -1 1 1 2 -1 -1 -1 1 1 1 -2 0 0 -1
162	44707	0x0aea3	25	1	1 1 2 2 2 -5 -8 3 -2 3 -1 -5 -2 5 -4 -1 -4
162	44707	0x0aea3	25	2	1 1 2 2 4 -3 -8 1 -4 1 1 -5 -2 1 -4 1 -2
162	44707	0x0aea3	25	3	1 -1 -2 -2 0 3 4 -3 0 -1 3 3 0 -3 0 1 2
162	44707	0x0aea3	25	4	1 -1 0 0 -2 3 4 -1 0 -1 1 3 0 -3 2 1 2
163	131020	0x1ffcc	24	1	2 0 1 1 4 -4 -7 1 -3 1 1 -5 -1 3 -3 -1 -3
163	131020	0x1ffcc	24	2	2 -2 -1 -1 0 4 5 -3 -1 -3 3 3 1 -5 1 1 1
163	131020	0x1ffcc	24	3	0 0 1 1 0 0 -1 1 -1 1 1 -1 -1 -1 -1 1 1
163	131020	0x1ffcc	24	4	0 0 1 1 0 0 -1 1 -1 -1 -1 -1 1 1 1 -1 -1
164	100618	0x1890a	25	1	2 -1 0 -1 2 -2 -2 0 -1 0 0 -1 0 0 -2 -1 -1
164	100618	0x1890a	25	2	0 1 0 1 2 -2 -4 0 -1 0 0 -3 0 2 -2 -1 -1
164	100618	0x1890a	25	3	2 -1 0 1 2 0 -2 0 -3 0 2 -1 0 -2 -2 1 -1
164	100618	0x1890a	25	4	0 1 0 1 2 -4 -6 2 -1 2 -2 -3 0 4 -2 -1 -3
165	116544	0x1c740	24	1	0 2 2 2 2 -4 -7 2 -1 3 -1 -4 -2 4 -3 -1 -3
165	116544	0x1c740	24	2	2 0 0 0 2 -2 -3 0 -3 -1 1 -2 0 0 -1 -1 -1
165	116544	0x1c740	24	3	2 -2 0 -2 0 2 3 -2 -1 -1 3 2 0 -4 -1 1 1
165	116544	0x1c740	24	4	0 0 0 0 2 -2 -3 0 -1 1 1 -2 0 2 -1 -1 -1
166	94798	0x1724e	24	1	0 1 1 1 2 -2 -5 0 -2 1 0 -2 -1 1 -3 0 -1
166	94798	0x1724e	24	2	0 1 -1 1 2 -2 -3 0 0 1 0 -2 -1 1 -1 0 -1
166	94798	0x1724e	24	3	2 -1 1 1 4 -4 -7 2 -4 1 0 -4 -1 3 -3 0 -3
166	94798	0x1724e	24	4	0 1 1 3 2 -4 -7 2 -2 3 0 -4 -1 3 -3 0 -3
167	48907	0x0bf0b	24	1	1 -1 0 1 2 0 -2 0 -1 1 1 -1 -1 1 -2 1 -2
167	48907	0x0bf0b	24	2	1 -1 0 -1 0 2 2 -2 1 -1 1 1 1 -1 0 -1 0
167	48907	0x0bf0b	24	3	1 -1 0 1 0 2 2 -2 -1 -1 1 1 1 -3 0 1 0
167	48907	0x0bf0b	24	4	1 1 2 3 4 -6 -10 4 -3 3 -1 -7 -3 5 -4 -1 -4
168	12214	0x02fb6	24	1	2 -1 1 0 1 -1 -2 1 -1 1 1 -1 -2 1 -2 0 -2
168	12214	0x02fb6	24	2	0 1 1 2 1 1 -2 -1 -1 1 1 -1 -2 -1 -2 2 0
168	12214	0x02fb6	24	3	0 1 3 4 3 -5 -10 3 -3 3 -1 -7 -2 5 -4 0 -4
168	12214	0x02fb6	24	4	0 1 1 0 1 -3 -4 1 1 1 -1 -3 0 3 -2 -2 -2
169	74792	0x12428	24	1	0 0 2 1 0 -1 -2 2 -2 0 -1 -2 0 1 0 0 -1
169	74792	0x12428	24	2	0 0 0 1 2 -1 -4 0 -2 0 1 -2 0 1 -2 0 -1
169	74792	0x12428	24	3	0 0 0 1 0 1 0 0 -2 0 1 0 0 -1 0 2 1
169	74792	0x12428	24	4	2 -2 0 -1 0 3 4 -2 0 -2 1 2 0 -3 0 0 1
170	123840	0x1e3c0	24	1	2 0 2 2 4 -6 -9 3 -3 1 -2 -6 0 5 -3 -3 -5
170	123840	0x1e3c0	24	2	2 -2 0 0 2 2 1 -1 -1 -1 2 0 0 -3 -1 1 -1
170	123840	0x1e3c0	24	3	2 -2 0 0 2 0 -1 -1 -3 -1 2 0 0 -1 -1 1 -1
170	123840	0x1e3c0	24	4	0 0 0 0 0 2 1 -1 1 1 2 0 -2 -1 -1 1 1
171	56629	0x0dd35	24	1	1 0 1 2 3 -1 -4 0 -3 0 1 -3 -1 0 -3 1 -2
171	56629	0x0dd35	24	2	1 0 1 0 1 -1 -2 0 -1 0 -1 -1 1 2 -1 -1 -2
171	56629	0x0dd35	24	3	1 -2 -1 -2 -3 5 8 -2 1 -2 1 5 1 -4 3 1 2
171	56629	0x0dd35	24	4	1 0 -1 0 1 -1 -2 0 -1 0 1 -1 -1 0 -1 1 0
172	17477	0x04445	25	1	1 0 1 0 2 -2 -3 0 0 0 -1 -2 0 2 -1 -2 -2
172	17477	0x04445	25	2	1 0 1 2 2 0 -3 0 -2 0 1 -2 0 0 -1 0 -2
172	17477	0x04445	25	3	1 -2 -1 -2 0 2 3 -2 0 -2 1 2 2 -2 1 0 0
172	17477	0x04445	25	4	1 0 1 2 2 -2 -5 2 -2 2 1 -4 -2 2 -3 0 -2
173	31206	0x079e6	24	1	0 1 1 2 2 -5 -7 3 -1 2 -2 -5 -1 5 -3 -2 -4
173	31206	0x079e6	24	2	0 1 1 2 2 -3 -5 1 -1 2 0 -3 -1 1 -3 0 -2
173	31206	0x079e6	24	3	0 1 1 0 2 -3 -5 1 -1 2 0 -3 -1 3 -3 0 -2
173	31206	0x079e6	24	4	0 1 1 2 2 -1 -3 1 -1 0 0 -3 -1 1 -1 0 -2
174	50094	0x0c3ae	24	1	2 -1 1 1 2 -1 -4 1 -3 1 2 -2 -2 0 -3 1 -2
174	50094	0x0c3ae	24	2	0 1 1 3 2 -3 -6 1 -1 3 0 -4 -2 2 -3 1 -2
174	50094	0x0c3ae	24	3	0 1 1 1 2 -3 -6 1 -1 1 0 -4 0 2 -3 -1 -2
174	50094	0x0c3ae	24	4	0 1 -1 1 2 -3 -4 1 -1 1 0 -2 0 2 -1 -1 -2
175	83787	0x1474b	25	1	1 1 2 3 4 -4 -9 2 -3 1 -1 -6 -2 4 -3 0 -3
175	83787	0x1474b	25	2	1 -1 -2 -3 -2 4 7 -2 1 -3 1 4 2 -4 3 0 3
175	83787	0x1474b	25	3	1 1 2 1 4 -6 -9 2 -3 1 -1 -6 0 4 -3 -2 -3
175	83787	0x1474b	25	4	1 -1 -2 -1 0 2 3 -2 1 -1 1 2 0 -2 1 0 1
176	49751	0x0c257	25	1	1 -1 -1 0 1 2 1 -2 0 -1 2 0 0 -2 -1 1 0
176	49751	0x0c257	25	2	1 -1 1 0 1 2 1 -2 -2 -1 2 0 0 -2 -1 1 0
176	49751	0x0c257	25	3	1 -1 -1 -2 1 2 3 -2 0 -3 0 2 2 -2 1 -1 0
176	49751	0x0c257	25	4	1 1 1 2 3 -6 -9 4 -2 3 -2 -6 -2 6 -3 -1 -4
177	73631	0x11f9f	24	1	1 -1 -1 -1 1 2 2 -1 1 -1 1 1 1 -2 0 0 -1
177	73631	0x11f9f	24	2	1 -1 -1 -1 1 0 0 -1 -1 -1 1 1 1 0 0 0 -1
177	73631	0x11f9f	24	3	1 -1 1 -1 1 0 0 1 -1 -1 -1 -1 1 0 0 0 -1
177	73631	0x11f9f	24	4	1 -1 1 1 1 -2 -2 1 -3 -1 -1 -1 1 0 0 0 -1
178	94555	0x1715b	25	1	1 1 0 1 1 -2 -3 0 -1 0 0 -2 -1 1 -1 0 -1
178	94555	0x1715b	25	2	1 -1 0 -1 -1 0 1 0 -1 0 0 2 1 -1 1 0 1
178	94555	0x1715b	25	3	1 -1 0 1 1 0 -1 0 -1 0 0 0 -1 1 -1 0 -1
178	94555	0x1715b	25	4	1 -1 0 -1 -1 0 1 0 -1 -2 0 0 1 -1 1 0 1
179	106346	0x19f6a	25	1	0 1 0 1 2 -3 -5 0 -1 1 1 -3 -1 2 -2 -1 -1
179	106346	0x19f6a	25	2	0 1 0 1 2 -3 -5 2 -1 1 -1 -3 -1 4 -2 -1 -3
179	106346	0x19f6a	25	3	0 1 0 1 2 -3 -5 2 1 3 -1 -3 -1 4 -2 -1 -3
179	106346	0x19f6a	25	4	0 1 0 1 2 -1 -3 0 -1 1 1 -3 -1 0 -2 1 -1
180	122515	0x1de93	24	1	1 1 2 2 3 -4 -8 1 -2 1 -1 -5 -1 4 -3 -1 -3
180	122515	0x1de93	24	2	1 -1 0 -2 -1 0 2 1 0 -1 -1 1 1 0 1 -1 1
180	122515	0x1de93	24	3	1 -1 0 0 3 0 -2 -1 -2 -1 1 -1 1 0 -1 -1 -1
180	122515	0x1de93	24	4	1 -1 0 0 1 -2 -2 1 0 1 -1 -1 1 2 -1 -1 -3
181	44214	0x0acb6	24	1	0 1 1 2 1 -3 -4 1 0 2 -1 -3 -2 3 -2 -1 -2
181	44214	0x0acb6	24	2	0 1 1 2 1 -1 -4 1 0 2 1 -3 -2 1 -2 1 -2
181	44214	0x0acb6	24	3	2 -1 -1 -2 1 1 2 -1 0 -2 1 1 0 -1 0 -1 0
181	44214	0x0acb6	24	4	0 1 -1 0 1 -1 -2 -1 0 0 1 -1 0 1 0 -1 0
182	29160	0x071e8	25	1	0 0 0 1 0 -1 -1 1 -1 0 -2 0 1 1 1 0 0
182	29160	0x071e8	25	2	0 0 0 1 0 1 1 -1 1 0 0 0 -1 -1 -1 0 0
182	29160	0x071e8	25	3	0 2 2 3 2 -5 -9 3 -1 2 -2 -6 -1 5 -3 -2 -4
182	29160	0x071e8	25	4	2 0 2 1 2 -3 -5 1 -3 0 0 -4 -1 1 -3 0 -2
183	52305	0x0cc51	25	1	1 0 0 0 1 0 -1 0 0 0 1 -1 0 0 -1 -1 -2
183	52305	0x0cc51	25	2	1 0 0 0 1 -2 -3 0 0 0 -1 -1 0 2 -1 -1 -2
183	52305	0x0cc51	25	3	1 0 0 0 1 2 1 -2 0 0 1 1 0 -2 -1 1 0
183	52305	0x0cc51	25	4	1 0 2 2 3 -4 -7 2 -2 2 -1 -5 0 4 -3 -1 -4
184	89028	0x15bc4	24	1	2 0 1 2 4 -4 -7 1 -3 1 0 -5 -1 2 -3 0 -3
184	89028	0x15bc4	24	2	0 0 1 2 2 -2 -5 1 -1 1 0 -3 -1 2 -3 0 -3
184	89028	0x15bc4	24	3	2 -2 -1 -2 0 4 5 -3 1 -3 2 3 1 -4 1 0 1
184	89028	0x15bc4	24	4	2 -2 1 0 2 0 -1 -1 -3 -1 2 -1 1 -2 -1 0 -1
185	3845	0x00f05	25	1	1 0 -1 0 0 2 2 -2 1 -1 1 1 0 -2 0 0 0
185	3845	0x00f05	25	2	1 -2 -1 -2 0 2 4 -2 1 -1 1 3 0 -2 0 0 0
185	3845	0x00f05	25	3	3 -2 1 0 2 0 -2 0 -3 -1 1 -1 0 0 -2 0 -2
185	3845	0x00f05	25	4	1 0 1 0 2 0 -2 0 -1 1 1 -1 0 0 -2 0 -2
186	106894	0x1a18e	24	1	0 1 1 1 2 -2 -4 -1 -1 0 0 -2 0 1 -2 -1 -1
