attribution,batch_cpu_lower,batch_cpu_upper,batch_elapsed_lower,batch_elapsed_upper,call,deep_event,directions,id,point_search_cpu_sum,point_search_elapsed_sum,rank_after_call_attribution,rank_from_earlier_calls,timing_scope
ORIGINATING_CALL; may be certified by later reconciliation,0.0,416.048466848,0.0,490.21357561399054,2,False,1,broad-rank-v1:b-37d50595eb8037ca7d7c,,,22,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,416.048466848,0.0,490.21357561399054,5,False,1,broad-rank-v1:b-37d50595eb8037ca7d7c,,,23,22,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,135.179676605,0.0,146.0580921679939,1,False,1,broad-rank-v1:b-4b02a620f3d094e28ae2,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,142.31461491299999,0.0,159.53808634600136,9,False,1,broad-rank-v1:b-babf6f74ffeb4e1764fe,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,142.31461491299999,0.0,159.53808634600136,28,False,1,broad-rank-v1:b-babf6f74ffeb4e1764fe,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,176.639414029,0.0,186.72381629099254,41,False,1,broad-rank-v1:b-9a515c585cd973222d78,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,176.639414029,303.417228015,186.72381629099254,322.19513363199076,220,False,1,broad-rank-v1:b-9a515c585cd973222d78,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,412.708847718,507.51568784,436.04514521799865,538.5491831990075,356,False,1,broad-rank-v1:b-9a515c585cd973222d78,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,222.488529854,0.0,295.09311799200077,91,False,1,broad-rank-v1:b-634eac740a2fb2309250,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,164.224568004,0.0,178.54331384999387,15,False,1,broad-rank-v1:b-dcf27923952bc37a4180,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,164.224568004,0.0,178.54331384999387,40,False,1,broad-rank-v1:b-dcf27923952bc37a4180,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,154.361526512,0.0,175.3646005549963,7,False,1,broad-rank-v1:b-513d01a3e8d4bdf9b0c9,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,154.361526512,0.0,175.3646005549963,38,False,1,broad-rank-v1:b-513d01a3e8d4bdf9b0c9,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,259.78703376100003,0.0,353.0931886879989,117,False,1,broad-rank-v1:b-797b21738ee0bd228b52,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,128.929680231,0.0,141.79436851300125,29,False,1,broad-rank-v1:b-948ead8fa4d2ace27196,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.42663733999998,0.0,176.45182797100279,9,False,1,broad-rank-v1:b-2a1dc1f906b97436576d,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.42663733999998,0.0,176.45182797100279,18,False,1,broad-rank-v1:b-2a1dc1f906b97436576d,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,116.74904453199998,0.0,133.94523011901765,5,False,1,broad-rank-v1:b-102e2487b5cbb3dfe3e9,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,168.373526089,0.0,182.653454978019,45,False,1,broad-rank-v1:b-5de11ff11019d177b9c7,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,168.373526089,278.447702879,182.653454978019,303.3202910310065,182,False,1,broad-rank-v1:b-5de11ff11019d177b9c7,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,149.433668481,0.0,173.01930969799287,10,False,1,broad-rank-v1:b-050a6374083d8cb9328c,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,149.433668481,0.0,173.01930969799287,89,False,1,broad-rank-v1:b-050a6374083d8cb9328c,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,244.13530443000002,360.762394672,274.37917239099625,399.49194218899356,289,False,1,broad-rank-v1:b-050a6374083d8cb9328c,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,388.668700074,518.512618124,431.4409954830189,568.6491954560042,335,False,1,broad-rank-v1:b-050a6374083d8cb9328c,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,518.512618124,671.128531792,568.6491954560042,727.0095903379843,456,False,1,broad-rank-v1:b-050a6374083d8cb9328c,,,22,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,322.098291572,0.0,342.9022271170106,5,False,1,broad-rank-v1:b-c6696036d8e65c023954,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,322.098291572,0.0,342.9022271170106,6,False,3,broad-rank-v1:b-c6696036d8e65c023954,,,21,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,322.098291572,0.0,342.9022271170106,9,False,1,broad-rank-v1:b-c6696036d8e65c023954,,,22,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,322.098291572,0.0,342.9022271170106,14,False,1,broad-rank-v1:b-c6696036d8e65c023954,,,23,22,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,184.705797702,0.0,201.7997738130216,25,False,1,broad-rank-v1:b-b0e440ce03095e7415ce,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,184.705797702,0.0,201.7997738130216,28,False,1,broad-rank-v1:b-b0e440ce03095e7415ce,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,184.705797702,0.0,201.7997738130216,35,False,1,broad-rank-v1:b-b0e440ce03095e7415ce,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,180.94029409,0.0,195.08887316202163,41,False,1,broad-rank-v1:b-a71cdc8f12e1e1ec968a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,128.82030483600002,0.0,137.7946300439944,7,False,1,broad-rank-v1:b-41b92edc11916167665e,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,133.770521157,0.0,151.13670853400254,21,False,1,broad-rank-v1:b-2d5fc8558b0a6b454024,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,156.87801227,0.0,167.86873161501717,23,False,1,broad-rank-v1:b-6acd33e47f7325320e26,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,187.75011271699998,0.0,198.4813044439943,43,False,1,broad-rank-v1:b-81a72d1f9e37b2085bd4,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,180.51614970400001,0.0,202.8185477280058,10,False,1,broad-rank-v1:b-b8ec208c096fc735d02f,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,180.51614970400001,0.0,202.8185477280058,32,False,1,broad-rank-v1:b-b8ec208c096fc735d02f,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,180.51614970400001,0.0,202.8185477280058,57,False,1,broad-rank-v1:b-b8ec208c096fc735d02f,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,166.00741609800002,0.0,190.1228377110092,7,False,1,broad-rank-v1:b-69a4a5bc530a7eb503f7,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,166.00741609800002,0.0,190.1228377110092,36,False,1,broad-rank-v1:b-69a4a5bc530a7eb503f7,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,166.00741609800002,0.0,190.1228377110092,69,False,1,broad-rank-v1:b-69a4a5bc530a7eb503f7,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,166.00741609800002,304.58144077500003,190.1228377110092,338.26176250801655,123,False,1,broad-rank-v1:b-69a4a5bc530a7eb503f7,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,186.611006119,0.0,210.27048828202533,13,False,1,broad-rank-v1:b-04697d10a41cecdfcc67,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,186.611006119,0.0,210.27048828202533,18,False,1,broad-rank-v1:b-04697d10a41cecdfcc67,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,186.611006119,0.0,210.27048828202533,71,False,1,broad-rank-v1:b-04697d10a41cecdfcc67,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.047838454,0.0,176.26049815199804,3,False,1,broad-rank-v1:b-917822e5bef1a480e8de,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.047838454,0.0,176.26049815199804,20,False,1,broad-rank-v1:b-917822e5bef1a480e8de,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,155.047838454,276.16096742599996,176.26049815199804,307.7065615580068,156,False,1,broad-rank-v1:b-917822e5bef1a480e8de,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,153.73714681899997,0.0,168.19781435700133,31,False,1,broad-rank-v1:b-90ce2e756da14e708ae8,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,154.983605565,0.0,170.65647229002207,27,False,1,broad-rank-v1:b-c7dcd63133e5b9ad2ac6,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,137.80765706699998,0.0,149.20194718099083,13,False,1,broad-rank-v1:b-c52b7fcd100cb455909a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.260143898,0.0,173.7053862909961,7,False,1,broad-rank-v1:b-ee42888466335c05f3a8,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,155.260143898,0.0,173.7053862909961,84,False,1,broad-rank-v1:b-ee42888466335c05f3a8,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,179.055176913,0.0,195.11209778301418,53,False,1,broad-rank-v1:b-e01e176e9fe4ab2e990b,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,191.89885367899998,0.0,203.81022315099835,41,False,1,broad-rank-v1:b-1b3d61d707c58c356bd9,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,255.05014163899997,0.0,280.7241669340001,3,False,1,broad-rank-v1:b-435884aaa910f132bd9a,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,255.05014163899997,0.0,280.7241669340001,6,False,1,broad-rank-v1:b-435884aaa910f132bd9a,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,255.05014163899997,0.0,280.7241669340001,11,False,1,broad-rank-v1:b-435884aaa910f132bd9a,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,255.05014163899997,0.0,280.7241669340001,12,False,1,broad-rank-v1:b-435884aaa910f132bd9a,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,255.05014163899997,0.0,280.7241669340001,21,False,1,broad-rank-v1:b-435884aaa910f132bd9a,,,22,21,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,197.705753717,0.0,221.96950829899288,3,False,2,broad-rank-v1:b-61d76fdffb4430565c23,,,19,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,197.705753717,0.0,221.96950829899288,26,False,1,broad-rank-v1:b-61d76fdffb4430565c23,,,20,19,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,197.705753717,0.0,221.96950829899288,27,False,1,broad-rank-v1:b-61d76fdffb4430565c23,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,105.627028466,256.462785329,116.26328572898638,276.02975514996797,99,False,1,broad-rank-v1:b-5cd1051a052394504934,,,18,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,105.627028466,256.462785329,116.26328572898638,276.02975514996797,154,False,1,broad-rank-v1:b-5cd1051a052394504934,,,19,18,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,239.298068181,0.0,256.8386625479907,1,False,3,broad-rank-v1:b-0f3bc12e9be4473c6086,,,20,17,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
ORIGINATING_CALL; may be certified by later reconciliation,0.0,239.298068181,0.0,256.8386625479907,2,False,1,broad-rank-v1:b-0f3bc12e9be4473c6086,,,21,20,Enclosing batch sums; includes preparation and verification. Not exact discovery CPU.
