priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
23515	114045	0x1bd7d	9	8	2	10	15	-1 1 1 0 0 0 -2 1 0 -2 0 0 0 1 -1 0 0	-1 0 4 1 -1 -2 -1 -2 -1 -5 -1 2 1 0 0 -2 -4	-17 -6 2 14 8 -9 -4 0 7 3 1 -4 8 -8 -11 4 1	3 4 -3 -3 -1 3 -1 -2 1 0 1 -1 -1 1 0 1 -1
23516	129203	0x1f8b3	9	8	2	10	20	-1 1 2 0 0 0 -2 1 -1 -1 0 0 0 -1 0 0 0	0 -3 -2 1 0 3 0 1 1 5 2 -3 -1 0 1 3 2	9 -25 0 -22 -13 7 0 -6 2 7 6 7 1 -2 17 15 0	-1 5 0 -4 1 5 -4 -3 4 2 4 -3 -3 1 1 -1 -1
23517	130656	0x1fe60	9	8	2	10	19	-1 2 0 -1 2 -1 -1 0 0 0 -1 0 0 0 0 -1 0	-3 2 3 -2 -2 -1 1 -3 -4 -5 -5 5 2 -5 2 -6 -4	3 8 1 6 2 3 4 1 -3 -3 1 -3 -2 3 -2 -7 0	-2 2 0 -2 0 3 -3 -2 2 1 1 -1 -1 1 1 -1 -1
23518	72878	0x11cae	9	8	2	10	17	-1 2 0 0 1 -1 -2 0 0 -1 0 0 0 1 -1 0 0	-2 1 4 0 -1 -3 -1 -3 -1 -6 -2 2 1 0 0 -3 -4	-8 21 3 14 6 -6 -8 7 5 0 -7 0 -1 -5 -11 -3 0	2 5 -3 -3 0 3 -2 -3 2 0 1 -1 -1 2 0 0 -1
23519	116694	0x1c7d6	9	8	2	10	25	0 -2 -1 1 0 1 2 0 -1 1 0 0 0 1 0 0 0	0 1 0 0 0 -2 0 0 0 -2 0 2 -1 1 1 -2 0	-7 23 5 11 4 -5 -12 8 8 3 -6 3 -2 -6 -9 1 0	0 1 1 0 1 0 1 -1 1 1 1 0 0 0 1 -1 -1
23520	59356	0x0e7dc	9	8	2	10	19	0 -2 1 1 0 0 0 0 0 -1 2 0 0 -1 1 -1 0	1 -1 0 1 0 0 -1 2 0 0 0 1 0 0 1 1 0	1 -1 0 -5 -5 1 -3 0 1 2 -3 3 0 -3 3 5 0	-2 -2 3 1 1 -2 1 1 -1 1 1 0 0 -1 1 -1 0
23521	72452	0x11b04	9	8	2	10	19	0 -1 -2 1 0 0 2 -1 0 1 0 0 0 1 0 1 0	-1 2 0 0 1 -2 -1 -1 1 -2 -1 0 0 2 0 -2 0	-11 40 4 24 11 -9 -12 12 6 -2 -12 -1 -3 -6 -19 -8 0	2 0 -1 2 0 -2 2 0 -1 -1 -2 1 1 0 0 0 1
23522	41238	0x0a116	9	8	2	10	21	0 -1 0 0 0 0 0 -1 1 -1 2 0 2 -1 0 -1 0	-3 1 4 -3 -3 -2 0 -1 -4 -6 -4 5 2 -5 2 -3 -4	6 -48 -3 -21 -10 7 14 -16 -4 5 16 -3 8 6 17 9 1	0 -3 1 0 -1 -2 2 2 -1 0 0 0 0 -1 0 1 0
23523	74318	0x1224e	9	8	2	10	20	0 0 -1 -1 0 0 0 0 2 -1 0 0 2 0 -1 1 -1	-3 2 3 -3 -1 -2 -1 -2 -3 -4 -5 3 2 -3 1 -3 -3	-11 -31 0 5 4 -3 8 -10 3 4 13 -9 12 -1 -2 4 2	2 -3 -1 1 -2 -2 3 2 -2 -1 -2 0 0 -1 0 2 1
23524	15883	0x03e0b	9	8	2	10	22	0 0 -1 0 0 -1 2 -1 1 0 0 0 2 1 -1 0 0	0 2 0 0 1 0 0 -2 0 -2 -1 2 1 0 0 -5 0	-1 13 0 11 7 -1 2 3 -2 -4 1 -4 -2 4 -7 -10 0	1 1 0 1 0 0 0 0 0 -1 -1 1 1 1 0 0 0
23525	38456	0x09638	9	8	2	10	20	0 0 -1 0 0 1 2 0 0 1 -2 -1 0 1 0 1 0	2 0 -4 1 3 3 0 0 2 5 2 -3 0 2 -1 0 4	-16 12 3 26 17 -9 -4 5 7 -1 4 -7 4 -4 -18 -6 1	2 0 0 1 -1 1 0 0 0 -1 -1 0 1 0 0 1 0
23526	16543	0x0409f	9	8	2	10	21	0 0 0 -1 0 -1 1 0 2 -1 0 0 2 0 -1 0 -1	-2 3 2 -2 -1 0 0 -2 -4 -4 -5 5 2 -5 2 -7 -3	1 -31 -3 -5 -2 4 14 -11 -6 -1 11 -7 7 5 6 0 1	-1 -1 1 1 -1 0 0 1 0 0 0 0 0 0 1 0 0
23527	75354	0x1265a	9	8	2	10	21	0 0 0 -1 0 0 -1 0 2 -1 0 0 2 0 -1 1 -1	0 -1 0 -1 0 1 -1 0 0 1 0 -1 1 0 0 2 1	-14 -30 2 4 3 -5 2 -9 8 8 12 -6 13 -5 -2 10 2	2 -3 0 1 -1 -2 3 2 -2 -1 -1 0 0 -1 0 2 1
23528	9153	0x023c1	9	8	2	10	20	0 0 0 -1 0 0 0 2 0 1 -2 0 -1 1 -1 1 0	2 0 0 1 0 -1 1 0 -1 1 0 0 0 1 0 1 0	-12 36 5 24 13 -8 -13 13 9 -1 -6 0 -4 -7 -18 -6 0	-1 2 0 0 0 2 -1 -1 1 1 0 0 0 1 0 0 0
23529	43618	0x0aa62	9	8	2	10	23	0 0 0 0 -2 -1 1 0 0 0 0 1 2 0 -1 1 -1	-5 2 2 -2 -3 0 1 -2 -3 -3 -3 2 0 -5 3 -5 -3	29 -46 -7 -47 -26 18 17 -16 -15 1 7 7 -2 11 35 11 -1	0 5 -2 -2 0 3 -3 -2 4 1 2 -1 -2 1 0 -1 0
23530	964	0x003c4	9	8	2	10	20	0 0 0 0 -1 -1 0 0 1 -1 0 0 2 1 0 1 -2	-2 1 0 0 1 1 -1 -1 0 0 -1 -1 0 -1 1 -3 0	8 -17 -4 -12 -7 5 9 -7 -8 -2 1 -1 2 4 9 1 0	2 2 -1 0 0 0 -1 -1 1 -1 0 0 0 0 0 0 0
23531	72446	0x11afe	9	8	3	10	26	-1 0 0 -1 1 0 -3 0 1 0 0 0 0 1 1 0 -1	-3 0 4 -2 -3 -2 1 -1 -3 -5 -2 2 1 -3 2 0 -3	-20 -9 4 18 8 -9 1 -6 6 5 2 -10 14 -7 -13 3 2	2 -3 -1 1 -1 -3 3 1 -2 -1 -2 1 1 -2 0 2 1
23532	113995	0x1bd4b	9	8	3	10	22	-1 0 0 0 1 -1 -3 0 1 0 0 0 0 1 1 0 -1	-2 -1 4 0 -3 -1 0 -1 -2 -5 -1 1 2 -2 2 1 -3	-17 21 5 23 9 -10 -8 4 7 2 -9 -5 6 -10 -18 -1 1	1 -1 0 1 0 -2 1 0 -1 0 -1 1 1 -1 0 1 1
23533	72703	0x11bff	9	8	3	10	19	-1 0 0 0 1 0 -3 0 1 -1 0 0 0 1 1 0 -1	-2 -1 4 0 -2 -1 -1 -1 -1 -5 -1 1 2 -1 1 1 -3	-28 5 5 30 14 -15 -6 0 10 4 -4 -10 14 -13 -23 2 2	3 -3 -1 1 -1 -3 3 1 -3 -1 -2 1 1 -2 0 2 1
23534	101764	0x18d84	9	8	3	10	17	-1 0 1 -1 0 0 -3 0 0 0 1 1 0 0 1 -1 0	-3 -1 3 -2 -4 -1 3 0 -2 -3 0 2 -1 -3 2 1 -2	1 -37 -1 -14 -9 4 13 -16 -5 5 7 -5 11 3 11 8 1	0 -2 -1 0 0 -2 2 1 -1 0 -1 1 0 -2 0 1 1
23535	41359	0x0a18f	9	8	3	10	18	-1 0 1 -1 0 0 -3 1 0 0 0 0 0 1 1 0 -1	-2 -1 2 -1 -2 -1 2 0 -2 -1 0 0 -1 -2 2 1 -1	-4 -17 1 -2 -2 0 5 -8 0 4 4 -4 8 -1 2 5 1	1 1 -1 -1 0 0 0 -1 1 0 0 0 0 -1 0 1 0
23536	30686	0x077de	9	8	3	10	20	-1 0 1 -1 0 0 -3 1 0 0 0 1 0 1 0 0 -1	-2 -1 2 -1 -3 -1 2 0 -1 -2 1 1 -2 -1 2 1 -1	-6 -20 3 -6 -7 -1 1 -9 3 8 0 -1 10 -5 4 12 1	0 1 -1 -1 1 0 1 -1 1 1 1 0 -1 -1 1 0 0
23537	76337	0x12a31	9	8	3	10	20	-1 0 1 0 0 -1 -3 0 0 0 1 1 0 0 1 -1 0	-2 -2 3 0 -4 0 2 0 -1 -3 1 1 0 -2 2 2 -2	4 -7 0 -9 -8 3 4 -6 -4 2 -4 0 3 0 6 4 0	-1 0 0 0 1 -1 0 0 0 1 0 1 0 -1 0 0 1
23538	26514	0x06792	9	8	3	10	18	-1 0 1 0 0 0 -3 1 0 0 0 0 -1 1 1 0 -1	0 -2 0 1 -1 1 1 1 1 1 3 -2 -2 1 1 3 1	-12 -2 3 8 1 -6 -3 -3 4 4 -6 -3 9 -8 -7 6 1	0 1 0 0 1 0 0 -1 1 1 1 0 0 -1 1 0 0
23539	25841	0x064f1	9	8	3	10	21	-1 0 1 0 1 0 -3 0 0 0 0 0 -1 1 1 0 -1	0 -2 0 1 -1 1 0 1 1 0 3 -2 -1 1 1 3 1	-18 8 6 14 3 -10 -11 1 10 7 -9 -1 9 -13 -12 9 1	1 0 0 0 1 -1 1 -1 0 0 1 0 0 -1 1 0 0
23540	91036	0x1639c	9	8	3	10	19	-1 0 1 0 1 0 -3 0 0 0 0 0 0 1 1 -1 -1	-1 -2 2 0 -3 1 1 0 -1 -3 2 1 0 -2 2 1 -1	-10 -12 4 2 -2 -4 -2 -6 5 7 -1 -2 10 -7 -2 10 1	0 0 1 -1 1 0 0 -1 1 1 2 0 0 -1 1 0 -1
23541	114831	0x1c08f	9	8	3	10	21	-1 0 1 0 1 0 -3 0 1 -1 0 0 0 0 1 0 -1	0 -3 0 1 -1 3 -1 1 1 1 2 -2 1 0 1 4 1	-23 -10 5 17 6 -11 -6 -4 11 8 -1 -6 15 -14 -13 11 2	1 -3 1 1 0 -2 2 1 -2 0 0 0 0 -2 1 1 1
23542	58658	0x0e522	9	8	3	10	23	-1 0 1 0 1 0 -3 0 1 -1 0 0 0 1 0 0 -1	0 -2 2 1 -2 1 -1 0 0 -3 2 0 1 0 1 2 -1	-29 -6 7 21 8 -15 -11 -2 15 10 -3 -5 16 -17 -17 13 2	2 -1 0 0 0 -1 2 0 -1 0 1 0 0 -1 1 1 0
23543	106852	0x1a164	9	8	3	10	21	-1 0 1 1 0 0 -3 0 0 -1 1 0 -1 0 1 0 0	0 -3 1 2 -1 1 -1 1 2 0 3 -3 0 2 0 5 0	-17 1 3 12 4 -10 -8 0 8 5 -7 -2 9 -12 -11 8 1	2 0 -1 0 0 -1 1 0 -1 0 0 0 0 -1 0 1 1
23544	130944	0x1ff80	9	8	3	10	26	-1 1 1 0 1 -1 -3 0 0 0 0 0 0 1 0 0 -1	0 -2 0 1 -1 1 0 0 1 0 3 -2 -1 1 1 2 1	-4 13 5 1 -4 -3 -11 3 7 6 -9 5 1 -8 -2 8 0	0 4 0 -2 2 2 -2 -3 3 1 3 -1 -1 1 1 -1 -1
23545	72216	0x11a18	9	8	3	10	19	-1 1 1 0 1 0 -3 0 -1 0 0 0 0 0 1 -1 0	-1 -3 1 0 -2 1 1 0 0 0 2 -1 0 -1 1 3 0	4 -7 2 -9 -6 3 -1 -3 2 5 2 3 1 -1 7 7 0	0 2 0 -3 1 2 -2 -2 2 1 2 -1 -1 0 0 0 -1
23546	88372	0x15934	9	8	3	10	23	-1 1 1 0 1 0 -3 0 0 -1 0 0 0 1 0 0 -1	0 -2 0 1 0 1 -1 0 2 0 3 -2 -1 2 0 2 1	-15 -3 5 8 1 -8 -9 -1 10 8 -4 0 9 -11 -7 11 1	2 2 -1 -2 1 1 0 -2 1 0 2 -1 -1 0 1 0 -1
23547	31798	0x07c36	9	8	3	10	22	0 -1 -1 1 0 1 3 -1 0 0 0 0 0 0 0 -1 1	0 2 0 0 0 1 0 -1 0 -3 -1 4 1 -1 0 -5 -1	-13 -9 0 16 10 -6 5 -3 0 -2 4 -9 8 -1 -11 -4 1	0 -3 1 2 -1 -1 2 2 -2 0 -1 1 1 -1 1 0 0
23548	16637	0x040fd	9	8	3	10	21	0 0 -1 1 -1 1 3 -1 0 0 0 0 0 0 -1 0 1	0 2 -2 0 1 2 0 -1 2 0 1 1 -1 1 -1 -4 1	-8 -29 -2 2 3 -3 9 -9 -2 0 7 -7 10 1 -1 2 1	1 0 -1 1 -1 1 1 1 0 0 0 0 0 0 1 0 0
23549	34972	0x0889c	9	9	2	10	21	-1 -1 -1 1 0 2 0 1 0 0 0 -1 -1 0 1 0 0	-1 0 0 -1 0 0 0 0 0 0 -1 1 -1 0 1 0 0	-27 -18 4 26 14 -12 1 -6 10 5 7 -13 18 -10 -18 4 3	0 -2 1 1 -1 0 2 1 0 2 0 -1 0 -2 2 1 0
23550	20209	0x04ef1	9	9	2	10	21	-1 -1 -1 2 0 0 1 -1 0 0 1 -1 0 0 1 0 0	-4 2 3 -1 -2 -1 -1 -2 -3 -6 -4 3 2 -4 3 -5 -4	-8 -4 1 8 3 -4 0 -2 2 1 -1 -4 6 -5 -6 2 1	1 2 0 0 -1 1 -1 -1 2 1 1 -1 0 0 1 0 0
23551	62040	0x0f258	9	9	2	10	21	-1 -1 -1 2 0 1 0 0 0 0 0 -1 -1 1 1 0 0	-1 0 2 1 -1 0 -1 -1 0 -4 0 1 1 0 1 -1 -2	-30 10 5 35 18 -17 -8 3 11 2 -5 -10 13 -14 -27 0 2	2 0 0 1 -1 0 1 0 0 1 0 0 1 -1 1 1 0
23552	11596	0x02d4c	9	9	2	10	20	-1 -1 -1 2 0 1 0 0 0 0 1 -1 -1 0 1 0 0	-1 0 0 0 0 0 -1 0 1 -1 0 0 -1 1 1 0 0	-21 -1 4 21 9 -11 -5 -1 9 4 -3 -7 12 -11 -16 4 2	0 0 1 1 0 0 1 0 1 2 1 -1 0 -1 2 0 0
23553	6227	0x01853	9	9	2	10	23	-1 -1 0 0 0 1 1 0 -2 1 0 0 -1 0 1 0 1	-4 2 2 -2 -2 -3 2 -1 -4 -3 -4 3 0 -4 3 -4 -3	3 -3 1 -4 -2 3 1 -1 0 2 4 1 -1 1 4 2 0	1 3 -2 -2 -1 2 -1 -2 2 0 0 -1 -1 0 0 0 0
23554	21867	0x0556b	9	9	2	10	22	-1 -1 0 0 0 2 0 0 0 0 1 -1 -1 0 1 -1 1	-1 1 1 -2 -1 -1 2 0 -2 -2 -1 3 -1 -2 1 -2 -1	-23 -43 1 15 11 -8 12 -15 4 5 17 -16 21 -2 -9 4 3	1 -3 0 1 -2 -1 3 2 -1 0 -1 0 1 -2 1 2 0
23555	125438	0x1e9fe	9	9	2	10	19	-1 -1 0 0 0 2 0 1 -1 0 0 -1 -1 1 1 0 0	-1 1 0 -1 1 -2 1 0 -1 0 -1 1 -2 0 1 -2 0	-19 -13 3 18 11 -8 1 -4 7 4 8 -9 12 -5 -12 2 2	2 1 -1 -1 -1 1 1 -1 1 0 0 -1 0 -1 1 1 -1
23556	80074	0x138ca	9	9	2	10	22	-1 -1 0 0 0 2 0 1 -1 1 -1 0 -1 1 0 0 0	-1 0 0 -1 -2 0 2 0 -1 -1 1 2 -2 -1 2 -1 0	-20 -22 6 10 4 -8 -3 -7 11 10 6 -5 15 -10 -7 13 2	0 1 0 -1 0 2 1 -1 2 2 2 -1 -1 -1 2 0 -1
23557	11897	0x02e79	9	9	2	10	20	-1 -1 0 0 0 2 1 0 -1 0 0 -1 -1 0 1 0 1	-3 2 2 -2 -1 -2 1 -1 -4 -3 -4 3 1 -4 2 -4 -3	-17 -29 1 12 10 -6 6 -8 5 4 15 -10 13 -3 -7 4 2	3 0 -2 -1 -3 1 1 0 0 -1 -1 -1 0 -1 0 2 0
23558	64077	0x0fa4d	9	9	2	10	18	-1 -1 0 0 0 2 1 1 -1 0 -1 0 -1 0 0 0 1	-2 1 2 -1 -2 -1 1 -1 -3 -3 -3 4 1 -3 2 -3 -3	-22 -19 4 18 11 -9 -1 -4 10 6 10 -8 13 -9 -12 7 2	1 0 -1 -1 -2 2 1 0 0 1 0 -1 -1 -1 1 1 0
23559	120485	0x1d6a5	9	9	2	10	19	-1 -1 0 0 0 2 1 1 -1 0 0 -1 -1 0 0 0 1	-2 2 2 -2 -1 -3 1 -1 -4 -3 -4 4 0 -3 2 -4 -3	-17 -23 3 12 9 -6 1 -5 9 6 14 -7 11 -5 -7 6 2	1 2 -1 -2 -2 3 0 -1 2 1 1 -2 -1 0 1 1 -1
23560	33400	0x08278	9	9	2	10	21	-1 -1 0 0 1 1 0 0 -1 1 0 0 -1 0 2 -1 0	-1 0 -2 -1 0 1 2 1 0 2 0 1 -2 -1 2 -1 2	-6 0 3 9 2 -1 2 -3 1 2 0 -5 6 -2 -5 0 1	-2 -2 2 1 1 -1 1 0 0 1 0 0 0 -2 2 -1 0
23561	97411	0x17c83	9	9	2	10	20	-1 -1 0 0 2 0 0 -1 0 1 0 0 -1 0 1 -1 1	0 0 1 0 -2 0 1 0 -2 -3 -1 3 2 -2 2 -1 -1	-22 32 8 33 15 -12 -13 9 12 3 -6 -5 4 -11 -24 -3 1	-1 -3 2 2 0 -2 2 1 -2 0 -1 1 1 -1 1 0 1
23562	100627	0x18913	9	9	2	10	21	-1 -1 0 1 0 0 0 -1 0 0 2 -1 0 -1 1 0 1	-2 0 1 -1 -1 -1 0 0 -2 -1 -2 0 1 -2 2 0 -1	-4 -9 1 1 1 -1 0 -3 4 4 6 -2 4 -2 0 4 1	1 1 0 0 -1 0 0 0 1 0 0 -1 0 0 0 1 1
23563	111806	0x1b4be	9	9	2	10	20	-1 -1 0 1 0 0 0 -1 0 0 2 1 0 -1 0 -1 1	-2 0 1 -1 -3 0 1 0 0 -3 0 3 -1 -1 2 -1 -1	-4 -21 2 -7 -8 0 2 -9 2 7 0 -1 9 -4 5 11 1	-2 -1 1 1 1 -1 2 1 0 2 1 0 -1 -1 2 -1 1
23564	9902	0x026ae	9	9	2	10	25	-1 -1 0 1 0 0 0 -1 1 -1 2 0 1 0 0 -1 0	-2 1 2 -1 -2 0 0 -1 -1 -5 -1 4 0 -2 2 -4 -2	-13 -34 1 2 -1 -4 7 -13 2 6 6 -8 16 -4 -1 9 2	0 -1 1 1 0 -1 2 1 0 1 1 0 0 -1 2 0 0
23565	56572	0x0dcfc	9	9	2	10	21	-1 -1 0 1 0 0 0 0 -1 0 2 0 0 -1 1 -1 1	-2 0 1 -1 -1 -2 1 0 -1 -1 -2 2 -1 -1 2 -1 -1	9 1 0 -8 -6 6 2 -1 -2 1 1 2 -3 3 7 0 0	-2 2 1 -1 1 1 -1 -1 2 2 1 -1 -1 0 1 -1 0
23566	92143	0x167ef	9	9	2	10	22	-1 -1 0 1 0 0 0 0 0 -1 2 0 0 -1 1 -1 1	-1 0 1 0 0 -1 0 0 0 -1 -2 2 0 0 1 -1 -1	-6 1 0 11 5 -2 3 -1 0 -1 1 -6 4 -1 -7 -4 1	-1 -1 1 1 0 -1 1 1 -1 1 -1 0 0 -1 1 0 1
23567	84751	0x14b0f	9	9	2	10	21	-1 -1 0 1 0 0 0 0 0 0 2 -1 -1 -1 1 0 1	0 0 -1 0 1 -1 0 1 0 2 -1 -1 -1 1 1 1 1	-8 11 2 13 6 -4 -4 3 5 1 -1 -3 2 -4 -9 -2 1	-1 1 1 1 0 0 0 0 1 1 0 -1 0 0 1 0 1
23568	19554	0x04c62	9	9	2	10	22	-1 -1 0 1 0 0 0 0 0 0 2 -1 0 -1 1 -1 1	-1 0 1 -1 -1 -1 1 0 -2 -1 -2 2 0 -2 2 -1 -1	0 -9 0 1 1 2 5 -4 0 1 7 -4 3 2 1 -1 1	-2 1 2 0 0 1 -1 0 2 2 1 -1 0 0 1 0 0
23569	106739	0x1a0f3	9	9	2	10	21	-1 -1 0 1 0 0 0 0 0 0 2 0 -1 -1 1 -1 1	0 0 -1 0 0 0 1 1 1 1 0 1 -2 1 1 0 1	-6 2 1 9 2 -2 2 -2 0 0 -3 -5 5 -2 -6 -2 1	-3 -1 2 2 1 -1 1 1 0 2 0 0 0 -1 2 -1 1
23570	49126	0x0bfe6	9	9	2	10	21	-1 -1 0 1 0 0 1 0 -2 1 0 0 -1 0 1 0 1	-3 1 2 0 -2 -2 1 -1 -3 -3 -3 2 1 -3 3 -3 -3	6 27 2 1 -1 2 -8 9 1 -1 -7 6 -9 -2 -1 -2 -1	0 5 -1 -2 0 3 -3 -3 3 1 1 -1 -1 1 0 -1 0
23571	73295	0x11e4f	9	9	2	10	20	-1 -1 0 1 0 1 0 -2 0 0 1 0 0 0 1 -1 1	-3 0 3 -1 -4 1 1 -1 -2 -6 0 3 2 -4 2 -2 -3	-18 -42 1 4 3 -7 8 -15 3 7 10 -10 19 -5 -3 11 2	3 -3 -1 1 -2 -2 3 2 -2 -1 -1 1 1 -2 0 2 1
23572	53501	0x0d0fd	9	9	2	10	22	-1 -1 0 1 0 1 0 -1 0 0 1 -1 0 0 2 -1 0	-2 0 0 -1 -1 2 1 0 -1 -1 0 1 0 -3 2 -2 0	-10 -39 -1 2 2 -2 13 -15 -2 3 11 -11 16 0 0 5 2	1 -2 1 1 -1 -1 1 1 0 0 0 0 1 -2 1 1 0
23573	6434	0x01922	9	9	2	10	20	-1 -1 0 1 0 1 0 0 -2 0 1 0 -1 0 1 0 1	-2 0 1 0 0 -3 0 0 0 -1 -1 0 -1 1 1 0 -1	-4 16 3 6 2 -3 -9 6 6 3 -4 3 -2 -5 -5 2 0	2 3 -2 -2 0 1 0 -2 1 0 0 -1 -1 0 0 0 0
23574	113209	0x1ba39	9	9	2	10	22	-1 -1 0 1 0 1 0 0 -1 0 0 0 -2 1 1 0 1	0 0 1 2 0 -1 0 0 1 -2 1 0 0 2 0 0 -1	-28 28 5 37 19 -17 -12 9 10 0 -10 -7 7 -13 -29 -4 1	3 0 -2 1 -1 -1 2 0 -2 -1 -2 1 1 -1 0 1 1
23575	93934	0x16eee	9	9	2	10	20	-1 -1 0 1 0 1 0 0 -1 0 1 -1 0 0 2 -1 0	-2 0 0 -1 0 0 1 0 -1 0 -1 1 -1 -2 2 -2 0	1 -20 -1 -3 -1 3 9 -8 -3 1 8 -5 6 3 4 1 1	0 1 1 -1 0 1 -1 -1 2 1 1 -1 0 -1 1 0 -1
23576	34074	0x0851a	9	9	2	10	20	-1 -1 0 1 0 1 0 0 -1 1 0 0 -1 0 2 -1 0	-1 -1 -2 0 -1 3 2 1 1 2 2 0 -2 -1 2 0 2	-4 -15 1 1 -2 0 6 -8 -2 2 0 -5 9 -2 0 4 1	-2 -1 2 1 1 0 0 0 1 2 1 0 0 -2 2 -1 0
23577	77636	0x12f44	9	9	2	10	21	-1 -1 0 1 0 1 0 0 0 -1 2 -1 0 0 1 -1 0	-1 1 0 -1 1 -1 0 0 0 -1 -1 2 -2 0 1 -3 0	-11 -27 0 6 3 -3 8 -10 1 3 8 -9 13 -1 -3 3 2	0 0 1 0 0 0 1 0 1 1 1 -1 0 -1 2 0 -1
23578	27622	0x06be6	9	9	2	10	19	-1 -1 0 1 0 1 0 1 -1 0 0 -1 -1 0 2 0 0	0 -1 -2 1 2 1 0 1 1 4 0 -2 -1 1 1 1 2	-10 13 2 19 10 -5 -3 4 4 -1 -1 -5 3 -5 -13 -4 1	0 1 1 0 0 1 -1 -1 1 1 0 -1 0 -1 1 0 0
23579	73279	0x11e3f	9	9	2	10	21	-1 -1 0 1 0 1 1 0 -2 0 0 0 0 0 1 -1 1	-4 1 4 -1 -3 -2 1 -2 -4 -6 -4 5 2 -5 3 -5 -5	3 -9 0 -4 -1 3 3 -2 -1 1 6 0 0 1 4 2 0	1 3 -1 -3 -1 3 -2 -2 2 1 1 -1 -1 0 0 0 -1
23580	66737	0x104b1	9	9	2	10	19	-1 -1 0 1 0 1 1 0 -2 1 0 0 -1 0 1 0 0	-3 1 -1 -1 -1 0 1 0 -1 0 -1 1 -2 -2 3 -3 0	5 -8 2 -12 -10 4 -2 -3 1 5 -2 5 1 -3 9 10 0	-1 4 0 -2 1 3 -2 -3 4 2 3 -2 -2 0 2 -2 -1
23581	128451	0x1f5c3	9	9	2	10	20	-1 -1 0 1 0 1 1 0 0 0 0 -1 -2 0 1 0 1	0 1 0 1 0 1 0 0 -1 -1 -1 1 1 -1 1 -2 -1	-29 2 3 34 19 -15 -3 1 8 0 0 -12 13 -11 -25 -2 2	1 -1 0 2 -2 0 1 1 -1 0 -1 0 1 -1 1 1 1
23582	102037	0x18e95	9	9	2	10	23	-1 -1 0 1 0 2 0 0 0 -1 1 -1 0 0 1 -1 0	-1 0 0 -1 0 1 0 0 0 -1 0 2 -1 -1 1 -2 0	-21 -49 1 9 6 -7 10 -16 5 7 15 -13 22 -5 -5 10 3	1 -2 1 0 -1 0 2 1 0 1 1 -1 0 -2 2 1 -1
23583	35741	0x08b9d	9	9	2	10	23	-1 -1 0 1 0 2 0 1 0 -1 0 -1 -1 0 1 0 0	1 -1 -2 1 2 2 -1 1 2 3 1 -1 -1 2 0 1 2	-32 -16 4 31 17 -15 -2 -4 12 5 6 -13 19 -13 -22 5 3	1 -2 1 1 -1 0 2 1 -1 1 0 -1 0 -2 2 1 0
23584	28714	0x0702a	9	9	2	10	21	-1 -1 0 1 1 0 0 -1 0 0 1 -1 0 0 2 -1 0	-1 0 0 0 0 1 0 0 -1 -1 -1 1 1 -2 2 -2 0	-9 6 2 15 7 -4 0 0 2 0 0 -6 5 -3 -10 -3 1	0 -1 2 1 0 -1 0 0 0 0 0 0 1 -1 1 0 0
23585	5095	0x013e7	9	9	2	10	24	-1 -1 0 1 1 1 0 0 0 0 0 -1 -1 0 2 -1 0	1 -1 -2 1 1 3 0 1 1 2 1 0 0 0 1 0 2	-23 4 4 30 15 -11 -2 0 7 1 0 -11 12 -9 -21 -2 2	-1 -3 3 2 0 -1 1 1 -1 1 0 0 1 -2 2 0 0
23586	61234	0x0ef32	9	9	2	10	22	-1 -1 0 2 -1 1 0 0 0 -1 1 -1 0 0 1 0 0	-1 -1 0 1 0 2 -1 0 1 0 1 -1 0 0 1 0 0	-16 -29 0 8 5 -7 4 -9 4 4 6 -8 15 -7 -6 8 2	2 1 0 0 -1 1 0 0 1 1 1 -1 0 -1 1 1 0
23587	122357	0x1ddf5	9	9	2	10	20	-1 -1 0 2 0 0 0 0 -1 0 1 0 -1 -1 1 0 1	0 -2 -1 2 0 1 -1 1 2 2 1 -2 0 2 1 3 1	-6 29 4 12 3 -5 -14 10 8 2 -11 4 -3 -10 -10 2 0	-1 2 1 0 1 1 -1 -1 1 2 1 -1 -1 0 1 -1 1
23588	120000	0x1d4c0	9	9	2	10	17	-1 -1 0 2 0 0 1 0 -1 0 1 -1 -1 0 0 0 1	-1 1 2 1 -1 -2 -1 -1 -2 -4 -2 2 1 -1 2 -3 -3	-8 24 4 12 5 -6 -14 10 9 2 -7 4 -3 -9 -10 2 0	0 6 0 -2 0 4 -3 -3 4 2 3 -2 -1 2 1 -1 -1
23589	11853	0x02e4d	9	9	2	10	23	-1 -1 0 2 0 1 0 0 0 -1 1 -1 -1 0 1 0 0	1 -1 -2 2 2 2 -2 1 3 2 2 -2 -1 3 0 1 2	-26 1 4 26 12 -14 -8 1 11 4 -4 -7 13 -14 -20 5 2	1 0 1 1 0 0 1 0 0 1 1 -1 0 -1 2 0 0
23590	76064	0x12920	9	9	2	10	23	-1 -1 0 2 0 1 0 0 0 -1 1 -1 0 0 1 -1 0	0 -1 0 1 0 2 -1 0 1 -1 1 1 0 0 1 -1 0	-18 -19 2 14 7 -8 1 -6 6 4 4 -8 14 -8 -10 6 2	0 0 2 0 0 1 0 0 1 2 2 -1 0 -1 2 0 -1
