priority_rank	orbit_mask	orbit_hex	group_addition_upper_bound	support_count	maximum_absolute_coefficient	coefficient_l1	minimal_unoriented_count	section_basis_w	direct_alternate_w	historical_alternate_w	short_basis_w
1187	122478	0x1de6e	4	5	1	5	20	0 -1 0 0 -1 0 0 0 0 1 0 0 0 1 0 1 0	1 -1 -1 1 0 0 1 1 1 2 3 -3 -1 2 0 3 2	-5 11 2 5 3 -4 -6 3 4 2 -3 1 0 -3 -5 1 0	2 1 -1 1 0 -1 1 0 0 -1 -1 1 1 0 -1 1 1
1188	123843	0x1e3c3	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 1 0 0 0 1 1 0 0	1 -1 -1 1 0 1 2 1 1 2 3 -2 -1 1 0 2 2	-1 5 -1 5 4 -1 4 -1 -4 -3 -1 -4 1 3 -4 -6 0	1 -1 0 2 0 -2 1 1 -1 -1 -2 2 2 -1 -1 1 1
1189	55555	0x0d903	4	5	1	5	19	0 -1 0 0 -1 0 0 0 0 1 0 0 1 1 0 0 0	0 -1 1 0 -2 0 2 0 -1 -1 2 0 0 -1 1 1 0	3 -9 0 -7 -2 2 3 -4 -1 2 5 0 1 3 5 2 0	1 1 0 0 0 0 0 0 1 0 0 1 1 0 -1 1 0
1190	61440	0x0f000	4	5	1	5	20	0 -1 0 0 -1 0 0 0 0 1 0 1 0 0 0 0 -1	-5 2 4 -3 -6 -1 2 -1 -5 -7 -3 5 0 -7 4 -4 -5	13 -48 -3 -35 -22 10 13 -18 -9 5 3 3 7 3 25 16 0	-2 0 0 0 0 0 0 0 2 2 2 0 -1 -1 1 -1 0
1191	4159	0x0103f	4	5	1	5	19	0 -1 0 0 -1 0 0 0 0 1 0 1 0 0 1 0 0	1 -2 -3 1 0 3 2 2 3 5 4 -3 -2 2 0 4 4	3 -2 -1 -3 -3 2 5 -4 -5 -1 -3 -2 2 2 2 -1 0	-1 -3 1 3 1 -3 2 2 -2 0 -2 2 1 -2 0 0 2
1192	122088	0x1dce8	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 1 1 0 0 0 0 0 1	1 -1 0 0 -1 -1 2 1 0 1 2 -1 -1 1 0 3 1	2 0 0 -3 0 1 1 -1 0 1 3 0 -1 3 2 -1 0	0 0 0 1 0 -1 1 1 0 0 -1 1 1 0 -1 1 1
1193	81111	0x13cd7	4	5	1	5	22	0 -1 0 0 -1 0 0 0 0 1 1 0 0 0 1 0 0	1 -1 -3 0 1 1 2 2 2 5 3 -3 -3 2 0 3 4	8 -6 -2 -9 -5 5 7 -5 -6 -1 1 -1 0 6 7 -2 0	-1 -1 1 2 1 -2 1 1 0 0 -1 1 1 -1 0 0 1
1194	1559	0x00617	4	5	1	5	21	0 -1 0 0 -1 0 0 0 0 1 1 0 1 0 0 0 0	0 -1 -1 -1 -1 0 2 1 0 2 2 -1 -2 0 1 2 2	12 -20 -1 -21 -11 8 6 -8 -3 4 7 3 0 6 16 6 0	-1 1 1 0 1 0 0 0 2 1 1 0 0 0 0 0 0
1195	125574	0x1ea86	4	5	1	5	18	0 -1 0 0 -1 0 0 0 0 1 1 1 0 0 0 0 0	1 -1 -3 0 0 1 2 2 3 4 4 -2 -4 3 0 3 4	6 -9 0 -13 -10 4 3 -6 -3 3 -3 2 2 2 9 5 0	-2 -1 1 2 2 -2 2 1 0 1 0 1 0 -1 1 -1 1
1196	105794	0x19d42	4	5	1	5	18	0 -1 0 0 -1 0 0 0 1 0 0 0 0 0 1 0 -1	-4 2 4 -2 -4 0 1 -1 -5 -6 -4 4 2 -7 3 -4 -5	0 -45 -5 -12 -6 3 18 -17 -10 -1 7 -8 12 3 9 5 1	0 -3 0 2 -2 -2 1 2 -1 0 -1 1 1 -2 0 1 1
1197	31248	0x07a10	4	5	1	5	23	0 -1 0 0 -1 0 0 0 1 0 0 0 1 0 0 1 0	1 -2 -1 1 0 2 0 1 1 3 2 -3 1 1 0 4 2	-10 -7 1 8 6 -5 -1 -2 5 3 5 -4 6 -4 -6 3 1	2 -2 0 2 -1 -2 2 2 -2 -1 -2 1 1 -1 -1 2 2
1198	84755	0x14b13	4	5	1	5	19	0 -1 0 0 -1 0 0 0 1 0 0 1 0 0 0 0 -1	-4 2 4 -2 -5 0 1 -1 -4 -7 -3 5 1 -6 3 -4 -5	-2 -48 -3 -16 -11 2 14 -18 -7 3 3 -5 14 -1 11 12 1	-1 -3 0 2 -1 -2 2 2 -1 1 0 1 0 -2 1 0 1
1199	36481	0x08e81	4	5	1	5	21	0 -1 0 0 -1 0 0 0 1 0 0 1 0 1 0 0 0	2 -1 -1 2 0 2 1 1 3 1 4 -1 -1 3 -1 2 2	-18 2 1 20 10 -10 1 -2 1 -1 -5 -9 10 -5 -16 -3 1	1 -4 0 4 0 -4 4 3 -4 -1 -3 3 2 -2 0 1 2
1200	107113	0x1a269	4	5	1	5	20	0 -1 0 0 -1 0 0 0 1 0 1 0 0 -1 0 0 0	-4 2 5 -3 -5 -2 1 -1 -6 -7 -5 5 2 -7 3 -3 -6	3 -50 -4 -20 -10 5 15 -17 -6 3 11 -4 10 3 15 10 1	-1 -2 0 1 -2 -1 1 2 0 1 0 0 0 -1 0 1 1
1201	26619	0x067fb	4	5	1	5	21	0 -1 0 0 -1 0 0 0 1 0 1 0 0 0 0 0 -1	-4 3 4 -3 -4 -2 1 -1 -5 -7 -4 5 0 -6 3 -5 -5	3 -52 -4 -22 -13 5 16 -19 -8 3 7 -4 12 3 16 11 1	-1 -1 0 1 -1 -1 1 1 1 1 1 0 0 -1 1 0 0
1202	20885	0x05195	4	5	1	5	21	0 -1 0 0 -1 0 0 0 1 0 1 1 0 0 0 0 0	2 -1 -3 1 1 2 1 2 4 4 4 -2 -3 4 -1 3 4	-9 -9 0 6 1 -4 4 -6 -1 1 -3 -6 9 -2 -5 1 1	-1 -4 1 4 1 -4 4 3 -3 0 -2 2 1 -2 1 0 2
1203	115715	0x1c403	4	5	1	5	21	0 -1 0 0 -1 0 0 1 0 0 0 0 -1 0 0 1 0	-3 2 5 -1 -3 -4 0 -1 -5 -6 -5 3 2 -4 2 -2 -6	-3 0 -1 1 1 -2 -1 1 0 -1 -2 0 0 -3 -2 1 0	1 1 -2 0 -2 0 0 0 0 0 -1 0 0 0 -1 1 1
1204	67324	0x106fc	4	5	1	5	20	0 -1 0 0 -1 0 0 1 0 0 0 0 0 1 0 0 -1	-4 3 6 -2 -4 -4 1 -2 -6 -9 -5 6 1 -6 3 -6 -7	5 -22 -3 -13 -7 4 9 -8 -7 -1 2 -1 3 3 9 3 0	0 2 -1 -1 -1 1 -1 -1 2 1 1 0 0 0 0 0 -1
1205	124611	0x1e6c3	4	5	1	5	21	0 -1 0 0 -1 0 0 1 0 0 0 0 0 1 1 0 0	2 -1 -1 2 2 0 1 1 2 3 2 -2 -1 3 -1 2 2	-5 24 -1 19 12 -4 1 6 -3 -7 -4 -6 -2 2 -14 -14 0	1 -1 0 2 0 -2 1 1 -2 -1 -3 2 2 -1 -1 1 1
1206	7290	0x01c7a	4	5	1	5	26	0 -1 0 0 -1 0 0 1 0 0 1 0 0 -1 0 0 0	-4 2 5 -3 -4 -4 1 -1 -6 -6 -6 5 1 -6 3 -3 -6	14 -31 -4 -25 -13 10 11 -10 -7 1 8 2 0 6 19 6 0	-2 1 0 -1 -1 1 -1 0 2 2 1 -1 -1 0 0 0 0
1207	121320	0x1d9e8	4	5	1	5	23	0 -1 0 0 -1 0 0 1 0 0 1 0 0 0 0 0 -1	-4 3 4 -3 -3 -4 1 -1 -5 -6 -5 5 -1 -5 3 -5 -5	14 -33 -4 -27 -16 10 12 -12 -9 1 4 2 2 6 20 7 0	-2 2 0 -1 0 1 -1 -1 3 2 2 -1 -1 0 1 -1 -1
1208	66682	0x1047a	4	5	1	5	19	0 -1 0 0 -1 0 0 1 0 0 1 0 0 0 0 1 0	2 -1 -3 1 3 -1 0 2 3 6 2 -4 -3 5 -1 4 4	0 19 1 5 2 -1 -6 6 3 0 -4 2 -4 -1 -4 -3 0	0 1 0 1 1 -1 1 0 0 0 -1 0 0 0 0 0 1
1209	80343	0x139d7	4	5	1	5	22	0 -1 0 0 -1 0 0 1 0 0 1 0 0 0 1 0 0	2 -1 -3 1 3 0 1 2 3 6 2 -3 -3 4 -1 3 4	4 13 -2 5 3 2 4 2 -5 -5 -2 -3 -3 5 -3 -10 0	-1 -1 1 2 1 -2 1 1 -1 0 -2 1 1 -1 0 0 1
1210	126854	0x1ef86	4	5	1	5	19	0 -1 0 0 -1 0 0 1 0 0 1 1 0 0 0 0 0	2 -1 -3 1 2 0 1 2 4 5 3 -2 -4 5 -1 3 4	2 10 0 1 -2 1 0 1 -2 -1 -6 0 -1 1 -1 -3 0	-2 -1 1 2 2 -2 2 1 -1 1 -1 1 0 -1 1 -1 1
1211	122509	0x1de8d	4	5	1	5	21	0 -1 0 0 -1 0 0 1 0 1 0 0 0 0 0 0 -1	-4 2 4 -3 -5 -2 2 -1 -6 -6 -4 5 0 -7 4 -4 -5	15 -39 -3 -31 -18 11 12 -14 -8 3 6 3 3 5 23 11 0	-3 2 1 -1 0 2 -2 -1 4 3 3 -1 -1 0 1 -1 -1
1212	6943	0x01b1f	4	5	1	5	21	0 -1 0 0 -1 0 0 1 0 1 0 0 0 1 0 0 0	2 -1 -1 1 0 0 2 1 1 2 3 -1 -2 2 0 2 2	-1 11 1 5 3 -1 -1 2 0 -1 -2 -1 -1 1 -4 -4 0	-1 1 1 1 1 0 0 0 1 1 0 1 1 0 0 0 0
1213	125155	0x1e8e3	4	5	1	5	18	0 -1 0 0 -1 0 0 1 0 1 0 1 0 0 0 0 0	2 -2 -3 1 0 2 2 2 3 5 4 -2 -3 3 0 4 4	3 4 1 -3 -4 2 0 -1 -1 1 -4 1 0 0 2 1 0	-3 -1 2 2 2 -1 1 1 0 2 0 1 0 -1 1 -1 1
1214	106508	0x1a00c	4	5	1	5	20	0 -1 0 0 -1 0 0 1 1 0 0 0 0 1 0 0 0	3 -1 -1 2 1 1 1 1 2 2 3 -1 -1 3 -1 2 2	-16 11 1 24 14 -9 0 2 2 -3 -2 -9 6 -3 -18 -8 1	0 -2 1 3 0 -2 2 2 -2 0 -2 2 2 -1 0 1 1
1215	7401	0x01ce9	4	5	1	5	21	0 -1 0 0 -1 0 1 0 0 0 0 0 0 0 0 1 -1	-6 4 5 -3 -4 -3 0 -2 -7 -8 -7 5 2 -8 4 -7 -7	9 -38 -4 -25 -14 7 10 -12 -7 2 5 2 4 2 18 11 0	1 2 -2 -1 -2 1 -1 -1 2 0 1 -1 -1 0 0 0 0
1216	64726	0x0fcd6	4	5	1	5	24	0 -1 0 0 -1 0 1 0 0 0 0 0 0 0 1 1 0	0 0 -2 1 2 1 0 1 1 4 0 -3 0 1 0 1 2	-1 8 -2 7 5 -1 2 2 -3 -4 -1 -3 -1 1 -5 -6 0	2 -1 -1 2 -1 -2 1 1 -2 -2 -3 1 1 -1 -1 1 2
1217	124118	0x1e4d6	4	5	1	5	20	0 -1 0 0 -1 0 1 0 0 0 0 0 0 1 1 0 0	0 1 0 1 1 0 1 0 0 0 0 0 0 0 0 -2 0	-3 6 -3 11 8 -2 7 0 -7 -7 -1 -7 1 4 -8 -11 0	2 -1 -1 2 -1 -2 1 1 -2 -2 -3 2 2 -1 -1 1 1
1218	72580	0x11b84	4	5	1	5	19	0 -1 0 0 -1 0 1 0 0 0 0 0 1 0 0 0 -1	-7 4 7 -4 -6 -3 1 -3 -9 -11 -8 8 3 -11 5 -9 -9	17 -58 -6 -37 -19 13 19 -19 -12 2 13 1 5 8 28 12 0	0 2 -1 -2 -2 2 -2 -1 3 1 2 -1 -1 0 0 0 -1
1219	7791	0x01e6f	4	5	1	5	23	0 -1 0 0 -1 0 1 0 0 0 1 0 0 -1 0 0 0	-6 4 6 -4 -5 -4 1 -2 -8 -9 -8 7 2 -9 4 -7 -8	16 -49 -6 -33 -17 12 17 -16 -11 1 11 1 3 8 25 9 0	-1 1 -1 -1 -2 1 -1 0 2 1 1 -1 -1 0 0 0 0
1220	107033	0x1a219	4	5	1	5	23	0 -1 0 0 -1 0 1 0 1 0 0 0 0 1 0 0 0	1 1 0 1 0 1 1 0 0 -1 1 1 0 0 0 -2 0	-14 -7 -1 16 10 -7 6 -4 -2 -3 1 -10 9 -1 -12 -5 1	1 -2 0 3 -1 -2 2 2 -2 -1 -2 2 2 -1 0 1 1
1221	20965	0x051e5	4	5	1	5	19	0 -1 0 0 -1 0 1 0 1 0 0 1 0 0 0 0 0	1 0 -2 1 0 3 1 1 2 2 2 0 -1 1 0 0 2	-10 -14 -1 8 3 -4 7 -7 -3 -1 -1 -8 10 -2 -6 0 1	-1 -4 1 4 0 -3 3 3 -3 0 -2 2 1 -2 1 0 2
1222	96872	0x17a68	4	5	1	5	20	0 -1 0 0 -1 0 1 0 1 1 0 0 0 0 0 0 0	1 0 -2 0 -1 3 2 1 0 2 2 0 -1 -1 1 0 2	-4 -24 -1 -2 -1 0 9 -10 -3 1 5 -6 9 1 2 3 1	-2 -2 2 3 0 -1 1 2 0 1 0 1 1 -1 1 0 1
1223	121240	0x1d998	4	5	1	5	19	0 -1 0 0 -1 0 1 1 0 0 0 0 0 0 0 0 -1	-5 4 5 -3 -4 -3 1 -2 -7 -8 -7 7 1 -8 4 -8 -7	13 -38 -5 -25 -14 10 15 -13 -11 -1 6 0 3 6 19 6 0	-2 2 0 -1 -1 2 -2 -1 3 2 2 -1 -1 0 1 -1 -1
1224	80295	0x139a7	4	5	1	5	21	0 -1 0 0 -1 0 1 1 0 0 0 0 0 0 1 0 0	1 0 -2 1 2 1 1 1 1 4 0 -1 -1 1 0 0 2	3 8 -3 7 5 2 7 1 -7 -7 0 -5 -2 5 -4 -11 0	-1 -1 1 2 0 -1 0 1 -1 0 -2 1 1 -1 0 0 1
1225	48456	0x0bd48	4	5	1	5	20	0 -1 0 0 -1 1 0 0 0 0 0 0 0 0 0 1 -1	-5 2 4 -3 -4 -2 0 -1 -5 -6 -4 3 1 -6 3 -3 -5	0 -55 -2 -24 -13 3 9 -17 -1 8 10 0 12 -2 17 19 1	2 0 -2 -1 -2 0 1 0 1 0 1 -1 -1 -1 0 1 0
1226	85042	0x14c32	4	5	1	5	19	0 -1 0 0 -1 1 0 0 0 0 1 1 0 0 0 0 0	1 -1 -3 0 1 1 1 2 4 4 4 -2 -4 4 -1 3 4	-5 -25 0 -6 -5 -1 5 -10 0 5 2 -3 10 -1 4 8 1	0 -3 0 2 1 -3 4 2 -2 0 -1 1 0 -2 1 0 1
1227	105734	0x19d06	4	5	1	5	20	0 -1 0 0 -1 1 0 0 0 1 0 0 0 0 1 0 0	1 -2 -3 0 0 3 2 2 2 5 4 -3 -2 1 0 4 4	-2 -28 -1 -6 -2 1 9 -11 -2 3 8 -5 9 2 5 5 1	0 -3 1 2 0 -2 2 2 -1 0 -1 1 1 -2 0 1 1
1228	84823	0x14b57	4	5	1	5	19	0 -1 0 0 -1 1 0 0 0 1 0 1 0 0 0 0 0	1 -2 -3 0 -1 3 2 2 3 4 5 -2 -3 2 0 4 4	-4 -31 1 -10 -7 0 5 -12 1 7 4 -2 11 -2 7 12 1	-1 -3 1 2 1 -2 3 2 -1 1 0 1 0 -2 1 0 1
1229	66488	0x103b8	4	5	1	5	20	0 -1 0 0 -1 1 0 0 1 0 0 0 0 1 0 0 0	2 -1 -1 1 0 2 1 1 2 1 4 -1 -1 2 -1 2 2	-23 -24 1 17 11 -11 5 -9 4 3 6 -12 17 -5 -13 3 2	2 -4 0 3 -1 -3 4 3 -3 -1 -2 2 2 -2 0 2 1
1230	122028	0x1dcac	4	5	1	5	19	0 -1 0 0 -1 1 0 0 1 0 1 0 0 0 0 0 0	2 -1 -3 0 1 2 1 2 3 4 4 -2 -3 3 -1 3 4	-14 -35 0 3 2 -5 8 -13 2 5 8 -9 16 -2 -2 7 2	0 -4 1 3 0 -3 4 3 -2 0 -1 1 1 -2 1 1 1
1231	26074	0x065da	4	5	1	5	24	0 -1 0 0 -1 1 0 1 0 -1 0 0 0 0 0 0 0	-4 2 7 -2 -4 -4 0 -2 -6 -9 -6 6 3 -6 2 -4 -8	-6 -36 -3 -4 1 -1 10 -10 -2 1 11 -6 9 0 3 5 1	2 -1 -2 -1 -3 0 1 1 -1 0 -1 0 0 -1 -1 2 0
1232	122330	0x1ddda	4	5	1	5	20	0 -1 0 0 0 -1 -1 0 1 0 1 0 0 0 0 0 0	-2 1 6 -1 -4 -4 0 -1 -5 -8 -4 4 3 -4 2 -1 -6	-4 11 1 5 2 -3 -4 3 2 0 -4 0 -1 -3 -5 -1 0	0 -1 0 1 -1 -2 1 1 -1 0 -1 1 1 0 -1 1 1
1233	88860	0x15b1c	4	5	1	5	22	0 -1 0 0 0 -1 0 0 0 0 1 0 1 0 1 0 0	1 -1 -1 1 2 -1 0 1 1 3 0 -2 0 2 0 2 2	9 38 0 6 3 3 -5 11 -2 -5 -6 3 -12 4 -4 -12 -1	0 0 1 1 1 -2 0 0 -1 -1 -2 1 1 0 -1 0 1
1234	47915	0x0bb2b	4	5	1	5	21	0 -1 0 0 0 -1 0 0 0 1 0 0 0 0 0 1 -1	-4 2 4 -2 -4 -3 0 -1 -6 -6 -5 3 2 -6 4 -3 -5	12 6 1 -18 -13 6 -6 2 0 3 -6 10 -7 -2 12 8 -1	-1 3 0 -1 0 1 -2 -2 3 1 2 -1 -1 1 0 -1 0
1235	97977	0x17eb9	4	5	1	5	16	0 -1 0 0 0 -1 0 0 0 1 0 0 0 1 0 1 0	2 -1 -1 2 1 -1 0 1 1 2 2 -3 0 3 0 3 2	-4 56 5 18 8 -6 -19 18 8 -1 -14 6 -11 -6 -15 -7 -1	1 2 0 1 1 -1 0 -1 0 -1 -1 1 1 1 -1 0 1
1236	82708	0x14314	4	5	1	5	19	0 -1 0 0 0 -1 0 0 0 1 0 0 0 1 1 0 0	2 -1 -1 2 1 0 1 1 1 2 2 -2 0 2 0 2 2	0 50 2 18 9 -3 -9 14 0 -6 -12 1 -10 0 -14 -14 -1	0 0 1 2 1 -2 0 0 -1 -1 -2 2 2 0 -1 0 1
1237	31188	0x079d4	4	5	1	5	18	0 -1 0 0 0 -1 0 0 0 1 0 0 1 1 0 0 0	1 -1 1 1 -1 -1 1 0 -1 -1 1 0 1 0 1 1 0	4 36 3 6 3 0 -10 11 3 -1 -6 5 -10 0 -5 -6 -1	0 2 1 0 1 0 -1 -1 1 0 0 1 1 1 -1 0 0
1238	45288	0x0b0e8	4	5	1	5	19	0 -1 0 0 0 -1 0 0 0 1 0 1 0 0 1 0 0	2 -2 -3 2 1 2 1 2 3 5 3 -3 -1 3 0 4 4	4 43 2 10 2 0 -8 11 -1 -4 -14 3 -9 -1 -8 -9 -1	-2 -2 2 3 2 -3 1 1 -2 0 -2 2 1 -1 0 -1 2
1239	97343	0x17c3f	4	5	1	5	19	0 -1 0 0 0 -1 0 0 0 1 1 0 0 0 0 0 1	2 -1 0 1 0 -2 1 1 0 1 1 -1 0 2 0 3 1	3 45 3 10 5 -1 -12 14 4 -2 -8 5 -12 0 -8 -9 -1	-1 1 1 1 1 -1 0 0 0 0 -1 1 1 1 -1 0 1
1240	105472	0x19c00	4	5	1	5	24	0 -1 0 0 0 -1 0 0 0 1 1 0 0 0 1 0 0	2 -1 -3 1 2 0 1 2 2 5 2 -3 -2 3 0 3 4	9 39 1 4 0 3 -6 10 -2 -4 -10 4 -11 3 -3 -10 -1	-2 0 2 2 2 -2 0 0 0 0 -1 1 1 0 0 -1 1
1241	42688	0x0a6c0	4	5	1	5	19	0 -1 0 0 0 -1 0 0 0 1 1 0 1 0 0 0 0	1 -1 -1 0 0 -1 1 1 0 2 1 -1 -1 1 1 2 2	13 25 2 -8 -6 6 -7 7 1 1 -4 8 -11 3 6 -2 -1	-2 2 2 0 2 0 -1 -1 2 1 1 0 0 1 0 -1 0
1242	84561	0x14a51	4	5	1	5	20	0 -1 0 0 0 -1 0 0 0 1 1 1 0 0 0 0 0	2 -1 -3 1 1 0 1 2 3 4 3 -2 -3 4 0 3 4	7 36 3 0 -5 2 -10 9 1 0 -14 7 -9 -1 -1 -3 -1	-3 0 2 2 3 -2 1 0 0 1 0 1 0 0 1 -2 1
1243	81301	0x13d95	4	5	1	5	19	0 -1 0 0 0 -1 0 0 1 0 0 0 0 0 1 0 -1	-3 2 4 -1 -3 -1 0 -1 -5 -6 -5 4 3 -6 3 -4 -5	1 0 -2 1 -1 1 5 -2 -6 -4 -4 -3 1 0 -1 -3 0	-1 -2 1 2 -1 -2 0 1 -1 0 -1 1 1 -1 0 0 1
1244	50602	0x0c5aa	4	5	1	5	18	0 -1 0 0 0 -1 0 0 1 0 0 0 0 1 0 1 0	3 -1 -1 3 2 0 -1 1 2 2 2 -3 1 4 -1 3 2	-19 56 5 37 19 -14 -18 18 10 -3 -14 -2 -4 -10 -29 -11 0	2 -1 0 3 0 -3 2 1 -3 -2 -3 2 2 0 -1 1 2
1245	56007	0x0dac7	4	5	1	5	23	0 -1 0 0 0 -1 0 0 1 0 0 0 1 0 0 1 0	2 -2 -1 2 1 1 -1 1 1 3 1 -3 2 2 0 4 2	-9 38 4 21 11 -7 -14 13 9 0 -6 1 -5 -7 -16 -5 0	1 -1 1 2 0 -2 1 1 -2 -1 -2 1 1 0 -1 1 2
1246	125892	0x1ebc4	4	5	1	5	22	0 -1 0 0 0 -1 0 0 1 0 0 1 0 0 0 0 -1	-3 2 4 -1 -4 -1 0 -1 -4 -7 -4 5 2 -5 3 -4 -5	-1 -3 0 -3 -6 0 1 -3 -3 0 -8 0 3 -4 1 4 0	-2 -2 1 2 0 -2 1 1 -1 1 0 1 0 -1 1 -1 1
1247	11862	0x02e56	4	5	1	5	19	0 -1 0 0 0 -1 0 0 1 0 0 1 0 1 0 0 0	3 -1 -1 3 1 1 0 1 3 1 3 -1 0 4 -1 2 2	-17 47 4 33 15 -12 -12 13 5 -4 -16 -4 -1 -8 -26 -11 0	0 -3 1 4 1 -4 3 2 -4 -1 -3 3 2 -1 0 0 2
1248	66238	0x102be	4	5	1	5	19	0 -1 0 0 0 -1 0 0 1 0 1 0 0 -1 0 0 0	-3 2 5 -2 -4 -3 0 -1 -6 -7 -6 5 3 -6 3 -3 -6	4 -5 -1 -7 -5 3 2 -2 -2 0 0 1 -1 0 5 2 0	-2 -1 1 1 -1 -1 0 1 0 1 0 0 0 0 0 0 1
1249	50988	0x0c72c	4	5	1	5	23	0 -1 0 0 0 -1 0 0 1 0 1 0 0 0 0 0 -1	-3 3 4 -2 -3 -3 0 -1 -5 -7 -5 5 1 -5 3 -5 -5	4 -7 -1 -9 -8 3 3 -4 -4 0 -4 1 1 0 6 3 0	-2 0 1 1 0 -1 0 0 1 1 1 0 0 0 1 -1 0
1250	6846	0x01abe	4	5	1	5	22	0 -1 0 0 0 -1 0 0 1 0 1 0 0 0 0 1 0	3 -1 -3 2 3 0 -1 2 3 5 2 -4 -1 5 -1 4 4	-10 45 4 23 10 -8 -15 14 8 -1 -12 1 -5 -7 -18 -7 0	0 -1 1 3 1 -3 2 1 -2 -1 -2 1 1 0 0 0 2
1251	10003	0x02713	4	5	1	5	22	0 -1 0 0 0 -1 0 0 1 0 1 0 0 0 1 0 0	3 -1 -3 2 3 1 0 2 3 5 2 -3 -1 4 -1 3 4	-6 39 1 23 11 -5 -5 10 0 -6 -10 -4 -4 -1 -17 -14 0	-1 -3 2 4 1 -4 2 2 -3 -1 -3 2 2 -1 0 0 2
1252	61762	0x0f142	4	5	1	5	21	0 -1 0 0 0 -1 0 0 1 0 1 1 0 0 0 0 0	3 -1 -3 2 2 1 0 2 4 4 3 -2 -2 5 -1 3 4	-8 36 3 19 6 -6 -9 9 3 -2 -14 -1 -2 -5 -15 -7 0	-2 -3 2 4 2 -4 3 2 -3 0 -2 2 1 -1 1 -1 2
1253	7643	0x01ddb	4	5	1	5	23	0 -1 0 0 0 -1 0 0 1 1 0 0 0 0 0 1 0	3 -2 -3 2 1 2 0 2 2 5 3 -4 0 3 0 5 4	-9 39 5 19 8 -7 -15 12 9 1 -10 2 -4 -8 -15 -3 0	-1 -1 2 3 1 -2 1 1 -1 0 -1 1 1 0 0 0 2
1254	67035	0x105db	4	5	1	5	20	0 -1 0 0 0 -1 0 0 1 1 0 0 0 1 0 0 0	3 -1 -1 2 0 1 1 1 1 1 3 -1 0 2 0 2 2	-11 37 4 23 11 -8 -10 10 5 -2 -10 -2 -2 -5 -18 -8 0	-1 -1 2 3 1 -2 1 1 -1 0 -1 2 2 0 0 0 1
1255	72374	0x11ab6	4	5	1	5	19	0 -1 0 0 0 -1 0 0 1 1 0 0 1 0 0 0 0	2 -2 -1 1 -1 2 1 1 0 2 2 -1 1 0 1 3 2	-1 19 3 7 3 -1 -6 5 4 1 -2 1 -3 -2 -5 -2 0	-2 -1 3 2 1 -1 0 1 0 1 0 1 1 0 0 0 1
1256	48683	0x0be2b	4	5	1	5	23	0 -1 0 0 0 -1 0 1 0 0 0 0 0 0 0 1 -1	-3 2 4 -1 -2 -4 -1 -1 -5 -5 -6 3 2 -4 3 -3 -5	8 25 1 -4 -5 3 -9 9 1 -1 -9 8 -10 -3 2 0 -1	-1 3 0 -1 0 1 -2 -2 2 1 1 -1 -1 1 0 -1 0
1257	50505	0x0c549	4	5	1	5	21	0 -1 0 0 0 -1 0 1 1 0 0 0 0 0 0 0 -1	-2 2 4 -1 -3 -2 0 -1 -5 -6 -5 5 2 -5 3 -4 -5	1 6 0 1 -2 1 0 1 -2 -2 -5 0 -1 -2 -1 -1 0	-3 0 2 1 0 0 -1 0 1 2 1 0 0 0 1 -1 0
1258	105584	0x19c70	4	5	1	5	19	0 -1 0 0 0 -1 1 0 0 1 0 0 0 0 1 0 0	1 0 -2 1 1 1 1 1 0 3 0 -1 0 0 1 0 2	8 34 0 6 2 3 -3 9 -4 -6 -8 2 -10 3 -4 -11 -1	-2 0 2 2 1 -1 -1 0 0 0 -1 1 1 0 0 -1 1
1259	6862	0x01ace	4	5	1	5	22	0 -1 0 0 0 -1 1 0 1 0 0 0 0 0 0 1 0	2 0 -2 2 2 1 -1 1 1 3 0 -2 1 2 0 1 2	-11 40 3 25 12 -8 -12 13 6 -3 -10 -1 -4 -7 -19 -8 0	0 -1 1 3 0 -2 1 1 -2 -1 -2 1 1 0 0 0 2
1260	124758	0x1e756	4	5	1	5	18	0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 1 1 -1	-3 0 3 -1 -2 -2 -1 0 -3 -3 -3 0 2 -3 2 1 -3	-1 2 1 -3 -3 -1 -5 1 3 3 -3 3 0 -5 1 6 0	2 -1 -1 0 -1 -2 1 0 -1 -1 -1 0 0 -1 -1 1 1
1261	57403	0x0e03b	4	5	1	5	21	0 -1 0 0 0 0 -1 0 0 0 0 0 1 0 1 0 -1	-4 0 5 -2 -4 -2 0 -1 -5 -6 -4 3 3 -6 3 -1 -5	7 -18 -1 -15 -8 5 4 -6 -2 3 5 2 1 1 11 7 0	1 -1 0 -1 -1 -1 0 0 0 0 0 0 0 -1 -1 1 0
1262	51512	0x0c938	4	5	1	5	25	0 -1 0 0 0 0 -1 0 0 0 0 1 0 1 1 0 0	3 -3 -2 3 2 1 0 2 5 4 5 -4 -1 6 -2 6 4	-15 43 4 29 14 -11 -12 12 6 -2 -13 -3 -1 -7 -23 -9 0	2 -4 0 3 1 -5 4 2 -5 -2 -4 3 2 -2 -1 1 2
