rank	shell_id	eligible_id	ade	root_rank	mw_rank	root_count	root_det	d_f	d_o	mw_height	short_norm	section_p_o	fiber_twist	vertical_integral	support_fibres	support_components	vertical_l1	vertical_max	reflection_count	nearest_section_lifts	section_root_shift	section_nonzero_pairings	root_coefficients	reduced	v
1	6855	6853	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-1495,12,120,-2215,-503,-794,559,-288,897,-205,-1027,-550,-1219,-874,297,-210,-378	30693,-339,-2534,45446,10413,16390,-11527,5970,-18424,4193,21146,11296,25035,17925,-6032,4304,7717
2	6858	6856	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,5270,-62,-436,7802,1792,2815,-1981,1025,-3163,720,3632,1940,4301,3078,-1034,738,1325	37458,-413,-3090,55463,12708,19999,-14067,7283,-22484,5118,25805,13786,30555,21877,-7363,5252,9420
3	6868	6866	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-4032,42,332,-5969,-1368,-2152,1514,-783,2419,-552,-2776,-1484,-3289,-2356,793,-564,-1015	28156,-309,-2322,41692,9548,15032,-10572,5475,-16902,3846,19397,10362,22965,16443,-5536,3950,7080
4	6870	6868	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-11769,127,969,-17427,-3993,-6281,4420,-2286,7064,-1609,-8106,-4331,-9602,-6876,2316,-1649,-2962	20419,-224,-1685,30234,6923,10903,-7666,3972,-12257,2789,14067,7515,16652,11923,-4013,2865,5133
5	6875	6873	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-7412,81,610,-10975,-2517,-3955,2785,-1439,4449,-1013,-5106,-2727,-6049,-4331,1459,-1038,-1866	24776,-270,-2044,36686,8399,13229,-9301,4819,-14872,3385,17067,9119,20205,14468,-4870,3476,6229
6	6876	6874	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-15670,172,1294,-23202,-5316,-8368,5885,-3048,9406,-2141,-10795,-5767,-12781,-9152,3080,-2197,-3940	16518,-179,-1360,24459,5600,8816,-6201,3210,-9915,2257,11378,6079,13473,9647,-3249,2317,4155
7	6878	6876	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-25815,285,2128,-38225,-8760,-13780,9696,-5017,15496,-3527,-17784,-9500,-21061,-15079,5077,-3619,-6494	6373,-66,-526,9436,2156,3404,-2390,1241,-3825,871,4389,2346,5193,3720,-1252,895,1601
8	6903	6901	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-19072,211,1575,-28242,-6466,-10185,7161,-3712,11450,-2604,-13140,-7020,-15554,-11136,3749,-2677,-4794	13116,-140,-1079,19419,4450,6999,-4925,2546,-7871,1794,9033,4826,10700,7663,-2580,1837,3301
9	6918	6916	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-11859,128,976,-17559,-4022,-6329,4453,-2304,7118,-1621,-8169,-4364,-9674,-6927,2333,-1662,-2984	20329,-223,-1678,30102,6894,10855,-7633,3954,-12203,2777,14004,7482,16580,11872,-3996,2852,5111
10	6948	6946	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-27397,306,2262,-40567,-9296,-14629,10290,-5329,16446,-3742,-18875,-10084,-22349,-16000,5385,-3842,-6889	4791,-45,-392,7094,1620,2555,-1796,929,-2875,656,3298,1762,3905,2799,-944,672,1206
11	6968	6966	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,4244,-48,-354,6283,1442,2271,-1595,828,-2547,580,2924,1562,3460,2478,-831,595,1065	36432,-399,-3008,53944,12358,19455,-13681,7086,-21868,4978,25097,13408,29714,21277,-7160,5109,9160
12	6969	6967	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-4014,43,330,-5944,-1357,-2142,1505,-781,2410,-548,-2765,-1478,-3272,-2343,790,-564,-1009	28174,-308,-2324,41717,9559,15042,-10581,5477,-16911,3850,19408,10368,22982,16456,-5539,3950,7086
13	6971	6969	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,343,-3,-29,508,119,184,-130,66,-205,48,235,126,281,202,-67,47,87	32531,-354,-2683,48169,11035,17368,-12216,6324,-19526,4446,22408,11972,26535,19001,-6396,4561,8182
14	6972	6970	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-13545,153,1119,-20058,-4592,-7233,5086,-2637,8133,-1848,-9333,-4986,-11047,-7908,2663,-1902,-3404	18643,-198,-1535,27603,6324,9951,-7000,3621,-11188,2550,12840,6860,15207,10891,-3666,2612,4691
15	6973	6971	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-7394,82,608,-10950,-2506,-3945,2776,-1437,4440,-1009,-5095,-2721,-6032,-4318,1456,-1038,-1860	24794,-269,-2046,36711,8410,13239,-9310,4821,-14881,3389,17078,9125,20222,14481,-4873,3476,6235
16	6992	6990	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-3037,34,249,-4498,-1027,-1619,1139,-590,1824,-414,-2092,-1118,-2477,-1773,599,-427,-764	29151,-317,-2405,43163,9889,15565,-10947,5668,-17497,3984,20081,10728,23777,17026,-5730,4087,7331
17	7009	7007	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-41730,453,3442,-61788,-14157,-22281,15671,-8113,25047,-5704,-28746,-15357,-34038,-24374,8203,-5850,-10495	-9542,102,788,-14127,-3241,-5097,3585,-1855,5726,-1306,-6573,-3511,-7784,-5575,1874,-1336,-2400
18	7027	7025	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-46692,513,3854,-69136,-15842,-24933,17536,-9081,28027,-6380,-32167,-17184,-38086,-27270,9177,-6547,-11741	-14504,162,1200,-21475,-4926,-7749,5450,-2823,8706,-1982,-9994,-5338,-11832,-8471,2848,-2033,-3646
19	7043	7041	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-21202,230,1749,-31394,-7190,-11321,7961,-4124,12727,-2897,-14606,-7803,-17292,-12382,4168,-2974,-5331	10986,-121,-905,16267,3726,5863,-4125,2134,-6594,1501,7567,4043,8962,6417,-2161,1540,2764
20	7045	7043	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-23309,250,1922,-34513,-7903,-12446,8751,-4533,13991,-3186,-16057,-8578,-19009,-13613,4582,-3269,-5861	8879,-101,-732,13148,3013,4738,-3335,1725,-5330,1212,6116,3268,7245,5186,-1747,1245,2234
21	7046	7044	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-31868,349,2630,-47186,-10808,-17017,11966,-6199,19129,-4354,-21954,-11729,-25991,-18610,6263,-4470,-8012	320,-2,-24,475,108,167,-120,59,-192,44,219,117,263,189,-66,44,83
22	7047	7045	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-39605,434,3267,-58644,-13433,-21146,14872,-7702,23774,-5411,-27284,-14576,-32304,-23130,7786,-5555,-9959	-7417,83,613,-10983,-2517,-3962,2786,-1444,4453,-1013,-5111,-2730,-6050,-4331,1457,-1041,-1864
23	7050	7048	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-43506,479,3592,-64419,-14756,-23233,16337,-8464,26116,-5943,-29973,-16012,-35483,-25406,8550,-6103,-10937	-11318,128,938,-16758,-3840,-6049,4251,-2206,6795,-1545,-7800,-4166,-9229,-6607,2221,-1589,-2842
24	7067	7065	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-18431,196,1516,-27292,-6250,-9836,6920,-3580,11063,-2520,-12695,-6782,-15035,-10767,3627,-2584,-4638	13757,-155,-1138,20369,4666,7348,-5166,2678,-8258,1878,9478,5064,11219,8032,-2702,1930,3457
25	7068	7066	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-29097,315,2397,-43084,-9868,-15532,10925,-5655,17465,-3977,-20043,-10708,-23734,-16995,5722,-4080,-7319	3091,-36,-257,4577,1048,1652,-1161,603,-1856,421,2130,1138,2520,1804,-607,434,776
26	7087	7085	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-20081,218,1654,-29734,-6813,-10719,7541,-3902,12053,-2745,-13833,-7390,-16382,-11730,3949,-2815,-5052	12107,-133,-1000,17927,4103,6465,-4545,2356,-7268,1653,8340,4456,9872,7069,-2380,1699,3043
27	7138	7136	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-6120,63,502,-9063,-2075,-3265,2298,-1188,3674,-837,-4216,-2251,-4993,-3576,1206,-858,-1541	26068,-288,-2152,38598,8841,13919,-9788,5070,-15647,3561,17957,9595,21261,15223,-5123,3656,6554
28	7139	7137	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-16786,182,1383,-24855,-5693,-8961,6303,-3263,10076,-2294,-11564,-6177,-13692,-9804,3301,-2354,-4222	15402,-169,-1271,22806,5223,8223,-5783,2995,-9245,2104,10609,5669,12562,8995,-3028,2160,3873
29	7168	7166	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,8733,-99,-722,12929,2968,4665,-3282,1699,-5241,1194,6017,3215,7126,5101,-1714,1223,2196	40921,-450,-3376,60590,13884,21849,-15368,7957,-24562,5592,28190,15061,33380,23900,-8043,5737,10291
30	7170	7168	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-569,5,46,-842,-192,-302,213,-109,341,-78,-391,-209,-464,-333,113,-79,-144	31619,-346,-2608,46819,10724,16882,-11873,6149,-18980,4320,21782,11637,25790,18466,-6216,4435,7951
31	7186	7184	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-586,7,49,-871,-193,-313,218,-116,354,-78,-404,-216,-475,-340,117,-85,-146	31602,-344,-2605,46790,10723,16871,-11868,6142,-18967,4320,21769,11630,25779,18459,-6212,4429,7949
32	7189	7187	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-4487,52,374,-6646,-1516,-2400,1683,-878,2696,-610,-3093,-1652,-3654,-2616,881,-633,-1124	27701,-299,-2280,41015,9400,14784,-10403,5380,-16625,3788,19080,10194,22600,16183,-5448,3881,6971
33	7211	7209	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-9912,107,819,-14677,-3360,-5294,3721,-1929,5950,-1354,-6828,-3648,-8082,-5788,1948,-1391,-2491	22276,-244,-1835,32984,7556,11890,-8365,4329,-13371,3044,15345,8198,18172,13011,-4381,3123,5604
34	7212	7210	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-3761,36,308,-5569,-1274,-2006,1411,-729,2257,-515,-2590,-1383,-3067,-2198,741,-527,-947	28427,-315,-2346,42092,9642,15178,-10675,5529,-17064,3883,19583,10463,23187,16601,-5588,3987,7148
35	7213	7211	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-28315,311,2337,-41927,-9603,-15119,10632,-5507,16997,-3868,-19506,-10421,-23094,-16536,5566,-3972,-7119	3873,-40,-317,5734,1313,2065,-1454,751,-2324,530,2667,1425,3160,2263,-763,542,976
36	7220	7218	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-7141,73,586,-10575,-2420,-3809,2680,-1385,4286,-977,-4917,-2627,-5825,-4173,1407,-1001,-1798	25047,-278,-2068,37086,8496,13375,-9406,4873,-15035,3421,17256,9219,20429,14626,-4922,3513,6297
37	7223	7221	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-28206,309,2328,-41765,-9569,-15061,10593,-5485,16931,-3854,-19431,-10380,-23007,-16474,5545,-3955,-7093	3982,-42,-326,5896,1347,2123,-1493,773,-2390,544,2742,1466,3247,2325,-784,559,1002
38	7237	7235	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-2716,26,223,-4023,-917,-1449,1018,-528,1631,-371,-1870,-999,-2213,-1586,536,-382,-683	29472,-325,-2431,43638,9999,15735,-11068,5730,-17690,4027,20303,10847,24041,17213,-5793,4132,7412
39	7238	7236	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-7231,74,593,-10707,-2449,-3857,2713,-1403,4340,-989,-4980,-2660,-5897,-4224,1424,-1014,-1820	24957,-277,-2061,36954,8467,13327,-9373,4855,-14981,3409,17193,9186,20357,14575,-4905,3500,6275
40	7239	7237	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-21119,230,1741,-31273,-7160,-11274,7929,-4106,12678,-2885,-14548,-7772,-17225,-12334,4154,-2963,-5311	11069,-121,-913,16388,3756,5910,-4157,2152,-6643,1513,7625,4074,9029,6465,-2175,1551,2784
41	7240	7238	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-6617,71,548,-9798,-2240,-3536,2483,-1290,3973,-903,-4559,-2435,-5392,-3862,1300,-930,-1661	25571,-280,-2106,37863,8676,13648,-9603,4968,-15348,3495,17614,9411,20862,14937,-5029,3584,6434
42	7241	7239	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-25020,275,2066,-37048,-8483,-13361,9394,-4868,15020,-3417,-17237,-9208,-20404,-14610,4918,-3511,-6289	7168,-76,-588,10613,2433,3823,-2692,1390,-4301,981,4936,2638,5850,4189,-1411,1003,1806
43	7270	7268	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-15936,177,1319,-23598,-5401,-8514,5983,-3105,9568,-2175,-10980,-5866,-12993,-9303,3131,-2238,-4003	16252,-174,-1335,24063,5515,8670,-6103,3153,-9753,2223,11193,5980,13261,9496,-3198,2276,4092
44	7295	7293	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-5428,58,449,-8038,-1836,-2900,2036,-1058,3259,-741,-3739,-1998,-4423,-3168,1067,-763,-1363	26760,-293,-2205,39623,9080,14284,-10050,5200,-16062,3657,18434,9848,21831,15631,-5262,3751,6732
45	7322	7320	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-4239,47,350,-6278,-1435,-2264,1591,-826,2546,-578,-2922,-1560,-3456,-2474,834,-596,-1065	27949,-304,-2304,41383,9481,14920,-10495,5432,-16775,3820,19251,10286,22798,16325,-5495,3918,7030
46	7323	7321	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-18127,203,1498,-26844,-6146,-9681,6807,-3529,10884,-2474,-12490,-6672,-14784,-10584,3564,-2545,-4556	14061,-148,-1156,20817,4770,7503,-5279,2729,-8437,1924,9683,5174,11470,8215,-2765,1969,3539
47	7337	7335	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-14233,152,1172,-21075,-4829,-7597,5345,-2765,8543,-1946,-9804,-5237,-11611,-8315,2800,-1995,-3581	17955,-199,-1482,26586,6087,9587,-6741,3493,-10778,2452,12369,6609,14643,10484,-3529,2519,4514
48	7343	7341	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-9664,102,795,-14309,-3279,-5158,3629,-1877,5800,-1322,-6657,-3556,-7884,-5646,1901,-1354,-2432	22524,-249,-1859,33352,7637,12026,-8457,4381,-13521,3076,15516,8290,18370,13153,-4428,3160,5663
49	7344	7342	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-17401,187,1432,-25767,-5904,-9287,6535,-3380,10445,-2379,-11987,-6403,-14197,-10166,3424,-2439,-4379	14787,-164,-1222,21894,5012,7897,-5551,2878,-8876,2019,10186,5443,12057,8633,-2905,2075,3716
50	7345	7343	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-28067,306,2313,-41559,-9522,-14983,10540,-5455,16847,-3836,-19335,-10329,-22896,-16394,5519,-3935,-7060	4121,-45,-341,6102,1394,2201,-1546,803,-2474,562,2838,1517,3358,2405,-810,579,1035
51	7361	7359	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-6369,66,524,-9430,-2159,-3400,2391,-1238,3823,-871,-4388,-2343,-5194,-3720,1253,-893,-1602	25819,-285,-2130,38231,8757,13784,-9695,5020,-15498,3527,17785,9503,21060,15079,-5076,3621,6493
52	7362	7360	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-20257,222,1672,-29996,-6870,-10817,7607,-3941,12161,-2767,-13956,-7455,-16522,-11830,3983,-2842,-5093	11931,-129,-982,17665,4046,6367,-4479,2317,-7160,1631,8217,4391,9732,6969,-2346,1672,3002
53	7365	7363	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-24772,270,2042,-36680,-8402,-13225,9302,-4816,14870,-3385,-17066,-9116,-20206,-14468,4871,-3474,-6230	7416,-81,-612,10981,2514,3959,-2784,1442,-4451,1013,5107,2730,6048,4331,-1458,1040,1865
54	7378	7376	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-27326,302,2257,-40463,-9268,-14594,10262,-5318,16405,-3732,-18828,-10057,-22287,-15957,5371,-3834,-6869	4862,-49,-397,7198,1648,2590,-1824,940,-2916,666,3345,1789,3967,2842,-958,680,1226
55	7388	7386	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-23225,252,1916,-34386,-7879,-12400,8721,-4515,13938,-3175,-15996,-8548,-18943,-13565,4564,-3255,-5841	8963,-99,-738,13275,3037,4784,-3365,1743,-5383,1223,6177,3298,7311,5234,-1765,1259,2254
56	7389	7387	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-41628,456,3434,-61636,-14122,-22225,15632,-8093,24985,-5689,-28674,-15321,-33955,-24313,8182,-5836,-10469	-9440,105,780,-13975,-3206,-5041,3546,-1835,5664,-1291,-6501,-3475,-7701,-5514,1853,-1322,-2374
57	7390	7388	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-34863,382,2878,-51619,-11827,-18616,13092,-6780,20925,-4764,-24015,-12831,-28435,-20361,6851,-4888,-8766	-2675,31,224,-3958,-911,-1432,1006,-522,1604,-366,-1842,-985,-2181,-1562,522,-374,-671
58	7393	7391	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-30294,332,2501,-44853,-10277,-16177,11376,-5892,18182,-4140,-20868,-11150,-24708,-17692,5952,-4247,-7617	1894,-19,-153,2808,639,1007,-710,366,-1139,258,1305,696,1546,1107,-377,267,478
59	7406	7404	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-25416,278,2095,-37632,-8624,-13567,9545,-4939,15254,-3474,-17506,-9354,-20734,-14846,4997,-3562,-6394	6772,-73,-559,10029,2292,3617,-2541,1319,-4067,924,4667,2492,5520,3953,-1332,952,1701
60	7408	7406	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-29317,323,2420,-43407,-9947,-15654,11010,-5701,17596,-4006,-20195,-10790,-23913,-17122,5761,-4110,-7372	2871,-28,-234,4254,969,1530,-1076,557,-1725,392,1978,1056,2341,1677,-568,404,723
61	7424	7422	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-40766,448,3365,-60359,-13832,-21768,15310,-7928,24468,-5571,-28082,-15004,-33252,-23809,8011,-5715,-10251	-8578,97,711,-12698,-2916,-4584,3224,-1670,5147,-1173,-5909,-3158,-6998,-5010,1682,-1201,-2156
62	7425	7423	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-34615,377,2854,-51251,-11746,-18480,13000,-6728,20775,-4732,-23844,-12739,-28237,-20219,6804,-4851,-8707	-2427,26,200,-3590,-830,-1296,914,-470,1454,-334,-1671,-893,-1983,-1420,475,-337,-612
63	7434	7432	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R5:1	0,0,0,0,0	2,2,-18512,201,1524,-27409,-6282,-9880,6952,-3596,11110,-2531,-12751,-6813,-15103,-10814,3640,-2594,-4658	13676,-150,-1130,20252,4634,7304,-5134,2662,-8211,1867,9422,5033,11151,7985,-2689,1920,3437
64	7435	7433	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-26770,292,2208,-39636,-9081,-14293,10052,-5205,16067,-3659,-18440,-9853,-21835,-15635,5261,-3753,-6732	5418,-59,-446,8025,1835,2891,-2034,1053,-3254,739,3733,1993,4419,3164,-1068,761,1363
65	7455	7453	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-40598,447,3350,-60111,-13776,-21676,15247,-7893,24367,-5548,-27966,-14942,-33117,-23712,7979,-5691,-10210	-8410,96,696,-12450,-2860,-4492,3161,-1635,5046,-1150,-5793,-3096,-6863,-4913,1650,-1177,-2115
66	7456	7454	A1+A1+A1+A1	4	13	8	16	2	0	19/3	8	2	0	1	0	0	0	0	6	18	0,0,0,0,0	O:2;R2:1;R4:1	0,0,0,0,0	2,2,-33833,373,2794,-50094,-11481,-18067,12707,-6580,20307,-4623,-23307,-12452,-27597,-19760,6648,-4743,-8507	-1645,22,140,-2433,-565,-883,621,-322,986,-225,-1134,-606,-1343,-961,319,-229,-412
