observation_id,family,parameter,native_parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,simultaneous_carrier_genus,simultaneous_carrier_degree,split_quartet_count
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:39,published-R17,1263/710,1263/710,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94339107849230,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:40,published-R17,-1513/3735,-1513/3735,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94329691866281,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:41,published-R17,1229/894,1229/894,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94263443259744,COMPLETE_NATIVE_ATLAS,39120,2,1,4,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:42,published-R17,129/70,129/70,17,23,6,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94239572897951,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:43,published-R17,-3162/2135,-3162/2135,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94231043920479,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:44,published-R17,-339/7,-339/7,17,20,3,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94228577918214,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:45,published-R17,-3381/3083,-3381/3083,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94216973469498,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:46,published-R17,-2221/1361,-2221/1361,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94179586502154,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:47,published-R17,-639/2575,-639/2575,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94145893555494,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:48,published-R17,1348/1431,1348/1431,17,22,5,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94139618237078,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:49,published-R17,1966/3615,1966/3615,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94104425700992,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:50,published-R17,2139/3865,2139/3865,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94049078766149,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:51,published-R17,-4021/2640,-4021/2640,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94047398590772,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:52,published-R17,-2416/9,-2416/9,17,21,4,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94031081689835,COMPLETE_NATIVE_ATLAS,39120,2,1,4,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:53,published-R17,-3958/1267,-3958/1267,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94028160456937,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:54,published-R17,3419/3564,3419/3564,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94017861508878,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:55,published-R17,-1853/270,-1853/270,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94008100471027,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:56,published-R17,2762/3203,2762/3203,17,19,2,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,94006956919151,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:57,published-R17,-511/2711,-511/2711,17,18,1,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93984039017275,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:58,published-R17,-1561/3133,-1561/3133,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93955181295586,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:59,published-R17,754/3427,754/3427,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93915605841185,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:60,published-R17,-1599/3584,-1599/3584,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93906170072956,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:61,published-R17,611/4020,611/4020,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93906169295979,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:62,published-R17,2108/1939,2108/1939,17,17,0,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93901050384619,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-top64-v1:63,published-R17,-894/749,-894/749,17,20,3,UNKNOWN,compact-r17-top64-v1,initial_measurement,43,93898430076303,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:1,published-R17,-1121/9525,-1121/9525,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,99485401486189,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:3,published-R17,11744/9849,11744/9849,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,99465106822511,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:4,published-R17,10126/15275,10126/15275,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98809920228272,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:5,published-R17,13969/15813,13969/15813,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98609330489014,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:6,published-R17,-848/9373,-848/9373,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98399601262397,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:7,published-R17,4250/9093,4250/9093,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98358486733377,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:8,published-R17,15850/13287,15850/13287,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98326482086191,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:9,published-R17,13833/10535,13833/10535,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,98108566910080,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:11,published-R17,5653/7526,5653/7526,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97994359219572,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:12,published-R17,-5284/455,-5284/455,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97951965667516,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:13,published-R17,9629/2857,9629/2857,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97950641445645,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:14,published-R17,-8921/2715,-8921/2715,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97775217693214,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:15,published-R17,-373/12028,-373/12028,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97632064165910,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:16,published-R17,11992/8347,11992/8347,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97411887532547,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:17,published-R17,13591/9675,13591/9675,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97365694442404,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:18,published-R17,-10485/8323,-10485/8323,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97322609053158,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:19,published-R17,8524/2211,8524/2211,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97292610039575,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:20,published-R17,-14817/4960,-14817/4960,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97262898225586,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:21,published-R17,2798/7213,2798/7213,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97261271903531,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:22,published-R17,-3106/4753,-3106/4753,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97142628684144,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:23,published-R17,9181/3402,9181/3402,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97141464967769,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:24,published-R17,-5195/5602,-5195/5602,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97079491663928,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:26,published-R17,-4253/2347,-4253/2347,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97074690693546,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:27,published-R17,-5353/4106,-5353/4106,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97031561435902,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:28,published-R17,-9795/13063,-9795/13063,17,18,1,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,97003928258287,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:29,published-R17,-14466/15721,-14466/15721,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96968218773885,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:30,published-R17,-14809/1336,-14809/1336,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96937067575804,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:31,published-R17,4120/14827,4120/14827,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96903844761126,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:32,published-R17,-6726/2305,-6726/2305,17,18,1,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96901484412967,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:33,published-R17,-15937/10028,-15937/10028,17,18,1,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96885171728162,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:35,published-R17,-649/10913,-649/10913,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96862013957956,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:36,published-R17,12344/8655,12344/8655,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96861086301611,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:37,published-R17,-430/7371,-430/7371,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96829241079818,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:38,published-R17,4197/4819,4197/4819,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96748062999179,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:39,published-R17,-4113/7910,-4113/7910,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96744134598649,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:40,published-R17,-7726/2611,-7726/2611,17,18,1,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96726341640139,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:41,published-R17,-10358/5863,-10358/5863,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96721621616123,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:42,published-R17,4251/1375,4251/1375,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96706915051561,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:43,published-R17,-16246/13195,-16246/13195,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96656464884845,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:44,published-R17,14981/15381,14981/15381,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96644257690969,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:45,published-R17,7127/1266,7127/1266,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96630039026784,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:46,published-R17,14771/6673,14771/6673,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96621161119882,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:47,published-R17,-14287/5405,-14287/5405,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96554439989680,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:48,published-R17,-15472/8615,-15472/8615,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96553981716665,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:49,published-R17,-3712/10017,-3712/10017,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96474143833099,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:50,published-R17,-8382/14489,-8382/14489,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96454879685112,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:51,published-R17,-3359/9754,-3359/9754,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96416724667574,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:52,published-R17,5735/11074,5735/11074,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96400344249231,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:53,published-R17,-1291/11334,-1291/11334,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96398648523594,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:55,published-R17,-8387/1750,-8387/1750,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96349474875263,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:56,published-R17,1641/15448,1641/15448,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96304902447410,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:57,published-R17,8637/3040,8637/3040,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96300314879494,COMPLETE_NATIVE_ATLAS,39120,1,0,2,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:58,published-R17,10126/11795,10126/11795,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96291854473360,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:59,published-R17,-10481/8914,-10481/8914,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96287757053976,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:60,published-R17,-4659/2815,-4659/2815,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96264041054661,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:61,published-R17,-11412/11111,-11412/11111,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96255128943671,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:62,published-R17,-15266/10685,-15266/10685,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96246620299246,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:63,published-R17,-7540/2317,-7540/2317,17,21,4,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96246266745874,COMPLETE_NATIVE_ATLAS,39120,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:074d9-001,074d9,-670/1129,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-002,074d9,-2336/731,,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-003,074d9,-807/115,,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-004,074d9,1133/1165,,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-005,074d9,-1773/136,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-006,074d9,1224/931,,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-007,074d9,-297/335,,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-008,074d9,1019/3300,,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-009,074d9,-578/3795,,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-010,074d9,1811/3542,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-011,074d9,-2021/2823,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-012,074d9,-661/900,,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-013,074d9,-2789/1357,,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-014,074d9,32/3951,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-015,074d9,-1173/3370,,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-016,074d9,-1028/2399,,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-017,074d9,905/3564,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-018,074d9,2824/885,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-019,074d9,-1223/3329,,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-020,074d9,-661/194,,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-021,074d9,26/57,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-022,074d9,-2324/2523,,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-023,074d9,-3292/1837,,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-024,074d9,173/429,,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-025,074d9,121/695,,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-026,074d9,4075/4018,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-027,074d9,-676/921,,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-028,074d9,1381/558,,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-029,074d9,3013/980,,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-030,074d9,-1449/1094,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-031,074d9,38/353,,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:074d9-032,074d9,-935/2279,,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-001,07ca9,760/211,,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-002,07ca9,561/26,,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
