observation_id,family,parameter,native_parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,simultaneous_carrier_genus,simultaneous_carrier_degree,split_quartet_count
rank_jump_completed_cohort_panel_v1.json:11952-001,11952,-3891/1396,-32139370778998275752594088307/15378956937753054584787353604,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-002,11952,402/517,-363550353209334974861950373/704182778993858626366949574,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-003,11952,3148/2791,1503028653222644146780970922/3996316071228119063828417093,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-004,11952,2872/2073,3544166729516699379557049033/2036892507046093917535781639,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-005,11952,-3482/2395,-53661753763064325710303425821/28433808969719245385122003390,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-006,11952,-3814/2675,-59252450611117098172869297567/31496034696102791359334350790,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-007,11952,914/2111,-11069780963763650077118820483/11164097611405067561205168446,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-008,11952,3058/1387,-15078956724119853398048879349/1239516187759176629207966618,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-009,11952,3950/4007,-864556925818949793012717225/13462175122914975460379301782,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-010,11952,-1826/2583,-40325640889918324813289661153/23933883990813587341338885718,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-011,11952,1972/1459,2270012218041705156078350508/1519675375299335699392751057,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-012,11952,3063/824,-13529260777432914324234162151/3389969010901950612981324804,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-013,11952,2015/3019,-18785515731302877000931318335/26992360521289760171595426088,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-014,11952,420/2827,-75296975382248406227958760/60394776349741546798660083,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-015,11952,54/2153,-6425882171968328411879764171/4816805714259693089961608246,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-016,11952,775/803,-648073334441762470777873575/5511305051886545068779558056,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-017,11952,-1046/2299,-30623384044899609374519148663/19281279755997300164389293334,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-018,11952,2324/1991,204061661976219860955598848/387739314628172074735253659,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-019,11952,-8/27,-160339199091585206975935737/105747172200872384562703541,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-020,11952,-4055/2356,-117030878807697168982293366405/60335948472568111258607301212,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-021,11952,1490/943,4893844929693663653703906045/1212741225473087097829431518,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-022,11952,-1055/1376,-44460548479751299998019707405/26073906610787535562392002252,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-023,11952,-1171/1683,-52208466907090907496879996501/31058165338827404933514047536,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-024,11952,2741/2074,11775253842630641713923515271/9075350563012726317027444628,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-025,11952,1737/530,-7288412594476829505706186849/1638134764759524299832006260,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-026,11952,939/4016,-18889378878226954420233475397/16019655301887095991164669484,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-027,11952,-815/1919,-50066290474235259613825879065/31783080647905526894695629488,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-028,11952,-1919/3168,-93085984796796535631076754989/56471917666624058696194839116,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-029,11952,3170/1609,-14059264523634530888958569985/120872774079240319396470166,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-030,11952,1551/1252,1740962826750538080906338927/2067248605886893199457034828,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-031,11952,-1667/631,-41912417192519022700780705077/20213823693178110473570608352,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:11952-032,11952,1292/601,-3116576429200071132978192888/210870015888725599085254397,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-015,a1-fibration-01,-557/3572,,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-052,a1-fibration-01,-1867/270,,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-000,a1-fibration-01,2407/532,,16,23,7,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-01-003,a1-fibration-01,787/103,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-014,a1-fibration-02,3161/432,,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-089,a1-fibration-02,-1330/2323,,16,20,4,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-215,a1-fibration-02,3853/666,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-02-164,a1-fibration-02,2675/728,,16,18,2,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-017,a1-fibration-03,2555/33,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-120,a1-fibration-03,3877/95,,16,20,4,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-239,a1-fibration-03,-2849/227,,16,18,2,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-03-178,a1-fibration-03,1784/39,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-000,a1-fibration-04,-1905/52,,16,26,10,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-001,a1-fibration-04,-1647/91,,16,25,9,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-024,a1-fibration-04,-2138/473,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-04-186,a1-fibration-04,-1786/317,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-000,a1-fibration-05,-34/87,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-004,a1-fibration-05,509/149,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-010,a1-fibration-05,3/17,,16,22,6,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
rank_jump_completed_cohort_panel_v1.json:a1-fibration-05-008,a1-fibration-05,-227/647,,16,24,8,UNKNOWN,extended20_mw16_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,,,
full11952_64_r17_results_v1.json:11952-0814660,11952,108687/71224,223064476737927197153468870399/70023989710453719228476678236,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0462373,11952,-23071/53128,-1395330292723517852785116521901/883464336082710757744314597676,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0635908,11952,60116/105691,-30261530937001924697952950268/36347330956745473669959074479,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0144384,11952,-25276/15643,-186767164618050666053202674064/97277587980218384647443228889,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0891932,11952,11019/11983,-18103795164479928002866417/79460230691608597941071992,17,23,6,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0307284,11952,-344/49753,-229980043518617685506804448291/169742282839562188090483892759,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0627148,11952,49376/87241,-175970334905482096600179332361/210445258076422492435783290703,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0962587,11952,4286/1881,-21712462892623058656267847883/2165466877661518464465559054,17,27,10,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0616990,11952,121683/72886,291695181165328093245451240091/47326773018784326000805507204,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0988170,11952,31014/26507,12901447386263385155900651489/24004309399095250010446333514,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0200129,11952,-49607/95623,-2658429094360872140144969791617/1646515779609337076513523533936,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0008416,11952,-24004/56337,-367808165637622974386350171356/233403251144977493644069556251,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0274988,11952,-55985/50714,-1949745315570658669268446397835/1080327411486630660992627633228,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0656455,11952,19734/19715,-510026599671146094404790391/21730311976679549062821257050,17,19,2,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0028737,11952,-57142/93241,-1375878464690389881329866779651/833353475038175207443050689786,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0492110,11952,-79231/56258,-2474428116658510047915119919861/1317939701139586245300693589636,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0738816,11952,7429/22948,-286273756770773952930710620401/260216276186597548550069710316,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0767049,11952,118504/130523,-60297057797780798296333699269/236986103320849616813822879429,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0969227,11952,82717/11110,-1300699034786968631405949942927/426159767207710179900504924220,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0923754,11952,53861/20237,-608165430045035113038515814891/100674561814969061937270961496,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0323072,11952,-24231/30328,-332577892909486916107623011287/193837500268454402911107961092,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0686311,11952,26679/94525,-416843488200859564937754906517/366407868120856654265483707840,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-1021465,11952,97961/5068,-1688960991860382478561571259291/614702268888267621432248423684,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0636952,11952,14526/106717,-282583627968100236496469903999/224971110842972278774202679694,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0553003,11952,89032/35897,-240097232914234368902167455573/33290431530440724438283327849,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0855241,11952,48642/31367,51472423419337358049898975367/14516333758732958018555992474,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0223272,11952,-39749/82357,-2235483729213200828969836472019/1397323509951920283923832300944,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0551990,11952,16487/26679,-190013691972688989973427740503/247741308316684639518720545368,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0601378,11952,89074/31895,-517322777134156443281121957597/93938104767880054864772987570,17,28,11,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0339465,11952,-8897/3736,-32922144678894053951288770101/16127397863666186671277515916,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0228367,11952,-118486/447,-1081806471537017213990813586783/416465866791908794518385099982,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0439666,11952,-105474/78683,-560605349412354869647661167699/301003933367924146106108656666,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-1021975,11952,29124/118733,-137550652656479551148160235238/117612903065708681736947301853,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0302717,11952,-78101/27216,-1920545746030438394204063500431/915124994115035688650650747652,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0559616,11952,11021/36934,-477769341324863034935298902049/425338830312369464516127183748,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0338045,11952,-39167/126613,-3037612117945020467930529826977/1995079345664221378469169478616,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0729129,11952,125611/96657,510010800543388962583976400141/437819887870006134841793829344,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0101406,11952,-11998/42183,-3732726942700703528846858943/2471261021008967142955096886,17,20,3,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0772264,11952,124596/46565,-117619541537852079557848702798/19689615438846111957465923195,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0545280,11952,50507/59434,-172660275686568215157778927383/455753552894689112321416555228,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0788483,11952,17950/24069,-57734997002180667688711172925/101019785431207108619588691994,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0701049,11952,86365/19802,-1207440993812873138176842140415/333418718640991935738804928396,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0880880,11952,106174/76473,263543225442812890915052206347/149493843092392086772814743858,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0381952,11952,-29318/107243,-1251368412886096387793552394879/831472174380945585381753096598,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0699413,11952,3183/61783,-358892756747569048638707922709/272648842806432752686690594152,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0458563,11952,-31737/73600,-642974156164238320812300703849/407443126811949973042658217180,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0317111,11952,-90169/11884,-1858520998102566126070039152939/790848463250047821525226126948,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0996902,11952,51063/38812,72051914918291165260998944951/57148089259951154170399584588,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0766167,11952,91849/31193,-1098017678791670597545186462119/216787695304174668084003488344,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0150973,11952,-49050/4391,-162152541552886822428271918375/67001013414985206928708012322,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0648705,11952,130349/28916,-1840194190378908208512069816519/516423393300725928703490072948,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0417830,11952,-79672/60209,-638751617906035969774298194083/343686268881608324127437359327,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0176139,11952,-26826/53593,-245362924601590001928264419051/152665314131571955795506738326,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0360551,11952,-55348/58049,-518214300471351030256529837472/293906864973773593915135100827,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0905799,11952,21103/72426,-946139394284971703861791033707/837621355857989076264286897292,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0000035,11952,-109526/19457,-1174859326273863240352239398403/514456432043187789048236473642,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-1046320,11952,36459/127996,-562426896415622381472705166357/495376989674191446152777839004,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0066581,11952,-563/11395,-219499045428864899553381611253/158884337203497290841453801200,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0569419,11952,32303/100441,-1256864296188416384980459592007/1140425592021625909213430329072,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0061750,11952,-11171/87161,-1803835691310921312946082779101/1263219688889269638668351399192,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0058449,11952,-94579/115,-1722618739509657797416853663349/661582292377943552767223859760,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0847980,11952,29871/57977,-173765960448684866441739821933/193316185660025925317798238928,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-1015808,11952,14557/17345,-53713478237588665434149905533/134280949123710757413344382200,17,19,2,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_64_r17_results_v1.json:11952-0907309,11952,43803/104173,-372066549786825276019885489969/370307584632099315941025604112,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0959582,11952,110314/102227,64726250505083185209474886617/310156867520853801752038572262,17,27,10,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0280670,11952,-26370/48677,-228934182885919283538726330895/140993205797592786230488215134,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
full11952_late64_r17_results_v1.json:11952-0671851,11952,2618/26913,-31900343925605416420966606653/24836287484179586702715857894,17,26,9,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,0,1,0
