orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
78704	genus_one	8	-2 0 2 0 1 -1 1 0 -1 1 -2 0 1 -1 -2 0 1	0 0 0 -1 -1 -3 0 1 1 0 1 -1 -1 3 0 -2 1	2O+4F+phi(w)
78706	genus_one	8	-2 -1 2 0 1 -1 1 -2 -1 1 0 0 1 -1 0 0 -1	-2 1 2 -1 -1 1 -2 1 1 0 -1 1 -1 1 0 0 -1	2O+4F+phi(w)
78708	genus_one	8	0 0 -1 0 -1 1 -1 0 1 -1 0 0 -1 -1 0 0 -1	0 0 0 0 1 1 0 -1 -1 0 1 1 -1 -1 0 0 -1	2O+4F+phi(w)
78710	genus_one	8	-2 -1 1 0 1 1 1 -2 -1 1 0 0 1 -1 0 0 -1	-2 1 2 -2 1 1 -2 1 1 0 -1 1 -1 1 0 0 -1	2O+4F+phi(w)
78712	genus_one	8	0 0 2 -1 1 -1 1 0 -1 1 0 0 1 1 0 -2 1	0 -2 -1 -1 -1 -3 0 1 1 0 1 -3 -1 5 2 -2 1	2O+4F+phi(w)
78713	rational	10	1 0 0 -1 -1 1 -1 0 1 -1 0 0 -1 -1 0 0 -1	1 0 -1 1 1 1 0 -1 -1 0 1 1 -1 -1 0 0 -1	2O+4F+phi(w)
78714	rational	10	0 -1 2 -1 1 1 -1 0 -1 -1 2 -2 1 1 2 -2 -1	0 -1 -1 -1 1 -1 0 -1 -1 0 1 -1 -1 3 2 0 -1	2O+4F+phi(w)
78715	genus_one	8	1 1 -2 1 -1 -1 -1 2 3 -1 0 2 -1 1 -2 0 1	1 -1 -1 1 -1 -1 0 -1 1 0 1 -1 1 1 0 -2 1	2O+4F+phi(w)
78716	genus_one	8	-2 0 3 -3 3 1 -1 -2 -1 1 0 -2 1 -1 0 0 1	-2 0 1 0 -1 -1 0 1 1 2 -1 -1 -1 1 0 0 1	2O+4F+phi(w)
78717	rational	10	1 0 -1 -1 -1 1 -1 0 1 -1 0 0 -1 -1 0 0 -1	1 0 -1 0 1 1 0 -1 -1 0 1 1 -1 -1 0 0 -1	2O+4F+phi(w)
78718	rational	10	0 1 -1 -1 -1 1 -1 0 1 1 -2 0 -1 -1 0 2 1	0 1 -1 2 1 1 2 -1 -1 0 1 1 1 -5 -2 2 1	2O+4F+phi(w)
78719	genus_one	8	1 1 -3 3 -3 -1 1 2 1 -1 0 2 -1 1 0 0 -1	1 1 -1 0 1 1 0 -1 -1 -2 1 1 1 -1 0 0 -1	2O+4F+phi(w)
78720	genus_one	8	-2 0 2 -2 2 0 0 -1 -1 1 0 -2 1 -1 0 0 1	-1 0 0 -1 -1 -2 0 1 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78721	rational	10	-1 0 2 -2 2 0 0 1 -1 -1 2 -2 1 1 0 -2 1	0 -2 -2 -1 -1 -4 0 1 0 1 0 -3 -1 6 3 -2 1	2O+4F+phi(w)
78722	rational	10	2 1 0 0 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	1 -1 0 -1 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78723	genus_one	8	1 1 0 0 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -1 0 -1 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78724	rational	10	0 2 1 0 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	-1 0 0 0 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78725	genus_one	8	1 0 1 0 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -2 0 0 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78726	genus_one	8	-2 -1 1 0 0 0 2 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 0 -2 1 0 -2 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78728	genus_one	8	0 0 2 -1 0 0 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 1 -1 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78729	rational	10	1 0 -2 1 0 0 -2 1 3 -3 2 0 -1 1 0 0 -1	0 0 1 1 -1 2 0 -1 0 1 0 1 1 -2 -1 0 -1	2O+4F+phi(w)
78730	genus_one	8	2 1 0 -1 0 0 -2 1 1 -1 0 0 -1 1 0 0 1	1 -1 -1 3 -1 0 2 -1 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78732	rational	10	2 0 1 -1 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	1 -2 -1 0 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78733	genus_one	8	1 0 1 -1 0 0 0 -1 -1 1 -2 0 1 -1 0 0 1	0 0 1 0 -1 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78734	rational	10	-2 -1 1 1 0 0 2 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 1 -2 1 0 -2 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78735	genus_one	8	1 1 1 -1 0 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -1 -1 0 -1 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78736	genus_one	8	0 0 -2 0 -1 0 0 1 3 1 -2 2 -1 -1 -2 2 1	1 0 -2 1 1 0 1 -1 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78737	rational	10	-1 -2 0 0 1 0 0 -1 1 1 0 0 -1 -1 0 2 -1	0 0 0 1 1 2 1 -1 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78738	rational	10	-2 -1 0 0 1 0 0 -1 1 1 0 0 -1 -1 0 2 -1	-1 1 0 1 1 2 1 -1 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78739	genus_one	8	1 1 0 0 -1 0 0 -1 -1 1 0 0 -1 1 2 0 -1	0 1 0 1 1 2 1 -1 0 -1 0 1 1 -4 -1 2 -1	2O+4F+phi(w)
78740	genus_one	8	0 0 -1 0 -1 0 0 1 1 -1 0 0 -1 -1 0 0 -1	1 0 -2 0 1 0 1 -1 -2 -1 2 1 -1 0 1 0 -1	2O+4F+phi(w)
78741	rational	10	-1 0 -1 0 1 0 -2 1 3 -1 0 0 -1 -1 -2 2 1	0 0 0 2 -1 0 1 -1 0 1 0 1 1 -2 -1 0 1	2O+4F+phi(w)
78742	rational	10	0 1 -1 0 -1 0 0 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -2 0 1 -2 1 -1 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78743	genus_one	8	1 1 1 0 -1 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -1 0 0 -1 -2 -1 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78744	genus_one	8	0 0 -2 1 -1 0 0 1 1 -1 0 0 -1 -1 0 0 -1	1 0 -1 -1 1 0 1 -1 -2 -1 2 1 -1 0 1 0 -1	2O+4F+phi(w)
78745	rational	10	1 0 2 -1 1 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -2 -1 1 -1 -2 1 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78746	genus_one	8	0 -1 2 -1 1 0 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 -1 1 1 -1 0 1 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78747	rational	10	-1 -1 0 -1 1 0 0 -1 1 1 0 0 -1 -1 0 2 -1	0 1 -1 1 1 2 1 -1 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78748	genus_one	8	0 0 1 -1 1 0 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 0 -1 0 1 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78750	genus_one	8	0 -1 -1 1 -1 0 0 1 1 -1 0 0 -1 -1 0 0 -1	1 -1 -1 0 1 0 1 -1 -2 -1 2 1 -1 0 1 0 -1	2O+4F+phi(w)
78751	rational	10	1 1 1 -1 1 0 0 1 -1 -1 0 0 1 1 0 -2 1	0 -1 -1 0 -1 -2 1 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78752	genus_one	8	-2 0 2 -2 2 1 0 -1 -1 1 0 -2 1 -1 0 0 1	-1 0 0 -1 0 -2 0 1 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78753	rational	10	1 0 -2 0 0 -1 0 1 3 -1 0 2 -1 -1 -2 0 1	0 -2 0 1 -2 0 0 1 0 1 0 -1 -1 2 1 -2 1	2O+4F+phi(w)
78754	genus_one	8	-2 -1 2 -2 2 1 0 -1 -1 1 0 -2 1 -1 0 0 1	-1 -1 0 -1 0 -2 0 1 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78755	rational	10	-1 -1 2 -2 2 1 0 -1 -1 1 0 -2 1 -1 0 0 1	0 -1 0 -1 0 -2 0 1 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78756	rational	10	0 0 1 0 0 -1 2 1 -1 1 0 0 1 1 0 -2 1	1 -2 -2 -2 0 -4 0 1 0 -1 2 -3 -1 6 3 -2 1	2O+4F+phi(w)
78757	genus_one	8	1 2 -1 0 0 1 -2 1 1 -1 0 0 -1 1 0 0 1	0 0 0 2 0 0 2 -1 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78758	rational	10	0 1 -1 0 0 -1 0 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -2 0 0 -2 2 -1 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78759	genus_one	8	1 1 1 0 0 -1 0 1 -1 -1 0 0 1 1 0 -2 1	0 -1 0 0 -2 -2 0 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78760	genus_one	8	0 0 2 -1 0 1 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 1 0 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78761	rational	10	-1 0 2 -1 0 1 0 -1 -1 1 -2 0 1 -1 0 0 1	-2 0 1 1 0 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78762	rational	10	-2 -1 0 1 0 -1 2 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 1 -3 0 0 -2 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78763	genus_one	8	-1 -1 0 1 0 -1 2 -1 -1 1 0 0 1 -1 0 0 -1	0 1 1 -3 0 0 -2 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78765	genus_one	8	1 0 1 -1 0 1 0 -1 -1 1 -2 0 1 -1 0 0 1	0 0 1 0 0 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78766	genus_one	8	-2 -1 1 1 0 -1 2 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 1 -2 0 0 -2 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78767	rational	10	1 -1 1 -1 0 1 0 -1 -1 1 -2 0 1 -1 0 0 1	0 -1 1 0 0 0 0 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78768	genus_one	8	-2 0 2 -2 1 1 0 -1 -1 1 0 -2 1 -1 0 0 1	-1 0 0 -1 0 -2 -1 1 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78769	rational	10	1 2 0 0 -1 1 0 1 -1 -1 0 0 1 1 0 -2 1	0 0 0 -1 0 -2 -1 1 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78770	genus_one	8	0 -1 2 -2 1 1 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 -1 0 1 0 0 1 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78771	rational	10	1 -1 2 -2 1 1 0 -1 -1 -1 2 -2 1 1 2 -2 -1	0 -1 0 -1 0 0 -1 1 0 1 0 -1 -1 2 1 0 -1	2O+4F+phi(w)
78772	genus_one	8	0 0 1 -2 1 1 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 0 0 0 0 1 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78774	genus_one	8	-2 -1 1 0 1 -1 2 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 0 -2 0 0 -1 1 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78775	rational	10	1 1 -1 0 -1 -1 0 1 1 1 -2 2 -1 -1 -2 0 1	2 -1 -2 0 0 -2 1 -1 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78776	genus_one	8	0 0 -2 1 -1 1 0 1 1 -1 0 0 -1 -1 0 0 -1	1 0 -1 -1 2 0 1 -1 -2 -1 2 1 -1 0 1 0 -1	2O+4F+phi(w)
78777	rational	10	-1 0 2 -1 1 1 0 -3 -3 1 0 -2 1 -1 2 0 -1	-2 2 3 -1 0 2 -1 1 0 1 -2 1 -1 -2 -1 2 -1	2O+4F+phi(w)
78778	rational	10	0 -1 2 -1 1 1 0 -1 -1 -1 2 -2 1 1 2 -2 -1	-1 -1 1 -1 0 0 -1 1 0 1 0 -1 -1 2 1 0 -1	2O+4F+phi(w)
78779	genus_one	8	-1 -1 2 -1 1 1 0 -1 -1 -1 0 -2 1 -1 0 0 -1	0 1 1 -1 0 0 -1 1 0 1 0 1 -1 0 -1 0 -1	2O+4F+phi(w)
78780	genus_one	8	0 0 1 -1 1 1 0 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 0 0 0 1 1 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78781	rational	10	-1 0 -1 -1 1 1 -2 1 3 -1 0 0 -1 -1 -2 2 1	0 0 -1 2 0 0 1 -1 0 1 0 1 1 -2 -1 0 1	2O+4F+phi(w)
78782	rational	10	0 1 -1 1 -1 -1 0 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -1 0 0 -2 1 -1 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78783	genus_one	8	-1 -1 3 -1 1 1 0 -3 -3 1 0 -2 1 -1 2 0 -1	-2 1 3 0 0 2 -1 1 0 1 -2 1 -1 -2 -1 2 -1	2O+4F+phi(w)
78784	genus_one	8	0 0 -2 0 0 0 -1 1 3 1 -2 2 -1 -1 -2 2 1	1 0 -2 1 1 0 2 -2 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78786	rational	10	0 -1 -2 0 0 0 -1 1 3 1 -2 2 -1 -1 -2 2 1	1 -1 -2 1 1 0 2 -2 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78787	genus_one	8	-1 -1 0 0 0 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 1 0 1 1 2 0 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78788	rational	10	0 0 -3 0 0 0 -1 1 3 1 -2 2 -1 -1 -2 2 1	1 0 -2 0 1 0 2 -2 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78789	genus_one	8	-1 0 -1 0 0 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 2 0 0 1 2 0 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78790	genus_one	8	0 -1 -1 0 0 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	1 1 0 0 1 2 0 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78792	rational	10	0 2 -2 1 -2 0 1 1 1 1 -2 2 -1 -1 -2 0 1	1 0 -1 -1 1 -2 0 0 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78793	genus_one	8	1 0 0 -1 0 0 -1 1 1 -1 0 0 1 1 0 0 1	0 0 -1 1 -1 0 0 0 0 1 0 -1 1 0 -1 0 1	2O+4F+phi(w)
78794	rational	10	2 1 -4 1 -2 0 -1 3 3 -1 0 2 -1 1 0 0 1	1 -1 -3 1 1 0 2 -2 -2 -1 2 -1 1 0 1 0 1	2O+4F+phi(w)
78795	genus_one	8	-1 -1 0 1 0 0 1 -1 -1 1 0 0 1 -1 0 0 -1	0 1 1 -3 1 0 -2 0 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78796	genus_one	8	0 0 1 -1 0 0 1 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 0 -1 0 0 2 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78797	rational	10	1 0 -1 1 -2 0 1 1 -1 1 0 0 -1 1 2 0 -1	2 0 -3 0 3 0 2 -2 -2 -3 2 1 1 -2 1 2 -1	2O+4F+phi(w)
78798	genus_one	8	-2 -1 1 1 0 0 1 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 1 -2 1 0 -2 0 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78799	rational	10	1 1 -1 1 -2 0 1 -1 -1 1 0 0 -1 1 2 0 -1	0 1 1 0 1 2 0 0 0 -1 0 1 1 -4 -1 2 -1	2O+4F+phi(w)
78800	genus_one	8	2 0 -2 0 -1 0 -1 1 1 -1 2 0 -1 1 2 0 -1	1 0 -2 1 1 2 1 -2 -2 -1 0 1 1 -2 1 2 -1	2O+4F+phi(w)
78801	rational	10	1 0 -2 0 -1 0 -1 3 3 -1 0 0 -1 1 0 0 1	2 -2 -4 1 1 -2 3 -2 -2 -1 4 -1 1 0 1 0 1	2O+4F+phi(w)
78802	rational	10	0 -1 2 0 1 0 -1 -1 -1 -1 2 -2 1 1 2 0 -1	-1 1 2 1 -1 2 -1 0 0 1 -2 1 1 -2 -1 2 -1	2O+4F+phi(w)
78803	genus_one	8	-1 -1 0 0 1 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 1 0 1 1 2 1 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78804	genus_one	8	2 2 -1 0 -1 0 -1 1 1 -1 0 0 -1 1 0 0 1	1 0 0 2 -1 0 1 0 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78807	genus_one	8	-1 -1 -1 0 1 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 1 0 0 1 2 1 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78808	rational	10	2 0 -2 -1 -1 0 -1 3 3 -1 0 0 -1 1 0 0 1	3 -2 -5 1 1 -2 3 -2 -2 -1 4 -1 1 0 1 0 1	2O+4F+phi(w)
78809	genus_one	8	-1 0 0 -1 1 0 1 -1 -1 1 0 0 1 -1 0 0 1	-2 0 1 -1 -1 0 -1 2 0 1 -2 -1 -1 2 1 0 1	2O+4F+phi(w)
78810	rational	10	0 -1 2 -1 1 0 -1 -1 -1 -1 2 -2 1 1 2 0 -1	-1 1 1 1 -1 2 -1 0 0 1 -2 1 1 -2 -1 2 -1	2O+4F+phi(w)
78811	genus_one	8	1 1 0 1 -1 0 1 1 -1 -1 0 0 1 1 0 -2 1	0 -1 1 -1 -1 -2 -1 2 0 1 0 -3 -1 4 1 -2 1	2O+4F+phi(w)
78812	rational	10	-2 -2 1 -1 1 0 1 -3 -1 3 -2 0 1 -3 0 2 -1	-1 2 1 -2 1 2 -1 0 0 -1 0 3 -1 -2 -1 2 -1	2O+4F+phi(w)
78813	genus_one	8	-1 0 1 -1 1 0 1 -1 -1 1 0 0 1 -1 0 0 1	-2 0 1 0 -1 0 -1 2 0 1 -2 -1 -1 2 1 0 1	2O+4F+phi(w)
78814	rational	10	0 -1 -1 -1 1 0 -1 -1 1 1 0 0 -1 -1 0 2 -1	1 1 -1 0 1 2 1 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78815	genus_one	8	-1 -1 3 -3 3 0 -1 -1 -1 1 0 -2 1 -1 0 0 1	0 -1 -1 0 -1 -2 1 0 0 1 0 -1 -1 2 1 0 1	2O+4F+phi(w)
78816	genus_one	8	0 0 -2 0 0 -1 -1 1 3 1 -2 2 -1 -1 -2 2 1	1 0 -2 1 0 0 2 -2 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78817	rational	10	-1 0 2 0 0 1 1 -1 -3 1 0 -2 1 1 2 0 -1	0 2 0 -1 2 0 0 0 0 -1 0 1 1 -2 -1 2 -1	2O+4F+phi(w)
78818	genus_one	8	0 1 0 0 0 1 -1 -1 -1 -1 2 -2 -1 1 2 0 -1	-1 1 2 1 0 2 0 0 0 1 -2 1 1 -4 -1 2 -1	2O+4F+phi(w)
78819	rational	10	1 -1 -2 0 0 -1 -1 1 3 1 -2 2 -1 -1 -2 2 1	2 -1 -2 1 0 0 2 -2 0 -1 2 1 1 -2 -1 0 1	2O+4F+phi(w)
78820	rational	10	0 0 1 0 0 -1 1 1 -1 1 0 0 1 1 0 -2 1	1 -2 -2 -2 0 -4 0 0 0 -1 2 -3 -1 6 3 -2 1	2O+4F+phi(w)
78821	genus_one	8	-1 0 -1 0 0 1 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 2 0 0 2 2 0 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78822	rational	10	0 1 1 0 0 -1 1 1 -1 1 0 0 1 1 0 -2 1	1 -1 -2 -2 0 -4 0 0 0 -1 2 -3 -1 6 3 -2 1	2O+4F+phi(w)
78823	genus_one	8	-1 -1 -1 0 0 1 -1 -1 1 1 0 0 -1 -1 0 2 -1	0 1 0 0 2 2 0 -2 0 -1 0 3 1 -4 -1 2 -1	2O+4F+phi(w)
78824	rational	10	2 2 -2 1 -2 1 -1 1 1 -1 0 0 -1 1 0 0 1	1 0 1 1 0 0 0 0 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78825	genus_one	8	1 2 -2 1 -2 1 -1 1 1 -1 0 0 -1 1 0 0 1	0 0 1 1 0 0 0 0 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78826	genus_one	12	0 -1 2 -3 2 1 -1 -1 -1 1 0 -2 1 -1 2 0 1	-1 -1 -1 1 0 0 2 0 -2 1 0 -1 -1 0 1 2 1	2O+5F+phi(w)
78827	rational	10	1 1 0 -1 0 1 -1 -1 -1 -1 2 -2 -1 1 2 0 -1	0 1 1 1 0 2 0 0 0 1 -2 1 1 -4 -1 2 -1	2O+4F+phi(w)
78828	genus_one	8	0 0 1 -1 0 1 1 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 1 0 0 0 0 2 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78829	rational	10	1 0 1 -1 0 1 -1 -1 -1 -1 2 -2 -1 1 2 0 -1	0 0 1 2 0 2 0 0 0 1 -2 1 1 -4 -1 2 -1	2O+4F+phi(w)
78830	rational	10	0 1 1 -1 0 1 -1 -1 -1 -1 2 -2 -1 1 2 0 -1	-1 1 1 2 0 2 0 0 0 1 -2 1 1 -4 -1 2 -1	2O+4F+phi(w)
78831	genus_one	8	1 1 -1 -1 0 1 -1 1 1 -1 0 0 -1 1 0 0 1	0 -1 -1 2 0 0 2 0 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78832	genus_one	8	0 0 2 -2 1 1 -1 -1 -1 1 -2 0 1 -1 0 0 1	-1 0 0 1 0 0 1 0 0 1 0 -1 -1 0 -1 0 1	2O+4F+phi(w)
78834	genus_one	8	-2 -1 2 0 1 -1 1 -1 -1 1 0 0 1 -1 0 0 -1	-1 1 0 -1 0 0 -1 0 0 -1 0 1 -1 2 1 0 -1	2O+4F+phi(w)
78835	rational	10	1 -1 2 -2 1 1 -1 -1 -1 -1 2 -2 1 1 2 -2 -1	0 -1 0 -1 0 0 -1 0 0 1 0 -1 -1 2 1 0 -1	2O+4F+phi(w)
78836	genus_one	8	0 0 -1 0 -1 1 -1 1 1 -1 0 0 -1 -1 0 0 -1	1 0 -2 0 2 0 1 -2 -2 -1 2 1 -1 0 1 0 -1	2O+4F+phi(w)
78838	genus_one	8	0 1 -1 0 -1 -1 1 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -2 0 0 -2 1 0 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78840	rational	10	0 0 2 -1 1 1 -1 -1 -1 -1 2 -2 1 1 2 -2 -1	-1 0 1 -1 0 0 -1 0 0 1 0 -1 -1 2 1 0 -1	2O+4F+phi(w)
78841	genus_one	8	-1 0 2 -1 1 1 -1 1 -1 -1 0 -2 1 1 0 0 1	0 0 -1 1 0 -2 1 0 0 1 0 -1 1 0 -1 0 1	2O+4F+phi(w)
78842	genus_one	8	0 1 -2 1 -1 -1 1 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -1 -1 0 -2 1 0 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78843	rational	10	1 -1 2 -1 1 1 -1 -1 -1 -1 2 -2 1 1 2 -2 -1	0 -1 1 -1 0 0 -1 0 0 1 0 -1 -1 2 1 0 -1	2O+4F+phi(w)
78844	rational	10	0 0 -1 -1 -1 1 -1 1 1 1 -2 0 -1 -1 0 2 1	1 0 -3 2 2 0 3 -2 -2 -1 2 1 1 -4 -1 2 1	2O+4F+phi(w)
78845	genus_one	8	1 2 -1 -1 -1 1 -1 1 1 -1 0 0 -1 1 0 0 1	0 0 -1 2 0 0 1 0 0 1 0 -1 1 -2 -1 0 1	2O+4F+phi(w)
78846	genus_one	8	0 1 -1 1 -1 -1 1 1 1 1 -2 2 -1 -1 -2 0 1	1 -1 -1 0 0 -2 1 0 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78847	rational	10	-1 1 -1 1 -1 -1 1 1 1 1 -2 2 -1 -1 -2 0 1	0 -1 -1 0 0 -2 1 0 0 -1 2 -1 -1 2 1 -2 1	2O+4F+phi(w)
78848	genus_one	8	0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1	-1 0 1 0 -1 0 -2 1 1 1 -2 -1 1 1 0 0 1	2O+4F+phi(w)
78849	genus_one	8	1 0 -2 2 -2 0 0 2 2 -2 1 0 -1 1 0 0 -1	2 0 -1 0 1 0 0 -1 -1 -1 2 1 1 -1 0 0 -1	2O+4F+phi(w)
78852	genus_one	8	-2 0 1 0 2 0 0 0 0 0 -1 0 1 -1 -2 0 1	-1 0 1 -1 -1 -2 0 1 1 1 0 -1 -1 3 0 -2 1	2O+4F+phi(w)
78853	genus_one	8	1 0 -3 2 -2 0 0 2 2 -2 1 0 -1 1 0 0 -1	2 0 -1 -1 1 0 0 -1 -1 -1 2 1 1 -1 0 0 -1	2O+4F+phi(w)
78854	rational	10	0 1 -1 2 -2 0 0 2 0 -2 1 0 -1 1 0 0 -1	1 1 -1 1 1 0 0 -1 -1 -1 0 1 1 -1 0 0 -1	2O+4F+phi(w)
78856	genus_one	8	2 0 -2 1 -2 0 0 0 0 0 1 0 -1 1 2 0 -1	1 0 0 0 1 2 0 -1 -1 -1 0 1 1 -3 0 2 -1	2O+4F+phi(w)
78857	genus_one	8	-1 0 2 -1 2 0 0 -2 -2 2 -1 0 1 -1 0 0 1	-2 0 2 0 -1 0 0 1 1 1 -2 -1 -1 1 0 0 1	2O+4F+phi(w)
78858	genus_one	8	0 1 -2 3 -2 0 0 2 0 -2 1 0 -1 1 0 0 -1	1 1 0 0 1 0 0 -1 -1 -1 0 1 1 -1 0 0 -1	2O+4F+phi(w)
78859	genus_one	8	-1 -1 2 -1 2 0 0 0 0 0 -1 0 1 -1 -2 0 1	0 -1 0 0 -1 -2 0 1 1 1 0 -1 -1 3 0 -2 1	2O+4F+phi(w)
78860	genus_one	8	2 0 -1 1 -2 0 0 0 0 0 1 0 -1 1 2 0 -1	1 0 0 1 1 2 0 -1 -1 -1 0 1 1 -3 0 2 -1	2O+4F+phi(w)
