orbit_mask	category	minimum_norm	reduced_basis_w	parent_MW17_w	lattice_class_at_minimum
17850	rational	10	-2 -1 4 -3 3 1 0 -3 -3 2 -1 -2 2 -2 1 0 0	-2 1 1 -1 0 0 0 1 0 1 -1 0 -2 1 0 1 0	2O+4F+phi(w)
17851	rational	10	1 -1 0 1 -1 1 0 -1 -1 0 -1 0 0 0 1 0 -2	1 1 1 -1 2 2 0 -1 0 -1 1 2 0 -3 -2 1 -2	2O+4F+phi(w)
17852	rational	10	2 0 -1 1 -1 1 -2 1 1 -2 1 0 0 2 1 0 0	0 0 1 2 0 2 0 -1 0 1 -1 0 2 -3 -2 1 0	2O+4F+phi(w)
17854	rational	10	0 -1 1 1 -1 1 0 -1 -1 0 -1 0 0 0 1 0 -2	0 1 1 0 2 2 0 -1 0 -1 1 2 0 -3 -2 1 -2	2O+4F+phi(w)
17855	rational	10	1 -1 1 1 -1 1 0 -1 -1 0 -1 0 0 0 1 0 -2	1 1 1 0 2 2 0 -1 0 -1 1 2 0 -3 -2 1 -2	2O+4F+phi(w)
17856	genus_one	8	0 0 0 0 0 0 1 -1 -1 2 -1 0 0 0 1 0 0	0 0 0 -1 1 0 1 0 0 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
17857	genus_one	8	-1 0 0 0 0 0 1 1 1 0 -1 0 0 0 -1 0 0	1 0 -2 -1 1 -2 1 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17858	genus_one	8	0 1 -2 2 -2 0 1 1 1 0 -1 2 0 0 -1 0 0	0 1 0 -1 1 0 -1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17859	genus_one	8	-1 1 0 2 -2 0 1 1 -1 0 -1 0 0 0 -1 0 0	1 1 0 -1 1 -2 -1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17860	rational	10	0 -2 1 0 0 0 1 -1 -1 0 1 0 0 0 1 0 -2	0 0 0 0 1 2 -1 0 0 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
17861	rational	10	1 0 -1 0 0 0 -1 -1 1 0 1 0 -2 0 1 0 -2	1 0 0 0 1 2 1 -2 0 -1 1 2 0 -3 0 1 -2	2O+4F+phi(w)
17862	rational	10	2 1 -1 2 -2 0 1 1 -1 -2 1 0 0 2 1 -2 0	0 -1 2 0 -1 0 -1 2 0 1 -1 -2 0 1 0 -1 0	2O+4F+phi(w)
17863	rational	10	1 -1 1 0 0 0 1 -1 -1 0 1 0 0 0 1 -2 -2	1 -1 0 -2 1 0 -1 0 0 -1 1 0 -2 3 2 -1 -2	2O+4F+phi(w)
17864	genus_one	8	0 -2 0 1 0 0 1 -1 -1 0 1 0 0 0 1 0 -2	0 0 1 -1 1 2 -1 0 0 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
17865	genus_one	8	-1 0 0 1 0 0 1 -1 -1 0 1 0 0 0 1 0 -2	-1 2 1 -1 1 2 -1 0 0 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
17870	genus_one	8	0 -1 -1 1 0 0 1 -1 -1 0 1 0 0 0 1 0 -2	0 1 1 -2 1 2 -1 0 0 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
17871	genus_one	8	1 1 -1 -1 0 0 -1 1 1 0 -1 0 0 0 -1 0 2	1 -1 -1 0 -1 -2 1 0 0 1 1 -2 0 1 0 -1 2	2O+4F+phi(w)
17872	genus_one	8	0 0 0 0 -1 0 1 1 1 0 -1 0 0 0 -1 0 0	2 0 -2 -1 1 -2 0 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17873	genus_one	8	-1 0 0 0 -1 0 1 1 1 0 -1 0 0 0 -1 0 0	1 0 -2 -1 1 -2 0 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17874	genus_one	8	0 -1 0 0 -1 0 1 1 1 0 -1 0 0 0 -1 0 0	2 -1 -2 -1 1 -2 0 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17875	genus_one	8	1 1 -2 0 -1 0 -1 1 1 0 1 0 -2 0 1 0 0	1 -1 -2 1 1 0 2 -2 -2 -1 1 0 0 -1 2 1 0	2O+4F+phi(w)
17876	genus_one	8	0 0 -1 0 -1 0 1 1 1 0 -1 0 0 0 -1 0 0	2 0 -2 -2 1 -2 0 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17877	genus_one	8	-1 -2 3 -2 3 0 -1 -1 -1 0 1 -2 2 0 1 0 0	-1 0 0 0 -1 0 0 0 0 1 -1 0 0 1 0 1 0	2O+4F+phi(w)
17878	genus_one	8	0 -1 -1 0 -1 0 1 -1 1 2 -3 2 0 -2 -1 2 0	0 1 0 0 1 2 0 0 0 -1 1 2 0 -3 -2 1 0	2O+4F+phi(w)
17879	genus_one	8	-1 1 1 -2 1 2 -1 -1 -1 0 1 -2 0 0 1 0 0	-1 1 0 0 1 0 0 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17880	genus_one	8	0 0 0 1 -1 0 1 1 -1 0 -1 0 0 0 -1 0 0	2 0 -1 -1 1 -2 0 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17881	genus_one	8	-1 0 0 1 -1 0 1 1 1 0 -1 0 0 0 -1 0 0	1 0 -1 -1 1 -2 0 0 0 -1 3 0 0 1 0 -1 0	2O+4F+phi(w)
17884	genus_one	8	-2 0 1 -1 1 0 1 -1 -1 2 -1 0 0 -2 -1 0 0	0 0 -1 -2 1 -2 0 0 0 -1 1 0 -2 3 2 -1 0	2O+4F+phi(w)
17885	genus_one	8	1 0 -3 1 -1 0 -1 1 3 0 -1 2 -2 0 -1 2 0	1 0 -1 2 1 2 2 -2 0 -1 1 2 2 -5 -2 1 0	2O+4F+phi(w)
17886	rational	10	-2 1 1 1 -1 0 1 1 -1 0 -1 0 0 0 -1 0 0	0 1 -1 0 1 -2 0 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17887	rational	10	1 1 -1 1 -3 0 1 1 -1 0 -1 0 0 0 1 0 0	1 1 -1 0 1 0 0 0 -2 -1 1 0 0 -1 0 1 0	2O+4F+phi(w)
17888	rational	10	-2 0 0 0 0 1 1 -1 -1 2 -3 0 0 -2 -1 2 0	0 2 0 -1 2 0 1 0 0 -1 1 2 0 -3 -2 1 0	2O+4F+phi(w)
17890	genus_one	8	0 1 -2 2 -2 -1 1 1 1 0 -1 2 0 0 -1 0 0	0 1 0 -1 0 0 -1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17891	genus_one	8	-1 -1 2 -2 2 1 -1 -1 -1 0 1 -2 2 0 1 0 0	-1 1 0 -1 0 0 -1 0 0 1 -1 0 0 1 0 1 0	2O+4F+phi(w)
17892	genus_one	8	0 0 1 -2 2 1 -1 -1 -1 0 1 -2 0 0 1 0 0	0 0 0 0 0 0 1 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17893	genus_one	8	-1 0 1 -2 2 1 -1 -1 -1 0 1 -2 0 0 1 0 0	-1 0 0 0 0 0 1 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17894	rational	10	-2 -1 3 -2 2 1 1 -3 -3 2 -1 -2 2 -2 1 0 0	-2 1 2 -2 0 0 -1 2 0 1 -1 0 -2 1 0 1 0	2O+4F+phi(w)
17895	rational	10	1 -1 -1 0 0 -1 1 1 1 0 -1 2 0 0 -1 0 0	1 -1 -2 0 0 0 1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17896	rational	10	2 0 0 -1 0 1 -1 1 -1 -2 3 -2 0 2 3 -2 0	0 -2 -1 1 0 0 1 0 -2 1 -1 -2 0 1 2 1 0	2O+4F+phi(w)
17897	rational	10	1 2 -2 1 -2 -1 1 1 1 0 -1 2 -2 0 -1 0 0	1 0 -1 1 0 0 1 0 0 -1 1 0 0 -1 0 -1 0	2O+4F+phi(w)
17899	rational	10	1 -1 0 1 -2 1 1 -1 -1 0 -1 0 0 0 1 0 -2	1 1 1 -1 2 2 -1 0 0 -1 1 2 0 -3 -2 1 -2	2O+4F+phi(w)
17900	genus_one	8	0 0 -1 1 0 -1 1 1 1 0 -1 2 0 0 -1 0 0	0 0 -1 0 0 0 1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17901	genus_one	8	-1 0 1 -1 2 1 -1 -1 -1 0 1 -2 0 0 1 0 0	-1 0 1 0 0 0 1 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17902	genus_one	8	0 -1 -1 1 0 -1 1 1 1 0 -1 2 0 0 -1 0 0	0 -1 -1 0 0 0 1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17903	genus_one	8	1 -1 -1 1 0 -1 1 1 1 0 -1 2 0 0 -1 0 0	1 -1 -1 0 0 0 1 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17906	genus_one	8	0 -1 0 2 -1 -1 1 -1 -1 0 1 0 0 0 1 0 -2	0 1 2 -1 0 2 -2 0 0 -1 -1 2 0 -1 0 1 -2	2O+4F+phi(w)
17907	genus_one	8	1 -1 -2 2 -1 -1 1 1 1 0 -1 2 0 0 -1 0 0	1 -1 0 -1 0 0 0 0 0 -1 1 0 0 1 0 -1 0	2O+4F+phi(w)
17909	rational	10	-1 0 1 0 1 -1 1 1 -1 0 -1 0 2 0 -1 0 2	-1 0 0 0 -2 -2 0 2 0 1 -1 -2 0 3 0 -1 2	2O+4F+phi(w)
17910	genus_one	8	0 1 1 -2 1 1 -1 -1 -1 0 1 -2 0 0 1 0 0	0 1 0 0 0 0 0 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17911	genus_one	8	-1 1 1 -2 1 1 -1 -1 -1 0 1 -2 0 0 1 0 0	-1 1 0 0 0 0 0 0 0 1 -1 0 0 -1 0 1 0	2O+4F+phi(w)
17912	rational	10	2 0 -2 1 -1 1 -1 1 1 -2 1 0 0 2 1 0 0	0 0 1 1 0 2 0 0 0 1 -1 0 2 -3 -2 1 0	2O+4F+phi(w)
17914	rational	10	0 -1 0 1 -1 1 1 -1 -1 0 -1 0 0 0 1 0 -2	0 1 1 -1 2 2 0 0 0 -1 1 2 0 -3 -2 1 -2	2O+4F+phi(w)
17918	rational	10	2 1 -3 1 -1 -1 -1 1 3 -2 1 2 -2 0 -1 0 0	0 -1 1 2 -2 2 0 0 0 1 -1 0 0 -1 0 -1 0	2O+4F+phi(w)
17920	genus_one	8	0 0 0 0 0 0 0 0 0 1 -1 0 0 0 -1 0 0	2 0 -1 -2 1 -2 0 -1 1 -1 2 0 0 1 0 -1 0	2O+4F+phi(w)
17921	rational	10	-1 0 0 2 -2 0 2 0 -2 1 -1 0 0 0 1 0 -2	1 2 -1 -2 3 0 0 -1 -1 -3 2 2 0 -1 0 1 -2	2O+4F+phi(w)
17922	rational	10	0 -1 0 2 -2 0 2 0 -2 1 -1 0 0 0 1 0 -2	2 1 -1 -2 3 0 0 -1 -1 -3 2 2 0 -1 0 1 -2	2O+4F+phi(w)
17923	genus_one	8	1 1 -2 2 -2 0 0 0 0 -1 1 0 -2 0 1 0 -2	1 1 1 0 1 2 0 -1 -1 -1 0 2 0 -3 0 1 -2	2O+4F+phi(w)
17924	genus_one	8	0 0 1 0 0 0 0 0 0 -1 -1 0 0 0 -1 0 0	0 0 1 1 -1 0 0 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17926	rational	10	0 1 1 -2 0 0 0 0 0 1 -1 0 0 0 -1 0 2	0 -1 -1 1 -1 -2 0 1 1 1 0 -2 0 1 0 -1 2	2O+4F+phi(w)
17927	genus_one	8	-1 1 1 0 0 0 0 0 0 1 -1 0 0 0 -1 0 0	1 1 -1 -1 1 -2 0 -1 1 -1 2 0 0 1 0 -1 0	2O+4F+phi(w)
17928	genus_one	8	0 0 0 -1 0 2 -2 0 0 -1 1 -2 0 0 1 0 0	0 0 0 0 1 0 0 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17930	genus_one	8	0 1 0 -1 0 2 -2 0 0 -1 1 -2 0 0 1 0 0	0 1 0 0 1 0 0 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17932	genus_one	8	0 0 1 -1 0 2 -2 0 0 -1 1 -2 0 0 1 0 0	0 0 0 1 1 0 0 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17933	rational	10	-1 0 1 -1 0 2 -2 0 0 -1 1 -2 0 0 1 0 0	-1 0 0 1 1 0 0 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17934	genus_one	8	0 -1 -1 1 0 0 0 0 0 -1 1 0 0 0 1 0 -2	0 1 0 -1 1 2 0 -1 -1 -1 0 2 0 -1 0 1 -2	2O+4F+phi(w)
17936	genus_one	8	-2 -2 4 -2 3 0 0 -2 -2 1 1 -2 2 0 1 0 0	-2 0 1 0 -1 0 -1 1 1 1 -2 0 0 1 0 1 0	2O+4F+phi(w)
17938	rational	10	0 1 -2 2 -1 0 0 0 0 -1 1 0 -2 0 1 0 -2	0 1 1 0 1 2 1 -1 -1 -1 0 2 0 -3 0 1 -2	2O+4F+phi(w)
17939	genus_one	8	1 1 0 0 -1 0 0 0 -2 1 -1 0 0 0 1 0 0	1 1 -1 0 1 0 1 -1 -1 -1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17941	genus_one	8	-1 0 1 0 1 0 0 0 0 1 -1 0 0 0 -1 0 0	1 0 -1 -1 1 -2 1 -1 1 -1 2 0 0 1 0 -1 0	2O+4F+phi(w)
17942	genus_one	8	-2 -1 3 -2 3 0 0 -2 -2 1 1 -2 2 0 1 0 0	-2 1 1 -1 -1 0 -1 1 1 1 -2 0 0 1 0 1 0	2O+4F+phi(w)
17943	rational	10	-1 -1 3 -2 3 0 0 -2 -2 1 1 -2 2 0 1 0 0	-1 1 1 -1 -1 0 -1 1 1 1 -2 0 0 1 0 1 0	2O+4F+phi(w)
17944	genus_one	8	0 0 0 1 -1 0 2 0 -2 1 -1 0 0 0 1 0 0	0 0 0 0 1 0 1 1 -1 -1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17946	genus_one	8	0 1 0 -1 1 0 0 0 0 1 -1 0 0 0 -1 0 2	0 -1 0 0 -1 -2 1 1 1 1 0 -2 0 1 0 -1 2	2O+4F+phi(w)
17947	rational	10	1 -1 0 -1 1 0 0 0 0 1 -1 0 0 0 1 0 0	1 -1 -2 0 1 0 3 -1 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17948	rational	10	-2 -2 1 1 1 0 0 -2 0 1 -1 0 0 -2 -1 2 -2	0 2 2 -1 1 2 -1 -1 1 -1 0 4 0 -3 -2 1 -2	2O+4F+phi(w)
17949	genus_one	8	1 0 -1 1 -1 0 0 0 0 -1 1 0 -2 0 1 0 -2	1 0 0 1 1 2 1 -1 -1 -1 0 2 0 -3 0 1 -2	2O+4F+phi(w)
17950	rational	10	-2 -1 3 -1 1 0 2 -2 -2 3 -3 0 2 -2 -1 0 0	0 1 0 -3 1 -2 -1 1 1 -1 2 0 -2 3 0 -1 0	2O+4F+phi(w)
17951	genus_one	8	-1 1 1 -1 1 0 0 0 0 1 -1 0 0 0 -1 0 2	-1 -1 0 1 -1 -2 1 1 1 1 0 -2 0 1 0 -1 2	2O+4F+phi(w)
17952	genus_one	8	0 0 0 0 0 1 0 0 0 -1 -1 0 0 0 -1 0 0	0 0 1 0 0 0 0 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17953	rational	10	-1 -2 0 0 0 1 0 -2 0 1 -1 0 0 -2 1 2 -2	-1 2 1 0 2 4 0 -1 -1 -1 0 4 0 -5 -2 3 -2	2O+4F+phi(w)
17954	genus_one	8	0 1 -2 2 -2 1 0 0 0 -1 1 0 -2 0 1 0 -2	0 1 1 0 2 2 0 -1 -1 -1 0 2 0 -3 0 1 -2	2O+4F+phi(w)
17955	rational	10	3 1 -4 2 -2 -1 0 2 2 -1 1 2 -2 2 1 0 0	1 -1 -1 2 0 2 2 -1 -1 -1 0 0 2 -3 0 1 0	2O+4F+phi(w)
17956	genus_one	8	0 0 -1 0 0 -1 0 0 0 1 1 0 0 0 1 0 0	0 0 -1 -1 0 0 0 -1 -1 -1 0 0 0 1 2 1 0	2O+4F+phi(w)
17957	rational	10	-1 -2 1 0 0 1 0 0 0 -1 1 -2 0 0 1 0 -2	1 0 -1 -1 2 0 0 -1 -1 -1 2 2 0 -1 0 1 -2	2O+4F+phi(w)
17958	genus_one	8	0 1 1 0 0 1 0 -2 -2 1 -1 0 0 0 1 0 0	-2 1 3 1 0 2 0 1 1 1 -2 0 0 -3 -2 1 0	2O+4F+phi(w)
17959	rational	10	-1 -1 1 0 0 1 0 0 0 -1 1 -2 0 0 1 0 -2	1 1 -1 -1 2 0 0 -1 -1 -1 2 2 0 -1 0 1 -2	2O+4F+phi(w)
17960	genus_one	8	0 0 0 -1 0 1 0 0 0 1 -1 0 0 0 1 0 0	0 0 -2 0 2 0 2 -1 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17961	rational	10	-1 0 2 -1 2 -1 0 0 0 1 -1 0 2 0 -1 0 2	-1 0 0 0 -2 -2 0 1 1 1 0 -2 0 3 0 -1 2	2O+4F+phi(w)
17962	rational	10	-2 -1 0 1 0 1 0 -2 0 1 -1 0 0 -2 -1 2 -2	0 3 2 -2 2 2 -2 -1 1 -1 0 4 0 -3 -2 1 -2	2O+4F+phi(w)
17963	genus_one	8	1 -1 0 -1 0 1 0 0 0 1 -1 0 0 0 1 0 0	1 -1 -2 0 2 0 2 -1 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17964	genus_one	8	0 0 1 -1 0 1 -2 0 0 -1 1 -2 0 0 1 0 0	0 0 0 1 0 0 0 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17965	rational	10	-1 0 1 -1 2 -1 0 0 0 1 -1 0 2 0 -1 0 2	-1 0 0 -1 -2 -2 0 1 1 1 0 -2 0 3 0 -1 2	2O+4F+phi(w)
17966	rational	10	2 1 -1 1 -2 1 0 2 0 -3 1 0 0 2 1 -2 0	0 -1 0 1 0 0 0 1 -1 1 0 -2 0 1 0 -1 0	2O+4F+phi(w)
17967	genus_one	8	1 1 -1 -1 0 1 -2 2 2 -1 -1 0 0 0 -1 0 2	1 -1 -2 1 0 -2 2 -1 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
17968	genus_one	8	2 0 0 0 -1 -1 0 2 0 -1 1 0 0 2 1 -2 0	2 -2 -3 0 0 -2 1 -1 -1 -1 2 -2 0 3 2 -1 0	2O+4F+phi(w)
17969	rational	10	1 0 -2 2 -1 -1 0 0 2 -1 1 2 -2 0 -1 0 -2	1 0 1 0 0 2 -1 -1 1 -1 0 2 0 -1 0 -1 -2	2O+4F+phi(w)
17970	genus_one	8	0 1 0 0 -1 1 0 0 0 -1 -1 0 0 0 -1 0 0	0 1 1 0 0 0 -1 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17971	rational	10	1 1 0 0 1 -1 0 0 0 -1 3 0 0 2 1 -2 0	-1 -1 1 0 -2 0 -1 1 1 1 -2 -2 0 3 2 -1 0	2O+4F+phi(w)
17973	genus_one	8	1 0 1 -2 1 1 -2 0 0 -1 1 -2 0 0 1 0 0	1 0 -1 1 0 0 1 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17974	rational	10	0 1 -3 2 -1 -1 0 0 2 1 -1 2 -2 0 -1 2 0	0 1 1 1 0 2 1 -1 1 -1 0 2 2 -5 -2 1 0	2O+4F+phi(w)
17975	genus_one	8	1 1 1 0 -1 1 0 -2 -2 1 -1 0 0 0 1 0 0	-1 1 3 1 0 2 -1 1 1 1 -2 0 0 -3 -2 1 0	2O+4F+phi(w)
17976	genus_one	8	0 0 0 1 -1 1 0 0 0 -1 -1 0 0 0 -1 0 0	0 0 2 0 0 0 -1 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17979	genus_one	8	-1 1 0 1 -1 1 0 0 0 -1 -1 0 0 0 -1 0 0	-1 1 2 0 0 0 -1 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17981	genus_one	8	-1 0 1 -1 1 1 -2 0 0 -1 1 -2 0 0 1 0 0	-1 0 0 1 0 0 1 -1 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17982	genus_one	8	0 1 -1 1 -1 1 0 0 0 -1 -1 0 0 0 -1 0 0	0 1 2 -1 0 0 -1 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17983	rational	10	1 1 -1 1 -1 1 0 0 0 -1 -1 0 0 0 -1 0 0	1 1 2 -1 0 0 -1 1 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
17984	genus_one	8	0 0 0 0 0 0 1 0 -2 1 -1 0 0 0 1 0 0	0 0 -1 0 1 0 2 0 -1 -1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17986	rational	10	0 -1 2 0 0 0 1 -2 -2 1 -1 0 0 0 1 0 -2	0 1 1 0 1 2 0 0 1 -1 0 2 0 -3 -2 1 -2	2O+4F+phi(w)
17987	genus_one	8	-1 -1 0 0 0 0 1 -2 0 3 -3 2 0 -2 -1 2 0	-1 1 1 0 1 2 0 0 1 -1 0 2 0 -3 -2 1 0	2O+4F+phi(w)
17988	genus_one	8	0 0 1 0 0 0 1 0 -2 1 -1 0 0 0 1 0 0	0 0 -1 1 1 0 2 0 -1 -1 0 0 0 -1 0 1 0	2O+4F+phi(w)
17990	rational	10	0 1 -1 0 0 0 -1 2 2 -1 -1 0 0 0 -1 0 2	0 -1 -1 1 -1 -2 2 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
17991	genus_one	8	1 -1 1 -2 2 0 -1 -2 0 1 1 0 0 0 1 0 0	-1 -1 1 1 -1 2 0 0 1 1 -2 0 0 -1 0 1 0	2O+4F+phi(w)
17993	genus_one	8	1 0 0 -1 0 0 -1 0 0 1 -1 0 0 0 1 0 0	1 0 -2 0 1 0 2 -2 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17995	genus_one	8	1 -1 0 -1 0 0 1 0 0 1 -1 0 0 0 1 0 0	1 -1 -2 0 1 0 2 0 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17996	rational	10	0 0 1 1 0 0 1 -2 -2 1 -1 0 0 0 1 0 -2	0 2 2 -1 1 2 0 0 1 -1 0 2 0 -3 -2 1 -2	2O+4F+phi(w)
17997	genus_one	8	1 0 1 -1 0 0 -1 0 0 1 -1 0 0 0 1 0 0	1 0 -2 1 1 0 2 -2 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
17998	rational	10	0 -1 1 1 0 0 1 -2 -2 1 -1 0 0 0 1 0 -2	0 1 2 -1 1 2 0 0 1 -1 0 2 0 -3 -2 1 -2	2O+4F+phi(w)
17999	genus_one	8	1 -1 1 -1 0 0 -1 0 0 1 -1 0 0 0 1 0 0	1 -1 -2 1 1 0 2 -2 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18000	genus_one	8	0 0 0 0 -1 0 1 0 0 1 -1 0 0 0 1 0 0	0 0 -1 0 1 0 1 0 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18003	genus_one	8	1 -1 0 0 -1 0 1 0 0 1 -1 0 0 0 1 0 0	1 -1 -1 0 1 0 1 0 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18005	genus_one	8	1 0 -1 0 -1 0 1 0 0 1 -1 0 0 0 1 0 0	1 0 -1 -1 1 0 1 0 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18006	genus_one	8	0 -1 1 -2 1 2 -1 0 0 -1 1 -2 0 0 1 0 0	0 -1 -1 1 1 0 1 0 -1 1 0 0 0 -1 0 1 0	2O+4F+phi(w)
18007	rational	10	1 1 -1 0 -1 0 -1 2 2 -1 -1 0 0 0 -1 0 2	1 -1 -1 1 -1 -2 1 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
18009	genus_one	8	1 2 0 1 -1 0 1 0 -2 -1 1 0 0 2 1 -2 0	-1 0 2 0 -1 0 -1 2 1 1 -2 -2 0 1 0 -1 0	2O+4F+phi(w)
18011	genus_one	8	1 -1 0 -1 -1 0 1 0 0 1 -1 0 0 0 1 0 0	1 -1 -2 0 1 0 1 0 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18012	genus_one	8	0 0 -1 -1 1 0 -1 2 2 -1 1 0 0 0 -1 0 2	0 -2 -2 1 -1 -2 1 0 -1 1 0 -2 0 3 2 -1 2	2O+4F+phi(w)
18013	rational	10	-3 -2 1 1 1 0 1 -2 0 1 -1 0 0 -2 -1 2 -2	-1 2 2 -1 1 2 -1 0 1 -1 0 4 0 -3 -2 1 -2	2O+4F+phi(w)
18014	genus_one	8	0 1 -1 1 -1 0 1 0 -2 1 -1 0 0 0 1 0 0	0 1 0 -1 1 0 1 0 -1 -1 0 0 0 -1 0 1 0	2O+4F+phi(w)
18015	rational	10	1 1 -1 -1 -1 0 -1 2 2 -1 -1 0 0 0 -1 0 2	1 -1 -2 1 -1 -2 1 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
18016	genus_one	8	0 0 0 0 0 1 -1 0 0 -1 1 0 0 0 1 0 0	-2 0 1 2 0 2 0 0 -1 1 -2 0 0 -1 0 1 0	2O+4F+phi(w)
18017	rational	10	-1 0 0 0 0 -1 1 2 0 1 -1 0 0 0 -1 0 2	1 -2 -3 0 0 -4 2 0 -1 -1 2 -2 0 3 2 -1 2	2O+4F+phi(w)
18018	genus_one	8	0 1 0 0 0 1 -1 0 0 -1 -1 0 0 0 -1 0 0	0 1 1 0 0 0 0 0 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
18019	rational	10	1 1 0 0 0 1 -1 0 0 -1 -1 0 0 0 -1 0 0	1 1 1 0 0 0 0 0 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
18020	genus_one	8	0 0 1 0 0 1 -1 0 0 -1 -1 0 0 0 -1 0 0	0 0 1 1 0 0 0 0 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
18022	genus_one	8	0 1 1 0 0 1 -1 0 0 -1 -1 0 0 0 -1 0 0	0 1 1 1 0 0 0 0 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
18023	rational	10	-1 -1 1 0 0 1 -1 0 0 -1 1 -2 0 0 1 0 -2	1 1 -1 -1 2 0 0 -2 -1 -1 2 2 0 -1 0 1 -2	2O+4F+phi(w)
18025	genus_one	8	1 0 0 -1 0 1 -1 0 0 1 -1 0 0 0 1 0 0	1 0 -2 0 2 0 2 -2 -1 -1 2 0 0 -1 0 1 0	2O+4F+phi(w)
18026	genus_one	8	0 1 0 1 0 1 -1 0 0 -1 -1 0 0 0 -1 0 0	0 1 2 0 0 0 0 0 1 1 0 0 0 -1 -2 -1 0	2O+4F+phi(w)
18027	rational	10	-3 -1 0 1 0 1 1 -2 0 1 -1 0 0 -2 -1 2 -2	-1 3 2 -2 2 2 -2 0 1 -1 0 4 0 -3 -2 1 -2	2O+4F+phi(w)
18029	genus_one	8	1 0 -1 -1 0 1 -1 2 2 -1 -1 0 0 0 -1 0 2	1 -2 -2 1 0 -2 2 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
18030	genus_one	8	0 1 -1 -1 0 1 -1 2 2 -1 -1 0 0 0 -1 0 2	0 -1 -2 1 0 -2 2 0 -1 1 2 -2 0 1 0 -1 2	2O+4F+phi(w)
