mask	representative
3985	1 0 0 0 3 -2 -4 1 -1 1 1 -3 -2 2 -2 0 -2
3985	1 0 2 2 1 -2 -4 1 -1 1 -1 -3 -2 2 -2 0 -2
3985	1 0 0 0 1 -2 -2 1 -1 -1 -1 -1 0 2 0 -2 -2
3985	1 0 0 0 1 -2 -2 1 1 1 -1 -1 0 2 0 -2 -2
3986	0 1 2 2 3 -4 -8 3 -1 3 -1 -5 -2 4 -4 0 -4
3986	0 1 0 0 3 -4 -6 1 -1 1 -1 -3 0 4 -2 -2 -2
3986	2 -1 0 0 3 -2 -4 1 -3 -1 1 -3 0 0 -2 0 -2
3986	0 1 2 2 1 -2 -4 1 -1 1 -1 -3 -2 2 -2 0 -2
3993	1 0 0 1 3 -2 -4 1 -1 1 1 -3 -2 2 -2 0 -2
3993	1 0 2 3 3 -4 -8 3 -3 3 -1 -5 -2 4 -4 0 -4
3993	1 0 0 -1 1 -2 -2 1 1 1 -1 -1 0 2 -2 -2 -2
3993	1 0 0 1 1 0 0 -1 -1 -1 1 -1 0 -2 0 0 0
4017	1 0 2 2 3 -5 -8 3 -3 3 -1 -5 -2 4 -4 0 -4
4017	1 0 0 0 1 -1 -2 -1 -1 1 1 -1 0 0 -2 0 0
4017	1 0 0 0 1 -1 -2 1 -1 1 1 -1 0 0 -2 0 -2
4017	1 0 0 0 1 1 0 -1 -1 -1 1 1 0 -2 0 0 0
4029	1 0 1 1 3 -1 -4 1 -1 1 1 -3 -2 2 -2 0 -2
4029	1 0 1 1 1 -3 -4 1 -1 1 -1 -3 0 2 -2 -2 -2
4029	1 0 1 1 3 -1 -4 -1 -3 -1 1 -3 0 0 -2 0 0
4029	1 0 -1 -1 -1 1 2 -1 1 -1 1 1 0 -2 0 0 0
4053	1 0 1 2 3 -2 -5 1 -3 1 1 -3 -2 2 -2 0 -2
4053	1 -2 -1 -2 -1 2 5 -1 -1 -3 1 3 2 -4 2 0 2
4053	1 0 1 0 1 -2 -3 1 -1 1 -1 -1 0 2 -2 -2 -2
4053	1 0 1 0 1 0 -1 -1 -1 -1 1 -1 0 -2 -2 0 0
4063	1 1 3 3 3 -4 -9 3 -3 3 -1 -5 -2 4 -4 0 -4
4063	1 1 1 1 1 -4 -5 1 -1 1 -1 -3 0 2 -2 -2 -2
4063	1 -1 -1 -1 1 0 1 -1 -1 -1 1 1 0 -2 0 0 0
4063	1 -1 -1 -1 -1 2 3 -1 1 -1 1 1 0 -2 0 0 0
4089	1 0 0 1 1 1 -1 -1 -1 1 3 -1 -2 -2 -2 2 0
4089	1 0 2 3 3 -5 -9 3 -3 3 -1 -5 -2 4 -4 0 -4
4089	1 0 0 1 3 -3 -5 1 -3 1 1 -3 0 2 -2 0 -2
4089	1 0 2 1 1 -3 -5 3 -3 1 -1 -3 0 2 -2 0 -2
4119	1 1 1 2 3 -2 -6 0 -2 0 0 -4 -1 2 -2 0 -2
4119	1 -1 -1 -2 -1 2 4 0 0 -2 0 2 1 -2 2 0 2
4119	1 -1 -1 -2 1 2 2 -2 0 -2 2 2 1 -2 0 0 0
4119	1 -1 -1 0 1 0 0 0 0 0 0 0 1 0 0 0 -2
4126	0 1 1 3 3 -2 -6 0 -2 0 0 -4 -1 2 -2 0 -2
4126	0 1 1 1 1 -2 -4 0 0 2 0 -2 -1 2 -2 0 -2
4126	2 -1 1 1 3 -2 -4 0 -4 0 0 -2 1 0 -2 0 -2
4126	0 1 1 1 1 -2 -4 0 -2 0 0 -2 -1 0 -2 0 0
4164	2 -2 -1 -2 0 2 3 -2 0 -2 2 2 1 -2 0 0 0
4164	2 0 1 0 2 -4 -5 2 -2 0 0 -4 -1 2 -2 -2 -2
4164	0 2 1 2 2 -4 -7 2 0 2 -2 -4 -1 4 -2 -2 -2
4164	0 0 1 0 0 0 -1 0 0 0 0 0 -1 0 -2 0 0
4181	1 0 1 2 3 -2 -5 0 -2 0 0 -4 -1 2 -2 0 -2
4181	1 -2 -1 -2 1 2 3 -2 0 -2 2 2 1 -2 0 0 0
4181	1 -2 -1 -2 -1 4 5 -2 0 -2 2 4 1 -4 2 2 2
4181	1 0 1 0 1 -2 -3 0 -2 0 0 -2 -1 0 -2 0 0
4182	2 -1 1 0 3 0 -3 0 -2 0 2 -2 -1 0 -2 0 -2
4182	0 1 1 2 3 -2 -5 0 -2 0 0 -4 -1 2 -2 0 -2
4182	0 1 1 2 1 -4 -5 2 0 2 -2 -4 -1 4 -2 -2 -2
4182	0 1 1 0 1 -4 -5 2 0 2 -2 -2 -1 4 -2 -2 -2
4188	0 0 1 1 1 -2 -3 0 0 2 0 -2 -1 2 -2 0 -2
4188	2 -2 -1 -3 1 2 3 -2 0 -2 2 2 1 -2 0 0 0
4188	0 0 1 1 1 -2 -3 2 -2 0 -2 -2 1 2 0 0 -2
4188	0 2 1 1 1 -4 -5 2 0 2 -2 -4 -1 4 -2 -2 -2
4203	1 -1 0 1 2 1 -1 -2 -2 0 2 0 -1 -2 -2 2 0
4203	1 -1 0 -1 2 1 1 -2 -2 -2 2 0 1 -2 0 0 0
4203	1 -1 0 -1 0 3 3 -2 0 -2 0 2 1 -2 0 0 0
4203	1 -1 2 1 2 -1 -3 0 -2 0 0 -2 1 0 -2 0 -2
4212	0 0 1 2 1 -1 -3 0 0 2 0 -2 -1 2 -2 0 -2
4212	2 -2 -1 -2 1 3 3 -2 0 -2 2 2 1 -2 0 0 0
4212	2 0 1 0 3 -3 -5 2 -2 0 0 -4 -1 2 -2 -2 -2
4212	0 2 1 2 1 -5 -7 2 0 2 -2 -4 -1 4 -2 -2 -2
4222	2 -1 1 1 3 -1 -3 0 -2 0 0 -2 -1 0 -2 0 -2
4222	0 1 1 1 1 -1 -3 0 0 2 0 -2 -1 2 -2 0 -2
4222	0 1 1 1 1 -5 -5 2 0 2 -2 -4 -1 4 -2 -2 -2
4222	0 1 1 1 1 -3 -5 2 0 2 -2 -2 -1 4 -2 -2 -2
4249	1 0 0 1 1 -2 -4 1 0 2 0 -2 -1 2 -2 0 -2
4249	1 -2 0 -1 -1 2 4 -1 0 -2 0 2 1 -2 2 0 2
4249	1 0 0 1 3 -2 -4 1 -2 2 0 -2 -1 2 -2 0 -2
4249	1 0 2 3 3 -2 -6 1 -4 0 0 -4 -1 2 -2 0 -2
4251	1 -1 0 -1 -1 2 4 -1 0 -2 0 2 1 -2 2 0 2
4251	1 1 0 1 1 -2 -4 1 0 2 0 -2 -1 2 -2 0 -2
4251	1 -1 0 1 1 2 0 -1 -2 0 2 0 -1 -2 -2 2 0
4251	1 -1 0 -1 1 0 0 1 -2 0 0 0 1 0 0 0 0
4259	1 -1 0 -2 -2 1 4 -1 0 -2 0 2 1 -2 2 0 2
4259	1 -1 0 0 2 1 0 -1 -2 0 2 0 -1 -2 -2 2 0
4259	1 1 2 2 4 -5 -10 3 -4 2 0 -6 -1 4 -4 0 -4
4259	1 -1 0 0 0 -1 0 1 -2 0 0 0 1 0 0 0 0
4263	3 -1 1 0 2 -1 -2 1 -2 0 0 -2 -1 0 -2 0 -2
4263	1 1 1 2 2 -3 -6 1 -2 0 0 -4 -1 2 -2 0 -2
4263	1 1 1 2 2 -3 -6 1 -2 2 0 -4 -1 2 -2 0 -2
4263	1 -1 -1 -2 -2 1 4 -1 0 -2 0 2 1 -2 2 0 2
4268	0 0 1 1 0 -1 -2 1 -2 0 0 -2 1 0 0 0 0
4268	2 0 1 1 2 -1 -4 1 -2 0 0 -2 -1 0 -2 0 -2
4268	2 -2 1 1 2 -1 -2 1 -2 0 0 -2 -1 0 -2 0 -2
4268	2 0 1 1 4 -3 -6 1 -4 0 0 -4 -1 2 -2 0 -2
4274	0 1 0 2 3 -3 -6 1 -2 0 0 -4 -1 2 -2 0 -2
4274	0 1 0 0 1 -3 -4 1 0 2 0 -2 -1 2 -2 0 -2
4274	0 1 0 2 1 -1 -4 1 0 2 0 -2 -1 2 -2 0 -2
4274	2 -1 0 0 1 1 0 -1 -2 0 2 0 -1 -2 -2 2 0
4276	0 0 1 0 -1 -1 0 1 0 0 -2 0 1 0 0 0 0
4276	0 0 1 0 1 -1 -2 1 -2 0 0 -2 1 0 0 0 0
4276	0 2 1 2 3 -5 -8 3 0 2 -2 -6 -1 6 -2 -2 -4
4276	2 0 1 2 3 -3 -6 1 -4 0 0 -4 -1 2 -2 0 -2
4283	1 1 0 1 3 -3 -6 1 -2 0 0 -4 -1 2 -2 0 -2
4283	1 -1 0 -1 -1 3 4 -1 0 -2 0 2 1 -2 2 0 2
4283	1 -1 0 1 1 1 0 -1 -2 0 2 0 -1 -2 -2 2 0
4283	1 -1 0 -1 1 -1 0 1 -2 0 0 0 1 0 0 0 0
4327	1 -1 1 0 0 -1 -1 1 -2 0 0 0 1 0 0 0 0
4327	3 -1 1 0 2 -1 -3 1 -2 0 0 -2 -1 0 -2 0 -2
4327	1 -1 1 2 2 -1 -3 1 -2 0 0 -2 -1 0 -2 0 -2
4327	1 1 1 2 4 -3 -7 1 -4 0 0 -4 -1 2 -2 0 -2
4331	1 1 0 1 2 -3 -5 1 -2 2 0 -2 -1 2 -2 0 -2
4331	1 -1 0 -1 -2 1 3 -1 0 -2 0 2 1 -2 2 0 2
4331	1 -1 0 1 2 1 -1 -1 -2 0 2 0 -1 -2 -2 2 0
4331	1 -1 0 -1 0 -1 -1 1 -2 0 0 0 1 0 0 0 0
4336	0 0 0 0 1 -3 -3 1 0 2 0 -2 -1 2 -2 0 -2
4336	0 0 0 2 1 -1 -3 1 0 2 0 -2 -1 2 -2 0 -2
4336	0 0 0 0 1 -1 -1 1 -2 0 0 0 1 0 0 0 0
4336	2 0 2 2 3 -3 -7 1 -4 0 0 -4 -1 2 -2 0 -2
4342	0 1 1 2 3 -3 -7 1 -2 2 0 -4 -1 2 -4 0 -2
4342	2 -1 1 0 1 -3 -3 3 -2 0 -2 -2 1 2 0 -2 -2
4342	2 -1 1 2 1 -1 -3 1 -2 0 0 -2 -1 0 -2 0 -2
4342	2 -1 1 0 3 -1 -3 1 -2 0 0 -2 -1 0 -2 0 -2
4366	2 -1 1 1 2 0 -2 0 -1 0 0 -2 -1 0 -2 0 -2
4366	0 1 1 1 2 -2 -4 0 -1 2 0 -2 -1 2 -2 0 -2
4366	2 -1 1 1 2 -2 -4 0 -3 0 0 -2 1 0 -2 0 -2
4366	0 1 1 1 2 -4 -6 2 -1 2 0 -4 -1 4 -2 -2 -2
4396	0 0 1 1 2 -1 -4 0 -1 0 0 -2 -1 2 -2 0 -2
4396	0 0 1 1 0 -1 -2 2 -1 0 0 -2 -1 0 0 0 0
4396	0 2 1 1 2 -5 -6 2 -1 2 -2 -4 -1 4 -2 -2 -2
4396	0 0 1 1 0 -1 -2 0 -1 0 0 -2 -1 0 -2 0 0
4431	1 -1 -1 -1 2 2 1 -2 -1 -2 2 0 1 -2 0 0 0
4431	1 -1 -1 -1 0 2 3 -2 1 0 2 2 1 -2 0 0 0
4431	1 -1 -1 -1 0 2 3 -2 1 -2 0 2 1 -2 0 0 0
4431	1 -1 1 1 2 -2 -3 0 -3 0 0 -2 1 0 -2 0 -2
4438	2 -1 1 0 1 0 -1 0 -1 0 0 0 -1 0 -2 0 -2
4438	0 1 1 2 3 -2 -5 0 -1 0 0 -4 -1 2 -2 0 -2
4438	2 -3 -1 -2 1 2 3 -2 -1 -2 2 2 1 -2 0 0 0
4438	2 -1 1 0 3 -2 -3 0 -3 0 0 -2 1 0 -2 0 -2
4442	0 1 0 1 1 -2 -3 0 1 2 0 -2 -1 2 -2 0 -2
4442	2 -1 0 -1 1 2 1 -2 -1 -2 2 0 1 -2 0 0 0
4442	0 1 0 1 1 -2 -3 2 -1 2 0 -2 -1 2 0 0 0
4442	0 1 0 1 1 -2 -3 0 -1 0 0 -2 -1 0 -2 0 0
4443	1 -1 0 -1 -1 2 3 0 -1 -2 0 2 1 -2 2 0 2
4443	1 -1 0 -1 1 2 1 -2 -1 -2 2 0 1 -2 0 0 0
4443	1 -1 0 -1 -1 2 3 -2 1 -2 0 2 1 -2 0 0 0
4443	1 -1 0 1 1 0 -1 0 -1 0 0 0 1 0 0 0 -2
4459	1 -1 0 -1 -2 1 3 0 -1 -2 0 2 1 -2 2 0 2
4459	1 -1 0 -1 2 1 1 -2 -1 -2 2 0 1 -2 0 0 0
4459	1 -1 0 -1 0 3 3 -2 1 -2 0 2 1 -2 0 0 0
4459	1 -1 2 1 2 -1 -3 0 -3 0 0 -2 1 0 -2 0 -2
4474	2 -1 0 1 3 -1 -3 0 -3 0 2 -2 -1 0 -2 0 -2
4474	0 1 0 1 1 -1 -3 0 1 2 0 -2 -1 2 -2 0 -2
4474	2 -1 0 -1 1 1 1 -2 -1 -2 2 0 1 -2 0 0 0
4474	0 1 0 1 1 -1 -3 0 -1 0 0 -2 -1 0 -2 0 0
4486	0 1 -1 0 0 0 0 -1 1 0 0 0 -1 0 0 0 0
4486	2 -1 1 2 2 -2 -4 1 -3 0 0 -2 -1 0 -2 0 -2
4486	2 -1 1 0 2 0 -2 1 -1 0 0 -2 -1 0 -2 0 -2
4486	0 1 1 2 2 -2 -6 1 -1 0 0 -4 -1 2 -2 0 -2
4495	1 -1 1 -1 0 0 0 1 -1 0 0 0 1 0 0 0 0
4495	3 -1 1 1 2 -2 -4 1 -3 0 0 -2 -1 0 -2 0 -2
4495	1 -1 1 1 2 0 -2 1 -1 0 0 -2 -1 0 -2 0 -2
4495	1 1 1 1 4 -2 -6 1 -3 0 0 -4 -1 2 -2 0 -2
4504	0 0 0 1 3 -2 -4 1 -1 2 0 -2 -1 2 -2 0 -2
4504	0 0 0 1 1 2 0 -1 -1 0 2 0 -1 -2 -2 2 0
4504	0 0 0 1 -1 0 0 -1 1 0 0 0 -1 0 0 0 0
4504	2 0 2 1 3 -2 -6 1 -3 0 0 -4 -1 2 -2 0 -2
4551	3 -1 1 0 2 -2 -3 1 -3 0 0 -2 -1 0 -2 0 -2
4551	1 -1 -1 -2 -2 2 5 -1 1 0 0 4 1 -2 2 0 2
4551	1 1 1 2 4 -2 -7 1 -3 0 0 -4 -1 2 -2 0 -2
4551	1 1 1 2 2 -2 -5 1 -1 2 0 -4 -1 2 -2 0 -2
4557	3 -2 1 1 2 -2 -3 1 -3 0 0 -2 -1 0 -2 0 -2
4557	1 0 1 1 2 0 -3 1 -1 0 0 -2 -1 0 -2 0 -2
4557	1 0 1 1 2 -2 -5 1 -1 0 0 -4 -1 2 -2 0 -2
4557	1 0 1 1 4 -2 -5 1 -3 0 0 -4 -1 2 -2 0 -2
4559	1 -1 -1 -1 0 2 3 -1 1 0 2 2 -1 -2 0 0 0
4559	3 -1 1 1 2 -2 -3 1 -3 0 0 -2 -1 0 -2 0 -2
4559	1 1 1 1 2 -2 -5 1 -1 0 0 -4 -1 2 -2 0 -2
4559	1 -1 -1 -3 -2 2 5 -1 1 -2 0 4 1 -2 2 0 2
4587	1 1 0 1 2 -3 -5 1 -1 2 0 -2 -1 2 -2 0 -2
4587	1 -1 0 -1 -2 1 3 -1 -1 -2 0 2 1 -2 2 0 2
4587	1 -1 0 1 2 1 -1 -1 -3 0 2 0 -1 -2 -2 2 0
4587	1 -1 0 -1 0 -1 -1 1 -1 0 0 0 1 0 0 0 0
4593	1 0 2 2 3 -3 -7 1 -3 2 0 -4 -1 2 -4 0 -2
4593	3 -2 0 0 3 -1 -3 1 -3 0 2 -2 -1 0 -2 0 -2
4593	1 0 0 0 1 -3 -3 1 -1 2 0 -2 -1 2 -2 0 -2
4593	1 0 0 0 1 1 -1 -1 -1 0 2 0 -1 -2 -2 2 0
4600	0 0 0 1 1 -3 -3 1 -1 2 0 -2 -1 2 -2 0 -2
4600	0 0 0 1 1 -1 -3 1 1 2 0 -2 -1 2 -2 0 -2
4600	0 0 0 1 1 1 -1 -1 -1 0 2 0 -1 -2 -2 2 0
4600	0 0 0 1 -1 1 1 -1 1 0 0 0 -1 0 0 0 0
4633	1 0 0 1 3 -2 -4 0 -2 1 0 -2 -1 2 -2 0 -2
4633	1 0 2 1 3 -4 -6 2 -2 1 -2 -4 1 4 -2 -2 -4
4633	1 -2 0 -1 -1 2 4 0 0 -1 0 2 1 -2 2 0 0
4633	1 0 0 1 3 -4 -6 2 -2 1 0 -4 -1 2 -2 0 -2
4643	1 -1 0 -2 -2 1 4 0 0 -1 0 2 1 -2 2 0 2
4643	1 -1 0 0 2 1 0 -2 -2 -1 2 0 1 -2 0 0 0
4643	1 -1 0 0 0 1 2 -2 0 -1 0 2 1 -2 0 0 0
4643	1 1 0 2 2 -3 -6 2 -2 1 0 -4 -1 2 -2 0 -2
4706	0 1 0 0 2 -1 -3 0 0 1 0 -2 -1 2 -2 0 -2
4706	2 -1 2 2 4 -3 -7 2 -4 1 0 -4 -1 2 -4 0 -4
4706	0 1 0 0 0 -1 -1 0 0 1 0 0 -1 0 -2 0 0
4706	0 1 0 2 2 -3 -5 2 -2 1 0 -4 -1 2 -2 0 -2
4711	1 -1 -1 -2 0 1 3 -2 0 -1 2 2 1 -2 0 0 0
4711	1 -1 1 0 2 -1 -3 0 -2 -1 0 -2 1 0 -2 0 -2
4711	1 1 1 2 2 -5 -7 2 -2 1 -2 -4 -1 4 -2 -2 -2
4711	1 -1 -1 -2 0 1 3 0 0 -1 0 2 1 0 2 0 0
4735	1 -1 -1 -1 -1 1 3 0 0 -1 0 2 1 -2 2 0 2
4735	1 -1 -1 -1 1 1 1 -2 0 -1 2 0 1 -2 0 0 0
4735	1 -1 -1 -1 1 3 3 -2 0 -1 2 2 1 -2 0 0 0
4735	1 1 1 1 3 -5 -7 2 -2 1 -2 -4 1 4 -2 -2 -4
4743	1 -1 1 0 0 0 0 1 -2 -1 0 0 1 -2 0 0 0
4743	1 -1 1 0 0 0 0 1 0 1 0 0 -1 0 -2 0 -2
4743	1 1 1 2 2 -4 -6 1 -2 1 0 -4 -1 2 -2 0 -2
4743	1 1 1 2 2 -2 -6 1 -2 1 0 -4 -1 2 -2 0 -2
4794	0 1 0 3 3 -3 -6 1 -2 1 0 -4 -1 2 -2 0 -2
4794	0 1 0 1 1 -1 -4 1 0 1 0 -2 -1 2 -2 0 -2
4794	0 1 0 1 1 -3 -4 1 0 3 0 -2 -1 2 -2 0 -2
4794	2 -1 2 1 1 -1 -2 1 -2 1 0 -2 -1 0 -2 0 -2
4826	0 1 0 1 3 -2 -5 1 0 1 0 -4 -1 2 -2 0 -2
4826	0 1 0 1 1 -2 -3 1 0 1 0 -2 -1 2 -2 0 -2
4826	0 1 0 1 3 -2 -5 1 -2 1 0 -2 -1 2 -2 0 -2
4826	0 1 0 1 1 -2 -3 1 0 3 0 -2 -1 2 -2 0 -2
4849	1 0 0 0 1 -3 -3 1 0 1 0 -2 -1 2 -2 -2 -2
4849	1 0 2 2 3 -3 -7 1 -4 1 0 -4 -1 2 -4 0 -2
4849	1 0 0 2 3 -3 -5 1 -2 1 0 -4 -1 2 -2 0 -2
4849	1 0 0 0 3 -3 -5 1 -2 1 0 -2 -1 2 -2 0 -2
4954	0 1 0 1 3 -2 -5 0 -1 1 0 -2 -1 2 -2 0 -2
4954	0 1 0 1 1 -2 -3 2 -1 1 0 -2 -1 2 0 0 0
4954	0 1 0 1 1 -2 -3 0 -1 1 0 -2 -1 0 -2 0 0
4954	0 1 0 1 3 -2 -5 2 -1 1 0 -4 -1 2 -2 0 -2
4966	0 1 1 2 2 -3 -5 0 -1 1 0 -4 -1 2 -2 0 -2
4966	0 1 1 2 2 -1 -5 0 -1 1 0 -2 -1 2 -2 0 -2
4966	2 -1 1 0 2 -1 -3 0 -3 -1 0 -2 1 0 -2 0 -2
4966	0 1 1 2 2 -5 -7 2 -1 1 -2 -4 -1 4 -2 -2 -2
4975	1 -1 1 1 2 -1 -3 0 -1 1 0 -2 -1 2 -2 0 -2
4975	1 -1 -1 -1 2 1 1 -2 -1 -1 2 0 1 -2 0 0 0
4975	1 -1 -1 -1 0 3 3 -2 1 -1 2 2 1 -2 0 0 0
4975	1 -1 -1 -1 0 1 3 -2 1 -1 0 2 1 -2 0 0 0
4991	1 -1 -1 -1 -1 1 3 0 -1 -1 0 2 1 -2 2 0 2
4991	1 -1 -1 -1 1 1 1 -2 -1 -1 2 2 1 -2 0 0 0
4991	1 -1 -1 -1 -1 1 3 -2 1 -1 0 2 1 -2 0 0 0
4991	1 -1 1 1 3 -1 -3 0 -3 -1 0 -2 1 0 -2 0 -2
5026	2 -1 0 0 2 -1 -2 1 -1 1 2 -2 -1 0 -2 0 -2
5026	0 1 0 2 2 -3 -6 1 -1 1 0 -4 -1 2 -2 0 -2
5026	0 1 0 0 2 -3 -4 1 -1 1 0 -2 -1 2 -2 0 -2
5026	0 1 0 2 2 -1 -4 1 -1 1 0 -2 -1 2 -2 0 -2
5039	1 1 1 1 2 -5 -6 3 -1 1 -2 -4 -1 4 -2 -2 -4
5039	1 -1 1 1 2 -1 -2 1 -1 1 0 -2 -1 0 -2 0 -2
5039	1 1 1 3 2 -3 -6 1 -3 1 0 -4 -1 2 -2 0 -2
5039	1 1 1 1 2 -3 -6 1 -1 1 0 -4 -1 2 -2 0 -2
5050	2 -1 0 -1 1 1 0 -1 -1 -1 2 0 -1 -2 -2 0 0
5050	0 1 0 1 3 -3 -6 1 -1 1 0 -4 -1 2 -2 0 -2
5050	0 1 0 1 1 -3 -4 1 -1 1 0 -2 -1 2 -2 0 -2
5050	0 1 0 1 3 -1 -4 1 -1 1 0 -2 -1 2 -2 0 -2
5055	1 -1 1 1 1 -1 -2 1 -3 -1 0 -2 1 0 0 0 0
5055	1 -1 1 1 1 -1 -2 1 -1 1 0 -2 -1 0 -2 0 -2
5055	1 1 1 1 3 -3 -6 1 -3 1 0 -4 -1 2 -2 0 -2
5055	1 1 1 3 3 -3 -6 1 -3 1 0 -4 -1 2 -2 0 -2
5099	1 1 2 3 4 -5 -9 3 -3 3 0 -6 -3 4 -4 0 -4
5099	1 1 0 1 2 -3 -5 1 -1 1 0 -4 -1 2 -2 0 -2
5099	1 -1 0 1 2 -1 -3 1 -1 1 0 -2 -1 2 -2 0 -2
5099	1 1 2 3 2 -3 -7 1 -3 1 0 -4 -1 2 -2 0 -2
5106	0 1 2 2 3 -3 -7 1 -3 1 0 -4 -1 2 -4 0 -2
5106	2 -1 0 0 1 -1 -1 1 -1 1 0 0 -1 0 -2 0 -2
5106	0 1 0 2 3 -3 -5 1 -1 1 0 -4 -1 2 -2 0 -2
5106	0 1 0 0 1 -1 -3 1 1 1 0 -2 -1 2 -2 0 -2
5130	0 1 0 1 2 -2 -4 0 0 2 1 -2 -1 2 -2 0 -2
5130	2 -1 2 1 2 0 -2 0 -2 0 1 -2 -1 0 -2 0 -2
5130	2 -1 0 -1 2 0 0 -2 -2 -2 1 0 1 -2 0 0 0
5130	0 1 0 1 0 -2 -2 2 0 2 -1 -2 -1 2 0 0 0
5179	1 1 2 3 5 -5 -10 2 -4 2 -1 -6 -1 4 -4 0 -4
5179	1 -1 0 -1 1 -1 0 0 0 0 -1 0 1 2 0 -2 -2
5179	1 -1 0 1 1 1 0 -2 -2 -2 1 0 1 -2 0 0 0
5179	1 -1 0 -1 1 1 2 -2 0 -2 1 0 1 -2 0 0 0
5182	2 -1 1 1 1 -1 -2 0 -2 0 1 -2 -1 0 -2 0 -2
5182	2 -1 1 1 3 -1 -4 0 -2 0 1 -2 -1 0 -2 0 -2
5182	2 -1 1 1 3 -1 -4 0 -4 0 1 -2 1 0 -2 0 -2
5182	0 1 1 1 1 -5 -6 2 0 2 -1 -4 -1 4 -2 -2 -2
5211	1 -1 0 -1 1 -2 -1 0 0 0 -1 0 1 2 0 -2 -2
5211	1 -1 0 -1 1 2 1 -2 0 -2 1 0 1 -2 0 0 0
5211	1 -1 0 -1 -1 2 3 -2 0 -2 1 2 1 -2 0 0 0
5211	1 -1 0 -1 -1 2 3 -2 0 -2 1 2 1 -2 2 0 2
5235	3 -1 0 0 3 -1 -3 0 -2 0 1 -2 -1 0 -2 0 -2
5235	1 -1 0 0 3 -1 -3 0 -2 0 1 -2 1 0 -2 0 -2
5235	1 -1 0 0 1 -1 -1 0 0 0 -1 0 1 2 0 -2 -2
5235	1 -1 0 0 1 1 1 -2 -2 -2 1 0 1 -2 0 0 0
5241	1 0 0 1 3 -1 -3 0 -2 0 1 -2 -1 0 -2 0 -2
5241	1 0 0 -1 1 -1 -1 0 0 0 -1 0 1 2 0 -2 -2
5241	1 0 0 -1 1 1 1 -2 0 -2 1 0 1 -2 0 0 0
5241	1 -2 0 -1 1 3 3 -2 0 -2 1 2 1 -2 0 0 0
5247	1 -1 1 1 3 -1 -3 0 -2 0 1 -2 -1 0 -2 0 -2
5247	1 -1 -1 -1 1 1 1 -2 0 -2 1 0 1 -2 0 0 0
5247	1 -1 -1 -1 1 3 3 -2 0 -2 1 2 1 -2 0 0 0
5247	1 1 1 1 3 -5 -7 2 -2 2 -1 -4 -1 4 -2 -2 -2
5251	1 -1 0 0 2 2 0 -1 -2 0 3 0 -1 -2 -2 2 0
5251	1 -1 0 -2 -2 2 4 -1 0 -2 1 2 1 -2 2 0 2
5251	1 1 2 2 4 -6 -10 3 -4 2 -1 -6 -1 4 -4 0 -4
5251	1 -1 0 0 0 0 0 -1 0 0 1 0 -1 0 0 0 0
5253	1 -2 -1 -2 -2 4 6 -1 0 -2 1 4 1 -4 2 2 2
5253	1 0 -1 0 0 0 0 -1 0 0 1 0 -1 0 0 0 0
5253	1 0 1 2 2 -2 -4 1 -2 0 1 -4 -1 0 -2 0 -2
5253	3 -2 1 0 2 0 -2 1 -2 0 1 -2 -1 0 -2 0 -2
5255	1 -1 1 0 0 0 0 1 -2 0 -1 0 1 0 0 0 0
5255	3 -1 1 0 2 0 -2 1 -2 0 1 -2 -1 0 -2 0 -2
5255	1 -1 -1 -2 0 2 4 -1 0 -2 1 2 1 -2 2 0 2
5255	1 -1 -1 -2 -2 2 4 -1 0 -2 1 2 1 -2 2 0 2
5292	0 0 1 1 0 -1 -2 1 -2 0 -1 0 1 0 0 0 0
5292	2 0 1 1 2 -5 -6 3 -2 2 -1 -4 -1 4 -2 -2 -4
5292	2 0 1 1 2 -1 -4 1 -2 0 1 -2 -1 0 -2 0 -2
5292	2 -2 1 1 2 -1 -2 1 -2 0 1 -2 -1 0 -2 0 -2
5311	1 -1 1 1 1 -1 -2 1 -2 0 1 -2 -1 0 -2 0 -2
5311	3 -1 1 1 3 -1 -4 1 -4 0 1 -2 -1 0 -2 0 -2
5311	1 1 1 1 3 -3 -6 1 -2 2 1 -4 -1 2 -2 0 -2
5311	1 1 1 1 3 -3 -6 1 -2 0 -1 -4 -1 2 -2 0 -2
5325	1 0 1 1 2 0 -3 -1 -2 0 1 -2 -1 0 -2 0 0
5325	1 0 1 1 2 -4 -5 3 0 2 -1 -4 -1 4 -2 -2 -4
5325	3 -2 1 1 2 -2 -3 1 -4 0 1 -2 -1 0 -2 0 -2
5325	1 0 1 1 2 0 -3 1 -2 0 1 -2 -1 0 -2 0 -2
5331	1 1 2 2 3 -6 -9 3 -2 2 -1 -6 -1 4 -4 -2 -4
5331	1 -1 0 -2 -1 2 3 -1 0 -2 1 2 1 -2 2 0 2
5331	3 -1 2 2 3 -2 -5 1 -4 0 1 -4 -1 0 -2 0 -2
5331	1 -1 0 0 -1 2 3 -1 0 0 1 2 -1 -2 0 2 0
5337	1 0 0 -1 1 0 -1 -1 0 0 1 0 -1 0 -2 0 0
5337	1 0 0 1 3 -2 -5 1 -2 0 1 -4 -1 2 -2 0 -2
5337	1 0 0 1 3 -2 -5 1 -2 2 1 -2 -1 2 -2 0 -2
5337	1 0 0 1 1 -2 -3 1 0 2 -1 -2 -1 2 -2 0 -2
5394	2 -1 0 0 3 0 -2 0 -1 0 1 -2 -1 0 -2 0 -2
