observation_id,family,parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,realizable_defect_span_exact,collision_support_size,rational_relation_component_count,split_triple_count,split_triples_with_some_fourth,triple_fourth_incidences,split_quartet_count,simultaneous_carrier_genus,simultaneous_carrier_degree
full11952_64_r17_results_v1.json:11952-0000035,11952,-109526/19457,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-1046320,11952,36459/127996,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0066581,11952,-563/11395,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0569419,11952,32303/100441,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0061750,11952,-11171/87161,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0058449,11952,-94579/115,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0847980,11952,29871/57977,17,18,1,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-1015808,11952,14557/17345,17,19,2,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_64_r17_results_v1.json:11952-0907309,11952,43803/104173,17,17,0,UNKNOWN,full11952_64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0959582,11952,110314/102227,17,27,10,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0280670,11952,-26370/48677,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0671851,11952,2618/26913,17,26,9,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0970821,11952,130724/36713,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0908880,11952,31901/82672,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0090121,11952,-24046/30897,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0509073,11952,-119091/96227,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0109166,11952,-59441/101590,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0929095,11952,101436/94999,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0426330,11952,-60038/18241,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0784385,11952,98624/110077,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0857337,11952,1808/10891,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0654631,11952,80307/78079,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0046276,11952,-3058/78939,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0315399,11952,-77456/92777,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0043220,11952,-24256/116821,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0637442,11952,46703/90334,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0003079,11952,-24466/29703,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0552991,11952,10120/98361,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0649211,11952,84029/23796,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0697366,11952,44221/115027,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0952348,11952,61891/837,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-1037461,11952,107703/74731,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0313949,11952,-115175/54886,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0035843,11952,-60405/106567,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0816645,11952,88187/27196,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0675988,11952,96282/84265,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0116916,11952,-52923/86245,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0348049,11952,-1099/79528,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0188928,11952,-27813/32114,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0881212,11952,28699/88762,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0250241,11952,-123173/96745,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0175156,11952,-117677/81239,17,21,4,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
full11952_late64_r17_results_v1.json:11952-0470307,11952,-130384/44951,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0403547,11952,-37321/105237,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0021006,11952,-107953/120874,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0652800,11952,90709/76028,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0067682,11952,-129707/52357,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0840198,11952,53673/125546,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0292998,11952,-95511/64061,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-1004724,11952,48368/118699,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0867511,11952,93962/10911,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0525933,11952,124501/2052,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0304226,11952,-36361/105043,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0484356,11952,-97918/78771,17,19,2,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0706370,11952,13539/64868,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0278044,11952,-12949/91680,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0321176,11952,-10687/64116,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0202081,11952,-119202/43403,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0003128,11952,-49154/12295,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0474125,11952,-75217/79775,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-1003566,11952,73890/124841,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0889458,11952,38293/104138,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0787136,11952,58903/22018,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0951298,11952,9201/29507,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0735792,11952,59195/62878,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0513211,11952,-113467/49131,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0695407,11952,61359/86351,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0739615,11952,8240/3493,17,20,3,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0629884,11952,19770/82127,17,18,1,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0085426,11952,-126484/30887,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0411591,11952,-49299/107300,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0539177,11952,43717/79902,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
full11952_late64_r17_results_v1.json:11952-0514560,11952,-37929/40942,17,17,0,UNKNOWN,full11952_late64_r17_results_v1.json,completed_initial,49,,PARTIAL_1024,1024,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
