observation_id,family,parameter,generic_subgroup_rank,retained_rank_lower_bound,retained_quotient_rank,full_curve_rank,cohort,phase,boxes,score_units,dictionary_coverage,dictionary_size,compatible_cover_count,realizable_defect_span_exact,collision_support_size,rational_relation_component_count,split_triple_count,split_triples_with_some_fourth,triple_fourth_incidences,split_quartet_count,simultaneous_carrier_genus,simultaneous_carrier_degree
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:38,published-R17,4197/4819,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96748062999179,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:39,published-R17,-4113/7910,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96744134598649,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:40,published-R17,-7726/2611,17,18,1,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96726341640139,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:41,published-R17,-10358/5863,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96721621616123,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:42,published-R17,4251/1375,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96706915051561,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:43,published-R17,-16246/13195,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96656464884845,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:44,published-R17,14981/15381,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96644257690969,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:45,published-R17,7127/1266,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96630039026784,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:46,published-R17,14771/6673,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96621161119882,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:47,published-R17,-14287/5405,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96554439989680,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:48,published-R17,-15472/8615,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96553981716665,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:49,published-R17,-3712/10017,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96474143833099,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:50,published-R17,-8382/14489,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96454879685112,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:51,published-R17,-3359/9754,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96416724667574,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:52,published-R17,5735/11074,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96400344249231,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:53,published-R17,-1291/11334,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96398648523594,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:55,published-R17,-8387/1750,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96349474875263,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:56,published-R17,1641/15448,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96304902447410,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:57,published-R17,8637/3040,17,19,2,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96300314879494,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:58,published-R17,10126/11795,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96291854473360,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:59,published-R17,-10481/8914,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96287757053976,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:60,published-R17,-4659/2815,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96264041054661,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:61,published-R17,-11412/11111,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96255128943671,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:62,published-R17,-15266/10685,17,17,0,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96246620299246,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
compact_r17_initial_measurements_v1.json:compact-r17-h16384-v1:63,published-R17,-7540/2317,17,21,4,UNKNOWN,compact-r17-h16384-v1,initial_measurement,43,96246266745874,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:074d9-001,074d9,-670/1129,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-002,074d9,-2336/731,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-003,074d9,-807/115,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-004,074d9,1133/1165,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-005,074d9,-1773/136,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-006,074d9,1224/931,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-007,074d9,-297/335,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-008,074d9,1019/3300,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-009,074d9,-578/3795,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-010,074d9,1811/3542,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-011,074d9,-2021/2823,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-012,074d9,-661/900,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-013,074d9,-2789/1357,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-014,074d9,32/3951,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-015,074d9,-1173/3370,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-016,074d9,-1028/2399,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-017,074d9,905/3564,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-018,074d9,2824/885,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-019,074d9,-1223/3329,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-020,074d9,-661/194,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-021,074d9,26/57,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-022,074d9,-2324/2523,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-023,074d9,-3292/1837,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-024,074d9,173/429,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-025,074d9,121/695,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-026,074d9,4075/4018,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-027,074d9,-676/921,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-028,074d9,1381/558,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-029,074d9,3013/980,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-030,074d9,-1449/1094,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-031,074d9,38/353,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:074d9-032,074d9,-935/2279,17,21,4,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-001,07ca9,760/211,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-002,07ca9,561/26,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-003,07ca9,422/879,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-004,07ca9,117/238,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-005,07ca9,869/2730,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-006,07ca9,-575/1207,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-007,07ca9,-1193/99,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-008,07ca9,965/1196,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-009,07ca9,-3693/1163,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-010,07ca9,3160/287,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-011,07ca9,3307/1128,17,26,9,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-012,07ca9,-1620/3023,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-013,07ca9,2393/1860,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-014,07ca9,3775/2497,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-015,07ca9,-1742/4013,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-016,07ca9,3065/48,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-017,07ca9,3435/3841,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-018,07ca9,-2402/1309,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-019,07ca9,1053/2968,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-020,07ca9,3076/2339,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-021,07ca9,2935/1939,17,17,0,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-022,07ca9,197/116,17,23,6,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-023,07ca9,3/377,17,25,8,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-024,07ca9,1443/986,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-025,07ca9,167/887,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-026,07ca9,-1982/1505,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-027,07ca9,-455/2801,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-028,07ca9,-1539/1700,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-029,07ca9,956/2219,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-030,07ca9,3172/245,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-031,07ca9,79/964,17,18,1,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:07ca9-032,07ca9,1572/785,17,22,5,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,UNTESTED_NO_VALID_ATLAS_OR_PARAMETER,,,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,UNTESTED,,,
rank_jump_completed_cohort_panel_v1.json:08234-001,08234,-1383/595,17,20,3,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,0,NOT_APPLICABLE,0,NOT_APPLICABLE,0,0,0,0,0,1
rank_jump_completed_cohort_panel_v1.json:08234-002,08234,-20/2827,17,19,2,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,1,0,0,NOT_APPLICABLE,0,0,0,0,0,2
rank_jump_completed_cohort_panel_v1.json:08234-003,08234,326/5,17,24,7,UNKNOWN,compact192_r17_results_v1.json,completed_initial,43,,COMPLETE_NATIVE_ATLAS,39120,4,3,18,UNKNOWN_NO_COMMON_RELATION_DICTIONARY,4,4,4,1,17,16
